Date,Adj Close_RAMKY.NS,Close_RAMKY.NS,High_RAMKY.NS,Low_RAMKY.NS,Open_RAMKY.NS,Volume_RAMKY.NS,Date
2020-07-13,35.75,35.75,36.79999923706055,34.29999923706055,35.400001525878906,228447,2020-07-13
2020-07-20,39.900001525878906,39.900001525878906,41.349998474121094,34.349998474121094,36.0,1058289,2020-07-20
2020-07-27,35.54999923706055,35.54999923706055,39.400001525878906,35.150001525878906,39.0,555210,2020-07-27
2020-08-03,35.20000076293945,35.20000076293945,36.5,33.29999923706055,35.599998474121094,471205,2020-08-03
2020-08-10,34.400001525878906,34.400001525878906,36.25,33.849998474121094,35.20000076293945,552114,2020-08-10
2020-08-17,35.0,35.0,38.95000076293945,33.29999923706055,34.79999923706055,1490232,2020-08-17
2020-08-24,35.099998474121094,35.099998474121094,38.400001525878906,34.900001525878906,35.349998474121094,1266399,2020-08-24
2020-08-31,31.850000381469727,31.850000381469727,36.349998474121094,31.450000762939453,36.349998474121094,523102,2020-08-31
2020-09-07,29.950000762939453,29.950000762939453,32.5,29.350000381469727,31.350000381469727,360373,2020-09-07
2020-09-14,30.950000762939453,30.950000762939453,33.5,29.350000381469727,30.200000762939453,427391,2020-09-14
2020-09-21,29.0,29.0,31.549999237060547,28.25,31.100000381469727,222186,2020-09-21
2020-09-28,29.549999237060547,29.549999237060547,29.950000762939453,28.549999237060547,29.200000762939453,187942,2020-09-28
2020-10-05,28.600000381469727,28.600000381469727,31.5,28.5,29.5,160315,2020-10-05
2020-10-12,28.850000381469727,28.850000381469727,31.700000762939453,28.0,29.149999618530273,555506,2020-10-12
2020-10-19,29.350000381469727,29.350000381469727,29.75,28.049999237060547,29.5,229312,2020-10-19
2020-10-26,28.799999237060547,28.799999237060547,29.600000381469727,28.100000381469727,29.350000381469727,200971,2020-10-26
2020-11-02,29.450000762939453,29.450000762939453,29.75,27.399999618530273,28.149999618530273,167987,2020-11-02
2020-11-09,30.700000762939453,30.700000762939453,31.700000762939453,28.299999237060547,29.399999618530273,502809,2020-11-09
2020-11-16,33.75,33.75,35.5,29.100000381469727,29.100000381469727,740730,2020-11-16
2020-11-23,33.79999923706055,33.79999923706055,34.75,31.75,34.70000076293945,355771,2020-11-23
2020-11-30,42.29999923706055,42.29999923706055,42.29999923706055,33.25,33.79999923706055,1358399,2020-11-30
2020-12-07,41.25,41.25,48.0,39.150001525878906,48.0,1759610,2020-12-07
2020-12-14,49.349998474121094,49.349998474121094,54.400001525878906,41.54999923706055,42.79999923706055,1735780,2020-12-14
2020-12-21,53.400001525878906,53.400001525878906,55.900001525878906,40.599998474121094,49.25,1632921,2020-12-21
2020-12-28,51.849998474121094,51.849998474121094,58.45000076293945,48.0,55.0,818047,2020-12-28
