Date,Adj Close_INDOAMIN.NS,Close_INDOAMIN.NS,High_INDOAMIN.NS,Low_INDOAMIN.NS,Open_INDOAMIN.NS,Volume_INDOAMIN.NS,Date
2023-10-16,112.41796112060547,112.6500015258789,117.30000305175781,112.0999984741211,115.25,295273,2023-10-16
2023-10-23,109.92311096191406,110.1500015258789,113.8499984741211,101.19999694824219,112.05000305175781,301795,2023-10-23
2023-10-30,110.47197723388672,110.69999694824219,113.94999694824219,104.44999694824219,110.05000305175781,409551,2023-10-30
2023-11-06,114.26415252685547,114.5,119.80000305175781,109.75,111.5999984741211,410324,2023-11-06
2023-11-13,112.76724243164062,113.0,117.0,111.5,117.0,197171,2023-11-13
2023-11-20,113.91487121582031,114.1500015258789,119.4000015258789,112.69999694824219,115.0,649931,2023-11-20
2023-11-27,113.41590118408203,113.6500015258789,117.4000015258789,112.69999694824219,114.1500015258789,274322,2023-11-27
2023-12-04,120.75076293945312,121.0,129.9499969482422,110.0,115.0,2606021,2023-12-04
2023-12-11,119.75282287597656,120.0,125.0,116.05000305175781,122.75,796846,2023-12-11
2023-12-18,117.1581802368164,117.4000015258789,127.25,109.3499984741211,120.0,918405,2023-12-18
2023-12-25,124.74252319335938,125.0,133.0,117.4000015258789,117.4000015258789,2212175,2023-12-25
2024-01-01,158.52279663085938,158.85000610351562,172.0,125.1500015258789,125.94999694824219,12446347,2024-01-01
2024-01-08,157.67454528808594,158.0,165.0,154.60000610351562,158.9499969482422,1126718,2024-01-08
2024-01-15,163.1133270263672,163.4499969482422,167.8000030517578,150.8000030517578,158.0,2458991,2024-01-15
2024-01-22,164.7599334716797,165.10000610351562,166.8000030517578,152.9499969482422,163.4499969482422,1574645,2024-01-22
2024-01-29,170.94715881347656,171.3000030517578,182.0,163.0,171.0,2893794,2024-01-29
2024-02-05,177.7830352783203,178.14999389648438,184.60000610351562,158.1999969482422,172.0,2561457,2024-02-05
2024-02-12,152.13597106933594,152.4499969482422,181.10000610351562,145.1999969482422,180.39999389648438,1409650,2024-02-12
2024-02-19,145.94874572753906,146.25,155.0,143.60000610351562,153.35000610351562,701024,2024-02-19
2024-02-26,135.91944885253906,136.1999969482422,150.75,135.0500030517578,146.0,767410,2024-02-26
2024-03-04,130.0316162109375,130.3000030517578,139.9499969482422,127.6500015258789,138.1999969482422,791730,2024-03-04
2024-03-11,110.02290344238281,110.25,129.8000030517578,106.5999984741211,129.8000030517578,1332151,2024-03-11
2024-03-18,114.91281127929688,115.1500015258789,117.0,109.05000305175781,111.9000015258789,794784,2024-03-18
2024-03-25,111.27033233642578,111.5,119.3499984741211,111.0,116.9000015258789,599099,2024-03-25
2024-04-01,141.80731201171875,142.10000610351562,152.89999389648438,113.0999984741211,113.1500015258789,4881970,2024-04-01
2024-04-08,132.92562866210938,133.1999969482422,145.0,132.0,143.75,534965,2024-04-08
2024-04-15,138.76358032226562,139.0500030517578,142.89999389648438,124.05000305175781,132.0,887062,2024-04-15
2024-04-22,137.8654327392578,138.14999389648438,144.25,135.14999389648438,140.9499969482422,594703,2024-04-22
2024-04-29,132.52645874023438,132.8000030517578,143.0,131.3000030517578,142.85000610351562,280904,2024-04-29
2024-05-06,130.28109741210938,130.5500030517578,138.5,127.9000015258789,132.5,410977,2024-05-06
2024-05-13,134.77182006835938,135.0500030517578,135.4499969482422,127.5,130.5,299762,2024-05-13
2024-05-20,124.2435531616211,124.5,134.85000610351562,123.94999694824219,133.9499969482422,252833,2024-05-20
2024-05-27,117.3577651977539,117.5999984741211,127.80000305175781,114.30000305175781,127.80000305175781,391378,2024-05-27
2024-06-03,119.70291900634766,119.94999694824219,123.94999694824219,107.0999984741211,120.0,405353,2024-06-03
2024-06-10,125.79035949707031,126.05000305175781,130.5,116.0,120.6500015258789,1132819,2024-06-10
2024-06-17,127.37708282470703,127.63999938964844,134.4499969482422,122.22000122070312,126.05000305175781,803025,2024-06-17
2024-06-24,139.86131286621094,140.14999389648438,147.74000549316406,123.12000274658203,127.8499984741211,4578031,2024-06-24
2024-07-01,137.4263458251953,137.7100067138672,144.86000061035156,136.0,141.85000610351562,975305,2024-07-01
2024-07-08,131.27903747558594,131.5500030517578,138.77000427246094,126.25,135.0,951646,2024-07-08
2024-07-15,142.39608764648438,142.69000244140625,167.3000030517578,130.30999755859375,133.0,8660123,2024-07-15
2024-07-22,150.7288818359375,151.0399932861328,159.39999389648438,133.99000549316406,138.64999389648438,2857169,2024-07-22
2024-07-29,154.07199096679688,154.38999938964844,166.1999969482422,149.10000610351562,154.0,3021511,2024-07-29
2024-08-05,170.66773986816406,171.02000427246094,174.1999969482422,139.39999389648438,147.00999450683594,7090630,2024-08-05
2024-08-12,161.51663208007812,161.85000610351562,174.89999389648438,154.2100067138672,172.89999389648438,4461541,2024-08-12
2024-08-19,167.4842987060547,167.8300018310547,182.0,162.9499969482422,162.9499969482422,4934510,2024-08-19
2024-08-26,174.71937561035156,175.0800018310547,184.0,162.35000610351562,169.3800048828125,6689558,2024-08-26
2024-09-02,208.33998107910156,208.77000427246094,212.44000244140625,175.1999969482422,176.27999877929688,15094379,2024-09-02
2024-09-09,228.00936889648438,228.47999572753906,248.39999389648438,209.02000427246094,215.49000549316406,18435941,2024-09-09
2024-09-16,220.6844940185547,221.13999938964844,246.02000427246094,215.0,229.89999389648438,4030915,2024-09-16
2024-09-23,227.6999969482422,227.6999969482422,235.89999389648438,213.6300048828125,223.6999969482422,3527450,2024-09-23
2024-09-30,218.3699951171875,218.3699951171875,244.0,214.10000610351562,229.39999389648438,3092038,2024-09-30
2024-10-07,196.58999633789062,196.58999633789062,221.5,190.64999389648438,220.0500030517578,3030344,2024-10-07
2024-10-14,193.1699981689453,193.1699981689453,203.0500030517578,184.91000366210938,198.16000366210938,2059497,2024-10-14
2024-10-21,166.2899932861328,166.2899932861328,194.0,164.0,193.0,1643750,2024-10-21
2024-10-28,174.27000427246094,174.27000427246094,176.39999389648438,157.22000122070312,163.05999755859375,1581134,2024-10-28
2024-11-04,176.44000244140625,176.44000244140625,182.83999633789062,167.60000610351562,175.0,1007592,2024-11-04
2024-11-11,166.19000244140625,166.19000244140625,187.8000030517578,163.08999633789062,176.0,1511692,2024-11-11
2024-11-18,164.35000610351562,164.35000610351562,176.1999969482422,163.10000610351562,169.0,678224,2024-11-18
2024-11-25,174.6300048828125,174.6300048828125,180.4499969482422,165.1199951171875,167.6999969482422,832164,2024-11-25
2024-12-02,197.6999969482422,197.6999969482422,206.60000610351562,172.47999572753906,174.33999633789062,5478240,2024-12-02
2024-12-09,199.41000366210938,199.41000366210938,210.5,187.0500030517578,195.5,1962492,2024-12-09
2024-12-16,176.32000732421875,176.32000732421875,204.08999633789062,174.99000549316406,200.99000549316406,802613,2024-12-16
2024-12-23,171.10000610351562,171.10000610351562,179.44000244140625,167.2100067138672,179.0,587338,2024-12-23
2024-12-30,174.9499969482422,174.9499969482422,179.77999877929688,167.35000610351562,173.64999389648438,598309,2024-12-30
2025-01-06,162.07000732421875,162.07000732421875,183.3000030517578,157.42999267578125,174.52000427246094,3627756,2025-01-06
2025-01-13,154.63999938964844,154.63999938964844,160.82000732421875,146.10000610351562,157.55999755859375,987126,2025-01-13
2025-01-20,148.94000244140625,148.94000244140625,158.83999633789062,145.0,155.89999389648438,517374,2025-01-20
2025-01-27,147.3699951171875,147.3699951171875,152.0,130.00999450683594,146.5500030517578,792827,2025-01-27
2025-02-03,146.6699981689453,146.6699981689453,152.49000549316406,145.0,148.3000030517578,409005,2025-02-03
2025-02-10,126.97000122070312,126.97000122070312,147.67999267578125,125.4000015258789,147.0,601789,2025-02-10
2025-02-17,127.26000213623047,127.26000213623047,132.6999969482422,119.0999984741211,125.0,483805,2025-02-17
2025-02-24,114.55000305175781,114.55000305175781,128.19000244140625,111.75,125.3499984741211,300007,2025-02-24
2025-03-03,123.19999694824219,123.19999694824219,125.98999786376953,105.0,115.5999984741211,540998,2025-03-03
2025-03-10,109.70999908447266,109.70999908447266,124.97000122070312,108.30000305175781,122.1500015258789,386416,2025-03-10
2025-03-17,128.60000610351562,128.60000610351562,134.64999389648438,105.30000305175781,110.30000305175781,1056050,2025-03-17
2025-03-24,115.01000213623047,115.01000213623047,132.1999969482422,111.25,128.5,1585345,2025-03-24
2025-03-31,117.41999816894531,117.41999816894531,125.94999694824219,114.1500015258789,115.01000213623047,810467,2025-03-31
2025-04-07,118.76000213623047,118.76000213623047,119.98999786376953,106.0,106.01000213623047,451269,2025-04-07
2025-04-14,135.16000366210938,135.16000366210938,144.0,118.76000213623047,118.76000213623047,1587897,2025-04-14
2025-04-21,132.58999633789062,132.58999633789062,143.49000549316406,130.9499969482422,134.60000610351562,1061516,2025-04-21
2025-04-28,130.2899932861328,130.2899932861328,135.7899932861328,127.19999694824219,131.14999389648438,305869,2025-04-28
2025-05-05,124.08000183105469,124.08000183105469,132.0800018310547,119.77999877929688,129.6699981689453,443359,2025-05-05
2025-05-12,140.82000732421875,140.82000732421875,142.5,126.0,126.0,651497,2025-05-12
2025-05-19,140.94000244140625,140.94000244140625,149.5,137.30999755859375,142.5,1657088,2025-05-19
2025-05-26,142.9600067138672,142.9600067138672,151.39999389648438,141.02000427246094,141.02000427246094,805703,2025-05-26
2025-06-02,152.97000122070312,152.97000122070312,160.39999389648438,141.27999877929688,142.1999969482422,1797954,2025-06-02
2025-06-09,151.91000366210938,151.91000366210938,167.8000030517578,148.49000549316406,154.1999969482422,1333456,2025-06-09
2025-06-16,148.05999755859375,148.05999755859375,153.52000427246094,143.10000610351562,151.67999267578125,588775,2025-06-16
2025-06-23,161.39999389648438,161.39999389648438,170.47999572753906,145.30999755859375,146.8000030517578,3160439,2025-06-23
2025-06-30,165.3800048828125,165.3800048828125,174.24000549316406,161.10000610351562,162.5,1534222,2025-06-30
2025-07-07,160.36000061035156,160.36000061035156,176.25,158.8000030517578,165.0800018310547,1308714,2025-07-07
2025-07-14,162.1999969482422,162.1999969482422,163.74000549316406,157.10000610351562,159.10000610351562,227402,2025-07-14
