Date,Adj Close_INDOAMIN.NS,Close_INDOAMIN.NS,High_INDOAMIN.NS,Low_INDOAMIN.NS,Open_INDOAMIN.NS,Volume_INDOAMIN.NS,Date
2022-04-25,112.28479766845703,113.3499984741211,121.9000015258789,110.05000305175781,121.0,67484,2022-04-25
2022-05-02,99.35743713378906,100.30000305175781,118.0,97.05000305175781,112.9000015258789,125203,2022-05-02
2022-05-09,96.68280792236328,97.5999984741211,107.94999694824219,92.80000305175781,100.0,193417,2022-05-09
2022-05-16,99.60508728027344,100.55000305175781,104.94999694824219,95.0,99.75,117605,2022-05-16
2022-05-23,94.45394897460938,95.3499984741211,120.19999694824219,90.94999694824219,100.5999984741211,135513,2022-05-23
2022-05-30,92.96804809570312,93.8499984741211,103.80000305175781,93.0999984741211,99.0,134576,2022-05-30
2022-06-06,86.77677917480469,87.5999984741211,97.55000305175781,86.05000305175781,96.9000015258789,133029,2022-06-06
2022-06-13,78.50525665283203,79.25,88.0,77.5,81.80000305175781,159218,2022-06-13
2022-06-20,76.82122802734375,77.55000305175781,86.0,70.19999694824219,81.0,116492,2022-06-20
2022-06-27,77.76229858398438,78.5,85.8499984741211,76.4000015258789,78.0999984741211,57251,2022-06-27
2022-07-04,77.76229858398438,78.5,80.5999984741211,75.25,80.0,57669,2022-07-04
2022-07-11,78.25760650634766,79.0,82.5999984741211,78.5,80.0999984741211,70466,2022-07-11
2022-07-18,90.14483642578125,91.0,95.30000305175781,78.0,78.3499984741211,266065,2022-07-18
2022-07-25,98.4163589477539,99.3499984741211,111.0,91.9000015258789,92.5999984741211,483576,2022-07-25
2022-08-01,94.15677642822266,95.05000305175781,104.4000015258789,93.0,103.80000305175781,143449,2022-08-01
2022-08-08,102.5273666381836,103.5,109.69999694824219,93.05000305175781,95.0999984741211,403631,2022-08-08
2022-08-15,136.30691528320312,137.60000610351562,142.0,98.69999694824219,103.5,3293967,2022-08-15
2022-08-22,144.2317352294922,145.60000610351562,176.39999389648438,138.0,140.60000610351562,5586087,2022-08-22
2022-08-29,145.4204559326172,146.8000030517578,160.6999969482422,131.10000610351562,142.0,1024654,2022-08-29
2022-09-05,135.8121337890625,136.64999389648438,152.0,136.0,152.0,571815,2022-09-05
2022-09-12,135.7127685546875,136.5500030517578,152.0,132.0,138.0,1041670,2022-09-12
2022-09-19,125.47591400146484,126.25,142.4499969482422,125.19999694824219,136.5,694792,2022-09-19
2022-09-26,116.03416442871094,116.75,125.6500015258789,114.25,125.6500015258789,470012,2022-09-26
2022-10-03,122.04707336425781,122.80000305175781,125.3499984741211,115.0999984741211,116.8499984741211,285162,2022-10-03
2022-10-10,139.93670654296875,140.8000030517578,146.60000610351562,119.05000305175781,122.0,2933414,2022-10-10
2022-10-17,125.92315673828125,126.69999694824219,144.4499969482422,124.19999694824219,144.0,541687,2022-10-17
2022-10-24,128.15936279296875,128.9499969482422,133.60000610351562,127.5,132.4499969482422,262048,2022-10-24
2022-10-31,128.55691528320312,129.35000610351562,131.4499969482422,124.0,129.5,175753,2022-10-31
2022-11-07,119.76116943359375,120.5,135.25,118.9000015258789,130.0500030517578,362928,2022-11-07
2022-11-14,111.66114044189453,112.3499984741211,124.0999984741211,111.0,124.0999984741211,394868,2022-11-14
2022-11-21,107.98382568359375,108.6500015258789,114.69999694824219,107.8499984741211,113.9000015258789,334353,2022-11-21
2022-11-28,104.65437316894531,105.30000305175781,111.0999984741211,104.94999694824219,109.05000305175781,587325,2022-11-28
2022-12-05,98.0451431274414,98.6500015258789,107.30000305175781,97.75,107.30000305175781,549719,2022-12-05
2022-12-12,96.5543441772461,97.1500015258789,102.3499984741211,96.5,98.6500015258789,309241,2022-12-12
2022-12-19,81.84508514404297,82.3499984741211,98.94999694824219,81.75,97.1500015258789,334026,2022-12-19
2022-12-26,89.39848327636719,89.94999694824219,91.8499984741211,83.0999984741211,84.0,511892,2022-12-26
2023-01-02,106.24456024169922,106.9000015258789,120.75,90.0,91.6500015258789,3055993,2023-01-02
2023-01-09,105.10160827636719,105.75,112.80000305175781,99.5,109.3499984741211,1015472,2023-01-09
2023-01-16,106.09547424316406,106.75,113.0999984741211,101.55000305175781,105.9000015258789,739995,2023-01-16
2023-01-23,97.20036315917969,97.80000305175781,108.30000305175781,95.05000305175781,108.30000305175781,252038,2023-01-23
2023-01-30,95.3616943359375,95.94999694824219,103.4000015258789,94.0,99.5999984741211,335486,2023-01-30
2023-02-06,95.75923919677734,96.3499984741211,100.9000015258789,93.0,96.5,295520,2023-02-06
2023-02-13,90.59113311767578,91.1500015258789,99.0,90.25,96.05000305175781,215874,2023-02-13
2023-02-20,84.82669067382812,85.3499984741211,92.55000305175781,84.75,92.5,188414,2023-02-20
2023-02-27,86.51627349853516,87.05000305175781,97.0999984741211,79.9000015258789,87.69999694824219,1774631,2023-02-27
2023-03-06,85.62178802490234,86.1500015258789,92.5,85.25,87.75,448510,2023-03-06
2023-03-13,81.09967803955078,81.5999984741211,87.5,80.5999984741211,86.0,380853,2023-03-13
2023-03-20,75.48432159423828,75.94999694824219,83.0,75.5,82.0,313253,2023-03-20
2023-03-27,76.47819519042969,76.94999694824219,80.3499984741211,69.0,79.4000015258789,740086,2023-03-27
2023-04-03,79.55918884277344,80.05000305175781,84.0999984741211,76.0,77.80000305175781,340831,2023-04-03
2023-04-10,86.66533660888672,87.19999694824219,90.0,80.25,80.5999984741211,565651,2023-04-10
2023-04-17,85.96963500976562,86.5,91.0,84.05000305175781,86.94999694824219,342899,2023-04-17
2023-04-24,88.75247192382812,89.30000305175781,94.0,85.4000015258789,86.5999984741211,397508,2023-04-24
2023-05-01,89.79602813720703,90.3499984741211,94.94999694824219,89.25,89.30000305175781,205347,2023-05-01
2023-05-08,88.6033935546875,89.1500015258789,93.1500015258789,86.9000015258789,91.5,211846,2023-05-08
2023-05-15,110.17033386230469,110.8499984741211,119.75,89.44999694824219,90.69999694824219,3533749,2023-05-15
2023-05-22,106.04578399658203,106.69999694824219,115.0,106.0,111.05000305175781,859698,2023-05-22
2023-05-29,121.74890899658203,122.5,126.5,106.5999984741211,107.6500015258789,2199270,2023-05-29
2023-06-05,118.61821746826172,119.3499984741211,126.0,116.6500015258789,124.0,1034762,2023-06-05
2023-06-12,123.53787994384766,124.30000305175781,128.1999969482422,118.1500015258789,120.55000305175781,994444,2023-06-12
2023-06-19,114.9906005859375,115.69999694824219,125.80000305175781,113.8499984741211,124.80000305175781,503063,2023-06-19
2023-06-26,117.87281799316406,118.5999984741211,122.80000305175781,115.6500015258789,116.69999694824219,363195,2023-06-26
2023-07-03,114.94091033935547,115.6500015258789,123.19999694824219,113.25,120.1500015258789,460313,2023-07-03
2023-07-10,112.20777130126953,112.9000015258789,117.5999984741211,110.0,115.6500015258789,538569,2023-07-10
2023-07-17,111.85991668701172,112.55000305175781,115.44999694824219,110.3499984741211,114.0,302708,2023-07-17
2023-07-24,109.52432250976562,110.19999694824219,114.94999694824219,106.5,113.9000015258789,410883,2023-07-24
2023-07-31,114.04642486572266,114.75,121.44999694824219,110.8499984741211,112.4000015258789,755934,2023-07-31
2023-08-07,112.95317077636719,113.6500015258789,123.8499984741211,112.8499984741211,117.0,841689,2023-08-07
2023-08-14,108.18260192871094,108.8499984741211,114.05000305175781,106.3499984741211,114.0,366042,2023-08-14
2023-08-21,110.71697235107422,111.4000015258789,121.5999984741211,108.0,108.0,1681768,2023-08-21
2023-08-28,117.6740493774414,118.4000015258789,126.80000305175781,111.1500015258789,111.4000015258789,1543803,2023-08-28
2023-09-04,131.09127807617188,131.89999389648438,133.5,117.6500015258789,119.3499984741211,2811348,2023-09-04
2023-09-11,124.82990264892578,125.5999984741211,139.6999969482422,118.5,133.9499969482422,3341497,2023-09-11
2023-09-18,120.15872192382812,120.9000015258789,126.9000015258789,118.5,125.5999984741211,554436,2023-09-18
2023-09-25,119.95240783691406,120.19999694824219,124.75,118.30000305175781,121.0999984741211,294654,2023-09-25
2023-10-02,117.1082763671875,117.3499984741211,122.25,114.05000305175781,120.19999694824219,350823,2023-10-02
2023-10-09,114.31404876708984,114.55000305175781,118.75,112.69999694824219,117.3499984741211,363630,2023-10-09
