Date,Adj Close_STEELXIND.NS,Close_STEELXIND.NS,High_STEELXIND.NS,Low_STEELXIND.NS,Open_STEELXIND.NS,Volume_STEELXIND.NS,Date
2023-08-28,10.399999618530273,10.399999618530273,11.399999618530273,9.550000190734863,11.399999618530273,39497052,2023-08-28
2023-09-04,9.949999809265137,9.949999809265137,10.850000381469727,9.800000190734863,10.550000190734863,16681485,2023-09-04
2023-09-11,10.350000381469727,10.350000381469727,12.100000381469727,9.899999618530273,10.300000190734863,153200454,2023-09-11
2023-09-18,10.0,10.0,11.0,9.75,10.399999618530273,42361690,2023-09-18
2023-09-25,9.550000190734863,9.550000190734863,10.199999809265137,9.199999809265137,10.149999618530273,24467588,2023-09-25
2023-10-02,8.800000190734863,8.800000190734863,9.649999618530273,8.649999618530273,9.550000190734863,15609611,2023-10-02
2023-10-09,9.350000381469727,9.350000381469727,9.949999809265137,7.800000190734863,8.699999809265137,36276896,2023-10-09
2023-10-16,9.300000190734863,9.300000190734863,9.600000381469727,9.050000190734863,9.399999618530273,12732450,2023-10-16
2023-10-23,9.0,9.0,9.350000381469727,8.25,9.300000190734863,7783050,2023-10-23
2023-10-30,8.75,8.75,9.100000381469727,8.649999618530273,9.100000381469727,7292942,2023-10-30
2023-11-06,8.699999809265137,8.699999809265137,8.899999618530273,8.649999618530273,8.850000381469727,6257497,2023-11-06
2023-11-13,9.300000190734863,9.300000190734863,9.5,8.199999809265137,8.850000381469727,20279004,2023-11-13
2023-11-20,10.199999809265137,10.199999809265137,11.300000190734863,9.699999809265137,10.300000190734863,49925104,2023-11-20
2023-11-27,9.75,9.75,10.550000190734863,9.600000381469727,10.199999809265137,15013419,2023-11-27
2023-12-04,9.699999809265137,9.699999809265137,10.149999618530273,9.649999618530273,10.0,21044605,2023-12-04
2023-12-11,10.449999809265137,10.449999809265137,10.600000381469727,9.699999809265137,9.899999618530273,26570799,2023-12-11
2023-12-18,10.100000381469727,10.100000381469727,10.600000381469727,9.75,10.550000190734863,19978136,2023-12-18
2023-12-25,10.449999809265137,10.449999809265137,10.949999809265137,10.100000381469727,10.100000381469727,24649558,2023-12-25
2024-01-01,13.100000381469727,13.100000381469727,13.75,10.300000190734863,10.399999618530273,148748879,2024-01-01
2024-01-08,12.800000190734863,12.800000190734863,13.699999809265137,12.149999618530273,13.350000381469727,56710810,2024-01-08
2024-01-15,12.399999618530273,12.399999618530273,13.149999618530273,11.699999809265137,12.800000190734863,26543841,2024-01-15
2024-01-22,14.899999618530273,14.899999618530273,15.300000190734863,10.899999618530273,12.399999618530273,126167307,2024-01-22
2024-01-29,16.899999618530273,16.899999618530273,18.399999618530273,15.050000190734863,15.449999809265137,203058693,2024-01-29
2024-02-05,15.850000381469727,15.850000381469727,17.850000381469727,15.25,17.200000762939453,88836419,2024-02-05
2024-02-12,15.449999809265137,15.449999809265137,16.0,13.699999809265137,15.949999809265137,40170222,2024-02-12
2024-02-19,15.850000381469727,15.850000381469727,16.75,15.199999809265137,15.5,31003009,2024-02-19
2024-02-26,14.550000190734863,14.550000190734863,16.0,14.0,15.850000381469727,29183659,2024-02-26
2024-03-04,15.149999618530273,15.149999618530273,15.149999618530273,13.600000381469727,15.100000381469727,20776103,2024-03-04
2024-03-11,13.050000190734863,13.050000190734863,15.25,12.0,15.149999618530273,34603721,2024-03-11
2024-03-18,14.0,14.0,15.300000190734863,12.899999618530273,13.300000190734863,52129979,2024-03-18
2024-03-25,13.800000190734863,13.800000190734863,14.5,13.75,14.0,11603128,2024-03-25
2024-04-01,14.949999809265137,14.949999809265137,15.699999809265137,14.100000381469727,14.449999809265137,27705643,2024-04-01
2024-04-08,14.899999618530273,14.899999618530273,15.800000190734863,14.699999809265137,14.949999809265137,28603864,2024-04-08
2024-04-15,13.800000190734863,13.800000190734863,14.5,13.600000381469727,14.300000190734863,17323716,2024-04-15
2024-04-22,14.100000381469727,14.100000381469727,14.300000190734863,13.800000190734863,13.899999618530273,13997857,2024-04-22
2024-04-29,14.949999809265137,14.949999809265137,15.300000190734863,13.949999809265137,14.199999809265137,24278173,2024-04-29
2024-05-06,13.199999809265137,13.199999809265137,15.199999809265137,13.0,15.050000190734863,25594481,2024-05-06
2024-05-13,13.350000381469727,13.350000381469727,13.800000190734863,12.949999809265137,13.199999809265137,20303934,2024-05-13
2024-05-20,12.899999618530273,12.899999618530273,13.449999809265137,12.850000381469727,13.449999809265137,10723837,2024-05-20
2024-05-27,12.550000190734863,12.550000190734863,13.5,12.5,13.0,11597965,2024-05-27
2024-06-03,13.149999618530273,13.149999618530273,13.300000190734863,11.649999618530273,13.0,15626476,2024-06-03
2024-06-10,13.40999984741211,13.40999984741211,13.970000267028809,12.899999618530273,13.399999618530273,24253586,2024-06-10
2024-06-17,14.239999771118164,14.239999771118164,14.430000305175781,12.760000228881836,13.40999984741211,50873625,2024-06-17
2024-06-24,14.5600004196167,14.5600004196167,15.300000190734863,14.300000190734863,14.5,103442610,2024-06-24
2024-07-01,14.079999923706055,14.079999923706055,15.020000457763672,14.010000228881836,14.5,31124223,2024-07-01
2024-07-08,13.529999732971191,13.529999732971191,14.210000038146973,13.510000228881836,14.199999809265137,16682881,2024-07-08
2024-07-15,12.869999885559082,12.869999885559082,14.109999656677246,12.8100004196167,13.5600004196167,15480753,2024-07-15
2024-07-22,14.199999809265137,14.199999809265137,14.789999961853027,12.520000457763672,12.75,54163782,2024-07-22
2024-07-29,13.890000343322754,13.890000343322754,15.800000190734863,13.8100004196167,14.380000114440918,57195116,2024-07-29
2024-08-05,13.039999961853027,13.039999961853027,13.649999618530273,12.90999984741211,13.5,18017487,2024-08-05
2024-08-12,12.960000038146973,12.960000038146973,13.229999542236328,12.649999618530273,13.039999961853027,9187869,2024-08-12
2024-08-19,13.369999885559082,13.369999885559082,13.800000190734863,12.90999984741211,13.0,15313754,2024-08-19
2024-08-26,13.960000038146973,13.960000038146973,14.760000228881836,13.5600004196167,13.75,52263317,2024-08-26
2024-09-02,13.449999809265137,13.449999809265137,14.170000076293945,13.380000114440918,13.899999618530273,14332651,2024-09-02
2024-09-09,13.430000305175781,13.430000305175781,13.800000190734863,13.020000457763672,13.420000076293945,13293844,2024-09-09
2024-09-16,12.800000190734863,12.800000190734863,13.829999923706055,12.770000457763672,13.579999923706055,12054219,2024-09-16
2024-09-23,12.850000381469727,12.850000381469727,13.899999618530273,12.75,12.890000343322754,42716902,2024-09-23
2024-09-30,12.510000228881836,12.510000228881836,13.029999732971191,12.40999984741211,12.850000381469727,12495360,2024-09-30
2024-10-07,12.039999961853027,12.039999961853027,12.579999923706055,11.529999732971191,12.550000190734863,13060914,2024-10-07
2024-10-14,12.15999984741211,12.15999984741211,12.850000381469727,11.9399995803833,12.0600004196167,15682989,2024-10-14
2024-10-21,10.670000076293945,10.670000076293945,12.1899995803833,10.020000457763672,12.149999618530273,11902213,2024-10-21
2024-10-28,11.739999771118164,11.739999771118164,11.899999618530273,10.569999694824219,10.84000015258789,6741780,2024-10-28
2024-11-04,11.020000457763672,11.020000457763672,11.970000267028809,11.0,11.970000267028809,8185465,2024-11-04
2024-11-11,10.119999885559082,10.119999885559082,11.029999732971191,10.0,11.0,5349577,2024-11-11
2024-11-18,10.1899995803833,10.1899995803833,10.449999809265137,10.100000381469727,10.260000228881836,3636505,2024-11-18
2024-11-25,10.789999961853027,10.789999961853027,11.100000381469727,10.300000190734863,10.510000228881836,4267473,2024-11-25
2024-12-02,11.09000015258789,11.09000015258789,11.4399995803833,10.609999656677246,10.9399995803833,7969559,2024-12-02
2024-12-09,11.0600004196167,11.0600004196167,11.399999618530273,10.920000076293945,11.09000015258789,4976976,2024-12-09
2024-12-16,10.579999923706055,10.579999923706055,11.25,10.529999732971191,11.239999771118164,4118180,2024-12-16
2024-12-23,10.34000015258789,10.34000015258789,10.84000015258789,10.300000190734863,10.720000267028809,3563674,2024-12-23
2024-12-30,10.8100004196167,10.8100004196167,10.9399995803833,10.109999656677246,10.329999923706055,6629147,2024-12-30
2025-01-06,9.899999618530273,9.899999618530273,11.0,9.859999656677246,10.850000381469727,5346131,2025-01-06
2025-01-13,10.100000381469727,10.100000381469727,10.25,9.020000457763672,9.850000381469727,5823843,2025-01-13
2025-01-20,10.25,10.25,10.850000381469727,9.600000381469727,10.180000305175781,8871733,2025-01-20
2025-01-27,9.949999809265137,9.949999809265137,11.420000076293945,9.699999809265137,10.850000381469727,13668724,2025-01-27
2025-02-03,9.84000015258789,9.84000015258789,10.180000305175781,9.720000267028809,9.989999771118164,4758596,2025-02-03
2025-02-10,8.800000190734863,8.800000190734863,9.890000343322754,8.729999542236328,9.84000015258789,6517347,2025-02-10
2025-02-17,8.5600004196167,8.5600004196167,8.930000305175781,8.34000015258789,8.899999618530273,7757012,2025-02-17
