Date,Adj Close_TEJASNET.NS,Close_TEJASNET.NS,High_TEJASNET.NS,Low_TEJASNET.NS,Open_TEJASNET.NS,Volume_TEJASNET.NS,Date
2020-07-13,55.948890686035156,56.150001525878906,64.69999694824219,56.150001525878906,61.5,923100,2020-07-13
2020-07-20,54.15533447265625,54.349998474121094,58.95000076293945,53.349998474121094,54.04999923706055,858422,2020-07-20
2020-07-27,57.49333953857422,57.70000076293945,61.0,53.5,57.0,1040051,2020-07-27
2020-08-03,60.632057189941406,60.849998474121094,61.79999923706055,55.099998474121094,58.0,630436,2020-08-03
2020-08-10,66.85967254638672,67.0999984741211,73.8499984741211,62.099998474121094,63.849998474121094,1163468,2020-08-10
2020-08-17,65.36504364013672,65.5999984741211,69.4000015258789,65.0,69.0,960172,2020-08-17
2020-08-24,63.67113494873047,63.900001525878906,66.9000015258789,61.20000076293945,66.9000015258789,2008718,2020-08-24
2020-08-31,61.13026428222656,61.349998474121094,66.0,56.29999923706055,65.94999694824219,1461867,2020-08-31
2020-09-07,72.78836059570312,73.05000305175781,78.1500015258789,62.400001525878906,64.4000015258789,11980298,2020-09-07
2020-09-14,79.66364288330078,79.94999694824219,86.0,74.0,74.0,5192448,2020-09-14
2020-09-21,71.34355163574219,71.5999984741211,82.69999694824219,67.6500015258789,81.0,2427446,2020-09-21
2020-09-28,71.59265899658203,71.8499984741211,76.19999694824219,71.0,75.1500015258789,2236040,2020-09-28
2020-10-05,74.98048400878906,75.25,81.6500015258789,72.1500015258789,73.1500015258789,2811455,2020-10-05
2020-10-12,71.59265899658203,71.8499984741211,76.80000305175781,67.9000015258789,76.0,770972,2020-10-12
2020-10-19,92.66690826416016,93.0,93.0,72.4000015258789,73.5,7209334,2020-10-19
2020-10-26,89.52819061279297,89.8499984741211,97.6500015258789,86.05000305175781,94.0,3934055,2020-10-26
2020-11-02,90.57443237304688,90.9000015258789,95.0999984741211,86.4000015258789,90.5,2367292,2020-11-02
2020-11-09,94.41063690185547,94.75,95.19999694824219,87.1500015258789,88.25,3407652,2020-11-09
2020-11-16,103.17912292480469,103.55000305175781,111.0,90.69999694824219,90.69999694824219,5631302,2020-11-16
2020-11-23,102.48162841796875,102.8499984741211,108.69999694824219,96.5999984741211,105.0,3086622,2020-11-23
