Date,Adj Close_SUBEXLTD.NS,Close_SUBEXLTD.NS,High_SUBEXLTD.NS,Low_SUBEXLTD.NS,Open_SUBEXLTD.NS,Volume_SUBEXLTD.NS,Date
2020-07-13,7.755692005157471,7.949999809265137,7.949999809265137,7.400000095367432,7.800000190734863,1484793,2020-07-13
2020-07-20,8.145916938781738,8.350000381469727,9.100000381469727,8.050000190734863,8.25,2924505,2020-07-20
2020-07-27,8.82880687713623,9.050000190734863,9.350000381469727,7.650000095367432,8.0,4678751,2020-07-27
2020-08-03,10.243367195129395,10.5,10.899999618530273,9.100000381469727,9.399999618530273,8687393,2020-08-03
2020-08-10,11.316482543945312,11.600000381469727,12.699999809265137,10.199999809265137,10.850000381469727,14062801,2020-08-10
2020-08-17,11.218926429748535,11.5,11.800000190734863,10.600000381469727,11.399999618530273,10145174,2020-08-17
2020-08-24,10.97503662109375,11.25,11.899999618530273,10.800000190734863,11.699999809265137,10368309,2020-08-24
2020-08-31,10.04825496673584,10.300000190734863,11.449999809265137,9.850000381469727,11.199999809265137,6148528,2020-08-31
2020-09-07,10.389700889587402,10.649999618530273,11.149999618530273,9.300000190734863,10.600000381469727,6339468,2020-09-07
2020-09-14,10.340923309326172,10.600000381469727,11.149999618530273,10.449999809265137,10.649999618530273,4925726,2020-09-14
2020-09-21,11.414037704467773,11.699999809265137,11.699999809265137,9.699999809265137,10.800000190734863,10095862,2020-09-21
2020-09-28,11.609148979187012,11.899999618530273,12.850000381469727,11.600000381469727,12.25,11207050,2020-09-28
2020-10-05,12.096928596496582,12.399999618530273,13.550000190734863,11.800000190734863,11.949999809265137,17833571,2020-10-05
2020-10-12,14.87727165222168,15.25,15.699999809265137,11.699999809265137,12.449999809265137,51222653,2020-10-12
2020-10-19,16.535720825195312,16.950000762939453,17.149999618530273,14.199999809265137,15.550000190734863,35708561,2020-10-19
2020-10-26,16.535720825195312,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,0,2020-10-26
2020-11-02,19.072174072265625,19.549999237060547,19.600000381469727,16.950000762939453,16.950000762939453,7816694,2020-11-02
2020-11-09,17.218612670898438,17.649999618530273,19.700000762939453,15.350000381469727,19.600000381469727,8144518,2020-11-09
2020-11-16,19.36484146118164,19.850000381469727,22.649999618530273,16.850000381469727,16.850000381469727,23590893,2020-11-16
2020-11-23,22.19396209716797,22.75,23.5,17.75,20.149999618530273,33617928,2020-11-23
2020-11-30,29.705764770507812,30.450000762939453,32.75,22.75,22.75,132175240,2020-11-30
2020-12-07,29.12042999267578,29.850000381469727,35.0,27.799999237060547,31.0,73276397,2020-12-07
2020-12-14,28.096092224121094,28.799999237060547,30.850000381469727,27.950000762939453,29.5,32695559,2020-12-14
2020-12-21,28.974096298217773,29.700000762939453,31.299999237060547,23.549999237060547,28.899999618530273,34112428,2020-12-21
2020-12-28,28.144872665405273,28.850000381469727,30.200000762939453,26.100000381469727,30.0,18782801,2020-12-28
2021-01-04,25.657196044921875,26.299999237060547,29.350000381469727,25.899999618530273,29.100000381469727,23034304,2021-01-04
2021-01-11,26.535198211669922,27.200000762939453,29.0,25.799999237060547,26.799999237060547,34517421,2021-01-11
2021-01-18,23.998746871948242,24.600000381469727,27.799999237060547,24.149999618530273,27.399999618530273,17505552,2021-01-18
2021-01-25,25.901084899902344,26.549999237060547,27.799999237060547,23.200000762939453,24.75,19312315,2021-01-25
2021-02-01,23.998746871948242,24.600000381469727,26.799999237060547,24.5,26.700000762939453,19511664,2021-02-01
2021-02-08,29.217987060546875,29.950000762939453,31.299999237060547,24.600000381469727,24.950000762939453,51510610,2021-02-08
2021-02-15,27.62764549255371,27.75,30.600000381469727,27.200000762939453,30.200000762939453,23630720,2021-02-15
2021-02-22,27.528085708618164,27.649999618530273,29.700000762939453,26.75,27.649999618530273,20484287,2021-02-22
2021-03-01,32.40647888183594,32.54999923706055,33.849998474121094,27.25,27.899999618530273,68945307,2021-03-01
2021-03-08,37.83245086669922,38.0,41.650001525878906,33.0,33.45000076293945,112874647,2021-03-08
2021-03-15,36.04038619995117,36.20000076293945,39.599998474121094,33.599998474121094,38.349998474121094,43977053,2021-03-15
2021-03-22,34.148765563964844,34.29999923706055,38.75,33.349998474121094,36.25,27503135,2021-03-22
2021-03-29,36.83686065673828,37.0,37.70000076293945,34.29999923706055,34.29999923706055,17433668,2021-03-29
2021-04-05,44.950927734375,45.150001525878906,46.099998474121094,35.0,36.95000076293945,74988754,2021-04-05
2021-04-12,45.15003967285156,45.349998474121094,49.75,40.099998474121094,44.0,102596913,2021-04-12
2021-04-19,51.92006301879883,52.150001525878906,62.099998474121094,42.25,43.0,159382534,2021-04-19
2021-04-26,52.56719207763672,52.79999923706055,56.900001525878906,51.400001525878906,53.0,69440324,2021-04-26
2021-05-03,62.27420425415039,62.54999923706055,64.80000305175781,50.20000076293945,52.599998474121094,138265880,2021-05-03
2021-05-10,62.523101806640625,62.79999923706055,67.4000015258789,59.099998474121094,63.20000076293945,70277448,2021-05-10
2021-05-17,57.59492492675781,57.849998474121094,64.30000305175781,55.5,63.849998474121094,61953505,2021-05-17
2021-05-24,57.644710540771484,57.900001525878906,63.0,55.54999923706055,58.25,62921103,2021-05-24
2021-05-31,60.03412628173828,60.29999923706055,61.45000076293945,57.45000076293945,58.400001525878906,49929890,2021-05-31
2021-06-07,59.28743362426758,59.54999923706055,63.20000076293945,58.650001525878906,60.599998474121094,55668359,2021-06-07
2021-06-14,54.309478759765625,54.54999923706055,60.95000076293945,51.20000076293945,59.650001525878906,44965861,2021-06-14
2021-06-21,57.794044494628906,58.04999923706055,62.650001525878906,52.5,53.0,70098885,2021-06-21
2021-06-28,57.196693420410156,57.45000076293945,58.79999923706055,56.0,58.45000076293945,38540428,2021-06-28
2021-07-05,71.19999694824219,71.19999694824219,74.4000015258789,57.54999923706055,57.79999923706055,221858585,2021-07-05
2021-07-12,68.69999694824219,68.69999694824219,72.19999694824219,67.30000305175781,71.9000015258789,70028713,2021-07-12
2021-07-19,62.70000076293945,62.70000076293945,69.69999694824219,62.45000076293945,68.4000015258789,40999237,2021-07-19
2021-07-26,62.20000076293945,62.20000076293945,66.1500015258789,59.20000076293945,62.95000076293945,47463284,2021-07-26
2021-08-02,61.04999923706055,61.04999923706055,63.29999923706055,55.650001525878906,62.79999923706055,52015340,2021-08-02
2021-08-09,54.5,54.5,61.54999923706055,43.150001525878906,61.5,109234608,2021-08-09
2021-08-16,52.20000076293945,52.20000076293945,55.5,50.5,54.45000076293945,40761983,2021-08-16
2021-08-23,50.599998474121094,50.599998474121094,53.849998474121094,48.79999923706055,53.849998474121094,32749073,2021-08-23
2021-08-30,52.54999923706055,52.54999923706055,54.5,50.5,51.04999923706055,36825241,2021-08-30
2021-09-06,50.900001525878906,50.900001525878906,53.400001525878906,50.29999923706055,52.79999923706055,18272526,2021-09-06
2021-09-13,53.95000076293945,53.95000076293945,58.75,50.349998474121094,51.0,62439640,2021-09-13
2021-09-20,53.099998474121094,53.099998474121094,54.599998474121094,50.25,53.0,32709639,2021-09-20
2021-09-27,51.20000076293945,51.20000076293945,53.650001525878906,50.849998474121094,53.5,23061154,2021-09-27
2021-10-04,55.849998474121094,55.849998474121094,58.099998474121094,51.400001525878906,51.650001525878906,54703448,2021-10-04
2021-10-11,55.25,55.25,57.599998474121094,54.20000076293945,56.20000076293945,31627999,2021-10-11
2021-10-18,52.150001525878906,52.150001525878906,56.20000076293945,51.0,55.599998474121094,32691352,2021-10-18
2021-10-25,42.45000076293945,42.45000076293945,54.150001525878906,41.150001525878906,52.29999923706055,55528479,2021-10-25
2021-11-01,42.150001525878906,42.150001525878906,44.0,41.29999923706055,42.849998474121094,18031737,2021-11-01
2021-11-08,52.75,52.75,54.75,41.400001525878906,42.599998474121094,77477536,2021-11-08
2021-11-15,54.400001525878906,54.400001525878906,55.75,48.400001525878906,53.25,32539836,2021-11-15
2021-11-22,53.099998474121094,53.099998474121094,58.79999923706055,51.5,54.400001525878906,63082283,2021-11-22
2021-11-29,51.70000076293945,51.70000076293945,53.79999923706055,48.849998474121094,53.400001525878906,28647868,2021-11-29
2021-12-06,57.349998474121094,57.349998474121094,58.0,51.20000076293945,52.29999923706055,41148403,2021-12-06
2021-12-13,53.650001525878906,53.650001525878906,61.20000076293945,53.20000076293945,58.20000076293945,70824304,2021-12-13
2021-12-20,51.79999923706055,51.79999923706055,54.150001525878906,50.650001525878906,52.95000076293945,23312685,2021-12-20
2021-12-27,54.150001525878906,54.150001525878906,55.849998474121094,51.5,52.099998474121094,27448411,2021-12-27
2022-01-03,52.25,52.25,55.400001525878906,52.0,54.5,22155574,2022-01-03
2022-01-10,52.29999923706055,52.29999923706055,56.20000076293945,52.0,52.650001525878906,33048234,2022-01-10
2022-01-17,50.04999923706055,50.04999923706055,54.5,49.650001525878906,52.599998474121094,29033971,2022-01-17
2022-01-24,47.5,47.5,50.04999923706055,44.0,50.0,19395908,2022-01-24
2022-01-31,44.5,44.5,48.45000076293945,43.0,48.0,23648081,2022-01-31
2022-02-07,44.20000076293945,44.20000076293945,46.5,41.900001525878906,44.650001525878906,17792558,2022-02-07
2022-02-14,41.5,41.5,44.150001525878906,41.0,43.400001525878906,14332252,2022-02-14
2022-02-21,36.29999923706055,36.29999923706055,41.5,33.400001525878906,41.5,30089948,2022-02-21
2022-02-28,36.650001525878906,36.650001525878906,38.20000076293945,35.099998474121094,36.20000076293945,12003591,2022-02-28
2022-03-07,37.79999923706055,37.79999923706055,38.79999923706055,35.29999923706055,36.0,16909975,2022-03-07
2022-03-14,35.900001525878906,35.900001525878906,38.20000076293945,34.349998474121094,37.95000076293945,20724465,2022-03-14
2022-03-21,34.04999923706055,34.04999923706055,37.400001525878906,33.900001525878906,36.25,20105282,2022-03-21
2022-03-28,35.650001525878906,35.650001525878906,36.29999923706055,30.399999618530273,34.0,54233722,2022-03-28
2022-04-04,40.150001525878906,40.150001525878906,41.70000076293945,35.70000076293945,36.150001525878906,57416673,2022-04-04
2022-04-11,40.70000076293945,40.70000076293945,43.099998474121094,40.0,40.29999923706055,27119849,2022-04-11
2022-04-18,38.04999923706055,38.04999923706055,40.599998474121094,37.29999923706055,40.0,18670815,2022-04-18
2022-04-25,35.45000076293945,35.45000076293945,38.0,35.150001525878906,37.75,11839065,2022-04-25
2022-05-02,33.29999923706055,33.29999923706055,35.099998474121094,32.20000076293945,35.0,9529067,2022-05-02
2022-05-09,30.350000381469727,30.350000381469727,33.099998474121094,28.450000762939453,33.0,17248538,2022-05-09
2022-05-16,31.700000762939453,31.700000762939453,33.400001525878906,30.0,31.100000381469727,11022404,2022-05-16
2022-05-23,29.950000762939453,29.950000762939453,32.04999923706055,27.600000381469727,31.899999618530273,10114055,2022-05-23
2022-05-30,28.899999618530273,28.899999618530273,31.350000381469727,27.25,30.549999237060547,20069572,2022-05-30
2022-06-06,27.100000381469727,27.100000381469727,29.100000381469727,26.75,29.0,11378341,2022-06-06
2022-06-13,22.299999237060547,22.299999237060547,26.899999618530273,21.850000381469727,26.75,14637030,2022-06-13
2022-06-20,23.799999237060547,23.799999237060547,24.850000381469727,18.600000381469727,22.5,30798318,2022-06-20
2022-06-27,25.049999237060547,25.049999237060547,26.899999618530273,23.649999618530273,24.799999237060547,19568643,2022-06-27
2022-07-04,25.049999237060547,25.049999237060547,25.850000381469727,23.600000381469727,25.049999237060547,13589077,2022-07-04
2022-07-11,25.850000381469727,25.850000381469727,28.350000381469727,24.600000381469727,24.799999237060547,18902093,2022-07-11
2022-07-18,28.0,28.0,28.700000762939453,25.600000381469727,26.149999618530273,17326149,2022-07-18
2022-07-25,26.299999237060547,26.299999237060547,27.899999618530273,25.25,27.700000762939453,9026913,2022-07-25
2022-08-01,43.900001525878906,43.900001525878906,43.900001525878906,26.299999237060547,26.5,54317708,2022-08-01
2022-08-08,38.599998474121094,38.599998474121094,48.25,36.75,46.900001525878906,128236439,2022-08-08
2022-08-15,36.20000076293945,36.20000076293945,38.599998474121094,36.04999923706055,38.599998474121094,22783125,2022-08-15
2022-08-22,35.650001525878906,35.650001525878906,37.29999923706055,34.54999923706055,36.0,25824509,2022-08-22
2022-08-29,36.29999923706055,36.29999923706055,38.95000076293945,34.400001525878906,34.79999923706055,29949873,2022-08-29
2022-09-05,37.150001525878906,37.150001525878906,38.20000076293945,35.95000076293945,36.75,20287234,2022-09-05
2022-09-12,35.0,35.0,37.650001525878906,34.79999923706055,37.5,13687459,2022-09-12
2022-09-19,33.25,33.25,36.25,33.099998474121094,35.150001525878906,11440548,2022-09-19
2022-09-26,31.75,31.75,33.150001525878906,30.950000762939453,33.150001525878906,12168194,2022-09-26
2022-10-03,32.95000076293945,32.95000076293945,33.900001525878906,31.5,32.349998474121094,9062979,2022-10-03
2022-10-10,31.399999618530273,31.399999618530273,34.0,31.299999237060547,32.5,10112037,2022-10-10
2022-10-17,30.100000381469727,30.100000381469727,31.75,29.950000762939453,31.299999237060547,10998090,2022-10-17
