Date,Adj Close_BALMLAWRIE.NS,Close_BALMLAWRIE.NS,High_BALMLAWRIE.NS,Low_BALMLAWRIE.NS,Open_BALMLAWRIE.NS,Volume_BALMLAWRIE.NS,Date
2020-07-13,84.37212371826172,106.94999694824219,109.9000015258789,106.3499984741211,108.0,396060,2020-07-13
2020-07-20,90.95938873291016,115.30000305175781,124.69999694824219,105.69999694824219,107.5999984741211,7219624,2020-07-20
2020-07-27,87.01492309570312,110.30000305175781,116.0,109.94999694824219,116.0,1154558,2020-07-27
2020-08-03,91.86660766601562,116.44999694824219,119.6500015258789,109.44999694824219,110.30000305175781,1747433,2020-08-03
2020-08-10,89.77605438232422,113.80000305175781,117.4000015258789,113.0,117.25,864699,2020-08-10
2020-08-17,91.94551086425781,116.55000305175781,121.1500015258789,112.5,114.4000015258789,2372731,2020-08-17
2020-08-24,93.91773223876953,119.05000305175781,123.0,117.69999694824219,117.80000305175781,2365622,2020-08-24
2020-08-31,92.18216705322266,116.8499984741211,121.0,114.5,121.0,815914,2020-08-31
2020-09-07,92.69496154785156,117.5,118.19999694824219,114.69999694824219,117.4000015258789,842975,2020-09-07
2020-09-14,88.90826416015625,112.69999694824219,121.80000305175781,110.0,121.0,2205175,2020-09-14
2020-09-21,83.3164291381836,98.94999694824219,112.55000305175781,97.0999984741211,112.05000305175781,1019597,2020-09-21
2020-09-28,87.44225311279297,103.8499984741211,105.0,98.69999694824219,99.9000015258789,812354,2020-09-28
2020-10-05,86.22135162353516,102.4000015258789,104.80000305175781,99.80000305175781,103.80000305175781,597172,2020-10-05
2020-10-12,86.89495086669922,103.19999694824219,105.94999694824219,101.0,102.05000305175781,1360521,2020-10-12
2020-10-19,89.54727172851562,106.3499984741211,108.9000015258789,102.0,104.44999694824219,1209260,2020-10-19
2020-10-26,85.12673950195312,101.0999984741211,107.25,99.05000305175781,106.9000015258789,792553,2020-10-26
2020-11-02,85.3372573852539,101.3499984741211,103.44999694824219,99.30000305175781,101.0999984741211,558846,2020-11-02
2020-11-09,85.80035400390625,101.9000015258789,102.19999694824219,100.0,100.69999694824219,843272,2020-11-09
2020-11-16,86.09505462646484,102.25,103.80000305175781,100.0999984741211,100.5999984741211,1016440,2020-11-16
2020-11-23,91.82069396972656,109.05000305175781,115.4000015258789,100.25,102.25,3687498,2020-11-23
2020-11-30,99.69343566894531,118.4000015258789,129.9499969482422,106.0,109.05000305175781,9861803,2020-11-30
2020-12-07,97.92523193359375,116.30000305175781,119.5999984741211,114.19999694824219,118.3499984741211,1391042,2020-12-07
2020-12-14,101.29325103759766,120.30000305175781,123.4000015258789,114.5,116.5,2328721,2020-12-14
2020-12-21,97.7989273071289,116.1500015258789,121.0,105.0,119.5,1145697,2020-12-21
2020-12-28,106.85047912597656,126.9000015258789,146.6999969482422,115.0,116.1500015258789,19716004,2020-12-28
2021-01-04,105.0401840209961,124.75,131.25,123.25,129.89999389648438,2891001,2021-01-04
2021-01-11,103.73506164550781,123.19999694824219,129.39999389648438,120.4000015258789,125.05000305175781,2795352,2021-01-11
2021-01-18,99.52503204345703,118.19999694824219,124.0,117.94999694824219,122.19999694824219,1311026,2021-01-18
2021-01-25,100.07233428955078,118.8499984741211,121.94999694824219,114.1500015258789,119.75,1053562,2021-01-25
2021-02-01,101.37744903564453,120.4000015258789,125.5,119.25,123.0,1879525,2021-02-01
2021-02-08,96.19911193847656,114.25,123.5,112.69999694824219,121.69999694824219,2161191,2021-02-08
2021-02-15,98.05152130126953,116.44999694824219,121.5,113.0,114.8499984741211,1868725,2021-02-15
2021-02-22,103.69296264648438,123.1500015258789,126.69999694824219,113.75,117.4000015258789,4039134,2021-02-22
2021-03-01,116.65985107421875,138.5500030517578,152.39999389648438,124.05000305175781,125.0,24556035,2021-03-01
2021-03-08,128.65843200683594,152.8000030517578,169.75,137.5,138.5,26335980,2021-03-08
2021-03-15,114.09172821044922,135.5,153.89999389648438,128.89999389648438,153.0,4663315,2021-03-15
2021-03-22,107.69249725341797,127.9000015258789,140.8000030517578,126.1500015258789,134.6999969482422,2648474,2021-03-22
2021-03-29,112.57611846923828,133.6999969482422,134.64999389648438,124.80000305175781,127.9000015258789,1529437,2021-03-29
2021-04-05,109.33440399169922,129.85000610351562,134.39999389648438,127.4000015258789,134.39999389648438,2134132,2021-04-05
2021-04-12,102.59835815429688,121.8499984741211,127.9000015258789,120.0,127.9000015258789,1401044,2021-04-12
2021-04-19,101.0406494140625,120.0,122.75,115.80000305175781,120.0,1193188,2021-04-19
2021-04-26,107.81880187988281,128.0500030517578,132.0,120.0999984741211,120.9000015258789,2669803,2021-04-26
2021-05-03,105.84008026123047,125.69999694824219,133.6999969482422,124.80000305175781,127.05000305175781,2220808,2021-05-03
2021-05-10,115.27053833007812,136.89999389648438,151.39999389648438,126.44999694824219,126.80000305175781,11940167,2021-05-10
2021-05-17,116.36515045166016,138.1999969482422,142.39999389648438,135.5500030517578,137.89999389648438,3493660,2021-05-17
2021-05-24,114.47064208984375,135.9499969482422,139.89999389648438,135.5,138.89999389648438,1760248,2021-05-24
2021-05-31,115.35474395751953,137.0,139.39999389648438,133.3000030517578,135.64999389648438,1813009,2021-05-31
2021-06-07,119.0174789428711,141.35000610351562,149.0,137.10000610351562,137.6999969482422,5993538,2021-06-07
2021-06-14,116.32303619384766,138.14999389648438,146.5,135.35000610351562,140.85000610351562,4364027,2021-06-14
2021-06-21,119.18586730957031,141.5500030517578,146.4499969482422,136.0,136.35000610351562,3872366,2021-06-21
2021-06-28,116.87035369873047,138.8000030517578,146.0,138.3000030517578,143.89999389648438,2143754,2021-06-28
2021-07-05,116.28095245361328,138.10000610351562,142.0,137.39999389648438,140.5,1473119,2021-07-05
2021-07-12,117.79655456542969,139.89999389648438,142.5,137.5,138.89999389648438,1480664,2021-07-12
2021-07-19,115.39683532714844,137.0500030517578,143.85000610351562,136.0500030517578,138.8000030517578,1682479,2021-07-19
