Date,Adj Close_CREATIVEYE.NS,Close_CREATIVEYE.NS,High_CREATIVEYE.NS,Low_CREATIVEYE.NS,Open_CREATIVEYE.NS,Volume_CREATIVEYE.NS,Date
2021-09-27,3.700000047683716,3.700000047683716,3.700000047683716,3.25,3.25,15299,2021-09-27
2021-10-04,4.050000190734863,4.050000190734863,4.150000095367432,3.700000047683716,3.700000047683716,50685,2021-10-04
2021-10-11,3.8499999046325684,3.8499999046325684,4.25,3.8499999046325684,4.099999904632568,17786,2021-10-11
2021-10-18,4.0,4.0,4.199999809265137,3.799999952316284,4.0,9118,2021-10-18
2021-10-25,3.8499999046325684,3.8499999046325684,4.0,3.799999952316284,3.799999952316284,1410,2021-10-25
2021-11-01,3.8499999046325684,3.8499999046325684,3.8499999046325684,3.8499999046325684,3.8499999046325684,2527,2021-11-01
2021-11-08,4.0,4.0,4.0,3.799999952316284,4.0,2128,2021-11-08
2021-11-15,3.75,3.75,3.950000047683716,3.75,3.950000047683716,5541,2021-11-15
2021-11-22,3.5999999046325684,3.5999999046325684,3.9000000953674316,3.5999999046325684,3.75,17544,2021-11-22
2021-11-29,3.75,3.75,3.75,3.5999999046325684,3.5999999046325684,8582,2021-11-29
2021-12-06,3.9000000953674316,3.9000000953674316,3.950000047683716,3.5999999046325684,3.75,14751,2021-12-06
2021-12-13,3.9000000953674316,3.9000000953674316,3.950000047683716,3.75,3.75,25780,2021-12-13
2021-12-20,3.700000047683716,3.700000047683716,3.9000000953674316,3.299999952316284,3.75,15270,2021-12-20
2021-12-27,4.400000095367432,4.400000095367432,4.400000095367432,3.5999999046325684,3.8499999046325684,56010,2021-12-27
2022-01-03,5.25,5.25,5.25,4.199999809265137,4.599999904632568,63311,2022-01-03
2022-01-10,5.449999809265137,5.449999809265137,5.75,5.0,5.5,56742,2022-01-10
2022-01-17,5.349999904632568,5.349999904632568,5.449999809265137,5.150000095367432,5.400000095367432,78092,2022-01-17
2022-01-24,4.849999904632568,4.849999904632568,5.5,4.800000190734863,5.099999904632568,95133,2022-01-24
2022-01-31,4.349999904632568,4.349999904632568,4.849999904632568,4.25,4.849999904632568,85048,2022-01-31
2022-02-07,4.150000095367432,4.150000095367432,4.550000190734863,4.150000095367432,4.400000095367432,35321,2022-02-07
2022-02-14,4.0,4.0,4.300000190734863,3.799999952316284,3.950000047683716,56933,2022-02-14
2022-02-21,3.5,3.5,3.8499999046325684,3.5,3.799999952316284,24925,2022-02-21
2022-02-28,3.6500000953674316,3.6500000953674316,3.799999952316284,3.5,3.5,5722,2022-02-28
2022-03-07,4.0,4.0,4.0,3.6500000953674316,3.700000047683716,7280,2022-03-07
2022-03-14,3.8499999046325684,3.8499999046325684,3.8499999046325684,3.6500000953674316,3.799999952316284,44461,2022-03-14
2022-03-21,3.700000047683716,3.700000047683716,3.8499999046325684,3.5999999046325684,3.8499999046325684,58310,2022-03-21
2022-03-28,4.0,4.0,4.0,3.700000047683716,3.700000047683716,18283,2022-03-28
2022-04-04,4.400000095367432,4.400000095367432,4.5,3.799999952316284,4.0,23033,2022-04-04
2022-04-11,4.349999904632568,4.349999904632568,4.400000095367432,4.300000190734863,4.400000095367432,12159,2022-04-11
2022-04-18,4.800000190734863,4.800000190734863,4.800000190734863,4.349999904632568,4.550000190734863,20418,2022-04-18
2022-04-25,4.300000190734863,4.300000190734863,4.949999809265137,4.300000190734863,4.599999904632568,16303,2022-04-25
2022-05-02,3.8499999046325684,3.8499999046325684,4.400000095367432,3.799999952316284,4.150000095367432,9590,2022-05-02
2022-05-09,4.050000190734863,4.050000190734863,4.199999809265137,3.8499999046325684,3.8499999046325684,5129,2022-05-09
2022-05-16,4.099999904632568,4.099999904632568,4.25,4.050000190734863,4.25,6437,2022-05-16
2022-05-23,3.9000000953674316,3.9000000953674316,4.099999904632568,3.9000000953674316,4.099999904632568,7512,2022-05-23
2022-05-30,4.099999904632568,4.099999904632568,4.150000095367432,4.0,4.0,8075,2022-05-30
2022-06-06,3.9000000953674316,3.9000000953674316,4.099999904632568,3.75,3.9000000953674316,544,2022-06-06
2022-06-13,4.0,4.0,4.099999904632568,3.950000047683716,4.0,50552,2022-06-13
2022-06-20,3.950000047683716,3.950000047683716,3.950000047683716,3.799999952316284,3.799999952316284,627,2022-06-20
2022-06-27,4.300000190734863,4.300000190734863,4.300000190734863,3.950000047683716,3.950000047683716,257,2022-06-27
2022-07-04,4.900000095367432,4.900000095367432,4.900000095367432,4.5,4.5,41024,2022-07-04
2022-07-11,5.25,5.25,5.349999904632568,5.099999904632568,5.099999904632568,22809,2022-07-11
2022-07-18,5.25,5.25,5.25,4.949999809265137,5.0,16174,2022-07-18
2022-07-25,4.949999809265137,4.949999809265137,5.650000095367432,4.949999809265137,5.400000095367432,29347,2022-07-25
2022-08-01,6.150000095367432,6.150000095367432,6.150000095367432,4.849999904632568,5.099999904632568,102911,2022-08-01
2022-08-08,5.699999809265137,5.699999809265137,6.699999809265137,4.849999904632568,6.550000190734863,52685,2022-08-08
2022-08-15,5.150000095367432,5.150000095367432,5.699999809265137,4.949999809265137,5.699999809265137,31575,2022-08-15
2022-08-22,5.300000190734863,5.300000190734863,5.400000095367432,4.949999809265137,4.949999809265137,12310,2022-08-22
2022-08-29,5.150000095367432,5.150000095367432,5.400000095367432,5.150000095367432,5.199999809265137,23280,2022-08-29
2022-09-05,6.099999904632568,6.099999904632568,6.099999904632568,5.099999904632568,5.099999904632568,32331,2022-09-05
2022-09-12,5.150000095367432,5.150000095367432,6.199999809265137,5.150000095367432,6.199999809265137,33037,2022-09-12
2022-09-19,4.599999904632568,4.599999904632568,5.099999904632568,4.550000190734863,4.900000095367432,34201,2022-09-19
2022-09-26,4.599999904632568,4.599999904632568,4.599999904632568,4.199999809265137,4.400000095367432,13446,2022-09-26
2022-10-03,4.699999809265137,4.699999809265137,4.949999809265137,4.599999904632568,4.800000190734863,11466,2022-10-03
2022-10-10,4.199999809265137,4.199999809265137,4.800000190734863,4.199999809265137,4.800000190734863,16905,2022-10-10
2022-10-17,4.75,4.75,4.800000190734863,4.050000190734863,4.050000190734863,8787,2022-10-17
2022-10-24,4.849999904632568,4.849999904632568,4.900000095367432,4.699999809265137,4.900000095367432,12436,2022-10-24
2022-10-31,5.099999904632568,5.099999904632568,5.25,4.800000190734863,5.050000190734863,21137,2022-10-31
2022-11-07,4.599999904632568,4.599999904632568,5.050000190734863,4.599999904632568,5.050000190734863,31850,2022-11-07
2022-11-14,4.550000190734863,4.550000190734863,4.699999809265137,4.400000095367432,4.550000190734863,5117,2022-11-14
2022-11-21,4.599999904632568,4.599999904632568,4.75,4.25,4.5,20114,2022-11-21
2022-11-28,4.849999904632568,4.849999904632568,4.900000095367432,4.5,4.599999904632568,14840,2022-11-28
2022-12-05,5.0,5.0,5.0,4.699999809265137,4.849999904632568,13163,2022-12-05
2022-12-12,5.0,5.0,5.400000095367432,4.5,4.949999809265137,25504,2022-12-12
2022-12-19,4.650000095367432,4.650000095367432,5.0,4.25,4.5,8099,2022-12-19
2022-12-26,4.5,4.5,4.949999809265137,4.449999809265137,4.5,8123,2022-12-26
2023-01-02,4.550000190734863,4.550000190734863,4.949999809265137,4.199999809265137,4.5,16512,2023-01-02
2023-01-09,4.449999809265137,4.449999809265137,5.0,4.449999809265137,4.550000190734863,12605,2023-01-09
2023-01-16,4.400000095367432,4.400000095367432,4.849999904632568,4.300000190734863,4.449999809265137,14984,2023-01-16
2023-01-23,4.800000190734863,4.800000190734863,4.800000190734863,4.0,4.400000095367432,2913,2023-01-23
2023-01-30,4.300000190734863,4.300000190734863,4.349999904632568,4.050000190734863,4.349999904632568,3050,2023-01-30
2023-02-06,4.300000190734863,4.300000190734863,4.699999809265137,4.0,4.300000190734863,4733,2023-02-06
2023-02-13,5.0,5.0,5.300000190734863,4.0,4.0,27628,2023-02-13
2023-02-20,4.25,4.25,4.900000095367432,4.199999809265137,4.75,9633,2023-02-20
2023-02-27,4.949999809265137,4.949999809265137,5.199999809265137,4.050000190734863,4.150000095367432,6817,2023-02-27
2023-03-06,4.949999809265137,4.949999809265137,4.949999809265137,4.050000190734863,4.449999809265137,4322,2023-03-06
2023-03-13,4.199999809265137,4.199999809265137,4.900000095367432,4.199999809265137,4.199999809265137,8623,2023-03-13
2023-03-20,4.400000095367432,4.400000095367432,4.400000095367432,3.9000000953674316,4.199999809265137,3321,2023-03-20
2023-03-27,4.349999904632568,4.349999904632568,4.400000095367432,3.6500000953674316,4.400000095367432,5455,2023-03-27
2023-04-03,4.25,4.25,4.849999904632568,4.199999809265137,4.199999809265137,1284,2023-04-03
2023-04-10,4.199999809265137,4.199999809265137,4.25,4.199999809265137,4.25,1688,2023-04-10
2023-04-17,4.5,4.5,4.800000190734863,4.199999809265137,4.199999809265137,17245,2023-04-17
2023-04-24,4.5,4.5,4.5,4.300000190734863,4.5,1701,2023-04-24
2023-05-01,4.099999904632568,4.099999904632568,4.5,4.099999904632568,4.5,10407,2023-05-01
2023-05-08,4.400000095367432,4.400000095367432,4.400000095367432,4.050000190734863,4.150000095367432,14718,2023-05-08
2023-05-15,4.099999904632568,4.099999904632568,4.400000095367432,3.9000000953674316,4.300000190734863,3072,2023-05-15
2023-05-22,4.099999904632568,4.099999904632568,4.199999809265137,4.0,4.0,18184,2023-05-22
2023-05-29,4.099999904632568,4.099999904632568,4.300000190734863,3.950000047683716,4.199999809265137,4145,2023-05-29
2023-06-05,4.400000095367432,4.400000095367432,4.5,4.0,4.300000190734863,22021,2023-06-05
2023-06-12,4.0,4.0,4.199999809265137,4.0,4.050000190734863,21193,2023-06-12
2023-06-19,4.150000095367432,4.150000095367432,4.150000095367432,3.75,3.799999952316284,7749,2023-06-19
2023-06-26,3.799999952316284,3.799999952316284,4.099999904632568,3.450000047683716,3.75,64726,2023-06-26
2023-07-03,4.0,4.0,4.0,3.450000047683716,3.450000047683716,59771,2023-07-03
2023-07-10,3.8499999046325684,3.8499999046325684,4.0,3.5999999046325684,4.0,82461,2023-07-10
2023-07-17,3.700000047683716,3.700000047683716,4.050000190734863,3.5,4.050000190734863,12752,2023-07-17
2023-07-24,3.549999952316284,3.549999952316284,3.950000047683716,3.4000000953674316,3.4000000953674316,5601,2023-07-24
2023-07-31,3.5999999046325684,3.5999999046325684,3.6500000953674316,3.299999952316284,3.6500000953674316,10565,2023-07-31
2023-08-07,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.0999999046325684,3.5999999046325684,7815,2023-08-07
2023-08-14,3.4000000953674316,3.4000000953674316,3.5999999046325684,3.4000000953674316,3.549999952316284,6652,2023-08-14
2023-08-21,3.200000047683716,3.200000047683716,3.5,3.200000047683716,3.4000000953674316,15261,2023-08-21
2023-08-28,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.200000047683716,3.4000000953674316,26492,2023-08-28
2023-09-04,3.5,3.5,3.5,3.200000047683716,3.3499999046325684,32088,2023-09-04
2023-09-11,3.799999952316284,3.799999952316284,3.9000000953674316,3.25,3.5,29192,2023-09-11
2023-09-18,3.9000000953674316,3.9000000953674316,4.0,3.549999952316284,3.799999952316284,51631,2023-09-18
2023-09-25,3.799999952316284,3.799999952316284,4.0,3.549999952316284,3.799999952316284,42483,2023-09-25
2023-10-02,4.0,4.0,4.199999809265137,3.799999952316284,3.799999952316284,9716,2023-10-02
2023-10-09,4.349999904632568,4.349999904632568,4.349999904632568,3.75,4.0,6207,2023-10-09
2023-10-16,4.75,4.75,4.949999809265137,4.0,4.300000190734863,9771,2023-10-16
2023-10-23,3.9000000953674316,3.9000000953674316,4.650000095367432,3.75,4.150000095367432,7977,2023-10-23
2023-10-30,3.799999952316284,3.799999952316284,3.9000000953674316,3.549999952316284,3.9000000953674316,1144,2023-10-30
2023-11-06,3.799999952316284,3.799999952316284,3.8499999046325684,3.6500000953674316,3.6500000953674316,35978,2023-11-06
2023-11-13,4.0,4.0,4.5,3.799999952316284,4.349999904632568,28637,2023-11-13
2023-11-20,3.9000000953674316,3.9000000953674316,4.0,3.9000000953674316,3.950000047683716,19559,2023-11-20
2023-11-27,4.0,4.0,4.25,3.9000000953674316,3.9000000953674316,4009,2023-11-27
2023-12-04,4.199999809265137,4.199999809265137,4.449999809265137,3.6500000953674316,4.0,20943,2023-12-04
2023-12-11,4.199999809265137,4.199999809265137,5.25,4.0,4.099999904632568,67428,2023-12-11
2023-12-18,4.199999809265137,4.199999809265137,4.449999809265137,4.050000190734863,4.050000190734863,45723,2023-12-18
2023-12-25,4.050000190734863,4.050000190734863,4.849999904632568,4.0,4.199999809265137,28980,2023-12-25
2024-01-01,4.550000190734863,4.550000190734863,4.699999809265137,4.099999904632568,4.300000190734863,63972,2024-01-01
2024-01-08,4.900000095367432,4.900000095367432,5.199999809265137,4.849999904632568,4.849999904632568,57006,2024-01-08
2024-01-15,5.0,5.0,5.349999904632568,4.650000095367432,5.0,106705,2024-01-15
2024-01-22,6.25,6.25,6.25,5.0,5.0,126125,2024-01-22
2024-01-29,5.550000190734863,5.550000190734863,6.0,5.300000190734863,5.599999904632568,106808,2024-01-29
2024-02-05,5.0,5.0,5.550000190734863,4.75,5.449999809265137,37764,2024-02-05
2024-02-12,4.599999904632568,4.599999904632568,5.0,4.599999904632568,4.900000095367432,7830,2024-02-12
2024-02-19,4.75,4.75,4.800000190734863,4.599999904632568,4.800000190734863,12018,2024-02-19
2024-02-26,4.650000095367432,4.650000095367432,4.75,4.5,4.550000190734863,18976,2024-02-26
2024-03-04,4.599999904632568,4.599999904632568,4.849999904632568,4.5,4.650000095367432,2193,2024-03-04
2024-03-11,4.199999809265137,4.199999809265137,4.599999904632568,4.199999809265137,4.599999904632568,6895,2024-03-11
2024-03-18,4.199999809265137,4.199999809265137,4.300000190734863,3.950000047683716,4.199999809265137,19247,2024-03-18
2024-03-25,4.25,4.25,4.400000095367432,4.199999809265137,4.199999809265137,3519,2024-03-25
2024-04-01,4.400000095367432,4.400000095367432,4.449999809265137,4.25,4.25,19303,2024-04-01
2024-04-08,4.300000190734863,4.300000190734863,4.599999904632568,4.050000190734863,4.599999904632568,62137,2024-04-08
2024-04-15,4.449999809265137,4.449999809265137,4.849999904632568,4.099999904632568,4.5,73901,2024-04-15
2024-04-22,5.099999904632568,5.099999904632568,5.099999904632568,4.25,4.650000095367432,63545,2024-04-22
2024-04-29,6.050000190734863,6.050000190734863,6.099999904632568,5.349999904632568,5.349999904632568,156734,2024-04-29
2024-05-06,6.099999904632568,6.099999904632568,6.400000095367432,5.550000190734863,6.300000190734863,292975,2024-05-06
2024-05-13,6.050000190734863,6.050000190734863,6.400000095367432,5.599999904632568,6.400000095367432,131536,2024-05-13
2024-05-20,6.150000095367432,6.150000095367432,6.349999904632568,5.599999904632568,5.900000095367432,101521,2024-05-20
2024-05-27,7.400000095367432,7.400000095367432,7.400000095367432,6.0,6.449999809265137,385565,2024-05-27
2024-06-03,6.400000095367432,6.400000095367432,8.100000381469727,6.400000095367432,7.75,370654,2024-06-03
2024-06-10,8.0,8.0,8.0,6.079999923706055,6.099999904632568,417055,2024-06-10
2024-06-17,7.489999771118164,7.489999771118164,8.0,7.489999771118164,8.0,164680,2024-06-17
2024-06-24,7.150000095367432,7.150000095367432,7.340000152587891,7.039999961853027,7.340000152587891,51980,2024-06-24
2024-07-01,6.71999979019165,6.71999979019165,7.150000095367432,6.71999979019165,7.150000095367432,39642,2024-07-01
2024-07-08,6.070000171661377,6.070000171661377,6.699999809265137,6.070000171661377,6.579999923706055,46068,2024-07-08
2024-07-15,5.760000228881836,5.760000228881836,6.070000171661377,5.699999809265137,6.070000171661377,15040,2024-07-15
2024-07-22,6.860000133514404,6.860000133514404,7.059999942779541,5.510000228881836,6.039999961853027,122166,2024-07-22
2024-07-29,6.480000019073486,6.480000019073486,7.380000114440918,6.480000019073486,7.199999809265137,87739,2024-07-29
2024-08-05,5.840000152587891,5.840000152587891,6.349999904632568,5.840000152587891,6.349999904632568,22634,2024-08-05
2024-08-12,5.389999866485596,5.389999866485596,5.840000152587891,5.389999866485596,5.739999771118164,42100,2024-08-12
2024-08-19,5.860000133514404,5.860000133514404,5.860000133514404,5.380000114440918,5.489999771118164,17639,2024-08-19
2024-08-26,6.320000171661377,6.320000171661377,6.320000171661377,5.96999979019165,5.96999979019165,34216,2024-08-26
2024-09-02,6.53000020980835,6.53000020980835,6.590000152587891,6.320000171661377,6.440000057220459,48480,2024-09-02
2024-09-09,6.210000038146973,6.210000038146973,6.849999904632568,6.050000190734863,6.849999904632568,73090,2024-09-09
2024-09-16,6.199999809265137,6.199999809265137,6.550000190734863,5.929999828338623,5.929999828338623,78542,2024-09-16
2024-09-23,5.900000095367432,5.900000095367432,6.489999771118164,5.71999979019165,6.489999771118164,151843,2024-09-23
2024-09-30,5.929999828338623,5.929999828338623,6.179999828338623,5.71999979019165,5.849999904632568,113140,2024-09-30
2024-10-07,6.769999980926514,6.769999980926514,6.769999980926514,5.309999942779541,6.0,171864,2024-10-07
2024-10-14,9.039999961853027,9.039999961853027,9.039999961853027,6.909999847412109,7.300000190734863,1025509,2024-10-14
2024-10-21,10.420000076293945,10.420000076293945,10.970000267028809,9.229999542236328,9.489999771118164,450898,2024-10-21
2024-10-28,8.039999961853027,8.039999961853027,9.890000343322754,8.039999961853027,9.890000343322754,97785,2024-10-28
2024-11-04,7.820000171661377,7.820000171661377,9.0,7.630000114440918,7.630000114440918,450720,2024-11-04
2024-11-11,7.670000076293945,7.670000076293945,8.100000381469727,7.199999809265137,8.0,128354,2024-11-11
2024-11-18,7.489999771118164,7.489999771118164,8.369999885559082,7.25,7.829999923706055,196531,2024-11-18
2024-11-25,7.5,7.5,7.860000133514404,6.880000114440918,7.139999866485596,113051,2024-11-25
2024-12-02,7.349999904632568,7.349999904632568,7.949999809265137,7.199999809265137,7.869999885559082,98504,2024-12-02
2024-12-09,8.960000038146973,8.960000038146973,9.119999885559082,7.019999980926514,7.019999980926514,249629,2024-12-09
2024-12-16,8.079999923706055,8.079999923706055,8.779999732971191,8.079999923706055,8.779999732971191,15166,2024-12-16
2024-12-23,8.130000114440918,8.130000114440918,8.220000267028809,7.75,7.909999847412109,76487,2024-12-23
2024-12-30,7.769999980926514,7.769999980926514,8.130000114440918,7.659999847412109,8.09000015258789,25115,2024-12-30
2025-01-06,7.300000190734863,7.300000190734863,7.769999980926514,7.300000190734863,7.610000133514404,29201,2025-01-06
2025-01-13,7.320000171661377,7.320000171661377,7.320000171661377,7.0,7.150000095367432,35443,2025-01-13
2025-01-20,6.869999885559082,6.869999885559082,7.679999828338623,6.769999980926514,7.210000038146973,71888,2025-01-20
2025-01-27,6.28000020980835,6.28000020980835,6.800000190734863,5.860000133514404,6.800000190734863,80521,2025-01-27
2025-02-03,8.109999656677246,8.109999656677246,8.109999656677246,5.980000019073486,6.550000190734863,356062,2025-02-03
2025-02-10,7.210000038146973,7.210000038146973,8.920000076293945,7.210000038146973,8.800000190734863,574274,2025-02-10
2025-02-17,6.230000019073486,6.230000019073486,6.980000019073486,5.869999885559082,6.840000152587891,155150,2025-02-17
2025-02-24,5.829999923706055,5.829999923706055,6.599999904632568,5.829999923706055,6.53000020980835,146487,2025-02-24
2025-03-03,6.050000190734863,6.050000190734863,6.050000190734863,5.269999980926514,5.659999847412109,111865,2025-03-03
2025-03-10,6.119999885559082,6.119999885559082,6.480000019073486,5.889999866485596,6.349999904632568,61189,2025-03-10
2025-03-17,6.25,6.25,6.440000057220459,5.739999771118164,6.119999885559082,64899,2025-03-17
2025-03-24,5.630000114440918,5.630000114440918,6.380000114440918,5.539999961853027,6.380000114440918,96865,2025-03-24
2025-03-31,6.170000076293945,6.170000076293945,6.489999771118164,5.349999904632568,5.630000114440918,81828,2025-03-31
2025-04-07,6.010000228881836,6.010000228881836,6.579999923706055,5.460000038146973,6.230000019073486,60567,2025-04-07
2025-04-14,7.289999961853027,7.289999961853027,7.289999961853027,5.949999809265137,6.019999980926514,78829,2025-04-14
2025-04-21,6.46999979019165,6.46999979019165,7.980000019073486,6.289999961853027,7.980000019073486,277285,2025-04-21
2025-04-28,6.300000190734863,6.300000190734863,6.869999885559082,6.199999809265137,6.5,40157,2025-04-28
2025-05-05,6.0,6.0,6.960000038146973,5.659999847412109,6.5,111113,2025-05-05
2025-05-12,6.75,6.75,6.949999809265137,5.690000057220459,6.03000020980835,138562,2025-05-12
2025-05-19,6.429999828338623,6.429999828338623,7.130000114440918,6.28000020980835,6.889999866485596,98816,2025-05-19
2025-05-26,6.760000228881836,6.760000228881836,6.900000095367432,6.320000171661377,6.440000057220459,81603,2025-05-26
2025-06-02,8.40999984741211,8.40999984741211,8.40999984741211,6.510000228881836,6.510000228881836,277106,2025-06-02
2025-06-09,10.770000457763672,10.770000457763672,12.1899995803833,8.40999984741211,9.0,2223284,2025-06-09
