Date,Adj Close_BBOX.NS,Close_BBOX.NS,High_BBOX.NS,Low_BBOX.NS,Open_BBOX.NS,Volume_BBOX.NS,Date
2020-07-13,64.0199966430664,64.0199966430664,64.44000244140625,57.400001525878906,58.939998626708984,508490,2020-07-13
2020-07-20,68.38999938964844,68.38999938964844,71.47000122070312,62.0,64.73999786376953,515080,2020-07-20
2020-07-27,64.66999816894531,64.66999816894531,70.27999877929688,64.0,69.97000122070312,510070,2020-07-27
2020-08-03,64.88999938964844,64.88999938964844,67.86000061035156,61.060001373291016,64.5999984741211,141690,2020-08-03
2020-08-10,64.6500015258789,64.6500015258789,68.58999633789062,59.470001220703125,64.0,178740,2020-08-10
2020-08-17,79.29000091552734,79.29000091552734,80.0,65.98999786376953,66.5999984741211,906950,2020-08-17
2020-08-24,71.08999633789062,71.08999633789062,76.12999725341797,71.0,72.22000122070312,634600,2020-08-24
2020-08-31,66.16999816894531,66.16999816894531,71.20999908447266,60.400001525878906,71.20999908447266,359375,2020-08-31
2020-09-07,66.93000030517578,66.93000030517578,68.0199966430664,62.060001373291016,67.0,291215,2020-09-07
2020-09-14,71.43000030517578,71.43000030517578,74.4000015258789,64.41000366210938,64.54000091552734,390275,2020-09-14
2020-09-21,69.11000061035156,69.11000061035156,74.0,65.22000122070312,72.0,626845,2020-09-21
2020-09-28,70.04000091552734,70.04000091552734,71.5199966430664,66.19999694824219,69.98999786376953,497715,2020-09-28
2020-10-05,71.22000122070312,71.22000122070312,73.1500015258789,68.5199966430664,72.02999877929688,168900,2020-10-05
2020-10-12,78.86000061035156,78.86000061035156,81.47000122070312,65.61000061035156,71.20999908447266,367140,2020-10-12
2020-10-19,106.83000183105469,106.83000183105469,113.0,79.19000244140625,79.19999694824219,4821865,2020-10-19
2020-10-26,126.05999755859375,126.05999755859375,133.89999389648438,107.95999908447266,107.95999908447266,3655695,2020-10-26
2020-11-02,124.5999984741211,124.5999984741211,128.0,115.29000091552734,126.9000015258789,845385,2020-11-02
2020-11-09,124.27999877929688,124.27999877929688,131.8000030517578,114.04000091552734,128.8000030517578,385625,2020-11-09
2020-11-16,123.0,123.0,124.27999877929688,118.19999694824219,123.20999908447266,164020,2020-11-16
2020-11-23,120.72000122070312,120.72000122070312,126.0,118.0,125.0,141435,2020-11-23
2020-11-30,121.45999908447266,121.45999908447266,126.80000305175781,117.01000213623047,120.72000122070312,164865,2020-11-30
2020-12-07,122.2300033569336,122.2300033569336,125.97000122070312,117.5999984741211,123.0,148590,2020-12-07
2020-12-14,136.41000366210938,136.41000366210938,136.41000366210938,121.30000305175781,121.4000015258789,237180,2020-12-14
2020-12-21,160.6300048828125,160.6300048828125,162.8800048828125,134.24000549316406,143.22999572753906,479800,2020-12-21
