Date,Adj Close_HATSUN.NS,Close_HATSUN.NS,High_HATSUN.NS,Low_HATSUN.NS,Open_HATSUN.NS,Volume_HATSUN.NS,Date
2020-07-13,455.3103942871094,469.2126159667969,493.28802490234375,465.49456787109375,493.28802490234375,21290,2020-07-13
2020-07-20,476.06475830078125,490.6007080078125,514.6392822265625,453.5304870605469,471.20050048828125,225112,2020-07-20
2020-07-27,473.0284423828125,487.4716491699219,496.822021484375,471.45819091796875,491.8155212402344,83267,2020-07-27
2020-08-03,520.6956787109375,533.3768920898438,565.9559936523438,478.5630187988281,485.9255065917969,1177447,2020-08-03
2020-08-10,528.38623046875,541.2547607421875,566.9130859375,530.1005859375,550.3106689453125,409409,2020-08-10
2020-08-17,558.9329833984375,572.54541015625,587.1968383789062,541.2179565429688,543.9788818359375,556732,2020-08-17
2020-08-24,554.4767456054688,567.9806518554688,605.1981201171875,558.078125,570.5943603515625,341757,2020-08-24
2020-08-31,538.9877319335938,552.1144409179688,577.9568481445312,534.186767578125,575.0118408203125,125712,2020-08-31
2020-09-07,586.9281616210938,601.222412109375,603.7256469726562,547.1815795898438,552.1144409179688,366754,2020-09-07
2020-09-14,600.3687133789062,614.9902954101562,646.42822265625,605.7135009765625,612.7815551757812,590996,2020-09-14
2020-09-21,543.0127563476562,556.2374877929688,624.3406982421875,536.8004760742188,622.1318969726562,160619,2020-09-21
2020-09-28,560.586181640625,574.2388305664062,591.9456176757812,559.0352172851562,559.0352172851562,80203,2020-09-28
2020-10-05,591.2406005859375,605.639892578125,639.065673828125,574.3492431640625,574.3492431640625,442608,2020-10-05
2020-10-12,604.8248901367188,619.5550537109375,625.8131713867188,589.25830078125,611.088134765625,193087,2020-10-12
2020-10-19,565.329833984375,579.0980834960938,636.1206665039062,563.2318725585938,629.4944458007812,646542,2020-10-19
2020-10-26,575.5719604492188,589.5896606445312,640.5382080078125,561.5016479492188,581.6381225585938,109324,2020-10-26
2020-11-02,591.5281372070312,605.9343872070312,610.3519287109375,584.5831298828125,594.890625,91467,2020-11-02
2020-11-09,600.2608642578125,614.8798217773438,618.45068359375,596.3631591796875,614.69580078125,153863,2020-11-09
2020-11-16,677.7777099609375,694.2844848632812,758.1910400390625,609.394775390625,609.394775390625,1152207,2020-11-16
2020-11-23,680.9760131835938,697.560791015625,734.0420532226562,658.9444580078125,728.6674194335938,430774,2020-11-23
2020-11-30,716.7696533203125,734.22607421875,746.4110717773438,697.560791015625,697.560791015625,403357,2020-11-30
2020-12-07,771.7415771484375,790.5368041992188,867.7940673828125,740.3369750976562,743.61328125,1064917,2020-12-07
2020-12-14,705.80859375,722.9981079101562,794.4635009765625,717.1080932617188,790.5368041992188,339994,2020-12-14
2020-12-21,687.0253295898438,703.7573852539062,722.9981079101562,631.7520751953125,711.7089233398438,340212,2020-12-21
2020-12-28,693.014892578125,709.892822265625,728.200927734375,696.836669921875,711.954345703125,175152,2020-12-28
2021-01-04,697.8065795898438,714.8011474609375,720.5439453125,691.0447998046875,714.5557250976562,226890,2021-01-04
2021-01-11,699.148193359375,716.1754760742188,729.37890625,705.1808471679688,722.5072631835938,190062,2021-01-11
2021-01-18,711.1752319335938,728.4954223632812,775.2227783203125,692.0755615234375,710.825439453125,1436981,2021-01-18
2021-01-25,666.9004516601562,683.1423950195312,734.679931640625,673.5220336914062,728.3972778320312,149403,2021-01-25
2021-02-01,693.8295288085938,710.7272338867188,734.2872924804688,683.2405395507812,686.5782470703125,129517,2021-02-01
2021-02-08,685.1566162109375,701.8431396484375,724.2251586914062,682.2589111328125,714.1630859375,164342,2021-02-08
2021-02-15,687.0733032226562,703.8065185546875,734.1890869140625,691.1430053710938,705.3771362304688,218875,2021-02-15
2021-02-22,687.0733032226562,703.8065185546875,728.7899169921875,687.167236328125,702.6775512695312,221593,2021-02-22
2021-03-01,727.7063598632812,745.42919921875,765.7006225585938,693.3517456054688,705.7698364257812,249155,2021-03-01
2021-03-08,753.916748046875,772.27783203125,789.2115478515625,736.2506103515625,749.3067626953125,329477,2021-03-08
2021-03-15,712.9960327148438,730.360595703125,775.615478515625,707.4877319335938,771.5906372070312,135381,2021-03-15
2021-03-22,687.6004028320312,704.346435546875,738.9501953125,699.4380493164062,723.979736328125,141583,2021-03-22
2021-03-29,711.0794677734375,728.3972778320312,734.778076171875,702.186767578125,704.346435546875,58890,2021-03-29
2021-04-05,726.4126586914062,744.1039428710938,767.8602905273438,711.7089233398438,721.820068359375,172810,2021-04-05
2021-04-12,719.2252197265625,736.741455078125,745.9691162109375,711.7089233398438,741.158935546875,339038,2021-04-12
2021-04-19,718.3147583007812,735.808837890625,744.1039428710938,721.5255737304688,736.741455078125,68384,2021-04-19
2021-04-26,763.2603759765625,781.8490600585938,848.8478393554688,741.6497802734375,746.0672607421875,1164595,2021-04-26
2021-05-03,786.5477294921875,805.7035522460938,836.5279541015625,758.1417846679688,778.4622802734375,420028,2021-05-03
2021-05-10,791.147705078125,810.4155883789062,832.4540405273438,800.3043823242188,800.3043823242188,146558,2021-05-10
2021-05-17,820.18505859375,840.1600952148438,883.500732421875,810.6610107421875,813.6550903320312,507747,2021-05-17
2021-05-24,821.5745849609375,841.58349609375,886.4457397460938,832.1104125976562,849.1423950195312,512727,2021-05-24
2021-05-31,821.3350830078125,841.338134765625,863.5728759765625,823.0791015625,848.1607055664062,128657,2021-05-31
2021-06-07,887.9866943359375,909.6130981445312,960.07080078125,838.343994140625,843.2523803710938,983812,2021-06-07
2021-06-14,857.4160766601562,878.2979125976562,947.260009765625,864.8490600585938,906.0791015625,535957,2021-06-14
2021-06-21,869.0119018554688,890.1760864257812,921.6876220703125,864.8981323242188,872.702392578125,231673,2021-06-21
2021-06-28,868.58056640625,889.7343139648438,902.2996826171875,869.1193237304688,890.1760864257812,195409,2021-06-28
2021-07-05,897.0908203125,918.9389038085938,929.6390991210938,888.4090576171875,890.3723754882812,343231,2021-07-05
2021-07-12,931.542724609375,954.2298583984375,1016.0258178710938,934.5474243164062,934.5474243164062,1265610,2021-07-12
2021-07-19,898.2887573242188,920.166015625,980.63671875,917.8590698242188,954.2298583984375,145928,2021-07-19
2021-07-26,892.5546875,908.4841918945312,961.7396240234375,903.6249389648438,920.166015625,221272,2021-07-26
2021-08-02,914.2548828125,930.5716552734375,961.3469848632812,909.0241088867188,917.8590698242188,354268,2021-08-02
2021-08-09,911.554443359375,927.822998046875,949.2724609375,904.3611450195312,943.3824462890625,298900,2021-08-09
2021-08-16,888.0699462890625,903.91943359375,935.8726806640625,898.2257690429688,932.4859619140625,93555,2021-08-16
2021-08-23,1008.2410888671875,1026.2352294921875,1035.6591796875,904.11572265625,904.11572265625,3218563,2021-08-23
2021-08-30,1020.296630859375,1038.5059814453125,1111.345703125,1027.3150634765625,1035.6591796875,958225,2021-08-30
2021-09-06,1185.07373046875,1206.223876953125,1216.0897216796875,1055.29248046875,1060.200927734375,1579028,2021-09-06
2021-09-13,1353.515869140625,1377.672119140625,1497.9754638671875,1209.414306640625,1209.414306640625,4911414,2021-09-13
2021-09-20,1346.7646484375,1370.8004150390625,1407.711181640625,1297.0281982421875,1364.517822265625,231391,2021-09-20
2021-09-27,1373.8175048828125,1398.336181640625,1428.178955078125,1339.97607421875,1397.89453125,893232,2021-09-27
2021-10-04,1409.020263671875,1434.1671142578125,1472.501220703125,1389.501220703125,1411.048828125,648807,2021-10-04
2021-10-11,1405.8375244140625,1430.9276123046875,1461.702880859375,1393.9677734375,1418.509521484375,209714,2021-10-11
2021-10-18,1319.18115234375,1342.7247314453125,1490.0731201171875,1277.1494140625,1482.465087890625,423334,2021-10-18
2021-10-25,1289.8135986328125,1312.8330078125,1368.5426025390625,1281.0760498046875,1353.719482421875,167463,2021-10-25
2021-11-01,1318.6988525390625,1342.23388671875,1406.7294921875,1311.7041015625,1312.4893798828125,191328,2021-11-01
2021-11-08,1307.029052734375,1330.355712890625,1385.1328125,1301.2984619140625,1354.1612548828125,328904,2021-11-08
2021-11-15,1235.755859375,1257.810546875,1351.70703125,1242.2510986328125,1330.5521240234375,114335,2021-11-15
2021-11-22,1243.9537353515625,1266.1546630859375,1354.701171875,1215.2552490234375,1237.9808349609375,225759,2021-11-22
2021-11-29,1269.849365234375,1292.512451171875,1319.361083984375,1210.0523681640625,1266.1546630859375,137890,2021-11-29
2021-12-06,1289.379638671875,1312.3912353515625,1368.4444580078125,1268.3143310546875,1295.801025390625,73826,2021-12-06
2021-12-13,1246.0272216796875,1268.2652587890625,1333.59521484375,1181.240478515625,1312.3912353515625,371511,2021-12-13
2021-12-20,1252.392822265625,1274.7442626953125,1296.78271484375,1199.744873046875,1247.6993408203125,193801,2021-12-20
2021-12-27,1219.2637939453125,1241.0240478515625,1300.7093505859375,1231.99267578125,1271.2593994140625,142152,2021-12-27
2022-01-03,1190.8123779296875,1212.0648193359375,1260.019287109375,1207.4510498046875,1253.58935546875,130630,2022-01-03
2022-01-10,1180.3961181640625,1201.4627685546875,1217.022216796875,1178.3446044921875,1212.359375,118343,2022-01-10
2022-01-17,1105.2169189453125,1124.94189453125,1211.377685546875,1105.553955078125,1211.377685546875,176532,2022-01-17
2022-01-24,1021.2611083984375,1039.4876708984375,1132.84423828125,972.8324584960938,1111.24755859375,239677,2022-01-24
2022-01-31,1046.4334716796875,1065.1092529296875,1186.8359375,999.5338134765625,1040.5675048828125,895174,2022-01-31
2022-02-07,1105.4097900390625,1125.13818359375,1167.20263671875,1062.60595703125,1062.655029296875,456265,2022-02-07
2022-02-14,1073.1005859375,1092.2523193359375,1132.84423828125,1067.072509765625,1112.229248046875,106227,2022-02-14
2022-02-21,1065.3848876953125,1084.39892578125,1114.192626953125,1012.6881713867188,1089.65087890625,438459,2022-02-21
2022-02-28,1048.2177734375,1066.92529296875,1104.3758544921875,1051.4149169921875,1070.017578125,106784,2022-02-28
2022-03-07,1051.0145263671875,1069.7720947265625,1098.4859619140625,1025.98974609375,1030.7508544921875,168703,2022-03-07
2022-03-14,1149.91943359375,1170.442138671875,1214.3226318359375,1071.8336181640625,1078.8525390625,544514,2022-03-14
2022-03-21,1084.432861328125,1103.786865234375,1199.59765625,1089.7490234375,1192.7259521484375,288592,2022-03-21
2022-03-28,1042.7685546875,1061.37890625,1103.786865234375,1042.5308837890625,1103.786865234375,210330,2022-03-28
2022-04-04,1052.075439453125,1070.8519287109375,1124.00927734375,1040.5675048828125,1062.1641845703125,285162,2022-04-04
2022-04-11,999.3197631835938,1017.1547241210938,1083.7117919921875,1002.3806762695312,1079.3433837890625,127842,2022-04-11
2022-04-18,1063.4560546875,1082.4356689453125,1123.7147216796875,1017.1547241210938,1017.1547241210938,737424,2022-04-18
2022-04-25,1019.5733642578125,1037.769775390625,1124.00927734375,1016.3694458007812,1098.6822509765625,300586,2022-04-25
2022-05-02,1009.3502197265625,1027.3641357421875,1053.6727294921875,1023.1429443359375,1034.1866455078125,126809,2022-05-02
2022-05-09,825.7661743164062,840.503662109375,1036.1990966796875,827.30029296875,1020.9342041015625,626961,2022-05-09
2022-05-16,857.3038940429688,872.604248046875,942.4007568359375,835.6444091796875,859.9407348632812,444744,2022-05-16
2022-05-23,852.4332885742188,867.6467895507812,891.2559204101562,855.6704711914062,875.94189453125,102704,2022-05-23
2022-05-30,865.6464233398438,881.0956420898438,946.3274536132812,859.4989624023438,872.702392578125,199248,2022-05-30
2022-06-06,856.050048828125,871.3280639648438,891.8449096679688,863.9164428710938,881.0956420898438,55390,2022-06-06
2022-06-13,844.8140869140625,859.8916015625,886.9856567382812,822.2446899414062,863.8673706054688,95915,2022-06-13
2022-06-20,863.5245971679688,878.9359741210938,883.500732421875,834.4664306640625,846.9827270507812,62105,2022-06-20
2022-06-27,841.583251953125,856.60302734375,913.8833618164062,853.8052978515625,882.51904296875,372326,2022-06-27
2022-07-04,869.3113403320312,884.8259887695312,888.4090576171875,839.32568359375,856.60302734375,56983,2022-07-04
2022-07-11,872.6869506835938,888.2618408203125,937.9342041015625,875.5983276367188,898.2257690429688,95252,2022-07-11
2022-07-18,878.3289794921875,894.0045776367188,944.7567749023438,888.7526245117188,889.3907470703125,172494,2022-07-18
2022-07-25,958.0894165039062,975.1884765625,976.7591552734375,877.119873046875,904.11572265625,195715,2022-07-25
2022-08-01,984.4979248046875,995.4108276367188,1009.1541748046875,966.5498046875,1006.2091674804688,101114,2022-08-01
2022-08-08,981.7794189453125,992.6621704101562,1006.7000122070312,973.9122924804688,995.4108276367188,63122,2022-08-08
2022-08-15,1090.860595703125,1102.9525146484375,1117.1866455078125,992.6621704101562,992.6621704101562,241398,2022-08-15
2022-08-22,981.7794189453125,992.6621704101562,1124.94189453125,981.765625,1124.94189453125,136310,2022-08-22
2022-08-29,976.099609375,986.9193725585938,1025.842529296875,956.978515625,991.484130859375,139982,2022-08-29
2022-09-05,1093.67626953125,1105.79931640625,1117.1375732421875,959.3345336914062,986.5758056640625,754927,2022-09-05
