Date,Adj Close_PDSL.NS,Close_PDSL.NS,High_PDSL.NS,Low_PDSL.NS,Open_PDSL.NS,Volume_PDSL.NS,Date
2020-07-13,53.08177947998047,56.029998779296875,56.720001220703125,55.189998626708984,56.720001220703125,39455,2020-07-13
2020-07-20,52.27650451660156,55.18000030517578,57.9900016784668,53.0,57.709999084472656,45600,2020-07-20
2020-07-27,49.6617317199707,52.41999816894531,61.599998474121094,50.45000076293945,55.209999084472656,57185,2020-07-27
2020-08-03,51.15859603881836,54.0,54.97999954223633,51.75,53.90999984741211,53240,2020-08-03
2020-08-10,50.59016799926758,53.400001525878906,55.599998474121094,53.0099983215332,55.59000015258789,41420,2020-08-10
2020-08-17,50.533329010009766,53.34000015258789,57.93000030517578,51.400001525878906,54.79999923706055,43550,2020-08-17
2020-08-24,54.93864440917969,57.9900016784668,62.400001525878906,53.0,53.9900016784668,83340,2020-08-24
2020-08-31,51.30070495605469,54.150001525878906,59.970001220703125,54.0,58.599998474121094,85120,2020-08-31
2020-09-07,51.19649124145508,54.040000915527344,57.9900016784668,53.400001525878906,54.02000045776367,40590,2020-09-07
2020-09-14,57.36394500732422,60.54999923706055,61.0,52.52000045776367,54.9900016784668,58510,2020-09-14
2020-09-21,58.822914123535156,62.09000015258789,65.0,60.400001525878906,60.61000061035156,513170,2020-09-21
2020-09-28,58.822914123535156,62.09000015258789,62.97999954223633,60.599998474121094,62.0099983215332,28000,2020-09-28
2020-10-05,61.068206787109375,64.45999908447266,64.9800033569336,61.400001525878906,62.09000015258789,97825,2020-10-05
2020-10-12,57.221839904785156,60.400001525878906,67.0,60.0,67.0,152510,2020-10-12
2020-10-19,60.62294006347656,63.9900016784668,64.38999938964844,59.959999084472656,60.43000030517578,95300,2020-10-19
2020-10-26,68.08830261230469,71.87000274658203,73.0,63.79999923706055,65.27999877929688,84800,2020-10-26
2020-11-02,73.16626739501953,77.2300033569336,77.5999984741211,71.19999694824219,72.0,495870,2020-11-02
2020-11-09,74.61576843261719,78.76000213623047,79.98999786376953,75.5999984741211,77.20999908447266,31395,2020-11-09
2020-11-16,76.92737579345703,81.19999694824219,93.98999786376953,74.0,78.0,182845,2020-11-16
2020-11-23,79.51372528076172,83.93000030517578,84.4000015258789,79.61000061035156,79.61000061035156,253360,2020-11-23
2020-11-30,80.15795135498047,84.61000061035156,86.0,82.98999786376953,83.93000030517578,61185,2020-11-30
2020-12-07,78.82213592529297,83.19999694824219,84.80000305175781,81.98999786376953,84.61000061035156,166690,2020-12-07
2020-12-14,78.62318420410156,82.98999786376953,85.79000091552734,82.5999984741211,83.95999908447266,431950,2020-12-14
2020-12-21,79.58003997802734,84.0,87.4800033569336,78.13999938964844,82.80999755859375,1525880,2020-12-21
2020-12-28,89.07279205322266,94.0199966430664,94.4000015258789,83.80000305175781,84.41000366210938,157215,2020-12-28
2021-01-04,101.35088348388672,106.9800033569336,107.4000015258789,94.4000015258789,95.9000015258789,187430,2021-01-04
2021-01-11,111.92363739013672,118.13999938964844,127.87999725341797,107.47000122070312,109.9000015258789,223670,2021-01-11
2021-01-18,117.76897430419922,124.30999755859375,125.0,117.4000015258789,118.01000213623047,264300,2021-01-18
2021-01-25,114.54789733886719,120.91000366210938,125.13999938964844,118.7300033569336,124.80000305175781,550530,2021-01-25
2021-02-01,116.70792388916016,123.19000244140625,126.0,120.79000091552734,122.76000213623047,112925,2021-02-01
2021-02-08,121.47325897216797,128.22000122070312,133.77999877929688,120.5999984741211,125.19000244140625,140840,2021-02-08
2021-02-15,121.17009735107422,127.9000015258789,135.0,125.38999938964844,135.0,727370,2021-02-15
2021-02-22,121.45429992675781,128.1999969482422,130.41000366210938,127.80000305175781,128.7899932861328,43045,2021-02-22
2021-03-01,123.84169006347656,130.72000122070312,133.0,127.80000305175781,128.1999969482422,80765,2021-03-01
2021-03-08,125.25331115722656,132.2100067138672,135.0,130.1999969482422,132.99000549316406,45115,2021-03-08
2021-03-15,125.50910186767578,132.47999572753906,154.8699951171875,131.0,132.6199951171875,393505,2021-03-15
2021-03-22,125.34803771972656,132.30999755859375,150.97999572753906,120.79000091552734,132.63999938964844,323385,2021-03-22
2021-03-29,127.33753967285156,134.41000366210938,138.8000030517578,131.0,132.30999755859375,80400,2021-03-29
2021-04-05,128.5691375732422,135.7100067138672,137.39999389648438,130.97000122070312,133.02000427246094,300475,2021-04-05
2021-04-12,127.1291275024414,134.19000244140625,139.97999572753906,132.8000030517578,134.22999572753906,68410,2021-04-12
2021-04-19,130.22705078125,137.4600067138672,144.7899932861328,131.97999572753906,133.00999450683594,110855,2021-04-19
2021-04-26,129.17547607421875,136.35000610351562,142.39999389648438,136.0,138.00999450683594,74910,2021-04-26
2021-05-03,130.7196807861328,137.97999572753906,139.1999969482422,135.8000030517578,139.1999969482422,150535,2021-05-03
2021-05-10,135.8544921875,143.39999389648438,144.75999450683594,137.22999572753906,137.97999572753906,1455245,2021-05-10
2021-05-17,146.73043823242188,154.8800048828125,164.92999267578125,143.83999633789062,143.83999633789062,601385,2021-05-17
2021-05-24,158.5063934326172,167.30999755859375,169.60000610351562,152.0,157.99000549316406,793645,2021-05-24
2021-05-31,187.23097229003906,197.6300048828125,208.77999877929688,170.0,173.75,820485,2021-05-31
2021-06-07,184.95726013183594,195.22999572753906,209.0,188.0,207.60000610351562,306650,2021-06-07
2021-06-14,184.87200927734375,195.13999938964844,204.0,188.69000244140625,196.0,173560,2021-06-14
2021-06-21,186.0657196044922,196.39999389648438,201.60000610351562,193.00999450683594,195.83999633789062,143120,2021-06-21
2021-06-28,189.08786010742188,199.58999633789062,209.0,196.30999755859375,197.0,81000,2021-06-28
2021-07-05,195.7668914794922,206.63999938964844,216.0,197.6300048828125,201.97000122070312,293610,2021-07-05
2021-07-12,224.1504364013672,236.60000610351562,245.1999969482422,203.0,213.60000610351562,461925,2021-07-12
2021-07-19,232.10845947265625,245.0,252.0,230.38999938964844,240.0,204285,2021-07-19
2021-07-26,241.07107543945312,251.0500030517578,263.6099853515625,238.6999969482422,251.8000030517578,114005,2021-07-26
2021-08-02,273.7099914550781,285.0400085449219,310.0,252.0,252.0,796345,2021-08-02
2021-08-09,263.0416259765625,273.92999267578125,303.0,250.99000549316406,302.0,354380,2021-08-09
2021-08-16,231.8238525390625,241.4199981689453,277.7799987792969,221.30999755859375,276.0,103390,2021-08-16
2021-08-23,243.9422149658203,254.0399932861328,260.6000061035156,225.0800018310547,242.6300048828125,128280,2021-08-23
2021-08-30,235.3287811279297,245.07000732421875,260.0,240.35000610351562,260.0,87300,2021-08-30
2021-09-06,233.4850616455078,243.14999389648438,248.0,232.6999969482422,247.0,94650,2021-09-06
2021-09-13,251.53782653808594,261.95001220703125,283.79998779296875,241.2899932861328,242.60000610351562,265535,2021-09-13
2021-09-20,236.0873565673828,245.86000061035156,266.17999267578125,245.0,262.0,110790,2021-09-20
2021-09-27,228.00205993652344,237.44000244140625,250.0,232.52999877929688,246.22999572753906,204630,2021-09-27
