Date,Adj Close_KSB.NS,Close_KSB.NS,High_KSB.NS,Low_KSB.NS,Open_KSB.NS,Volume_KSB.NS,Date
2020-07-13,101.6999740600586,105.31999969482422,110.98999786376953,103.08999633789062,109.80000305175781,257115,2020-07-13
2020-07-20,100.32878112792969,103.9000015258789,108.4000015258789,103.0999984741211,106.0,251305,2020-07-20
2020-07-27,97.92436218261719,101.41000366210938,105.0,98.41999816894531,103.9000015258789,541800,2020-07-27
2020-08-03,99.2859115600586,102.81999969482422,106.33999633789062,100.20999908447266,103.0,613040,2020-08-03
2020-08-10,100.4929428100586,104.06999969482422,107.5999984741211,102.19999694824219,104.0,555230,2020-08-10
2020-08-17,103.84367370605469,107.54000091552734,108.77999877929688,102.0,104.19999694824219,610010,2020-08-17
2020-08-24,105.86183166503906,109.62999725341797,112.95999908447266,105.30000305175781,108.0,1161560,2020-08-24
2020-08-31,100.36741638183594,103.94000244140625,111.4000015258789,102.20999908447266,109.6500015258789,366625,2020-08-31
2020-09-07,97.2194595336914,100.68000030517578,106.38999938964844,100.0,104.45999908447266,369810,2020-09-07
2020-09-14,101.5165023803711,105.12999725341797,107.37000274658203,102.22000122070312,104.80000305175781,436570,2020-09-14
2020-09-21,88.73158264160156,91.88999938964844,105.5999984741211,90.38999938964844,105.4000015258789,1108365,2020-09-21
2020-09-28,91.55122375488281,94.80999755859375,100.19999694824219,91.9800033569336,93.9800033569336,931470,2020-09-28
2020-10-05,91.6960678100586,94.95999908447266,98.9800033569336,91.95999908447266,95.29000091552734,929705,2020-10-05
2020-10-12,89.5330581665039,92.72000122070312,96.4000015258789,90.0199966430664,95.20999908447266,464160,2020-10-12
2020-10-19,87.73699188232422,90.86000061035156,94.9800033569336,89.72000122070312,93.26000213623047,924825,2020-10-19
2020-10-26,87.45695495605469,90.56999969482422,92.22000122070312,85.5,90.5999984741211,682400,2020-10-26
2020-11-02,98.63893127441406,102.1500015258789,107.98999786376953,87.4000015258789,90.97000122070312,4090125,2020-11-02
2020-11-09,99.33419036865234,102.87000274658203,103.9800033569336,98.0,102.0,853910,2020-11-09
2020-11-16,101.39097595214844,105.0,107.80000305175781,101.88999938964844,101.88999938964844,926465,2020-11-16
2020-11-23,109.9367904663086,113.8499984741211,115.6500015258789,105.0,105.0,2109300,2020-11-23
2020-11-30,111.64594268798828,115.62000274658203,119.19999694824219,112.62999725341797,113.8499984741211,1193780,2020-11-30
2020-12-07,118.46328735351562,122.68000030517578,124.87999725341797,113.2699966430664,118.0,989295,2020-12-07
2020-12-14,122.67342376708984,127.04000091552734,128.97999572753906,123.4000015258789,123.4000015258789,829215,2020-12-14
2020-12-21,120.51041412353516,124.80000305175781,126.76000213623047,113.31999969482422,125.47000122070312,460145,2020-12-21
2020-12-28,123.55215454101562,127.94999694824219,131.0,123.9000015258789,125.43000030517578,594325,2020-12-28
2021-01-04,123.05967712402344,127.44000244140625,132.94000244140625,127.0,128.0,488950,2021-01-04
2021-01-11,129.6162872314453,134.22999572753906,137.8000030517578,124.9000015258789,128.0800018310547,1413825,2021-01-11
2021-01-18,131.87588500976562,136.57000732421875,141.60000610351562,129.4199981689453,134.97999572753906,729515,2021-01-18
2021-01-25,121.81401062011719,126.1500015258789,137.99000549316406,125.0199966430664,136.8000030517578,375105,2021-01-25
2021-02-01,127.18291473388672,131.7100067138672,135.80999755859375,125.06999969482422,126.19999694824219,547155,2021-02-01
2021-02-08,127.89747619628906,132.4499969482422,135.8000030517578,130.4199981689453,132.36000061035156,775515,2021-02-08
2021-02-15,130.6302032470703,135.27999877929688,138.5,131.8800048828125,133.1199951171875,520720,2021-02-15
2021-02-22,140.0644073486328,145.0500030517578,157.4499969482422,130.82000732421875,135.27999877929688,4708960,2021-02-22
2021-03-01,157.08840942382812,162.67999267578125,165.4499969482422,144.4499969482422,147.80999755859375,2267460,2021-03-01
