Date,Adj Close_PCJEWELLER.NS,Close_PCJEWELLER.NS,High_PCJEWELLER.NS,Low_PCJEWELLER.NS,Open_PCJEWELLER.NS,Volume_PCJEWELLER.NS,Date
2020-07-13,1.4700000286102295,1.4700000286102295,1.4850000143051147,1.3600000143051147,1.475000023841858,36220850,2020-07-13
2020-07-20,1.5549999475479126,1.5549999475479126,1.6749999523162842,1.5049999952316284,1.5399999618530273,87114650,2020-07-20
2020-07-27,1.4850000143051147,1.4850000143051147,1.590000033378601,1.4500000476837158,1.590000033378601,79165560,2020-07-27
2020-08-03,1.75,1.75,1.8650000095367432,1.4800000190734863,1.5,169834370,2020-08-03
2020-08-10,1.6299999952316284,1.6299999952316284,1.8600000143051147,1.600000023841858,1.7649999856948853,145896940,2020-08-10
2020-08-17,1.6100000143051147,1.6100000143051147,1.649999976158142,1.5449999570846558,1.6449999809265137,92920050,2020-08-17
2020-08-24,1.7050000429153442,1.7050000429153442,1.7200000286102295,1.5800000429153442,1.6100000143051147,146446100,2020-08-24
2020-08-31,1.590000033378601,1.590000033378601,1.7699999809265137,1.5499999523162842,1.7200000286102295,65036800,2020-08-31
2020-09-07,1.590000033378601,1.590000033378601,1.6549999713897705,1.4800000190734863,1.590000033378601,73680500,2020-09-07
2020-09-14,1.5099999904632568,1.5099999904632568,1.6200000047683716,1.5,1.6200000047683716,64678580,2020-09-14
2020-09-21,1.4149999618530273,1.4149999618530273,1.5149999856948853,1.2999999523162842,1.5099999904632568,58092040,2020-09-21
2020-09-28,1.4199999570846558,1.4199999570846558,1.475000023841858,1.3550000190734863,1.4450000524520874,24732480,2020-09-28
2020-10-05,1.3899999856948853,1.3899999856948853,1.440000057220459,1.375,1.4199999570846558,28685820,2020-10-05
2020-10-12,1.3250000476837158,1.3250000476837158,1.409999966621399,1.274999976158142,1.399999976158142,24712910,2020-10-12
2020-10-19,1.7300000190734863,1.7300000190734863,1.850000023841858,1.315000057220459,1.3550000190734863,305176000,2020-10-19
2020-10-26,1.534999966621399,1.534999966621399,1.75,1.4950000047683716,1.75,74806470,2020-10-26
2020-11-02,1.6349999904632568,1.6349999904632568,1.7400000095367432,1.5149999856948853,1.5199999809265137,118881760,2020-11-02
2020-11-09,1.600000023841858,1.600000023841858,1.6799999475479126,1.5800000429153442,1.6649999618530273,86032560,2020-11-09
2020-11-16,1.565000057220459,1.565000057220459,1.625,1.5399999618530273,1.5950000286102295,61606360,2020-11-16
2020-11-23,1.534999966621399,1.534999966621399,1.5750000476837158,1.5149999856948853,1.5750000476837158,63675160,2020-11-23
2020-11-30,1.7050000429153442,1.7050000429153442,1.8049999475479126,1.534999966621399,1.534999966621399,181391410,2020-11-30
2020-12-07,2.5250000953674316,2.5250000953674316,2.7799999713897705,1.684999942779541,1.7000000476837158,936259440,2020-12-07
2020-12-14,2.384999990463257,2.384999990463257,2.575000047683716,2.2049999237060547,2.5250000953674316,310875800,2020-12-14
2020-12-21,2.490000009536743,2.490000009536743,2.640000104904175,2.200000047683716,2.549999952316284,258882420,2020-12-21
2020-12-28,2.5950000286102295,2.5950000286102295,2.6549999713897705,2.430000066757202,2.5199999809265137,183308810,2020-12-28
2021-01-04,2.825000047683716,2.825000047683716,3.055000066757202,2.5250000953674316,2.625,393607530,2021-01-04
2021-01-11,2.7149999141693115,2.7149999141693115,2.884999990463257,2.690000057220459,2.8350000381469727,128973830,2021-01-11
2021-01-18,2.569999933242798,2.569999933242798,2.740000009536743,2.515000104904175,2.740000009536743,116630340,2021-01-18
2021-01-25,2.609999895095825,2.609999895095825,2.674999952316284,2.4200000762939453,2.5799999237060547,117370340,2021-01-25
2021-02-01,2.6700000762939453,2.6700000762939453,2.7899999618530273,2.5850000381469727,2.5999999046325684,155497530,2021-02-01
2021-02-08,3.069999933242798,3.069999933242798,3.190000057220459,2.6050000190734863,2.690000057220459,315375080,2021-02-08
2021-02-15,2.950000047683716,2.950000047683716,3.234999895095825,2.924999952316284,3.1700000762939453,210294280,2021-02-15
2021-02-22,2.984999895095825,2.984999895095825,3.1600000858306885,2.805000066757202,2.984999895095825,137904320,2021-02-22
2021-03-01,2.9800000190734863,2.9800000190734863,3.134999990463257,2.934999942779541,3.0199999809265137,113299390,2021-03-01
2021-03-08,3.125,3.125,3.2950000762939453,2.865000009536743,3.0,203931800,2021-03-08
2021-03-15,2.700000047683716,2.700000047683716,3.190000057220459,2.5799999237060547,3.1600000858306885,138409910,2021-03-15
2021-03-22,2.7300000190734863,2.7300000190734863,2.924999952316284,2.299999952316284,2.7100000381469727,73731400,2021-03-22
2021-03-29,2.7699999809265137,2.7699999809265137,2.8450000286102295,2.694999933242798,2.7300000190734863,38976960,2021-03-29
2021-04-05,2.634999990463257,2.634999990463257,2.799999952316284,2.630000114440918,2.765000104904175,60901710,2021-04-05
2021-04-12,2.380000114440918,2.380000114440918,2.609999895095825,2.325000047683716,2.609999895095825,45983290,2021-04-12
2021-04-19,2.2950000762939453,2.2950000762939453,2.3499999046325684,2.184999942779541,2.309999942779541,45647540,2021-04-19
2021-04-26,2.4000000953674316,2.4000000953674316,2.4800000190734863,2.2899999618530273,2.2899999618530273,33553990,2021-04-26
2021-05-03,2.3399999141693115,2.3399999141693115,2.430000066757202,2.2950000762939453,2.430000066757202,35517720,2021-05-03
2021-05-10,2.4600000381469727,2.4600000381469727,2.6050000190734863,2.3450000286102295,2.3499999046325684,55198010,2021-05-10
2021-05-17,2.684999942779541,2.684999942779541,2.819999933242798,2.4100000858306885,2.484999895095825,100703130,2021-05-17
2021-05-24,2.744999885559082,2.744999885559082,3.0799999237060547,2.6649999618530273,2.700000047683716,328018200,2021-05-24
2021-05-31,2.815000057220459,2.815000057220459,2.934999942779541,2.680000066757202,2.765000104904175,165390110,2021-05-31
2021-06-07,2.7200000286102295,2.7200000286102295,2.890000104904175,2.694999933242798,2.8350000381469727,124498820,2021-06-07
2021-06-14,2.6600000858306885,2.6600000858306885,2.8299999237060547,2.5199999809265137,2.734999895095825,142046020,2021-06-14
2021-06-21,2.700000047683716,2.700000047683716,2.9149999618530273,2.6050000190734863,2.625,134892150,2021-06-21
2021-06-28,2.6649999618530273,2.6649999618530273,2.819999933242798,2.640000104904175,2.700000047683716,74284010,2021-06-28
2021-07-05,2.674999952316284,2.674999952316284,2.825000047683716,2.625,2.690000057220459,99169610,2021-07-05
2021-07-12,2.759999990463257,2.759999990463257,2.8399999141693115,2.6649999618530273,2.684999942779541,137084310,2021-07-12
2021-07-19,2.575000047683716,2.575000047683716,2.755000114440918,2.565000057220459,2.7149999141693115,67009250,2021-07-19
2021-07-26,2.450000047683716,2.450000047683716,2.674999952316284,2.365000009536743,2.559999942779541,96356120,2021-07-26
2021-08-02,2.375,2.375,2.609999895095825,2.2699999809265137,2.4700000286102295,95481920,2021-08-02
2021-08-09,2.309999942779541,2.309999942779541,2.4000000953674316,2.0799999237060547,2.384999990463257,68031390,2021-08-09
2021-08-16,2.1500000953674316,2.1500000953674316,2.2799999713897705,2.140000104904175,2.244999885559082,52759550,2021-08-16
2021-08-23,2.309999942779541,2.309999942779541,2.3499999046325684,1.9900000095367432,2.184999942779541,75720950,2021-08-23
2021-08-30,2.634999990463257,2.634999990463257,2.690000057220459,2.240000009536743,2.3350000381469727,155817070,2021-08-30
2021-09-06,2.5850000381469727,2.5850000381469727,2.690000057220459,2.5399999618530273,2.634999990463257,63737440,2021-09-06
2021-09-13,2.5350000858306885,2.5350000858306885,2.619999885559082,2.450000047683716,2.559999942779541,68486940,2021-09-13
2021-09-20,2.5450000762939453,2.5450000762939453,2.630000114440918,2.4149999618530273,2.5199999809265137,50259270,2021-09-20
2021-09-27,2.634999990463257,2.634999990463257,2.7699999809265137,2.515000104904175,2.5250000953674316,84870580,2021-09-27
2021-10-04,2.7850000858306885,2.7850000858306885,2.9149999618530273,2.450000047683716,2.6549999713897705,260922390,2021-10-04
2021-10-11,2.940000057220459,2.940000057220459,3.055000066757202,2.7750000953674316,2.819999933242798,267776300,2021-10-11
2021-10-18,2.819999933242798,2.819999933242798,3.0250000953674316,2.755000114440918,2.940000057220459,191974510,2021-10-18
2021-10-25,2.759999990463257,2.759999990463257,3.0,2.690000057220459,2.869999885559082,139456330,2021-10-25
2021-11-01,2.799999952316284,2.799999952316284,3.015000104904175,2.759999990463257,2.7899999618530273,96763590,2021-11-01
2021-11-08,2.759999990463257,2.759999990463257,2.815000057220459,2.6500000953674316,2.799999952316284,78831270,2021-11-08
2021-11-15,2.305000066757202,2.305000066757202,2.6500000953674316,2.265000104904175,2.6500000953674316,113913620,2021-11-15
2021-11-22,2.2899999618530273,2.2899999618530273,2.450000047683716,2.244999885559082,2.3450000286102295,61899600,2021-11-22
2021-11-29,2.380000114440918,2.380000114440918,2.5,2.200000047683716,2.2699999809265137,61124890,2021-11-29
2021-12-06,2.7100000381469727,2.7100000381469727,2.869999885559082,2.200000047683716,2.380000114440918,156017540,2021-12-06
2021-12-13,2.509999990463257,2.509999990463257,2.819999933242798,2.484999895095825,2.744999885559082,65793100,2021-12-13
2021-12-20,2.4600000381469727,2.4600000381469727,2.5799999237060547,2.3550000190734863,2.5,47805090,2021-12-20
2021-12-27,2.694999933242798,2.694999933242798,2.744999885559082,2.4000000953674316,2.444999933242798,87501020,2021-12-27
2022-01-03,2.674999952316284,2.674999952316284,2.7899999618530273,2.634999990463257,2.700000047683716,105332430,2022-01-03
2022-01-10,2.7149999141693115,2.7149999141693115,2.8550000190734863,2.6549999713897705,2.700000047683716,128607950,2022-01-10
2022-01-17,2.5950000286102295,2.5950000286102295,2.8450000286102295,2.5799999237060547,2.694999933242798,67312110,2022-01-17
2022-01-24,2.569999933242798,2.569999933242798,2.640000104904175,2.4600000381469727,2.5950000286102295,38079930,2022-01-24
2022-01-31,2.609999895095825,2.609999895095825,2.7200000286102295,2.5950000286102295,2.5999999046325684,50478200,2022-01-31
2022-02-07,2.515000104904175,2.515000104904175,2.6449999809265137,2.5,2.609999895095825,38719810,2022-02-07
2022-02-14,2.2049999237060547,2.2049999237060547,2.490000009536743,2.1500000953674316,2.4800000190734863,85513260,2022-02-14
2022-02-21,1.9900000095367432,1.9900000095367432,2.2200000286102295,1.8799999952316284,2.200000047683716,78368940,2022-02-21
2022-02-28,2.0250000953674316,2.0250000953674316,2.075000047683716,1.9600000381469727,2.0,32482480,2022-02-28
2022-03-07,2.1050000190734863,2.1050000190734863,2.1649999618530273,1.9249999523162842,2.0,39616890,2022-03-07
2022-03-14,2.0450000762939453,2.0450000762939453,2.130000114440918,2.0399999618530273,2.119999885559082,23991120,2022-03-14
2022-03-21,2.0,2.0,2.115000009536743,2.0,2.049999952316284,41558880,2022-03-21
2022-03-28,2.315000057220459,2.315000057220459,2.380000114440918,1.8550000190734863,2.0,128699310,2022-03-28
2022-04-04,2.4100000858306885,2.4100000858306885,2.4800000190734863,2.240000009536743,2.3550000190734863,93029030,2022-04-04
2022-04-11,2.3949999809265137,2.3949999809265137,2.509999990463257,2.3499999046325684,2.4149999618530273,35033450,2022-04-11
2022-04-18,2.4549999237060547,2.4549999237060547,2.680000066757202,2.200000047683716,2.319999933242798,168263110,2022-04-18
2022-04-25,2.2049999237060547,2.2049999237060547,2.440000057220459,2.184999942779541,2.4200000762939453,57185800,2022-04-25
2022-05-02,2.140000104904175,2.140000104904175,2.2950000762939453,2.0999999046325684,2.200000047683716,38008110,2022-05-02
2022-05-09,2.0299999713897705,2.0299999713897705,2.1500000953674316,1.8899999856948853,2.1449999809265137,48667300,2022-05-09
2022-05-16,2.1050000190734863,2.1050000190734863,2.240000009536743,2.0199999809265137,2.049999952316284,31012990,2022-05-16
2022-05-23,2.0299999713897705,2.0299999713897705,2.140000104904175,1.9500000476837158,2.125,22513500,2022-05-23
2022-05-30,2.305000066757202,2.305000066757202,2.4049999713897705,1.9500000476837158,2.069999933242798,104595720,2022-05-30
2022-06-06,2.424999952316284,2.424999952316284,2.4700000286102295,2.2249999046325684,2.299999952316284,54212920,2022-06-06
2022-06-13,2.3949999809265137,2.3949999809265137,2.4549999237060547,2.2699999809265137,2.390000104904175,69417000,2022-06-13
2022-06-20,2.4800000190734863,2.4800000190734863,2.549999952316284,2.3499999046325684,2.3949999809265137,81067010,2022-06-20
2022-06-27,2.375,2.375,2.5250000953674316,2.265000104904175,2.5,47904810,2022-06-27
2022-07-04,3.1050000190734863,3.1050000190734863,3.190000057220459,2.369999885559082,2.4100000858306885,300053720,2022-07-04
2022-07-11,4.744999885559082,4.744999885559082,4.744999885559082,3.015000104904175,3.0850000381469727,612045640,2022-07-11
2022-07-18,5.46999979019165,5.46999979019165,5.755000114440918,4.849999904632568,4.900000095367432,148927690,2022-07-18
2022-07-25,4.684999942779541,4.684999942779541,5.199999809265137,4.244999885559082,5.199999809265137,326533670,2022-07-25
