Date,Adj Close_LUMAXIND.NS,Close_LUMAXIND.NS,High_LUMAXIND.NS,Low_LUMAXIND.NS,Open_LUMAXIND.NS,Volume_LUMAXIND.NS,Date
2020-07-13,1234.71240234375,1290.5,1301.0,1247.800048828125,1288.949951171875,8584,2020-07-13
2020-07-20,1248.394287109375,1304.800048828125,1340.0,1280.3499755859375,1282.050048828125,13971,2020-07-20
2020-07-27,1187.2088623046875,1240.8499755859375,1304.1500244140625,1176.0,1304.1500244140625,22804,2020-07-27
2020-08-03,1408.1751708984375,1471.800048828125,1534.0,1211.0,1211.0,216021,2020-08-03
2020-08-10,1331.72900390625,1391.9000244140625,1525.0,1378.050048828125,1490.0,48744,2020-08-10
2020-08-17,1509.4013671875,1577.5999755859375,1612.050048828125,1382.3499755859375,1393.0,46542,2020-08-17
2020-08-24,1492.5208740234375,1553.6500244140625,1674.9000244140625,1550.0,1600.0,45416,2020-08-24
2020-08-31,1488.1500244140625,1549.0999755859375,1597.949951171875,1401.0,1560.0,27265,2020-08-31
2020-09-07,1348.1826171875,1403.4000244140625,1535.1500244140625,1380.0,1530.0,21195,2020-09-07
2020-09-14,1397.65625,1454.9000244140625,1516.1500244140625,1380.0999755859375,1435.0,31321,2020-09-14
2020-09-21,1275.55712890625,1327.800048828125,1495.4000244140625,1250.0,1454.9000244140625,30239,2020-09-21
2020-09-28,1284.0108642578125,1336.5999755859375,1389.0,1307.800048828125,1388.75,23892,2020-09-28
2020-10-05,1269.88916015625,1321.9000244140625,1374.949951171875,1316.050048828125,1363.949951171875,22352,2020-10-05
2020-10-12,1194.8621826171875,1243.800048828125,1357.75,1229.949951171875,1355.800048828125,23087,2020-10-12
2020-10-19,1207.8309326171875,1257.300048828125,1287.5,1212.050048828125,1245.0,21921,2020-10-19
2020-10-26,1197.936279296875,1247.0,1330.0,1216.550048828125,1265.0,38781,2020-10-26
2020-11-02,1235.0654296875,1285.6500244140625,1290.0,1234.5999755859375,1241.0,10320,2020-11-02
2020-11-09,1266.3828125,1318.25,1325.0,1188.0,1324.0,51923,2020-11-09
2020-11-16,1260.28271484375,1311.9000244140625,1360.4000244140625,1281.550048828125,1294.300048828125,31632,2020-11-16
2020-11-23,1269.216796875,1321.199951171875,1349.0,1291.050048828125,1318.5,25877,2020-11-23
2020-11-30,1305.5775146484375,1359.050048828125,1390.1500244140625,1300.0,1321.199951171875,23491,2020-11-30
2020-12-07,1323.013427734375,1377.199951171875,1440.0,1340.0999755859375,1377.0,43427,2020-12-07
2020-12-14,1417.3497314453125,1475.4000244140625,1538.0,1361.0,1367.300048828125,179387,2020-12-14
2020-12-21,1331.3231201171875,1385.8499755859375,1476.25,1272.6500244140625,1467.3499755859375,28247,2020-12-21
2020-12-28,1326.135498046875,1380.449951171875,1409.0,1355.0,1385.8499755859375,20623,2020-12-28
2021-01-04,1347.7982177734375,1403.0,1439.0,1365.0999755859375,1387.4000244140625,29612,2021-01-04
2021-01-11,1325.5592041015625,1379.8499755859375,1438.0,1373.0,1403.0,20372,2021-01-11
2021-01-18,1300.245849609375,1353.5,1400.949951171875,1345.0,1379.8499755859375,22097,2021-01-18
2021-01-25,1294.001708984375,1347.0,1366.75,1274.949951171875,1353.5,21913,2021-01-25
2021-02-01,1362.30419921875,1418.0999755859375,1430.0,1273.8499755859375,1353.699951171875,29407,2021-02-01
2021-02-08,1383.102294921875,1439.75,1492.0,1385.050048828125,1425.199951171875,60803,2021-02-08
2021-02-15,1441.9906005859375,1501.050048828125,1575.0,1405.0999755859375,1435.0,94713,2021-02-15
2021-02-22,1428.6854248046875,1487.199951171875,1548.699951171875,1435.5999755859375,1528.0,30739,2021-02-22
2021-03-01,1579.988525390625,1644.699951171875,1783.4000244140625,1480.0,1480.0,84513,2021-03-01
2021-03-08,1570.6700439453125,1635.0,1710.0,1620.300048828125,1667.0,28597,2021-03-08
2021-03-15,1586.472900390625,1651.449951171875,1689.0,1575.949951171875,1635.0,23572,2021-03-15
2021-03-22,1520.8121337890625,1583.0999755859375,1700.0,1550.0,1659.75,18383,2021-03-22
2021-03-29,1557.50927734375,1621.300048828125,1694.0,1583.0999755859375,1583.0999755859375,8907,2021-03-29
2021-04-05,1563.561279296875,1627.5999755859375,1649.699951171875,1574.949951171875,1621.300048828125,13782,2021-04-05
2021-04-12,1512.0220947265625,1573.949951171875,1648.0,1550.0,1620.0,17021,2021-04-12
2021-04-19,1481.473388671875,1542.1500244140625,1648.0,1531.0,1594.0,17739,2021-04-19
2021-04-26,1461.683837890625,1521.550048828125,1565.949951171875,1502.0,1549.9000244140625,14758,2021-04-26
2021-05-03,1475.5653076171875,1536.0,1563.550048828125,1505.0,1529.199951171875,10965,2021-05-03
2021-05-10,1497.6124267578125,1558.949951171875,1632.949951171875,1540.050048828125,1549.5,20896,2021-05-10
2021-05-17,1524.8470458984375,1587.300048828125,1620.0,1556.949951171875,1566.75,13590,2021-05-17
2021-05-24,1562.648681640625,1626.6500244140625,1683.449951171875,1552.550048828125,1587.300048828125,24463,2021-05-24
2021-05-31,1605.109619140625,1670.8499755859375,1708.949951171875,1601.050048828125,1632.0,19695,2021-05-31
2021-06-07,1601.122802734375,1666.699951171875,1700.0,1610.199951171875,1679.25,80030,2021-06-07
2021-06-14,1489.302734375,1550.300048828125,1666.0,1531.0999755859375,1666.0,51394,2021-06-14
2021-06-21,1473.0677490234375,1533.4000244140625,1581.949951171875,1525.0,1577.0,20531,2021-06-21
2021-06-28,1468.264404296875,1528.4000244140625,1561.449951171875,1518.4000244140625,1535.0,21471,2021-06-28
2021-07-05,1442.3746337890625,1501.449951171875,1556.199951171875,1490.0,1556.199951171875,52804,2021-07-05
2021-07-12,1441.8944091796875,1500.949951171875,1546.949951171875,1492.0999755859375,1524.9000244140625,43172,2021-07-12
2021-07-19,1417.1094970703125,1475.1500244140625,1528.949951171875,1460.9000244140625,1500.949951171875,21961,2021-07-19
2021-07-26,1456.8807373046875,1516.550048828125,1548.5999755859375,1470.0,1476.0,25037,2021-07-26
2021-08-02,1439.3487548828125,1498.300048828125,1635.0,1484.0,1510.0,116338,2021-08-02
2021-08-09,1407.7430419921875,1465.4000244140625,1524.199951171875,1422.449951171875,1484.800048828125,31989,2021-08-09
2021-08-16,1373.3997802734375,1429.6500244140625,1489.0,1417.8499755859375,1450.25,14630,2021-08-16
2021-08-23,1381.2100830078125,1430.800048828125,1475.6500244140625,1372.199951171875,1430.0,131389,2021-08-23
2021-08-30,1427.9326171875,1479.199951171875,1503.0,1413.550048828125,1434.949951171875,20249,2021-08-30
2021-09-06,1435.6552734375,1487.199951171875,1503.449951171875,1450.0,1486.5999755859375,11743,2021-09-06
2021-09-13,1417.024169921875,1467.9000244140625,1540.0,1219.5,1490.0,37609,2021-09-13
2021-09-20,1401.7236328125,1452.050048828125,1479.949951171875,1445.0,1468.050048828125,13518,2021-09-20
2021-09-27,1392.5528564453125,1442.550048828125,1498.0,1425.550048828125,1459.3499755859375,22649,2021-09-27
2021-10-04,1406.4056396484375,1456.9000244140625,1500.0,1435.0,1449.800048828125,22616,2021-10-04
2021-10-11,1405.005615234375,1455.449951171875,1475.0,1426.949951171875,1460.0,23554,2021-10-11
2021-10-18,1308.8577880859375,1355.8499755859375,1468.699951171875,1345.0,1452.0,26652,2021-10-18
2021-10-25,1299.831787109375,1346.5,1374.699951171875,1290.949951171875,1347.0,22169,2021-10-25
2021-11-01,1289.02001953125,1335.300048828125,1367.0,1305.25,1367.0,8889,2021-11-01
2021-11-08,1333.1361083984375,1381.0,1410.0,1303.25,1330.0,19583,2021-11-08
2021-11-15,1431.6492919921875,1483.050048828125,1499.0,1335.300048828125,1400.0,65464,2021-11-15
2021-11-22,1381.6444091796875,1431.25,1524.800048828125,1411.1500244140625,1512.5,37842,2021-11-22
2021-11-29,1338.59033203125,1386.6500244140625,1445.0,1364.0,1401.3499755859375,22287,2021-11-29
2021-12-06,1356.64208984375,1405.3499755859375,1420.0,1370.25,1414.949951171875,10239,2021-12-06
2021-12-13,1282.6968994140625,1328.75,1420.6500244140625,1323.0,1412.4000244140625,11382,2021-12-13
2021-12-20,1202.718505859375,1245.9000244140625,1335.4000244140625,1240.0,1328.699951171875,21780,2021-12-20
2021-12-27,1147.8870849609375,1189.0999755859375,1254.949951171875,1175.0,1254.949951171875,50156,2021-12-27
2022-01-03,1107.2462158203125,1147.0,1227.199951171875,1143.1500244140625,1195.0,83496,2022-01-03
2022-01-10,1098.7030029296875,1138.1500244140625,1249.0,1118.0,1161.0,217657,2022-01-10
2022-01-17,1086.5396728515625,1125.550048828125,1225.0,1120.0,1150.0,185346,2022-01-17
2022-01-24,1064.047119140625,1102.25,1129.3499755859375,1072.949951171875,1125.550048828125,41110,2022-01-24
2022-01-31,1076.8863525390625,1115.550048828125,1139.949951171875,1082.0999755859375,1107.800048828125,39997,2022-01-31
2022-02-07,1053.8629150390625,1091.699951171875,1169.949951171875,1037.0,1117.0,61795,2022-02-07
2022-02-14,1059.6549072265625,1097.699951171875,1145.550048828125,1053.0,1083.0,36092,2022-02-14
2022-02-21,973.112060546875,1008.0499877929688,1103.5,959.9000244140625,1089.550048828125,38955,2022-02-21
2022-02-28,961.479736328125,996.0,1026.949951171875,978.5999755859375,1025.0,18597,2022-02-28
2022-03-07,922.6730346679688,955.7999877929688,991.0,925.0,971.0999755859375,41674,2022-03-07
2022-03-14,916.01220703125,948.9000244140625,970.0,935.0,966.0,35352,2022-03-14
2022-03-21,877.44677734375,908.9500122070312,973.0,905.25,950.0,48071,2022-03-21
2022-03-28,915.8673706054688,948.75,952.0,865.0,913.5,103762,2022-03-28
2022-04-04,980.0142822265625,1015.2000122070312,1079.949951171875,952.25,952.25,85455,2022-04-04
2022-04-11,975.91162109375,1010.9500122070312,1039.949951171875,1001.0,1030.449951171875,16633,2022-04-11
2022-04-18,968.623291015625,1003.4000244140625,1028.050048828125,988.5999755859375,1002.0,22224,2022-04-18
2022-04-25,927.64453125,960.9500122070312,1001.5499877929688,952.4000244140625,990.0,18634,2022-04-25
2022-05-02,894.3884887695312,926.5,963.5999755859375,900.0,963.5999755859375,12869,2022-05-02
2022-05-09,841.2947387695312,871.5,931.1500244140625,864.9500122070312,928.4000244140625,22599,2022-05-09
2022-05-16,868.6621704101562,899.8499755859375,917.2000122070312,860.0499877929688,873.0999755859375,13147,2022-05-16
2022-05-23,1118.97509765625,1159.1500244140625,1188.0,891.0,899.8499755859375,406755,2022-05-23
2022-05-30,1102.612548828125,1142.199951171875,1237.800048828125,1130.0,1194.0,142229,2022-05-30
2022-06-06,1139.778076171875,1180.699951171875,1230.0,1114.550048828125,1130.0,41384,2022-06-06
2022-06-13,1098.0272216796875,1137.449951171875,1263.449951171875,1113.4000244140625,1195.0,63271,2022-06-13
2022-06-20,1246.0623779296875,1290.800048828125,1305.0,1086.5,1154.550048828125,81041,2022-06-20
2022-06-27,1248.282470703125,1293.0999755859375,1340.0,1235.25,1340.0,49787,2022-06-27
2022-07-04,1315.7598876953125,1363.0,1450.0,1301.199951171875,1330.0,125041,2022-07-04
2022-07-11,1408.239990234375,1444.6500244140625,1507.699951171875,1350.050048828125,1363.0,181440,2022-07-11
2022-07-18,1404.974365234375,1441.300048828125,1507.5,1422.9000244140625,1483.25,52167,2022-07-18
2022-07-25,1473.5025634765625,1511.5999755859375,1550.0,1413.0,1413.0,61306,2022-07-25
2022-08-01,1395.3238525390625,1431.4000244140625,1541.199951171875,1425.0,1510.0,45882,2022-08-01
2022-08-08,1345.609375,1380.4000244140625,1525.0,1340.75,1431.4000244140625,111753,2022-08-08
2022-08-15,1395.37255859375,1431.449951171875,1489.9000244140625,1380.0,1380.4000244140625,51536,2022-08-15
2022-08-22,1545.150146484375,1585.0999755859375,1611.0,1406.050048828125,1429.949951171875,133491,2022-08-22
2022-08-29,1573.5166015625,1614.199951171875,1649.75,1501.050048828125,1555.0,64007,2022-08-29
2022-09-05,1596.326904296875,1637.5999755859375,1667.6500244140625,1605.8499755859375,1621.9000244140625,54518,2022-09-05
2022-09-12,1638.145751953125,1680.5,1801.199951171875,1613.050048828125,1649.0,90006,2022-09-12
2022-09-19,1606.65966796875,1648.199951171875,1730.3499755859375,1638.449951171875,1690.0,62962,2022-09-19
2022-09-26,1582.582275390625,1623.5,1652.0,1558.0,1648.199951171875,50810,2022-09-26
2022-10-03,1630.25,1672.4000244140625,1717.449951171875,1627.550048828125,1629.300048828125,24093,2022-10-03
2022-10-10,1678.9410400390625,1722.3499755859375,1802.449951171875,1648.75,1672.4000244140625,50340,2022-10-10
2022-10-17,1535.645751953125,1575.3499755859375,1707.1500244140625,1566.3499755859375,1707.0,32569,2022-10-17
2022-10-24,1507.57177734375,1546.550048828125,1650.0,1521.0999755859375,1591.050048828125,22818,2022-10-24
2022-10-31,1480.326171875,1518.5999755859375,1550.0999755859375,1465.0999755859375,1546.6500244140625,33781,2022-10-31
2022-11-07,1735.722900390625,1780.5999755859375,1785.6500244140625,1462.5,1518.5999755859375,220874,2022-11-07
2022-11-14,1740.255615234375,1785.25,1835.0,1645.0,1762.75,219278,2022-11-14
2022-11-21,1843.1455078125,1890.800048828125,1918.949951171875,1765.0,1788.0,188702,2022-11-21
2022-11-28,1862.5926513671875,1910.75,2020.0,1892.0,1913.199951171875,155502,2022-11-28
2022-12-05,1823.2596435546875,1870.4000244140625,1955.0,1825.0,1909.949951171875,169464,2022-12-05
2022-12-12,1831.447998046875,1878.800048828125,1990.0,1870.0,1880.0,78079,2022-12-12
2022-12-19,1569.3250732421875,1609.9000244140625,1899.449951171875,1595.0,1894.949951171875,70792,2022-12-19
2022-12-26,1649.453369140625,1692.0999755859375,1747.300048828125,1563.25,1585.0,50110,2022-12-26
2023-01-02,1621.4766845703125,1663.4000244140625,1736.8499755859375,1650.0999755859375,1717.5,23862,2023-01-02
2023-01-09,1678.014892578125,1721.4000244140625,1813.0999755859375,1666.550048828125,1690.0,56684,2023-01-09
2023-01-16,1691.36962890625,1735.0999755859375,1806.5,1725.25,1759.6500244140625,29537,2023-01-16
2023-01-23,1637.7557373046875,1680.0999755859375,1818.0,1643.050048828125,1734.0,20487,2023-01-23
2023-01-30,1606.367431640625,1647.9000244140625,1734.5,1630.199951171875,1680.5,26028,2023-01-30
2023-02-06,1760.482666015625,1806.0,1850.0,1671.3499755859375,1679.949951171875,61449,2023-02-06
2023-02-13,1678.1124267578125,1721.5,1825.9000244140625,1693.800048828125,1825.9000244140625,34030,2023-02-13
2023-02-20,1616.602783203125,1658.4000244140625,1752.4000244140625,1640.0,1741.949951171875,25476,2023-02-20
2023-02-27,1644.3843994140625,1686.9000244140625,1717.449951171875,1642.800048828125,1658.4000244140625,23677,2023-02-27
2023-03-06,1641.0701904296875,1683.5,1718.4000244140625,1658.800048828125,1692.4000244140625,13234,2023-03-06
2023-03-13,1634.6851806640625,1676.949951171875,1701.550048828125,1654.449951171875,1696.4000244140625,20797,2023-03-13
2023-03-20,1658.0316162109375,1700.9000244140625,1746.0,1671.3499755859375,1689.300048828125,26142,2023-03-20
2023-03-27,1724.6590576171875,1769.25,1799.0,1671.0,1695.050048828125,25634,2023-03-27
2023-04-03,1864.591064453125,1912.800048828125,1945.0,1779.9000244140625,1779.9000244140625,46849,2023-04-03
2023-04-10,1845.387451171875,1893.0999755859375,1980.0,1841.0,1915.699951171875,50712,2023-04-10
2023-04-17,1898.4163818359375,1947.5,1980.0,1875.699951171875,1893.1500244140625,42140,2023-04-17
2023-04-24,1998.4791259765625,2050.14990234375,2106.199951171875,1950.0,1958.0,123327,2023-04-24
2023-05-01,1882.5272216796875,1931.199951171875,2099.0,1866.25,2050.14990234375,76490,2023-05-01
2023-05-08,1938.5294189453125,1988.6500244140625,2028.800048828125,1913.449951171875,1940.0,43933,2023-05-08
2023-05-15,1976.2540283203125,2027.3499755859375,2095.0,1956.199951171875,2025.0,41164,2023-05-15
2023-05-22,1969.966552734375,2020.9000244140625,2075.0,1977.0999755859375,2066.35009765625,26643,2023-05-22
2023-05-29,1871.2196044921875,1919.5999755859375,1960.0,1783.0,1807.050048828125,117750,2023-05-29
2023-06-05,2037.4710693359375,2090.14990234375,2150.0,1919.5999755859375,1935.050048828125,152450,2023-06-05
2023-06-12,2127.883544921875,2182.89990234375,2191.949951171875,2061.60009765625,2080.0,71839,2023-06-12
2023-06-19,2054.09130859375,2107.199951171875,2219.949951171875,2096.0,2193.0,44307,2023-06-19
2023-06-26,2066.812744140625,2120.25,2159.0,2095.0,2100.050048828125,17159,2023-06-26
2023-07-03,2080.3623046875,2134.14990234375,2157.85009765625,2042.3499755859375,2105.0,31297,2023-07-03
2023-07-10,2272.982177734375,2331.75,2339.0,2125.050048828125,2150.0,64579,2023-07-10
2023-07-17,2051.1181640625,2104.14990234375,2345.0,2056.699951171875,2344.949951171875,58110,2023-07-17
2023-07-24,2067.641357421875,2121.10009765625,2149.800048828125,2060.050048828125,2104.449951171875,31798,2023-07-24
2023-07-31,2009.348388671875,2061.300048828125,2143.949951171875,2045.0,2121.10009765625,38462,2023-07-31
2023-08-07,2092.1083984375,2146.199951171875,2184.949951171875,1985.050048828125,2088.0,175347,2023-08-07
2023-08-14,2140.876953125,2166.89990234375,2180.0,2082.050048828125,2141.25,35784,2023-08-14
2023-08-21,2195.167236328125,2221.85009765625,2275.85009765625,2138.050048828125,2166.89990234375,71222,2023-08-21
2023-08-28,2258.9912109375,2286.449951171875,2324.800048828125,2158.14990234375,2214.60009765625,57996,2023-08-28
2023-09-04,2309.774169921875,2337.85009765625,2480.0,2242.0,2320.75,98341,2023-09-04
2023-09-11,2274.8486328125,2302.5,2361.85009765625,2215.25,2355.35009765625,45575,2023-09-11
2023-09-18,2379.180419921875,2408.10009765625,2474.949951171875,2302.449951171875,2302.5,89036,2023-09-18
2023-09-25,2359.420654296875,2388.10009765625,2477.449951171875,2379.10009765625,2425.0,57634,2023-09-25
2023-10-02,2330.768798828125,2359.10009765625,2435.0,2315.0,2388.10009765625,28970,2023-10-02
2023-10-09,2189.0908203125,2215.699951171875,2373.0,2207.300048828125,2349.949951171875,27274,2023-10-09
2023-10-16,2198.229736328125,2224.949951171875,2252.0,2193.0,2230.0,22216,2023-10-16
2023-10-23,2142.161376953125,2168.199951171875,2250.050048828125,2099.0,2249.75,28744,2023-10-23
2023-10-30,2229.9443359375,2257.050048828125,2330.89990234375,2136.449951171875,2184.449951171875,19386,2023-10-30
2023-11-06,2268.72314453125,2296.300048828125,2372.89990234375,2121.0,2257.050048828125,103373,2023-11-06
2023-11-13,2411.33935546875,2440.64990234375,2472.0,2360.050048828125,2383.0,72818,2023-11-13
2023-11-20,2698.64697265625,2731.449951171875,2781.89990234375,2410.300048828125,2417.0,146930,2023-11-20
2023-11-27,2662.684326171875,2695.050048828125,2798.949951171875,2654.75,2731.449951171875,47394,2023-11-27
2023-12-04,2635.119140625,2667.14990234375,2793.85009765625,2640.89990234375,2715.300048828125,40895,2023-12-04
2023-12-11,2518.734130859375,2549.35009765625,2694.800048828125,2506.699951171875,2676.449951171875,40718,2023-12-11
2023-12-18,2466.12353515625,2496.10009765625,2596.050048828125,2398.0,2549.35009765625,32602,2023-12-18
2023-12-25,2449.969970703125,2479.75,2538.89990234375,2460.0,2496.10009765625,25945,2023-12-25
2024-01-01,2382.885498046875,2411.85009765625,2510.800048828125,2372.85009765625,2464.0,36185,2024-01-01
2024-01-08,2533.603271484375,2564.39990234375,2842.699951171875,2386.050048828125,2429.89990234375,82040,2024-01-08
2024-01-15,2445.721435546875,2475.449951171875,2589.75,2400.0,2405.0,37851,2024-01-15
2024-01-22,2426.752197265625,2456.25,2524.0,2352.0,2475.449951171875,17260,2024-01-22
2024-01-29,2365.941162109375,2394.699951171875,2489.89990234375,2305.25,2456.25,39527,2024-01-29
2024-02-05,2354.184326171875,2382.800048828125,2565.449951171875,2325.0,2394.0,42112,2024-02-05
2024-02-12,2344.2548828125,2372.75,2477.0,2174.75,2404.949951171875,81544,2024-02-12
2024-02-19,2321.876953125,2350.10009765625,2520.0,2306.699951171875,2392.64990234375,54605,2024-02-19
2024-02-26,2321.6298828125,2349.85009765625,2415.5,2261.75,2350.0,22483,2024-02-26
2024-03-04,2274.404052734375,2302.050048828125,2434.0,2280.10009765625,2368.0,21373,2024-03-04
2024-03-11,2265.314453125,2292.85009765625,2374.85009765625,2130.0,2319.300048828125,74586,2024-03-11
2024-03-18,2284.333251953125,2312.10009765625,2389.75,2249.949951171875,2292.85009765625,45435,2024-03-18
2024-03-25,2382.737060546875,2411.699951171875,2447.89990234375,2312.10009765625,2312.10009765625,24313,2024-03-25
2024-04-01,2469.0380859375,2499.050048828125,2532.0,2375.14990234375,2410.0,25196,2024-04-01
2024-04-08,2431.197998046875,2460.75,2549.0,2452.64990234375,2518.85009765625,14406,2024-04-08
2024-04-15,2395.03759765625,2424.14990234375,2498.800048828125,2351.0,2430.0,41499,2024-04-15
2024-04-22,2484.0556640625,2514.25,2579.0,2412.550048828125,2442.75,31875,2024-04-22
2024-04-29,2511.225341796875,2541.75,2766.89990234375,2495.0,2578.89990234375,32957,2024-04-29
2024-05-06,2464.789794921875,2494.75,2612.5,2401.0,2561.85009765625,38030,2024-05-06
2024-05-13,2584.23779296875,2615.64990234375,2646.14990234375,2450.64990234375,2513.949951171875,24498,2024-05-13
2024-05-20,2822.541259765625,2856.85009765625,2889.699951171875,2615.0,2626.25,81711,2024-05-20
2024-05-27,2538.14794921875,2569.0,2910.0,2513.35009765625,2910.0,144908,2024-05-27
2024-06-03,2658.3369140625,2690.64990234375,2713.75,2306.10009765625,2610.39990234375,76821,2024-06-03
2024-06-10,2785.936279296875,2819.800048828125,2924.699951171875,2627.300048828125,2735.0,91721,2024-06-10
2024-06-17,2811.969482421875,2846.14990234375,3033.800048828125,2792.550048828125,2819.800048828125,102193,2024-06-17
2024-06-24,2746.91064453125,2780.300048828125,2895.10009765625,2742.199951171875,2846.14990234375,37342,2024-06-24
2024-07-01,2892.63916015625,2927.800048828125,2977.699951171875,2775.14990234375,2800.0,46730,2024-07-01
2024-07-08,2919.66064453125,2955.14990234375,3018.0,2880.0,3018.0,31546,2024-07-08
2024-07-15,2794.9267578125,2828.89990234375,2975.0,2793.300048828125,2910.800048828125,26801,2024-07-15
2024-07-22,2861.9619140625,2896.75,2955.949951171875,2770.0,2813.0,26070,2024-07-22
2024-07-29,2869.96484375,2904.85009765625,2955.0,2860.25,2896.75,19992,2024-07-29
2024-08-05,2767.411376953125,2801.050048828125,2948.0,2738.699951171875,2861.0,55537,2024-08-05
2024-08-12,2657.843017578125,2690.14990234375,2821.5,2521.0,2810.0,58608,2024-08-12
2024-08-19,2834.64404296875,2869.10009765625,2950.0,2644.699951171875,2699.300048828125,140884,2024-08-19
2024-08-26,2887.205322265625,2922.300048828125,2949.60009765625,2830.0,2899.0,62982,2024-08-26
2024-09-02,2879.39990234375,2914.39990234375,2995.0,2861.300048828125,2922.300048828125,72393,2024-09-02
2024-09-09,2707.044921875,2739.949951171875,2918.949951171875,2675.5,2899.800048828125,48088,2024-09-09
2024-09-16,2769.0,2769.0,2796.14990234375,2673.699951171875,2749.35009765625,30083,2024-09-16
2024-09-23,2600.449951171875,2600.449951171875,2800.0,2565.050048828125,2783.89990234375,39909,2024-09-23
2024-09-30,2478.10009765625,2478.10009765625,2645.5,2462.35009765625,2600.449951171875,33371,2024-09-30
2024-10-07,2466.89990234375,2466.89990234375,2530.0,2391.5,2493.10009765625,18407,2024-10-07
2024-10-14,2555.14990234375,2555.14990234375,2621.39990234375,2457.0,2505.0,15805,2024-10-14
2024-10-21,2351.5,2351.5,2609.0,2339.0,2521.0,43454,2024-10-21
2024-10-28,2502.949951171875,2502.949951171875,2569.0,2302.550048828125,2350.0,15497,2024-10-28
2024-11-04,2540.25,2540.25,2591.949951171875,2460.0,2510.0,7928,2024-11-04
2024-11-11,2285.050048828125,2285.050048828125,2560.0,2241.0,2527.199951171875,116908,2024-11-11
2024-11-18,2238.0,2238.0,2289.949951171875,2155.85009765625,2228.0,35183,2024-11-18
2024-11-25,2305.699951171875,2305.699951171875,2313.0,2207.949951171875,2254.75,27172,2024-11-25
