Date,Adj Close_MANINFRA.NS,Close_MANINFRA.NS,High_MANINFRA.NS,Low_MANINFRA.NS,Open_MANINFRA.NS,Volume_MANINFRA.NS,Date
2025-04-28,152.83041381835938,153.25,161.74000549316406,150.0500030517578,159.0,1929335,2025-04-28
2025-05-05,148.85133361816406,149.25999450683594,157.88999938964844,141.25,153.1999969482422,1832787,2025-05-05
2025-05-12,167.0613555908203,167.52000427246094,170.97999572753906,154.0500030517578,155.0,4181233,2025-05-12
2025-05-19,167.27076721191406,167.72999572753906,172.0,162.14999389648438,168.0,5258721,2025-05-19
2025-05-26,163.64073181152344,164.08999633789062,168.5,158.39999389648438,168.49000549316406,3521987,2025-05-26
2025-06-02,166.3800048828125,166.3800048828125,168.77000427246094,156.35000610351562,163.25,4893882,2025-06-02
2025-06-09,164.7100067138672,164.7100067138672,174.89999389648438,161.1999969482422,166.80999755859375,7397529,2025-06-09
2025-06-16,160.69000244140625,160.69000244140625,169.11000061035156,156.35000610351562,164.6999969482422,2768576,2025-06-16
2025-06-23,184.5500030517578,184.5500030517578,187.5,158.63999938964844,159.0,13221156,2025-06-23
2025-06-30,188.47999572753906,188.47999572753906,190.8300018310547,178.1999969482422,184.5399932861328,5156038,2025-06-30
2025-07-07,182.7100067138672,182.7100067138672,190.52999877929688,180.5500030517578,187.5,2560848,2025-07-07
2025-07-14,182.25,182.25,184.4199981689453,179.25999450683594,182.6999969482422,762343,2025-07-14
