Date,Adj Close_GSPL.NS,Close_GSPL.NS,High_GSPL.NS,Low_GSPL.NS,Open_GSPL.NS,Volume_GSPL.NS,Date
2022-03-21,254.14393615722656,263.8500061035156,274.3999938964844,261.20001220703125,263.5,4325111,2022-03-21
2022-03-28,248.9425811767578,258.45001220703125,267.6000061035156,251.0,265.0,3551925,2022-03-28
2022-04-04,273.5045166015625,283.95001220703125,292.3999938964844,259.70001220703125,261.45001220703125,8723728,2022-04-04
2022-04-11,268.5921325683594,278.8500061035156,289.79998779296875,275.0,286.1000061035156,1397281,2022-04-11
2022-04-18,260.6455993652344,270.6000061035156,283.6000061035156,268.0,276.25,4855398,2022-04-18
2022-04-25,252.31382751464844,261.95001220703125,271.0,259.70001220703125,269.95001220703125,2613695,2022-04-25
2022-05-02,248.1238250732422,257.6000061035156,268.1499938964844,249.75,261.45001220703125,1763954,2022-05-02
2022-05-09,241.09237670898438,250.3000030517578,271.0,248.0,257.6000061035156,6816099,2022-05-09
2022-05-16,262.5720520019531,272.6000061035156,273.8999938964844,246.64999389648438,250.0,3248798,2022-05-16
2022-05-23,248.2201690673828,257.70001220703125,274.20001220703125,253.0,274.20001220703125,2465894,2022-05-23
2022-05-30,245.66763305664062,255.0500030517578,262.8999938964844,251.4499969482422,260.0,2518342,2022-05-30
2022-06-06,228.57058715820312,237.3000030517578,255.75,236.14999389648438,255.75,2405060,2022-06-06
2022-06-13,211.0401153564453,219.10000610351562,237.9499969482422,218.39999389648438,235.5,3423440,2022-06-13
2022-06-20,206.9945831298828,214.89999389648438,221.1999969482422,209.4499969482422,221.1999969482422,3064521,2022-06-20
2022-06-27,210.46218872070312,218.5,221.9499969482422,210.4499969482422,216.60000610351562,5176220,2022-06-27
2022-07-04,221.92440795898438,230.39999389648438,233.85000610351562,216.0500030517578,221.0,4643029,2022-07-04
2022-07-11,219.7090301513672,228.10000610351562,235.0,224.0500030517578,227.1999969482422,3068123,2022-07-11
2022-07-18,230.88230895996094,239.6999969482422,242.3000030517578,226.5500030517578,230.0,6728385,2022-07-18
2022-07-25,223.85084533691406,232.39999389648438,239.85000610351562,219.8000030517578,239.60000610351562,4568172,2022-07-25
2022-08-01,226.8849639892578,235.5500030517578,245.5,231.64999389648438,232.0,4872932,2022-08-01
2022-08-08,237.86561584472656,246.9499969482422,249.1999969482422,230.1999969482422,236.75,5157139,2022-08-08
2022-08-15,236.0836639404297,245.10000610351562,251.60000610351562,243.6999969482422,246.9499969482422,2874578,2022-08-15
2022-08-22,233.04954528808594,241.9499969482422,247.14999389648438,238.0,245.10000610351562,2897922,2022-08-22
2022-08-29,228.71507263183594,237.4499969482422,245.85000610351562,235.10000610351562,237.0,2109553,2022-08-29
2022-09-05,246.69252014160156,254.0,262.0,230.5500030517578,239.8000030517578,11999502,2022-09-05
2022-09-12,237.7572021484375,244.8000030517578,261.5,242.75,256.75,8066483,2022-09-12
2022-09-19,227.36505126953125,234.10000610351562,252.35000610351562,233.0,246.0,4379247,2022-09-19
2022-09-26,224.30564880371094,230.9499969482422,233.75,220.4499969482422,232.0,3611232,2022-09-26
2022-10-03,219.25526428222656,225.75,232.4499969482422,221.0,232.14999389648438,5902644,2022-10-03
2022-10-10,216.43870544433594,222.85000610351562,224.9499969482422,214.89999389648438,224.9499969482422,3397148,2022-10-10
2022-10-17,211.631103515625,217.89999389648438,224.8000030517578,216.4499969482422,222.14999389648438,4175481,2022-10-17
2022-10-24,213.52500915527344,219.85000610351562,225.5,218.0500030517578,219.9499969482422,3509723,2022-10-24
2022-10-31,218.81820678710938,225.3000030517578,228.5,220.89999389648438,220.9499969482422,3260439,2022-10-31
2022-11-07,226.19955444335938,232.89999389648438,238.8000030517578,225.35000610351562,226.4499969482422,5508079,2022-11-07
2022-11-14,230.61865234375,237.4499969482422,257.70001220703125,233.0,234.5,10769708,2022-11-14
2022-11-21,270.7790222167969,278.79998779296875,283.70001220703125,226.5,238.4499969482422,41017358,2022-11-21
2022-11-28,256.11346435546875,263.70001220703125,280.1000061035156,262.6499938964844,279.0,7278160,2022-11-28
2022-12-05,260.192626953125,267.8999938964844,276.0,257.6000061035156,265.8999938964844,7348402,2022-12-05
2022-12-12,263.78619384765625,271.6000061035156,284.5,264.54998779296875,269.04998779296875,7270958,2022-12-12
2022-12-19,246.7410888671875,254.0500030517578,275.6499938964844,250.0500030517578,272.79998779296875,4048848,2022-12-19
2022-12-26,256.11346435546875,263.70001220703125,267.45001220703125,248.5500030517578,254.0500030517578,2830696,2022-12-26
2023-01-02,267.6225280761719,275.54998779296875,277.8500061035156,261.0,266.0,3172511,2023-01-02
2023-01-09,262.13507080078125,269.8999938964844,291.0,269.1000061035156,282.8999938964844,4812014,2023-01-09
2023-01-16,258.78436279296875,266.45001220703125,280.0,266.0,270.1000061035156,2465174,2023-01-16
2023-01-23,257.7645263671875,265.3999938964844,277.79998779296875,262.04998779296875,267.70001220703125,2310213,2023-01-23
2023-01-30,252.3256378173828,259.79998779296875,274.0,257.04998779296875,266.0,5595151,2023-01-30
2023-02-06,258.1044616699219,265.75,270.5,254.5,260.8500061035156,3100721,2023-02-06
2023-02-13,267.67108154296875,275.6000061035156,279.6000061035156,259.5,265.0,4301168,2023-02-13
2023-02-20,270.4390869140625,278.45001220703125,280.79998779296875,265.0,277.0,3344578,2023-02-20
2023-02-27,269.3707580566406,277.3500061035156,290.3500061035156,271.79998779296875,278.45001220703125,5945933,2023-02-27
2023-03-06,273.6927185058594,281.79998779296875,298.3999938964844,277.6000061035156,278.70001220703125,4236215,2023-03-06
2023-03-13,262.2322082519531,270.0,284.0,268.1499938964844,283.0,2688147,2023-03-13
2023-03-20,262.96063232421875,270.75,278.6000061035156,263.5,271.0,3555322,2023-03-20
2023-03-27,257.37603759765625,265.0,274.6000061035156,261.1499938964844,270.0,2245865,2023-03-27
2023-04-03,264.0775451660156,271.8999938964844,274.3999938964844,260.5,267.0,1514013,2023-04-03
2023-04-10,268.3995056152344,276.3500061035156,280.5,267.79998779296875,271.8999938964844,1971579,2023-04-10
2023-04-17,255.62783813476562,263.20001220703125,277.3999938964844,262.0,276.3500061035156,1777507,2023-04-17
2023-04-24,276.7521057128906,284.95001220703125,293.29998779296875,262.45001220703125,264.0,9917699,2023-04-24
2023-05-01,271.2160949707031,279.25,288.5,276.1000061035156,284.95001220703125,1139771,2023-05-01
2023-05-08,278.8402404785156,287.1000061035156,298.6499938964844,272.6000061035156,280.0,7443393,2023-05-08
2023-05-15,274.5182800292969,282.6499938964844,289.79998779296875,274.1000061035156,287.29998779296875,3531496,2023-05-15
2023-05-22,283.5021667480469,291.8999938964844,303.0,280.0,283.25,3554990,2023-05-22
2023-05-29,293.8943176269531,302.6000061035156,305.6499938964844,288.79998779296875,293.3500061035156,2850405,2023-05-29
2023-06-05,285.9302062988281,294.3999938964844,304.20001220703125,291.20001220703125,304.20001220703125,1879912,2023-06-05
2023-06-12,293.0687561035156,301.75,310.75,291.54998779296875,295.8999938964844,4226782,2023-06-12
2023-06-19,287.7270202636719,296.25,303.3999938964844,293.5,301.6499938964844,2303583,2023-06-19
2023-06-26,276.2665100097656,284.45001220703125,301.0,283.0,296.3500061035156,1977664,2023-06-26
2023-07-03,278.9859313964844,287.25,296.0,282.29998779296875,286.3500061035156,4219113,2023-07-03
2023-07-10,286.99859619140625,295.5,299.8500061035156,285.5,288.8999938964844,3383974,2023-07-10
2023-07-17,276.99493408203125,285.20001220703125,301.70001220703125,284.20001220703125,296.0,1610379,2023-07-17
2023-07-24,278.5974426269531,286.8500061035156,293.20001220703125,283.20001220703125,288.8999938964844,1361795,2023-07-24
2023-07-31,267.96246337890625,275.8999938964844,292.20001220703125,268.45001220703125,288.6000061035156,2560654,2023-07-31
2023-08-07,270.58477783203125,278.6000061035156,292.0,276.3999938964844,279.8500061035156,2460770,2023-08-07
2023-08-14,267.18548583984375,275.1000061035156,280.1499938964844,268.04998779296875,279.3500061035156,3402635,2023-08-14
2023-08-21,270.6819152832031,278.70001220703125,281.3999938964844,272.29998779296875,276.5,1138486,2023-08-21
2023-08-28,269.3707580566406,277.3500061035156,280.70001220703125,271.5,280.70001220703125,3948709,2023-08-28
2023-09-04,279.5309143066406,282.6000061035156,291.3999938964844,275.70001220703125,280.0,9931970,2023-09-04
2023-09-11,276.0689392089844,279.1000061035156,292.0,278.0,286.0,6160203,2023-09-11
2023-09-18,284.97119140625,288.1000061035156,297.29998779296875,279.29998779296875,280.5,5200220,2023-09-18
2023-09-25,279.1352844238281,282.20001220703125,289.8999938964844,279.45001220703125,288.54998779296875,2211629,2023-09-25
2023-10-02,286.8999938964844,290.04998779296875,291.29998779296875,280.3500061035156,282.20001220703125,2181512,2023-10-02
2023-10-09,281.85540771484375,284.95001220703125,296.6499938964844,284.3999938964844,290.0,2012573,2023-10-09
2023-10-16,284.8228454589844,287.95001220703125,299.3999938964844,282.29998779296875,285.1000061035156,7130271,2023-10-16
2023-10-23,271.8650817871094,274.8500061035156,288.8999938964844,268.20001220703125,288.8999938964844,3575409,2023-10-23
2023-10-30,263.60577392578125,266.5,278.1499938964844,254.5,272.3999938964844,4848738,2023-10-30
2023-11-06,271.41998291015625,274.3999938964844,289.0,267.25,269.70001220703125,6017352,2023-11-06
2023-11-13,272.75531005859375,275.75,281.95001220703125,272.25,277.25,2092201,2023-11-13
2023-11-20,274.9314270019531,277.95001220703125,280.25,268.45001220703125,276.75,3556632,2023-11-20
2023-11-27,287.74078369140625,290.8999938964844,292.0,277.6000061035156,277.95001220703125,4029523,2023-11-27
2023-12-04,294.7142333984375,297.95001220703125,302.70001220703125,279.6000061035156,292.1499938964844,9438694,2023-12-04
2023-12-11,285.8119812011719,288.95001220703125,303.8999938964844,287.70001220703125,299.1000061035156,4711563,2023-12-11
2023-12-18,290.70819091796875,293.8999938964844,295.5,279.0,292.0,6801453,2023-12-18
2023-12-25,302.6767883300781,306.0,315.5,292.45001220703125,293.8999938964844,7160611,2023-12-25
2024-01-01,330.3727111816406,334.0,339.5,306.1000061035156,307.5,15243321,2024-01-01
2024-01-08,318.35467529296875,321.8500061035156,337.79998779296875,311.79998779296875,336.6499938964844,7152534,2024-01-08
2024-01-15,315.83233642578125,319.29998779296875,331.3500061035156,306.70001220703125,325.0,4100732,2024-01-15
2024-01-22,357.22784423828125,361.1499938964844,375.8999938964844,319.29998779296875,319.29998779296875,14222846,2024-01-22
2024-01-29,346.5946044921875,350.3999938964844,379.0,349.0,360.0,9338793,2024-01-29
2024-02-05,379.8297119140625,384.0,406.75,352.1499938964844,352.8999938964844,17884705,2024-02-05
2024-02-12,373.4002990722656,377.5,403.25,339.1000061035156,384.6000061035156,14366963,2024-02-12
2024-02-19,366.92144775390625,370.95001220703125,380.54998779296875,360.1000061035156,380.5,6280200,2024-02-19
2024-02-26,362.42083740234375,366.3999938964844,378.0,353.29998779296875,375.0,4158721,2024-02-26
2024-03-04,360.9371337890625,364.8999938964844,377.0,359.1000061035156,367.8999938964844,5886039,2024-03-04
2024-03-11,335.4173278808594,339.1000061035156,368.3500061035156,329.6000061035156,367.1000061035156,4828357,2024-03-11
2024-03-18,349.3147277832031,353.1499938964844,357.0,336.79998779296875,338.95001220703125,5351663,2024-03-18
2024-03-25,352.62835693359375,356.5,363.45001220703125,347.70001220703125,353.1499938964844,5368009,2024-03-25
2024-04-01,370.432861328125,374.5,379.8999938964844,355.1000061035156,356.54998779296875,7987660,2024-04-01
2024-04-08,372.7078857421875,376.79998779296875,393.0,374.1499938964844,377.75,5447016,2024-04-08
2024-04-15,373.54864501953125,377.6499938964844,399.5,361.04998779296875,365.1499938964844,6933474,2024-04-15
2024-04-22,289.867431640625,293.04998779296875,327.6499938964844,292.0,315.0,72102363,2024-04-22
2024-04-29,293.72509765625,296.95001220703125,302.04998779296875,293.45001220703125,296.0,12175852,2024-04-29
2024-05-06,289.4717712402344,292.6499938964844,299.5,284.25,298.0,9036147,2024-05-06
2024-05-13,294.1701965332031,297.3999938964844,298.20001220703125,287.0,292.6499938964844,8933068,2024-05-13
2024-05-20,292.4391784667969,295.6499938964844,302.8999938964844,295.0,295.20001220703125,4508257,2024-05-20
2024-05-27,286.8505554199219,290.0,297.95001220703125,284.5,297.29998779296875,7385709,2024-05-27
2024-06-03,279.28363037109375,282.3500061035156,300.0,260.04998779296875,299.0,16854328,2024-06-03
2024-06-10,301.48980712890625,304.79998779296875,309.79998779296875,283.20001220703125,286.70001220703125,12907967,2024-06-10
2024-06-17,301.3414611816406,304.6499938964844,311.29998779296875,299.29998779296875,304.79998779296875,4911164,2024-06-17
2024-06-24,293.32940673828125,296.54998779296875,308.70001220703125,294.6000061035156,305.0,5216416,2024-06-24
2024-07-01,308.2159729003906,311.6000061035156,314.5,295.1000061035156,296.54998779296875,7377412,2024-07-01
2024-07-08,314.74432373046875,318.20001220703125,323.3999938964844,306.45001220703125,313.04998779296875,7159431,2024-07-08
2024-07-15,310.88665771484375,314.29998779296875,328.70001220703125,312.6000061035156,319.95001220703125,7624424,2024-07-15
2024-07-22,328.59228515625,332.20001220703125,334.0,307.70001220703125,312.75,7148946,2024-07-22
2024-07-29,338.73095703125,342.45001220703125,351.8500061035156,331.5,332.3500061035156,7465782,2024-07-29
2024-08-05,323.7949523925781,327.3500061035156,348.04998779296875,325.5,328.04998779296875,7224641,2024-08-05
2024-08-12,315.1894226074219,318.6499938964844,329.0,315.3999938964844,327.3500061035156,2580856,2024-08-12
2024-08-19,334.9227600097656,338.6000061035156,340.0,319.0,323.8999938964844,4806116,2024-08-19
2024-08-26,437.7933044433594,442.6000061035156,447.0,338.0,344.8999938964844,140331885,2024-08-26
2024-09-02,441.5520324707031,446.3999938964844,469.70001220703125,415.0,419.95001220703125,74434434,2024-09-02
2024-09-09,421.6000061035156,421.6000061035156,446.79998779296875,420.04998779296875,446.0,13418044,2024-09-09
2024-09-16,401.54998779296875,401.54998779296875,425.0,393.5,421.70001220703125,12657621,2024-09-16
2024-09-23,418.6499938964844,418.6499938964844,422.25,397.54998779296875,401.54998779296875,12386760,2024-09-23
2024-09-30,428.3500061035156,428.3500061035156,435.0,415.20001220703125,425.0,8365814,2024-09-30
2024-10-07,411.70001220703125,411.70001220703125,429.3500061035156,403.0,427.5,7796204,2024-10-07
2024-10-14,400.20001220703125,400.20001220703125,413.45001220703125,384.04998779296875,413.45001220703125,7414330,2024-10-14
2024-10-21,387.20001220703125,387.20001220703125,401.79998779296875,378.6499938964844,399.75,4289772,2024-10-21
2024-10-28,390.8999938964844,390.8999938964844,395.79998779296875,384.0,384.8500061035156,2156066,2024-10-28
2024-11-04,380.8500061035156,380.8500061035156,401.3999938964844,380.0,391.04998779296875,3964149,2024-11-04
2024-11-11,351.20001220703125,351.20001220703125,388.75,350.0,380.0,3610262,2024-11-11
2024-11-18,332.1000061035156,332.1000061035156,349.0,321.04998779296875,349.0,7404391,2024-11-18
2024-11-25,354.1499938964844,354.1499938964844,355.29998779296875,334.3999938964844,336.0,4588438,2024-11-25
2024-12-02,381.6000061035156,381.6000061035156,382.5,349.75,354.8500061035156,3283616,2024-12-02
2024-12-09,378.20001220703125,378.20001220703125,394.79998779296875,368.29998779296875,383.54998779296875,5922115,2024-12-09
2024-12-16,367.5,367.5,384.45001220703125,360.8999938964844,378.20001220703125,2411818,2024-12-16
2024-12-23,357.8500061035156,357.8500061035156,369.29998779296875,357.1000061035156,367.5,1109323,2024-12-23
2024-12-30,367.04998779296875,367.04998779296875,372.70001220703125,350.0,351.1000061035156,3376797,2024-12-30
2025-01-06,345.5,345.5,370.8500061035156,344.20001220703125,363.5,1993247,2025-01-06
2025-01-13,364.0,364.0,387.0,334.79998779296875,343.5,21486399,2025-01-13
2025-01-20,350.79998779296875,350.79998779296875,372.6000061035156,347.1000061035156,363.0,5328675,2025-01-20
2025-01-27,335.20001220703125,335.20001220703125,351.95001220703125,332.75,351.0,3704941,2025-01-27
2025-02-03,333.75,333.75,348.04998779296875,329.0,333.04998779296875,2799209,2025-02-03
2025-02-10,284.04998779296875,284.04998779296875,335.6000061035156,282.04998779296875,327.6000061035156,3853772,2025-02-10
2025-02-17,286.45001220703125,286.45001220703125,291.70001220703125,277.3999938964844,285.5,3859873,2025-02-17
2025-02-24,272.25,272.25,285.8999938964844,270.0,285.8500061035156,2894826,2025-02-24
2025-03-03,288.20001220703125,288.20001220703125,297.8999938964844,261.45001220703125,274.75,4974741,2025-03-03
2025-03-10,272.5,272.5,294.75,270.8500061035156,290.0,15655356,2025-03-10
2025-03-17,288.70001220703125,288.70001220703125,289.95001220703125,271.6499938964844,277.29998779296875,4941115,2025-03-17
2025-03-24,291.29998779296875,291.29998779296875,302.6000061035156,286.0,296.04998779296875,4285876,2025-03-24
2025-03-31,289.8500061035156,289.8500061035156,300.0,286.75,291.29998779296875,1790706,2025-03-31
2025-04-07,314.25,314.25,317.54998779296875,271.5,275.0,2928473,2025-04-07
2025-04-14,313.6000061035156,313.6000061035156,319.25,304.79998779296875,314.25,2555603,2025-04-14
2025-04-21,321.29998779296875,321.29998779296875,328.3999938964844,310.20001220703125,314.20001220703125,2595200,2025-04-21
2025-04-28,318.3500061035156,318.3500061035156,334.6000061035156,314.1000061035156,321.29998779296875,2228869,2025-04-28
2025-05-05,321.5,321.5,334.20001220703125,309.45001220703125,318.0,1657516,2025-05-05
2025-05-12,350.3999938964844,350.3999938964844,357.79998779296875,327.1499938964844,328.0,3065972,2025-05-12
2025-05-19,338.6499938964844,338.6499938964844,360.6000061035156,333.79998779296875,354.1000061035156,3536130,2025-05-19
2025-05-26,328.79998779296875,328.79998779296875,342.79998779296875,325.0,338.6499938964844,1590106,2025-05-26
2025-06-02,329.0,329.0,338.29998779296875,325.8999938964844,330.0,4512350,2025-06-02
2025-06-09,330.45001220703125,330.45001220703125,340.95001220703125,325.3999938964844,330.6000061035156,3732033,2025-06-09
2025-06-16,316.79998779296875,316.79998779296875,332.0,312.0,329.1000061035156,1227323,2025-06-16
2025-06-23,330.20001220703125,330.20001220703125,343.29998779296875,312.04998779296875,314.0,6023563,2025-06-23
2025-06-30,335.0,335.0,341.54998779296875,324.3500061035156,330.20001220703125,4892193,2025-06-30
2025-07-07,327.45001220703125,327.45001220703125,337.3500061035156,325.6000061035156,336.5,1836524,2025-07-07
2025-07-14,323.95001220703125,323.95001220703125,328.45001220703125,321.3500061035156,328.45001220703125,597119,2025-07-14
