Date,Adj Close_KKCL.NS,Close_KKCL.NS,High_KKCL.NS,Low_KKCL.NS,Open_KKCL.NS,Volume_KKCL.NS,Date
2020-07-13,132.46099853515625,145.67999267578125,147.7899932861328,142.13999938964844,145.0,11485,2020-07-13
2020-07-20,130.7516326904297,143.8000030517578,149.75,142.61000061035156,148.9499969482422,20155,2020-07-20
2020-07-27,126.00527954101562,138.5800018310547,145.80999755859375,133.92999267578125,145.0,69895,2020-07-27
2020-08-03,137.6529083251953,151.38999938964844,155.0,134.0,139.0,55560,2020-08-03
2020-08-10,137.68927001953125,151.42999267578125,155.2100067138672,148.41000366210938,152.8000030517578,33590,2020-08-10
2020-08-17,153.9832305908203,169.35000610351562,181.7899932861328,148.44000244140625,153.0,96990,2020-08-17
2020-08-24,145.88169860839844,160.44000244140625,173.88999938964844,160.0,173.88999938964844,58630,2020-08-24
2020-08-31,146.47271728515625,161.08999633789062,169.0399932861328,152.38999938964844,161.63999938964844,43545,2020-08-31
2020-09-07,140.75347900390625,154.8000030517578,163.7899932861328,153.0,159.99000549316406,22610,2020-09-07
2020-09-14,143.66871643066406,157.80999755859375,162.2100067138672,153.8000030517578,156.19000244140625,15690,2020-09-14
2020-09-21,137.49627685546875,151.02999877929688,159.00999450683594,146.0,156.41000366210938,15795,2020-09-21
2020-09-28,138.56143188476562,152.1999969482422,155.07000732421875,146.7100067138672,152.19000244140625,10560,2020-09-28
2020-10-05,138.53411865234375,152.1699981689453,179.8000030517578,146.33999633789062,150.2100067138672,69075,2020-10-05
2020-10-12,136.14891052246094,149.5500030517578,159.8000030517578,147.4199981689453,154.9499969482422,16390,2020-10-12
2020-10-19,137.9696807861328,151.5500030517578,154.0,145.94000244140625,149.80999755859375,28130,2020-10-19
2020-10-26,133.3813018798828,146.50999450683594,156.4600067138672,144.61000061035156,153.7899932861328,44340,2020-10-26
2020-11-02,130.95965576171875,143.85000610351562,149.0,141.24000549316406,148.0,30440,2020-11-02
2020-11-09,136.22021484375,146.58999633789062,146.89999389648438,138.1999969482422,144.0,26630,2020-11-09
2020-11-16,137.44686889648438,147.91000366210938,149.80999755859375,145.0,145.0399932861328,20825,2020-11-16
2020-11-23,142.2604217529297,153.08999633789062,159.58999633789062,147.2100067138672,148.0,50135,2020-11-23
2020-11-30,145.0296173095703,156.07000732421875,159.0,150.39999389648438,153.08999633789062,32910,2020-11-30
2020-12-07,152.19418334960938,163.77999877929688,169.60000610351562,154.1999969482422,154.1999969482422,29590,2020-12-07
2020-12-14,160.77125549316406,173.00999450683594,179.60000610351562,160.1999969482422,164.0,40510,2020-12-14
2020-12-21,147.55718994140625,158.7899932861328,177.58999633789062,157.60000610351562,173.00999450683594,29045,2020-12-21
2020-12-28,156.65464782714844,168.5800018310547,170.0,158.49000549316406,158.7899932861328,24260,2020-12-28
2021-01-04,177.02403259277344,190.5,206.5,166.0500030517578,168.57000732421875,288600,2021-01-04
2021-01-11,168.40048217773438,181.22000122070312,197.0,180.00999450683594,197.0,30860,2021-01-11
2021-01-18,169.32046508789062,182.2100067138672,190.99000549316406,180.02000427246094,180.8300018310547,19860,2021-01-18
2021-01-25,164.67416381835938,177.2100067138672,186.7899932861328,175.0,186.7899932861328,14325,2021-01-25
2021-02-01,166.4583740234375,179.1300048828125,190.60000610351562,175.0,183.5800018310547,44815,2021-02-01
2021-02-08,168.6772003173828,179.91000366210938,183.61000061035156,175.00999450683594,182.8800048828125,41560,2021-02-08
2021-02-15,167.12083435058594,178.25,182.0,176.0500030517578,179.91000366210938,32755,2021-02-15
2021-02-22,170.11166381835938,181.44000244140625,184.0,176.99000549316406,178.75,16790,2021-02-22
2021-03-01,171.93057250976562,183.3800048828125,186.0,180.2100067138672,185.0,36560,2021-03-01
2021-03-08,175.98080444335938,187.6999969482422,193.0,182.0,185.0,58115,2021-03-08
2021-03-15,168.81784057617188,180.05999755859375,192.25,179.0,186.00999450683594,70715,2021-03-15
2021-03-22,171.0304718017578,182.4199981689453,184.99000549316406,174.5,180.07000732421875,86010,2021-03-22
2021-03-29,163.83935546875,174.75,183.0,168.30999755859375,182.4199981689453,33470,2021-03-29
2021-04-05,159.50782775878906,170.1300048828125,177.0,162.1999969482422,177.0,36060,2021-04-05
2021-04-12,160.19224548339844,170.86000061035156,189.5399932861328,160.32000732421875,172.0,49990,2021-04-12
2021-04-19,159.6109619140625,170.24000549316406,174.58999633789062,161.38999938964844,173.0,14400,2021-04-19
2021-04-26,154.45436096191406,164.74000549316406,171.7899932861328,163.0,165.27000427246094,18130,2021-04-26
2021-05-03,161.9267578125,172.7100067138672,196.16000366210938,160.8000030517578,165.99000549316406,254105,2021-05-03
2021-05-10,164.67379760742188,175.63999938964844,183.60000610351562,170.02000427246094,175.0,33180,2021-05-10
2021-05-17,167.01768493652344,178.13999938964844,189.39999389648438,174.0,177.8000030517578,375390,2021-05-17
2021-05-24,164.467529296875,175.4199981689453,187.60000610351562,171.85000610351562,184.0,141045,2021-05-24
2021-05-31,166.98020935058594,178.10000610351562,195.1999969482422,170.72000122070312,177.60000610351562,266385,2021-05-31
2021-06-07,166.39891052246094,177.47999572753906,182.0,175.0,178.25999450683594,66460,2021-06-07
2021-06-14,164.98318481445312,175.97000122070312,180.72000122070312,174.5800018310547,179.89999389648438,43990,2021-06-14
2021-06-21,167.70213317871094,178.8699951171875,186.0,176.0,179.5500030517578,84045,2021-06-21
2021-06-28,165.9207763671875,176.97000122070312,181.97000122070312,175.6999969482422,178.8800048828125,37500,2021-06-28
2021-07-05,167.9552764892578,179.13999938964844,184.66000366210938,174.85000610351562,179.99000549316406,60970,2021-07-05
2021-07-12,172.9149932861328,184.42999267578125,192.0800018310547,179.38999938964844,179.39999389648438,239470,2021-07-12
2021-07-19,170.4304656982422,181.77999877929688,189.3800048828125,174.32000732421875,186.60000610351562,159880,2021-07-19
2021-07-26,174.5838623046875,186.2100067138672,199.8000030517578,180.0,184.99000549316406,914890,2021-07-26
2021-08-02,166.1176300048828,177.17999267578125,189.60000610351562,172.24000549316406,188.8000030517578,176275,2021-08-02
2021-08-09,161.49545288085938,172.25,180.0,158.25999450683594,180.0,137220,2021-08-09
2021-08-16,153.14175415039062,163.33999633789062,175.14999389648438,160.25,171.0,50080,2021-08-16
2021-08-23,152.4479522705078,162.60000610351562,171.89999389648438,154.72000122070312,171.89999389648438,96725,2021-08-23
2021-08-30,154.86688232421875,165.17999267578125,171.0,160.39999389648438,164.89999389648438,48625,2021-08-30
2021-09-06,152.8979949951172,163.0800018310547,167.99000549316406,162.1199951171875,166.39999389648438,34885,2021-09-06
2021-09-13,165.1988525390625,176.1999969482422,189.8000030517578,162.55999755859375,164.89999389648438,238760,2021-09-13
2021-09-20,168.4615478515625,179.67999267578125,192.0,172.52000427246094,176.1999969482422,390240,2021-09-20
2021-09-27,171.8555450439453,183.3000030517578,188.8000030517578,178.10000610351562,180.8000030517578,248765,2021-09-27
2021-10-04,198.12611389160156,211.32000732421875,224.0,183.61000061035156,183.61000061035156,4150580,2021-10-04
2021-10-11,192.0225372314453,204.80999755859375,239.75999450683594,193.42999267578125,233.0,13686565,2021-10-11
2021-10-18,199.16676330566406,212.42999267578125,216.00999450683594,196.97000122070312,207.0,2938250,2021-10-18
2021-10-25,224.77166748046875,239.74000549316406,253.8000030517578,208.0,214.97000122070312,7064495,2021-10-25
2021-11-01,226.731201171875,241.8300018310547,247.8800048828125,238.0,245.39999389648438,1249150,2021-11-01
2021-11-08,224.79042053222656,239.75999450683594,246.0,237.8000030517578,246.0,837685,2021-11-08
2021-11-15,206.1715850830078,218.0800018310547,241.39999389648438,215.1699981689453,241.39999389648438,786540,2021-11-15
2021-11-22,226.86627197265625,239.97000122070312,247.8000030517578,214.8000030517578,220.0,1848065,2021-11-22
2021-11-29,242.4747314453125,256.4800109863281,269.70001220703125,216.44000244140625,239.97000122070312,2182075,2021-11-29
2021-12-06,246.5304718017578,260.7699890136719,269.5400085449219,249.0,259.79998779296875,1931830,2021-12-06
2021-12-13,244.62078857421875,258.75,292.0,256.75,266.9800109863281,7040932,2021-12-13
2021-12-20,229.82537841796875,243.10000610351562,262.45001220703125,228.9499969482422,258.0,790061,2021-12-20
2021-12-27,221.64768981933594,234.4499969482422,243.0,222.0,242.9499969482422,1011615,2021-12-27
2022-01-03,221.50588989257812,234.3000030517578,239.0500030517578,223.64999389648438,237.64999389648438,704989,2022-01-03
2022-01-10,214.4154510498047,226.8000030517578,237.0,223.89999389648438,236.6999969482422,565676,2022-01-10
2022-01-17,218.0079345703125,230.60000610351562,243.25,226.1999969482422,226.8000030517578,942604,2022-01-17
2022-01-24,213.0918731689453,225.39999389648438,239.0,214.25,231.89999389648438,782441,2022-01-24
2022-01-31,213.94273376464844,226.3000030517578,235.0,223.1999969482422,226.25,581582,2022-01-31
2022-02-07,199.1000518798828,210.60000610351562,224.9499969482422,207.64999389648438,223.5,411641,2022-02-07
2022-02-14,194.26153564453125,201.85000610351562,211.9499969482422,188.39999389648438,193.5,680309,2022-02-14
2022-02-21,192.33673095703125,199.85000610351562,203.60000610351562,186.25,200.5500030517578,440979,2022-02-21
2022-02-28,195.84950256347656,203.5,210.0500030517578,192.5500030517578,197.85000610351562,360678,2022-02-28
2022-03-07,199.7953643798828,207.60000610351562,215.64999389648438,197.0,199.0,370273,2022-03-07
2022-03-14,200.61341857910156,208.4499969482422,214.89999389648438,204.89999389648438,209.4499969482422,215060,2022-03-14
2022-03-21,194.5502471923828,202.14999389648438,212.4499969482422,200.5,209.0,285686,2022-03-21
2022-03-28,194.6946258544922,202.3000030517578,206.5500030517578,195.1999969482422,200.0,377764,2022-03-28
2022-04-04,209.0344696044922,217.1999969482422,232.5500030517578,203.1999969482422,203.1999969482422,473292,2022-04-04
2022-04-11,223.51864624023438,232.25,237.8000030517578,211.0500030517578,217.89999389648438,936758,2022-04-11
2022-04-18,209.56378173828125,217.75,231.39999389648438,212.14999389648438,231.39999389648438,413493,2022-04-18
2022-04-25,206.38784790039062,214.4499969482422,224.89999389648438,213.0,217.0,294002,2022-04-25
2022-05-02,190.31568908691406,197.75,217.1999969482422,195.0500030517578,213.6999969482422,236007,2022-05-02
2022-05-09,200.03599548339844,207.85000610351562,219.1999969482422,180.1999969482422,195.10000610351562,726823,2022-05-09
2022-05-16,252.00587463378906,261.8500061035156,265.1499938964844,206.0500030517578,210.0,2296451,2022-05-16
2022-05-23,244.53782653808594,248.8000030517578,264.8999938964844,220.0,264.8999938964844,735592,2022-05-23
2022-05-30,266.8980712890625,271.54998779296875,282.0,243.0,249.64999389648438,1564264,2022-05-30
2022-06-06,272.7952880859375,277.54998779296875,286.0,266.8500061035156,275.0,721500,2022-06-06
2022-06-13,245.81558227539062,250.10000610351562,291.3500061035156,247.35000610351562,273.6000061035156,1206529,2022-06-13
2022-06-20,244.39039611816406,248.64999389648438,253.75,222.8000030517578,249.1999969482422,706915,2022-06-20
2022-06-27,240.06578063964844,244.25,256.0,242.39999389648438,256.0,351769,2022-06-27
2022-07-04,296.973876953125,302.1499938964844,308.0,245.60000610351562,246.39999389648438,2618178,2022-07-04
2022-07-11,330.9811706542969,336.75,339.0,302.3500061035156,305.79998779296875,2231148,2022-07-11
2022-07-18,322.7250671386719,328.3500061035156,343.29998779296875,314.04998779296875,339.0,1401321,2022-07-18
2022-07-25,336.9766845703125,342.8500061035156,349.0,318.0,322.0,1604190,2022-07-25
2022-08-01,346.6087646484375,352.6499938964844,359.0,320.1000061035156,344.8999938964844,1738217,2022-08-01
2022-08-08,386.7590026855469,393.5,397.70001220703125,353.0,354.0,2190669,2022-08-08
2022-08-15,407.2026672363281,414.29998779296875,435.0,383.0,393.5,1933424,2022-08-15
2022-08-22,407.7923889160156,414.8999938964844,441.0,401.29998779296875,410.0,1171431,2022-08-22
2022-08-29,412.4610290527344,419.6499938964844,440.0,404.6499938964844,410.0,669536,2022-08-29
2022-09-05,420.76629638671875,428.1000061035156,451.20001220703125,418.0,421.70001220703125,1187925,2022-09-05
2022-09-12,409.2175598144531,416.3500061035156,439.20001220703125,411.0,427.0,705243,2022-09-12
2022-09-19,410.2987060546875,417.45001220703125,441.8999938964844,391.3999938964844,418.5,995764,2022-09-19
2022-09-26,400.0768737792969,407.04998779296875,420.0,394.20001220703125,418.5,511880,2022-09-26
2022-10-03,452.021484375,459.8999938964844,478.0,394.1000061035156,407.0,949373,2022-10-03
2022-10-10,466.8628234863281,475.0,488.0,451.0,465.3500061035156,1189089,2022-10-10
2022-10-17,478.8046569824219,487.1499938964844,508.70001220703125,470.20001220703125,479.0,1491653,2022-10-17
2022-10-24,491.3854064941406,499.95001220703125,506.0,482.0,495.0,424994,2022-10-24
2022-10-31,489.46881103515625,498.0,520.75,489.0,502.20001220703125,660565,2022-10-31
2022-11-07,461.361083984375,466.54998779296875,501.20001220703125,460.0,498.0,532167,2022-11-07
2022-11-14,472.09039306640625,477.3999938964844,496.5,461.1000061035156,468.3999938964844,462968,2022-11-14
2022-11-21,464.97052001953125,470.20001220703125,478.95001220703125,465.0,476.8999938964844,332924,2022-11-21
2022-11-28,483.31414794921875,488.75,514.0,470.0,470.0,486856,2022-11-28
2022-12-05,502.20172119140625,507.8500061035156,527.1500244140625,481.1000061035156,485.0,873581,2022-12-05
2022-12-12,542.3007202148438,548.4000244140625,592.0,502.6000061035156,510.0,1463951,2022-12-12
2022-12-19,457.6033020019531,462.75,575.0,455.0,543.1500244140625,979029,2022-12-19
