Date,Adj Close_KKCL.NS,Close_KKCL.NS,High_KKCL.NS,Low_KKCL.NS,Open_KKCL.NS,Volume_KKCL.NS,Date
2022-12-26,509.1238708496094,514.8499755859375,533.7000122070312,453.0,453.0,493200,2022-12-26
2023-01-02,510.7060852050781,516.4500122070312,526.3499755859375,495.8500061035156,510.70001220703125,523533,2023-01-02
2023-01-09,509.47003173828125,515.2000122070312,520.0,504.8999938964844,511.95001220703125,460876,2023-01-09
2023-01-16,493.20294189453125,498.75,525.0,493.8500061035156,515.2000122070312,280503,2023-01-16
2023-01-23,443.8084716796875,448.79998779296875,507.0,433.04998779296875,506.0,605589,2023-01-23
2023-01-30,427.68975830078125,432.5,456.0,423.54998779296875,450.0,397192,2023-01-30
2023-02-06,444.15460205078125,449.1499938964844,455.0,432.95001220703125,434.95001220703125,242057,2023-02-06
2023-02-13,433.2769470214844,438.1499938964844,449.8999938964844,435.0,442.0,184718,2023-02-13
2023-02-20,375.1308898925781,379.3500061035156,440.8999938964844,364.1499938964844,440.8999938964844,598291,2023-02-20
2023-02-27,393.6723937988281,398.1000061035156,418.6499938964844,365.1000061035156,385.0,301541,2023-02-27
2023-03-06,405.0938720703125,409.6499938964844,413.0,384.3500061035156,404.79998779296875,178102,2023-03-06
2023-03-13,401.2372741699219,405.75,430.70001220703125,390.3500061035156,411.8500061035156,374955,2023-03-13
2023-03-20,424.0309143066406,428.79998779296875,432.95001220703125,391.8999938964844,397.8999938964844,442969,2023-03-20
2023-03-27,413.25213623046875,417.8999938964844,435.0,412.5,428.79998779296875,252857,2023-03-27
2023-04-03,424.8714904785156,429.6499938964844,438.95001220703125,414.1000061035156,414.1000061035156,128154,2023-04-03
2023-04-10,413.10382080078125,417.75,431.8999938964844,404.29998779296875,431.8999938964844,231665,2023-04-10
2023-04-17,422.2509460449219,427.0,449.0,415.04998779296875,420.95001220703125,249570,2023-04-17
2023-04-24,458.1966552734375,463.3500061035156,472.0,426.70001220703125,430.0,398986,2023-04-24
2023-05-01,465.41546630859375,470.6499938964844,472.8500061035156,450.1000061035156,463.3500061035156,194758,2023-05-01
2023-05-08,466.9482116699219,472.20001220703125,482.29998779296875,455.3500061035156,475.0,372938,2023-05-08
2023-05-15,496.7383117675781,500.20001220703125,504.0,468.0,468.04998779296875,328994,2023-05-15
2023-05-22,495.4969787597656,498.95001220703125,504.70001220703125,484.1499938964844,502.75,233710,2023-05-22
2023-05-29,482.48760986328125,485.8500061035156,507.0,480.45001220703125,498.95001220703125,276461,2023-05-29
2023-06-05,492.21978759765625,495.6499938964844,513.5,484.04998779296875,485.79998779296875,321662,2023-06-05
2023-06-12,499.5189208984375,503.0,511.1000061035156,492.3999938964844,499.70001220703125,238178,2023-06-12
2023-06-19,533.9291381835938,537.6500244140625,542.0,506.5,508.79998779296875,580525,2023-06-19
2023-06-26,535.8656005859375,539.5999755859375,545.5,519.5,531.0499877929688,198998,2023-06-26
2023-07-03,564.7642822265625,568.7000122070312,572.0,533.4500122070312,539.5999755859375,418024,2023-07-03
2023-07-10,640.2879638671875,644.75,649.0,568.7000122070312,571.4500122070312,968900,2023-07-10
2023-07-17,677.9752807617188,682.7000122070312,688.25,634.0499877929688,648.8499755859375,533191,2023-07-17
2023-07-24,686.0192260742188,690.7999877929688,710.2000122070312,673.0999755859375,682.7000122070312,422112,2023-07-24
2023-07-31,678.3724975585938,683.0999755859375,701.5499877929688,652.3499755859375,701.1500244140625,236650,2023-07-31
2023-08-07,690.7860107421875,695.5999755859375,719.0,680.0,683.0,201720,2023-08-07
2023-08-14,707.1221313476562,712.0499877929688,715.0,677.0999755859375,690.5999755859375,114168,2023-08-14
2023-08-21,701.2630004882812,706.1500244140625,735.2000122070312,686.7000122070312,712.0499877929688,227050,2023-08-21
2023-08-28,668.5906982421875,673.25,729.2000122070312,660.0,711.0,241261,2023-08-28
2023-09-04,665.412841796875,670.0499877929688,688.4500122070312,645.0499877929688,684.9500122070312,406424,2023-09-04
2023-09-11,692.1266479492188,696.9500122070312,705.0,658.5499877929688,680.0,245187,2023-09-11
2023-09-18,696.8438110351562,701.7000122070312,705.9000244140625,667.25,696.9500122070312,154604,2023-09-18
2023-09-25,706.67529296875,711.5999755859375,716.8499755859375,693.2000122070312,704.0,189769,2023-09-25
2023-10-02,743.2205810546875,748.4000244140625,759.9000244140625,695.0,711.5999755859375,308146,2023-10-02
2023-10-09,764.3236083984375,769.6500244140625,785.0,730.0499877929688,748.0,395004,2023-10-09
2023-10-16,750.7183837890625,755.9500122070312,807.0,741.0,762.0,349371,2023-10-16
2023-10-23,753.2010498046875,758.4500122070312,827.4500122070312,709.5999755859375,751.0,2355685,2023-10-23
2023-10-30,748.4342651367188,753.6500244140625,781.0,747.2999877929688,761.7999877929688,150574,2023-10-30
2023-11-06,758.5139770507812,763.7999877929688,781.0,742.5499877929688,756.0499877929688,136956,2023-11-06
2023-11-13,776.1411743164062,781.5499877929688,802.4500122070312,765.7000122070312,773.8499755859375,131231,2023-11-13
2023-11-20,785.426513671875,790.9000244140625,813.2999877929688,781.5999755859375,781.5999755859375,145368,2023-11-20
2023-11-27,784.929931640625,790.4000244140625,805.0,781.0,790.9000244140625,102939,2023-11-27
2023-12-04,743.5681762695312,748.75,799.0,737.7999877929688,790.0,269402,2023-12-04
2023-12-11,769.1399536132812,774.5,780.1500244140625,743.4500122070312,750.0,123064,2023-12-11
2023-12-18,766.260009765625,771.5999755859375,817.9500122070312,760.9000244140625,781.75,377809,2023-12-18
2023-12-25,760.6987915039062,766.0,796.2000122070312,756.2999877929688,771.5999755859375,276688,2023-12-25
2024-01-01,763.231201171875,768.5499877929688,799.9500122070312,751.6500244140625,794.9000244140625,347245,2024-01-01
2024-01-08,740.1917114257812,745.3499755859375,777.2000122070312,730.5,777.1500244140625,285269,2024-01-08
2024-01-15,758.6133422851562,763.9000244140625,779.0,740.0,753.0,206997,2024-01-15
2024-01-22,748.6825561523438,753.9000244140625,768.0,723.5499877929688,763.9000244140625,171683,2024-01-22
2024-01-29,755.9816284179688,761.25,773.9500122070312,750.0,750.0,360677,2024-01-29
2024-02-05,745.36279296875,748.5999755859375,766.9500122070312,717.5999755859375,755.0,394372,2024-02-05
2024-02-12,750.2416381835938,753.5,764.9500122070312,733.0499877929688,741.7999877929688,278915,2024-02-12
2024-02-19,742.8238525390625,746.0499877929688,779.0,730.5499877929688,757.0,159995,2024-02-19
2024-02-26,751.3866577148438,754.6500244140625,763.7999877929688,739.0,763.7999877929688,179140,2024-02-26
2024-03-04,733.66357421875,736.8499755859375,760.4500122070312,730.0,758.0,127377,2024-03-04
2024-03-11,676.5118408203125,679.4500122070312,738.9000244140625,620.1500244140625,734.9000244140625,371211,2024-03-11
2024-03-18,695.4794921875,698.5,759.5499877929688,664.7999877929688,677.4500122070312,233713,2024-03-18
2024-03-25,665.9078979492188,668.7999877929688,698.5,654.0999755859375,698.5,189827,2024-03-25
2024-04-01,734.1614379882812,737.3499755859375,744.0,672.1500244140625,672.1500244140625,131302,2024-04-01
2024-04-08,722.3129272460938,725.4500122070312,747.25,714.25,734.0999755859375,75151,2024-04-08
2024-04-15,692.492431640625,695.5,725.0,689.9500122070312,718.0,148116,2024-04-15
2024-04-22,709.26953125,712.3499755859375,721.3499755859375,681.2000122070312,698.8499755859375,176208,2024-04-22
2024-04-29,692.9902954101562,696.0,720.4000244140625,692.0999755859375,712.3499755859375,95671,2024-04-29
2024-05-06,654.7562866210938,657.5999755859375,701.5999755859375,636.0,696.0,380251,2024-05-06
2024-05-13,662.6719360351562,665.5499877929688,695.0,636.0499877929688,659.2000122070312,161842,2024-05-13
2024-05-20,678.00537109375,680.9500122070312,689.75,650.0499877929688,660.8499755859375,226873,2024-05-20
2024-05-27,677.6568603515625,680.5999755859375,711.0,667.0,686.25,473461,2024-05-27
2024-06-03,686.2196655273438,689.2000122070312,710.0,622.4000244140625,698.0,950869,2024-06-03
2024-06-10,701.5530395507812,704.5999755859375,718.0,678.75,689.2000122070312,584801,2024-06-10
2024-06-17,711.8583374023438,714.9500122070312,718.9000244140625,689.5499877929688,704.5999755859375,191412,2024-06-17
2024-06-24,727.390869140625,730.5499877929688,743.9500122070312,704.7999877929688,710.0,293198,2024-06-24
2024-07-01,691.6461181640625,694.6500244140625,765.0499877929688,688.5999755859375,729.0,403900,2024-07-01
2024-07-08,671.0853881835938,674.0,710.4500122070312,669.0,694.6500244140625,234758,2024-07-08
2024-07-15,666.903564453125,669.7999877929688,705.5,665.75,674.0,161140,2024-07-15
2024-07-22,661.5269775390625,664.4000244140625,685.0,658.0,666.0,130968,2024-07-22
2024-07-29,661.3278198242188,664.2000122070312,693.0,660.0499877929688,671.0,134314,2024-07-29
2024-08-05,655.204345703125,658.0499877929688,708.8499755859375,643.9000244140625,656.0,592659,2024-08-05
2024-08-12,616.4725952148438,619.1500244140625,664.9000244140625,596.1500244140625,664.9000244140625,207294,2024-08-12
2024-08-19,621.699951171875,624.4000244140625,646.7999877929688,615.0,625.9500122070312,135520,2024-08-19
2024-08-26,618.5635375976562,621.25,638.0,609.9000244140625,631.2000122070312,178618,2024-08-26
2024-09-02,612.0916137695312,614.75,637.4500122070312,609.25,631.2000122070312,91375,2024-09-02
2024-09-09,630.5614013671875,633.2999877929688,641.0,605.3499755859375,612.0,279238,2024-09-09
2024-09-16,667.0529174804688,669.9500122070312,673.0,631.3499755859375,640.2000122070312,205973,2024-09-16
2024-09-23,668.3472900390625,671.25,684.0,661.9500122070312,670.0,220011,2024-09-23
2024-09-30,652.5160522460938,655.3499755859375,676.1500244140625,635.0999755859375,676.1500244140625,169449,2024-09-30
2024-10-07,663.368896484375,666.25,671.5,630.7000122070312,657.7999877929688,181299,2024-10-07
2024-10-14,646.9402465820312,649.75,674.2000122070312,632.7999877929688,667.9000244140625,107087,2024-10-14
2024-10-21,594.0699462890625,596.6500244140625,646.7999877929688,586.3499755859375,644.0,117522,2024-10-21
2024-10-28,634.2454223632812,637.0,680.9500122070312,600.0,614.9000244140625,361222,2024-10-28
2024-11-04,619.4097900390625,622.0999755859375,645.0,615.2999877929688,639.5499877929688,71019,2024-11-04
2024-11-11,601.28857421875,603.9000244140625,622.0999755859375,593.0,622.0999755859375,257047,2024-11-11
2024-11-18,592.6261596679688,595.2000122070312,616.0,588.0499877929688,590.0999755859375,68395,2024-11-18
2024-11-25,629.16748046875,631.9000244140625,645.2000122070312,593.9000244140625,599.0,177866,2024-11-25
2024-12-02,614.1327514648438,616.7999877929688,644.4000244140625,613.0999755859375,641.4000244140625,211128,2024-12-02
2024-12-09,605.8189086914062,608.4500122070312,645.0,605.0,623.7999877929688,312286,2024-12-09
2024-12-16,610.000732421875,612.6500244140625,644.0,605.5499877929688,611.6500244140625,598527,2024-12-16
2024-12-23,593.2235717773438,595.7999877929688,615.9000244140625,584.0999755859375,615.9000244140625,102164,2024-12-23
2024-12-30,593.3231811523438,595.9000244140625,618.0,563.8499755859375,595.7999877929688,154867,2024-12-30
2025-01-06,546.2774658203125,548.6500244140625,602.5499877929688,542.1500244140625,602.5499877929688,153395,2025-01-06
2025-01-13,539.8553466796875,542.2000122070312,553.9000244140625,510.0,536.0,283826,2025-01-13
2025-01-20,528.9526977539062,531.25,547.9500122070312,516.5499877929688,547.9000244140625,154222,2025-01-20
2025-01-27,569.9745483398438,572.4500122070312,580.0,507.0,527.2999877929688,253383,2025-01-27
2025-02-03,559.6195068359375,562.0499877929688,573.7999877929688,540.0,567.2000122070312,102292,2025-02-03
2025-02-10,538.41162109375,540.75,571.75,496.54998779296875,536.5499877929688,332493,2025-02-10
2025-02-17,497.8876037597656,500.04998779296875,548.5,498.6000061035156,535.8499755859375,229077,2025-02-17
2025-02-24,463.7359619140625,465.75,502.70001220703125,460.04998779296875,495.0,285058,2025-02-24
2025-03-03,488.9265441894531,491.04998779296875,502.95001220703125,450.0,468.20001220703125,250366,2025-03-03
2025-03-10,467.07147216796875,469.1000061035156,491.04998779296875,454.8999938964844,489.0,237198,2025-03-10
2025-03-17,482.1061706542969,484.20001220703125,490.04998779296875,466.1499938964844,467.5,242175,2025-03-17
2025-03-24,458.2597351074219,460.25,495.04998779296875,456.1499938964844,485.3999938964844,347183,2025-03-24
2025-03-31,458.6579895019531,460.6499938964844,475.0,454.0,460.25,156897,2025-03-31
2025-04-07,446.6103210449219,448.54998779296875,453.8999938964844,425.0,430.0,224351,2025-04-07
2025-04-14,459.0562744140625,461.04998779296875,472.1000061035156,449.6499938964844,449.75,74829,2025-04-14
2025-04-21,457.7121276855469,459.70001220703125,476.3999938964844,452.0,460.0,266217,2025-04-21
2025-04-28,436.10595703125,438.0,461.70001220703125,429.20001220703125,455.0,205688,2025-04-28
2025-05-05,438.24664306640625,440.1499938964844,454.8999938964844,425.54998779296875,438.04998779296875,169161,2025-05-05
2025-05-12,452.982666015625,454.95001220703125,477.45001220703125,445.1499938964844,446.0,310046,2025-05-12
2025-05-19,449.8500061035156,449.8500061035156,471.95001220703125,445.29998779296875,461.75,230780,2025-05-19
2025-05-26,433.25,433.25,454.6000061035156,425.0,449.0,246428,2025-05-26
2025-06-02,484.3999938964844,484.3999938964844,486.0,429.6000061035156,432.0,555926,2025-06-02
2025-06-09,511.0,511.0,544.75,473.8999938964844,486.79998779296875,809270,2025-06-09
2025-06-16,496.70001220703125,496.70001220703125,517.8499755859375,429.0,513.0,740970,2025-06-16
2025-06-23,501.25,501.25,510.0,487.04998779296875,493.25,421971,2025-06-23
2025-06-30,578.6500244140625,578.6500244140625,583.0,501.6000061035156,503.8999938964844,1203457,2025-06-30
2025-07-07,556.5,556.5,586.7999877929688,552.8499755859375,575.0,292285,2025-07-07
2025-07-14,548.5,548.5,562.2999877929688,542.0999755859375,557.0,102876,2025-07-14
