Date,Adj Close_SUBROS.NS,Close_SUBROS.NS,High_SUBROS.NS,Low_SUBROS.NS,Open_SUBROS.NS,Volume_SUBROS.NS,Date
2020-07-13,163.95115661621094,166.0,169.0500030517578,161.25,166.8000030517578,126326,2020-07-13
2020-07-20,167.90179443359375,170.0,186.6999969482422,163.5,167.3000030517578,499833,2020-07-20
2020-07-27,177.7783203125,180.0,184.0,167.0500030517578,170.0,729304,2020-07-27
2020-08-03,189.33392333984375,191.6999969482422,197.85000610351562,177.60000610351562,177.60000610351562,621601,2020-08-03
2020-08-10,214.6179656982422,217.3000030517578,250.0,191.3000030517578,192.8000030517578,1604407,2020-08-10
2020-08-17,231.8525848388672,234.75,240.0,210.39999389648438,220.0,631437,2020-08-17
2020-08-24,248.24771118164062,251.35000610351562,274.70001220703125,235.0,236.4499969482422,966413,2020-08-24
2020-08-31,252.1983184814453,255.35000610351562,265.0,231.64999389648438,248.5,374138,2020-08-31
2020-09-07,229.13653564453125,232.0,256.25,228.0500030517578,255.35000610351562,167408,2020-09-07
2020-09-14,253.09002685546875,255.4499969482422,260.95001220703125,235.6999969482422,235.6999969482422,359181,2020-09-14
2020-09-21,234.2655487060547,236.4499969482422,256.95001220703125,229.0,256.95001220703125,199019,2020-09-21
2020-09-28,252.396484375,254.75,269.0,234.1999969482422,236.4499969482422,328484,2020-09-28
2020-10-05,236.99014282226562,239.1999969482422,264.45001220703125,237.14999389648438,258.0,275269,2020-10-05
2020-10-12,238.07998657226562,240.3000030517578,246.9499969482422,229.60000610351562,241.64999389648438,192653,2020-10-12
2020-10-19,254.42752075195312,256.79998779296875,260.0,238.0,244.9499969482422,700336,2020-10-19
2020-10-26,277.51226806640625,280.1000061035156,285.25,258.0,259.8999938964844,1083268,2020-10-26
2020-11-02,276.8187561035156,279.3999938964844,287.8999938964844,272.75,287.8999938964844,502308,2020-11-02
2020-11-09,278.4534912109375,281.04998779296875,286.1000061035156,273.45001220703125,280.79998779296875,552021,2020-11-09
2020-11-16,285.2897644042969,287.95001220703125,320.0,277.1000061035156,279.8999938964844,690829,2020-11-16
2020-11-23,290.3921813964844,293.1000061035156,306.25,282.0,290.0,597448,2020-11-23
2020-11-30,298.3677978515625,301.1499938964844,307.75,290.20001220703125,293.1000061035156,316804,2020-11-30
2020-12-07,320.1150207519531,323.1000061035156,328.0,298.95001220703125,301.0,627764,2020-12-07
2020-12-14,328.3879089355469,331.45001220703125,340.95001220703125,308.3999938964844,325.0,541703,2020-12-14
2020-12-21,325.36602783203125,328.3999938964844,330.0,297.5,320.20001220703125,307927,2020-12-21
2020-12-28,341.7135925292969,344.8999938964844,348.0,308.70001220703125,330.04998779296875,325567,2020-12-28
2021-01-04,347.8563537597656,351.1000061035156,364.8999938964844,340.6499938964844,346.29998779296875,356477,2021-01-04
2021-01-11,333.6884460449219,336.79998779296875,359.6000061035156,330.1000061035156,352.8999938964844,248454,2021-01-11
2021-01-18,327.0503845214844,330.1000061035156,337.6499938964844,324.1000061035156,335.0,164289,2021-01-18
