Date,Adj Close_IEX.NS,Close_IEX.NS,High_IEX.NS,Low_IEX.NS,Open_IEX.NS,Volume_IEX.NS,Date
2020-07-13,58.208648681640625,62.150001525878906,64.41666412353516,61.43333435058594,63.29999923706055,5472027,2020-07-13
2020-07-20,54.60280227661133,58.29999923706055,62.58333206176758,56.75,62.483333587646484,13555170,2020-07-20
2020-07-27,55.94523620605469,59.733333587646484,61.916664123535156,57.233333587646484,58.58333206176758,15010935,2020-07-27
2020-08-03,57.303287506103516,61.18333435058594,64.0,58.21666717529297,60.0,15148482,2020-08-03
2020-08-10,57.88084411621094,61.79999923706055,66.96666717529297,61.016666412353516,61.900001525878906,15938118,2020-08-10
2020-08-17,58.91108322143555,62.900001525878906,64.80000305175781,61.33333206176758,62.266666412353516,11939736,2020-08-17
2020-08-24,60.19108200073242,64.26666259765625,65.5,62.666664123535156,62.79999923706055,22910961,2020-08-24
2020-08-31,59.644744873046875,63.68333435058594,66.33333587646484,60.75,66.16666412353516,16436088,2020-08-31
2020-09-07,59.41059875488281,63.43333435058594,65.1500015258789,62.33333206176758,64.01666259765625,12879621,2020-09-07
2020-09-14,64.59303283691406,68.96666717529297,73.0999984741211,64.08333587646484,64.08333587646484,62611158,2020-09-14
2020-09-21,59.37937927246094,63.400001525878906,70.06666564941406,61.06666564941406,69.43333435058594,32312682,2020-09-21
2020-09-28,64.31205749511719,68.66666412353516,71.93333435058594,63.516666412353516,63.86666488647461,20666553,2020-09-28
2020-10-05,60.51888656616211,64.61666870117188,72.5999984741211,64.13333129882812,69.0999984741211,18274605,2020-10-05
2020-10-12,60.8779182434082,65.0,66.06666564941406,62.78333282470703,64.9000015258789,12582762,2020-10-12
2020-10-19,60.83107376098633,64.94999694824219,67.76666259765625,64.03333282470703,65.53333282470703,11850759,2020-10-19
2020-10-26,59.7227897644043,63.766666412353516,65.80000305175781,63.666664123535156,65.41666412353516,16796904,2020-10-26
2020-11-02,60.69059753417969,64.80000305175781,65.16666412353516,60.33333206176758,64.0,10495638,2020-11-02
2020-11-09,64.54620361328125,68.91666412353516,71.1500015258789,64.8499984741211,65.16666412353516,14964159,2020-11-09
2020-11-16,64.04669189453125,68.38333129882812,71.1500015258789,67.9000015258789,68.98332977294922,6417378,2020-11-16
2020-11-23,67.96471405029297,72.56666564941406,73.0,67.80000305175781,68.68333435058594,12812958,2020-11-23
2020-11-30,67.27790069580078,71.83333587646484,74.5,70.71666717529297,72.56666564941406,11365092,2020-11-30
2020-12-07,67.85545349121094,72.44999694824219,75.0,70.93333435058594,72.13333129882812,15830838,2020-12-07
2020-12-14,67.8710708618164,72.46666717529297,74.8499984741211,69.44999694824219,72.78333282470703,11851293,2020-12-14
2020-12-21,66.52862548828125,71.03333282470703,73.30000305175781,66.56666564941406,72.66666412353516,6848076,2020-12-21
2020-12-28,68.74520874023438,73.4000015258789,77.55000305175781,68.0999984741211,71.56666564941406,14165187,2020-12-28
2021-01-04,69.68179321289062,74.4000015258789,76.69999694824219,72.75,73.91666412353516,18239292,2021-01-04
2021-01-11,73.25643157958984,78.21666717529297,79.56666564941406,74.0,74.96666717529297,15544137,2021-01-11
2021-01-18,72.72569274902344,77.6500015258789,84.41666412353516,76.88333129882812,79.33333587646484,32869380,2021-01-18
2021-01-25,76.87789154052734,82.08333587646484,83.66666412353516,75.08333587646484,78.81666564941406,16561851,2021-01-25
2021-02-01,81.99872589111328,86.6500015258789,88.23332977294922,81.38333129882812,83.0,24793770,2021-02-01
2021-02-08,94.09586334228516,99.43333435058594,107.66666412353516,84.86666870117188,87.66666412353516,86513973,2021-02-08
2021-02-15,93.11799621582031,98.4000015258789,100.81666564941406,92.19999694824219,100.16666412353516,30428484,2021-02-15
2021-02-22,92.534423828125,97.78333282470703,103.93333435058594,95.61666870117188,97.93333435058594,38389947,2021-02-22
2021-03-01,96.65092468261719,102.13333129882812,106.61666870117188,97.5,97.94999694824219,34208325,2021-03-01
2021-03-08,103.54328155517578,109.41666412353516,116.33333587646484,99.68333435058594,102.83333587646484,46735443,2021-03-08
2021-03-15,116.99683380126953,123.63333129882812,130.86666870117188,110.51666259765625,110.63333129882812,91824528,2021-03-15
2021-03-22,107.01314544677734,113.08333587646484,129.6666717529297,109.41666412353516,126.0999984741211,44820021,2021-03-22
2021-03-29,109.47357177734375,115.68333435058594,116.8499984741211,109.8499984741211,113.08333587646484,17152746,2021-03-29
2021-04-05,110.4356689453125,116.69999694824219,122.55000305175781,111.4000015258789,116.1500015258789,38727954,2021-04-05
2021-04-12,108.9531021118164,115.13333129882812,117.98332977294922,107.51666259765625,114.66666412353516,22277904,2021-04-12
2021-04-19,112.83300018310547,119.23332977294922,121.81666564941406,110.68333435058594,112.08333587646484,26733651,2021-04-19
2021-04-26,116.82332611083984,123.44999694824219,129.5,119.93333435058594,120.56666564941406,42395406,2021-04-26
2021-05-03,122.89557647705078,129.86666870117188,135.3000030517578,121.86666870117188,122.66666412353516,42252627,2021-05-03
2021-05-10,117.76966094970703,124.44999694824219,137.88333129882812,123.66666412353516,130.6666717529297,36266493,2021-05-10
2021-05-17,117.40689849853516,124.06666564941406,128.3333282470703,118.66666412353516,126.0,80313183,2021-05-17
2021-05-24,113.95281982421875,120.41666412353516,124.96666717529297,114.3499984741211,123.38333129882812,42347193,2021-05-24
2021-05-31,111.9813232421875,118.33333587646484,121.93333435058594,116.5,121.30000305175781,35780556,2021-05-31
2021-06-07,115.05687713623047,121.58333587646484,125.31666564941406,118.36666870117188,118.96666717529297,43093677,2021-06-07
2021-06-14,119.3153305053711,126.08333587646484,126.86666870117188,118.4000015258789,122.26666259765625,40583922,2021-06-14
2021-06-21,118.54248046875,125.26666259765625,126.30000305175781,122.4000015258789,124.33333587646484,21214497,2021-06-21
2021-06-28,120.49821472167969,127.33333587646484,129.89999389648438,124.44999694824219,126.26666259765625,27195252,2021-06-28
2021-07-05,125.19828033447266,132.3000030517578,134.06666564941406,127.71666717529297,128.46665954589844,30892002,2021-07-05
2021-07-12,130.0718536376953,137.4499969482422,141.63333129882812,131.06666564941406,133.3333282470703,62467032,2021-07-12
2021-07-19,139.92935180664062,147.86666870117188,151.53334045410156,136.18333435058594,136.60000610351562,85610121,2021-07-19
2021-07-26,135.9547882080078,143.6666717529297,150.3000030517578,138.01666259765625,148.28334045410156,31317297,2021-07-26
2021-08-02,132.3587646484375,139.86666870117188,146.9499969482422,136.36666870117188,144.93333435058594,21775239,2021-08-02
2021-08-09,129.15707397460938,136.48333740234375,141.43333435058594,128.36666870117188,140.5500030517578,38601102,2021-08-09
2021-08-16,126.6335220336914,133.81666564941406,139.0,133.0833282470703,136.6666717529297,23927400,2021-08-16
2021-08-23,137.360595703125,144.61666870117188,147.89999389648438,130.43333435058594,135.38333129882812,59000712,2021-08-23
2021-08-30,170.7311553955078,179.75,195.76666259765625,145.06666564941406,145.26666259765625,323460114,2021-08-30
2021-09-06,189.60101318359375,199.61666870117188,204.60000610351562,180.3333282470703,180.5833282470703,176450481,2021-09-06
2021-09-13,189.56935119628906,199.5833282470703,206.39999389648438,194.5,201.0,107388648,2021-09-13
2021-09-20,187.2264404296875,197.11666870117188,205.0,188.9499969482422,195.9499969482422,61724502,2021-09-20
2021-09-27,196.40809631347656,206.78334045410156,222.31666564941406,193.73333740234375,198.3333282470703,169792287,2021-09-27
2021-10-04,220.32786560058594,231.96665954589844,234.76666259765625,207.0,208.39999389648438,128436768,2021-10-04
2021-10-11,251.1022186279297,264.3666687011719,273.0,237.3333282470703,240.0,258937221,2021-10-11
2021-10-18,242.07887268066406,254.86666870117188,318.6666564941406,247.51666259765625,265.9333190917969,482045934,2021-10-18
2021-10-25,224.25381469726562,236.10000610351562,258.0,213.73333740234375,258.0,186266721,2021-10-25
2021-11-01,233.40379333496094,245.73333740234375,252.93333435058594,235.0,236.8333282470703,68140095,2021-11-01
2021-11-08,251.1022186279297,264.3666687011719,269.0,243.53334045410156,246.6666717529297,114397800,2021-11-08
2021-11-15,248.77516174316406,261.9166564941406,275.6666564941406,260.54998779296875,265.20001220703125,82651245,2021-11-15
2021-11-22,238.37454223632812,250.96665954589844,267.0,250.0,263.23333740234375,81066759,2021-11-22
2021-11-29,242.91787719726562,255.75,279.6499938964844,233.9499969482422,250.0,170629716,2021-11-29
2021-12-06,280.4360046386719,295.25,303.79998779296875,250.10000610351562,258.0,113204926,2021-12-06
2021-12-13,243.2503204345703,256.1000061035156,301.25,255.0,298.3999938964844,143435089,2021-12-13
2021-12-20,238.16876220703125,250.75,259.0,235.39999389648438,250.0,76902128,2021-12-20
