Date,Adj Close_GALLANTT.NS,Close_GALLANTT.NS,High_GALLANTT.NS,Low_GALLANTT.NS,Open_GALLANTT.NS,Volume_GALLANTT.NS,Date
2020-07-13,31.568866729736328,31.649999618530273,34.0,30.0,32.95000076293945,70932,2020-07-13
2020-07-20,30.870662689208984,30.950000762939453,32.900001525878906,29.700000762939453,32.20000076293945,67877,2020-07-20
2020-07-27,29.873226165771484,29.950000762939453,32.0,29.0,30.649999618530273,78113,2020-07-27
2020-08-03,30.721046447753906,30.799999237060547,31.899999618530273,28.350000381469727,29.950000762939453,105332,2020-08-03
2020-08-10,31.269638061523438,31.350000381469727,33.20000076293945,30.299999237060547,30.450000762939453,59622,2020-08-10
2020-08-17,34.26194381713867,34.349998474121094,37.400001525878906,30.600000381469727,31.299999237060547,289237,2020-08-17
2020-08-24,32.865535736083984,32.95000076293945,35.0,32.29999923706055,34.25,65025,2020-08-24
2020-08-31,31.668611526489258,31.75,33.900001525878906,31.100000381469727,32.29999923706055,29154,2020-08-31
2020-09-07,32.66604995727539,32.75,37.900001525878906,29.549999237060547,31.649999618530273,248656,2020-09-07
2020-09-14,31.868099212646484,31.950000762939453,34.099998474121094,30.75,33.099998474121094,102800,2020-09-14
2020-09-21,32.416690826416016,32.5,33.25,29.450000762939453,31.700000762939453,43862,2020-09-21
2020-09-28,31.070148468017578,31.149999618530273,33.0,30.350000381469727,32.25,21123,2020-09-28
2020-10-05,32.566307067871094,32.650001525878906,33.5,30.350000381469727,31.049999237060547,58196,2020-10-05
2020-10-12,31.868099212646484,31.950000762939453,33.29999923706055,30.75,33.0,47628,2020-10-12
2020-10-19,33.16476821899414,33.25,35.5,31.299999237060547,31.950000762939453,171360,2020-10-19
2020-10-26,32.366817474365234,32.45000076293945,34.45000076293945,31.200000762939453,34.45000076293945,26075,2020-10-26
2020-11-02,32.416690826416016,32.5,35.79999923706055,31.149999618530273,34.25,125964,2020-11-02
2020-11-09,32.16733169555664,32.25,33.400001525878906,31.149999618530273,32.70000076293945,55825,2020-11-09
2020-11-16,33.364253997802734,33.45000076293945,35.849998474121094,31.649999618530273,31.649999618530273,270474,2020-11-16
2020-11-23,34.561180114746094,34.650001525878906,36.25,32.70000076293945,33.79999923706055,195528,2020-11-23
2020-11-30,37.054771423339844,37.150001525878906,39.5,34.150001525878906,34.650001525878906,289356,2020-11-30
2020-12-07,35.558616638183594,35.650001525878906,37.150001525878906,34.599998474121094,37.150001525878906,134110,2020-12-07
2020-12-14,36.206947326660156,36.29999923706055,38.150001525878906,34.0,35.45000076293945,208201,2020-12-14
2020-12-21,36.65579605102539,36.75,39.5,32.650001525878906,37.0,185087,2020-12-21
2020-12-28,38.65066909790039,38.75,39.900001525878906,37.20000076293945,37.20000076293945,216556,2020-12-28
2021-01-04,48.47541809082031,48.599998474121094,48.599998474121094,38.349998474121094,40.400001525878906,1017712,2021-01-04
2021-01-11,42.540672302246094,42.650001525878906,50.79999923706055,41.900001525878906,50.79999923706055,807325,2021-01-11
2021-01-18,41.94220733642578,42.04999923706055,47.900001525878906,40.04999923706055,41.650001525878906,541220,2021-01-18
2021-01-25,41.59310531616211,41.70000076293945,44.95000076293945,39.79999923706055,42.04999923706055,176105,2021-01-25
2021-02-01,41.393619537353516,41.5,43.70000076293945,40.599998474121094,41.70000076293945,155663,2021-02-01
2021-02-08,46.92938995361328,47.04999923706055,48.29999923706055,41.5,41.849998474121094,552302,2021-02-08
2021-02-15,46.77977752685547,46.900001525878906,48.650001525878906,44.099998474121094,46.75,364718,2021-02-15
2021-02-22,48.674903869628906,48.79999923706055,50.900001525878906,46.70000076293945,48.599998474121094,553790,2021-02-22
2021-03-01,47.77721405029297,47.900001525878906,52.900001525878906,47.25,49.650001525878906,385456,2021-03-01
2021-03-08,46.829647064208984,46.95000076293945,49.75,46.650001525878906,49.75,100189,2021-03-08
2021-03-15,45.034263610839844,45.150001525878906,51.75,42.900001525878906,46.70000076293945,549839,2021-03-15
2021-03-22,43.9869499206543,44.099998474121094,46.45000076293945,43.150001525878906,45.0,124932,2021-03-22
2021-03-29,46.43067169189453,46.54999923706055,47.0,42.79999923706055,44.099998474121094,85320,2021-03-29
2021-04-05,52.76439666748047,52.900001525878906,56.650001525878906,46.70000076293945,46.70000076293945,1265698,2021-04-05
2021-04-12,49.92169952392578,50.04999923706055,51.79999923706055,46.25,50.5,309326,2021-04-12
2021-04-19,49.672340393066406,49.79999923706055,51.29999923706055,46.849998474121094,49.5,205691,2021-04-19
2021-04-26,53.56234359741211,53.70000076293945,58.70000076293945,51.349998474121094,51.400001525878906,949395,2021-04-26
2021-05-03,59.24773406982422,59.400001525878906,63.95000076293945,51.650001525878906,53.95000076293945,1409505,2021-05-03
2021-05-10,63.38709259033203,63.54999923706055,71.25,60.0,60.150001525878906,2199646,2021-05-10
2021-05-17,61.641578674316406,61.79999923706055,67.0,61.5,64.4000015258789,423137,2021-05-17
2021-05-24,60.79376220703125,60.95000076293945,66.30000305175781,60.099998474121094,61.79999923706055,414644,2021-05-24
2021-05-31,59.19786071777344,59.349998474121094,61.79999923706055,57.0,61.650001525878906,347397,2021-05-31
2021-06-07,66.27965545654297,66.44999694824219,67.0,58.900001525878906,60.29999923706055,686196,2021-06-07
2021-06-14,62.339786529541016,62.5,72.94999694824219,62.0,67.4000015258789,901704,2021-06-14
2021-06-21,68.62364196777344,68.80000305175781,70.75,59.79999923706055,61.79999923706055,859151,2021-06-21
2021-06-28,79.29621124267578,79.5,83.80000305175781,68.19999694824219,69.5,4462998,2021-06-28
2021-07-05,78.4483871459961,78.6500015258789,88.0,75.5999984741211,85.55000305175781,1636616,2021-07-05
2021-07-12,79.74504852294922,79.94999694824219,83.9000015258789,78.5,79.55000305175781,604071,2021-07-12
2021-07-19,81.0417251586914,81.25,84.94999694824219,75.5,78.1500015258789,1182835,2021-07-19
2021-07-26,82.93685150146484,83.1500015258789,88.0,78.0999984741211,82.0,1722746,2021-07-26
2021-08-02,84.68236541748047,84.9000015258789,87.30000305175781,79.0,84.0,993839,2021-08-02
2021-08-09,72.11466979980469,72.30000305175781,80.94999694824219,65.94999694824219,80.94999694824219,871883,2021-08-09
2021-08-16,65.63133239746094,65.80000305175781,72.4000015258789,64.5999984741211,71.19999694824219,194329,2021-08-16
2021-08-23,67.32697296142578,67.5,71.0999984741211,61.0,67.69999694824219,322044,2021-08-23
2021-08-30,68.27452850341797,68.44999694824219,69.9000015258789,66.0,67.9000015258789,164224,2021-08-30
2021-09-06,70.86787414550781,71.05000305175781,73.69999694824219,66.69999694824219,68.44999694824219,253373,2021-09-06
2021-09-13,70.86787414550781,71.05000305175781,78.0999984741211,69.4000015258789,71.9000015258789,304836,2021-09-13
2021-09-20,70.16966247558594,70.3499984741211,77.0,57.599998474121094,70.80000305175781,395412,2021-09-20
2021-09-27,75.80518341064453,76.0,81.5,69.0,70.30000305175781,1421507,2021-09-27
2021-10-04,74.0097885131836,74.19999694824219,78.0,74.0,77.19999694824219,242438,2021-10-04
2021-10-11,80.24376678466797,80.44999694824219,87.8499984741211,72.05000305175781,75.25,1224919,2021-10-11
2021-10-18,73.71056365966797,73.9000015258789,82.9000015258789,73.30000305175781,81.19999694824219,437014,2021-10-18
2021-10-25,72.91261291503906,73.0999984741211,78.30000305175781,70.55000305175781,74.80000305175781,314682,2021-10-25
2021-11-01,74.4586410522461,74.6500015258789,75.5,71.94999694824219,74.5999984741211,89548,2021-11-01
2021-11-08,75.85505676269531,76.05000305175781,79.0,73.55000305175781,75.3499984741211,188696,2021-11-08
2021-11-15,68.32440948486328,68.5,74.0,68.3499984741211,74.0,274416,2021-11-15
2021-11-22,66.57889556884766,66.75,70.3499984741211,65.30000305175781,68.5,190706,2021-11-22
2021-11-29,69.0226058959961,69.19999694824219,75.80000305175781,64.5,65.5,263062,2021-11-29
2021-12-06,72.26427459716797,72.44999694824219,74.44999694824219,67.69999694824219,69.0,346822,2021-12-06
2021-12-13,70.11979675292969,70.30000305175781,74.4000015258789,69.5,73.5,189373,2021-12-13
2021-12-20,70.56864166259766,70.75,72.0,66.5999984741211,68.5999984741211,169008,2021-12-20
2021-12-27,72.61338806152344,72.80000305175781,78.0,68.19999694824219,70.0,662787,2021-12-27
2022-01-03,72.56351470947266,72.75,75.5,72.0999984741211,73.30000305175781,250178,2022-01-03
2022-01-10,71.26683807373047,71.44999694824219,74.1500015258789,66.1500015258789,73.9000015258789,473078,2022-01-10
2022-01-17,70.36915588378906,70.55000305175781,76.0,70.0,71.94999694824219,396282,2022-01-17
2022-01-24,68.32440948486328,68.5,71.25,65.05000305175781,70.55000305175781,163521,2022-01-24
2022-01-31,69.52132415771484,69.69999694824219,73.44999694824219,68.0999984741211,69.80000305175781,255490,2022-01-31
2022-02-07,69.57120513916016,69.75,71.0,68.0,69.69999694824219,188886,2022-02-07
2022-02-14,63.73619842529297,63.900001525878906,69.69999694824219,63.20000076293945,69.69999694824219,150730,2022-02-14
2022-02-21,59.995811462402344,60.150001525878906,64.5,54.5,64.5,279915,2022-02-21
2022-02-28,62.43952941894531,62.599998474121094,66.55000305175781,58.349998474121094,61.900001525878906,127956,2022-02-28
2022-03-07,64.83338165283203,65.0,66.8499984741211,60.349998474121094,63.900001525878906,126688,2022-03-07
2022-03-14,64.88325500488281,65.05000305175781,69.94999694824219,63.04999923706055,65.0,170936,2022-03-14
2022-03-21,61.69145202636719,61.849998474121094,66.0,61.70000076293945,66.0,286289,2022-03-21
2022-03-28,61.74132537841797,61.900001525878906,62.70000076293945,59.5,61.0,301955,2022-03-28
2022-04-04,70.41902160644531,70.5999984741211,72.0999984741211,62.20000076293945,62.25,569584,2022-04-04
2022-04-11,69.17222595214844,69.3499984741211,72.9000015258789,67.0999984741211,71.5,152191,2022-04-11
2022-04-18,70.0699234008789,70.25,74.3499984741211,67.69999694824219,71.5,430077,2022-04-18
2022-04-25,72.41389465332031,72.5999984741211,81.5,67.19999694824219,70.0,1726378,2022-04-25
2022-05-02,78.39851379394531,78.5999984741211,80.5,69.5999984741211,74.0,867732,2022-05-02
2022-05-09,65.73107147216797,65.9000015258789,81.9000015258789,61.0,78.4000015258789,775210,2022-05-09
2022-05-16,71.16709899902344,71.3499984741211,72.4000015258789,65.9000015258789,66.0,197216,2022-05-16
2022-05-23,70.51876068115234,70.69999694824219,76.0,64.05000305175781,71.3499984741211,405761,2022-05-23
2022-05-30,71.36659240722656,71.55000305175781,73.55000305175781,70.05000305175781,71.5,154843,2022-05-30
2022-06-06,82.53787994384766,82.75,85.69999694824219,71.05000305175781,71.8499984741211,2100185,2022-06-06
2022-06-13,70.0200424194336,70.19999694824219,82.75,70.0,82.75,606624,2022-06-13
2022-06-20,66.92799377441406,67.0999984741211,71.94999694824219,63.349998474121094,71.0,306080,2022-06-20
2022-06-27,72.31415557861328,72.5,76.0999984741211,68.05000305175781,68.4000015258789,309388,2022-06-27
2022-07-04,70.86787414550781,71.05000305175781,73.4000015258789,68.19999694824219,73.4000015258789,295773,2022-07-04
2022-07-11,66.82825469970703,67.0,72.30000305175781,66.0,69.75,227444,2022-07-11
2022-07-18,69.67094421386719,69.8499984741211,72.3499984741211,67.05000305175781,67.94999694824219,193031,2022-07-18
2022-07-25,73.61082458496094,73.80000305175781,75.9000015258789,69.9000015258789,69.9000015258789,260639,2022-07-25
2022-08-01,72.76299285888672,72.94999694824219,75.5,70.55000305175781,74.80000305175781,210995,2022-08-01
2022-08-08,68.62364196777344,68.80000305175781,73.0,68.19999694824219,72.0,228056,2022-08-08
2022-08-15,67.12748718261719,67.30000305175781,69.9000015258789,66.8499984741211,68.80000305175781,272182,2022-08-15
