Date,Adj Close_MANINDS.NS,Close_MANINDS.NS,High_MANINDS.NS,Low_MANINDS.NS,Open_MANINDS.NS,Volume_MANINDS.NS,Date
2020-07-13,46.779136657714844,49.900001525878906,51.0,45.20000076293945,48.0,1137871,2020-07-13
2020-07-20,43.73240280151367,46.650001525878906,52.79999923706055,46.04999923706055,52.04999923706055,1437053,2020-07-20
2020-07-27,42.701194763183594,45.54999923706055,48.20000076293945,45.04999923706055,46.95000076293945,399484,2020-07-27
2020-08-03,48.560302734375,51.79999923706055,53.400001525878906,45.45000076293945,45.79999923706055,1411813,2020-08-03
2020-08-10,57.419281005859375,61.25,63.5,51.20000076293945,52.20000076293945,9001971,2020-08-10
2020-08-17,62.715919494628906,66.9000015258789,68.9000015258789,58.900001525878906,61.25,8135309,2020-08-17
2020-08-24,57.65364456176758,61.5,67.75,61.099998474121094,67.75,1643832,2020-08-24
2020-08-31,57.18491744995117,61.0,64.0999984741211,53.900001525878906,61.849998474121094,2135189,2020-08-31
2020-09-07,55.16938018798828,58.849998474121094,64.0,57.70000076293945,63.79999923706055,1193955,2020-09-07
2020-09-14,67.35633087158203,71.8499984741211,76.0,58.20000076293945,60.099998474121094,12310528,2020-09-14
2020-09-21,57.09117126464844,60.900001525878906,74.9000015258789,55.099998474121094,72.9000015258789,2728683,2020-09-21
2020-09-28,56.52869415283203,60.29999923706055,62.45000076293945,56.599998474121094,59.95000076293945,442455,2020-09-28
2020-10-05,59.24732208251953,63.20000076293945,66.30000305175781,59.04999923706055,60.5,447501,2020-10-05
2020-10-12,55.497493743896484,59.20000076293945,63.75,57.5,63.04999923706055,768399,2020-10-12
2020-10-19,68.48128509521484,73.05000305175781,74.80000305175781,58.5,59.25,2237170,2020-10-19
2020-10-26,65.05955505371094,69.4000015258789,75.44999694824219,67.5999984741211,72.9000015258789,5261728,2020-10-26
2020-11-02,65.99702453613281,70.4000015258789,71.9000015258789,64.5,71.9000015258789,1092555,2020-11-02
2020-11-09,70.25736236572266,72.75,78.5,68.5,69.5,4146094,2020-11-09
2020-11-16,69.09847259521484,71.55000305175781,74.5999984741211,69.6500015258789,72.30000305175781,1107146,2020-11-16
2020-11-23,69.09847259521484,71.55000305175781,74.5,70.9000015258789,73.5,985222,2020-11-23
2020-11-30,73.34771728515625,75.94999694824219,80.25,71.55000305175781,71.55000305175781,2321368,2020-11-30
2020-12-07,77.7418212890625,80.5,89.0,75.44999694824219,76.05000305175781,5269059,2020-12-07
2020-12-14,78.65926361083984,81.44999694824219,92.6500015258789,79.94999694824219,81.5,3995406,2020-12-14
2020-12-21,75.85863494873047,78.55000305175781,82.75,68.0999984741211,81.5,1611939,2020-12-21
2020-12-28,79.28700256347656,82.0999984741211,85.0,80.69999694824219,82.0,1265805,2020-12-28
2021-01-04,80.8321762084961,83.69999694824219,87.9000015258789,81.9000015258789,82.0999984741211,1721623,2021-01-04
2021-01-11,80.15616607666016,83.0,85.80000305175781,79.30000305175781,84.05000305175781,1487993,2021-01-11
2021-01-18,79.76986694335938,82.5999984741211,90.0,80.0,83.44999694824219,3493860,2021-01-18
2021-01-25,76.00349426269531,78.69999694824219,83.9000015258789,77.55000305175781,83.0,931260,2021-01-25
2021-02-01,75.95520782470703,78.6500015258789,82.5,76.94999694824219,78.9000015258789,1017456,2021-02-01
2021-02-08,70.54708862304688,73.05000305175781,80.19999694824219,72.80000305175781,78.94999694824219,998089,2021-02-08
2021-02-15,69.48477172851562,71.94999694824219,77.5,71.0999984741211,73.4000015258789,1343242,2021-02-15
2021-02-22,71.31967163085938,73.8499984741211,77.94999694824219,71.5999984741211,72.0,1088128,2021-02-22
2021-03-01,79.19042205810547,82.0,85.9000015258789,74.5,74.5,2896399,2021-03-01
2021-03-08,80.01129913330078,82.8499984741211,88.75,82.05000305175781,82.9000015258789,4091896,2021-03-08
2021-03-15,76.29322052001953,79.0,84.9000015258789,75.0,83.6500015258789,1712006,2021-03-15
2021-03-22,74.31344604492188,76.94999694824219,88.0,76.44999694824219,86.0,1493456,2021-03-22
2021-03-29,77.9832534790039,80.75,83.5,76.94999694824219,76.94999694824219,814675,2021-03-29
2021-04-05,79.57672119140625,82.4000015258789,83.9000015258789,77.0999984741211,80.25,1272388,2021-04-05
2021-04-12,78.36954498291016,81.1500015258789,85.0,75.0999984741211,85.0,1383461,2021-04-12
2021-04-19,76.77607727050781,79.5,81.5,77.0999984741211,80.0,745076,2021-04-19
2021-04-26,87.73719024658203,90.8499984741211,96.5,79.1500015258789,79.5,6849999,2021-04-26
2021-05-03,92.4210205078125,95.69999694824219,99.5,90.8499984741211,90.8499984741211,4953439,2021-05-03
2021-05-10,92.61416625976562,95.9000015258789,102.05000305175781,93.5,96.6500015258789,2286545,2021-05-10
2021-05-17,95.80109405517578,99.19999694824219,103.25,96.19999694824219,96.6500015258789,2141888,2021-05-17
2021-05-24,98.40858459472656,101.9000015258789,107.94999694824219,99.9000015258789,99.94999694824219,2326954,2021-05-24
2021-05-31,98.16716003417969,101.6500015258789,106.94999694824219,89.25,102.69999694824219,6717927,2021-05-31
2021-06-07,106.81050109863281,110.5999984741211,117.4000015258789,103.1500015258789,103.5,5786852,2021-06-07
2021-06-14,102.46468353271484,106.0999984741211,114.6500015258789,100.19999694824219,111.19999694824219,1953012,2021-06-14
2021-06-21,101.49894714355469,105.0999984741211,111.4000015258789,101.5,101.5,1194693,2021-06-21
2021-06-28,104.58930969238281,108.30000305175781,111.0,105.0999984741211,105.0999984741211,1026625,2021-06-28
2021-07-05,106.61735534667969,110.4000015258789,117.3499984741211,107.75,108.05000305175781,1985957,2021-07-05
2021-07-12,113.71551513671875,117.75,121.55000305175781,110.0,112.25,2887500,2021-07-12
2021-07-19,121.82771301269531,126.1500015258789,127.05000305175781,115.5999984741211,116.19999694824219,4419151,2021-07-19
2021-07-26,128.6361541748047,133.1999969482422,145.6999969482422,124.30000305175781,126.5999984741211,10702608,2021-07-26
