Date,Adj Close_CROMPTON.NS,Close_CROMPTON.NS,High_CROMPTON.NS,Low_CROMPTON.NS,Open_CROMPTON.NS,Volume_CROMPTON.NS,Date
2020-07-13,233.3573760986328,242.9499969482422,245.39999389648438,238.1999969482422,245.10000610351562,1625020,2020-07-13
2020-07-20,240.56124877929688,250.4499969482422,254.9499969482422,240.14999389648438,241.89999389648438,3686297,2020-07-20
2020-07-27,234.46197509765625,244.10000610351562,253.4499969482422,239.0500030517578,250.0,4201554,2020-07-27
2020-08-03,250.35850524902344,260.6499938964844,266.79998779296875,238.0,244.10000610351562,4660226,2020-08-03
2020-08-10,240.56124877929688,250.4499969482422,269.0,246.60000610351562,258.04998779296875,3787506,2020-08-10
2020-08-17,253.5762481689453,264.0,266.79998779296875,249.35000610351562,251.9499969482422,3911779,2020-08-17
2020-08-24,259.5794372558594,270.25,272.54998779296875,258.6499938964844,266.0,2201455,2020-08-24
2020-08-31,253.0479736328125,263.45001220703125,278.0,258.3500061035156,272.29998779296875,3290914,2020-08-31
2020-09-07,244.2592315673828,254.3000030517578,264.25,249.0,262.1499938964844,4085126,2020-09-07
2020-09-14,268.6563415527344,279.70001220703125,285.45001220703125,257.0,258.0,8903345,2020-09-14
2020-09-21,250.59864807128906,260.8999938964844,282.8500061035156,252.64999389648438,280.0,3073199,2020-09-21
2020-09-28,278.21343994140625,289.6499938964844,300.5,256.79998779296875,264.95001220703125,4271821,2020-09-28
2020-10-05,263.2774963378906,274.1000061035156,292.1000061035156,268.79998779296875,291.95001220703125,3450429,2020-10-05
2020-10-12,269.95306396484375,281.04998779296875,284.70001220703125,267.3999938964844,274.1000061035156,3737692,2020-10-12
2020-10-19,293.1495361328125,305.20001220703125,329.0,279.0,282.0,10747792,2020-10-19
2020-10-26,287.4824523925781,299.29998779296875,319.70001220703125,290.20001220703125,305.1499938964844,9552753,2020-10-26
2020-11-02,296.75146484375,308.95001220703125,316.6000061035156,285.70001220703125,300.8999938964844,5572592,2020-11-02
2020-11-09,290.7661437988281,299.6000061035156,314.0,291.1000061035156,311.79998779296875,66440904,2020-11-09
2020-11-16,294.8423156738281,303.79998779296875,307.79998779296875,288.20001220703125,297.3999938964844,7015094,2020-11-16
2020-11-23,296.2980651855469,305.29998779296875,314.5,296.25,305.75,7313373,2020-11-23
2020-11-30,322.9872131347656,332.79998779296875,336.79998779296875,302.25,305.29998779296875,7926979,2020-11-30
2020-12-07,321.288818359375,331.04998779296875,341.79998779296875,325.25,331.8999938964844,5316076,2020-12-07
2020-12-14,364.4767150878906,375.54998779296875,393.6499938964844,320.5,331.04998779296875,13780452,2020-12-14
2020-12-21,345.8428649902344,356.3500061035156,376.5,346.04998779296875,368.3999938964844,5032121,2020-12-21
2020-12-28,366.9029846191406,378.04998779296875,385.8999938964844,352.1000061035156,359.6000061035156,6091870,2020-12-28
2021-01-04,388.3513488769531,400.1499938964844,405.3999938964844,367.04998779296875,380.0,6452356,2021-01-04
2021-01-11,375.5891418457031,387.0,417.79998779296875,378.45001220703125,404.3999938964844,5630888,2021-01-11
2021-01-18,417.0300598144531,429.70001220703125,456.0,375.29998779296875,387.04998779296875,11271346,2021-01-18
2021-01-25,415.1375732421875,427.75,442.0,400.6000061035156,433.1000061035156,9182177,2021-01-25
2021-02-01,397.95947265625,410.04998779296875,426.0,402.1000061035156,426.0,8881919,2021-02-01
2021-02-08,387.13824462890625,398.8999938964844,416.6499938964844,391.5,414.45001220703125,14555603,2021-02-08
2021-02-15,384.95458984375,396.6499938964844,407.95001220703125,392.0,399.8500061035156,11786990,2021-02-15
2021-02-22,373.79364013671875,385.1499938964844,399.75,371.25,396.6499938964844,10409369,2021-02-22
2021-03-01,392.3789978027344,404.29998779296875,409.0,382.1000061035156,388.0,9442208,2021-03-01
2021-03-08,398.153564453125,410.25,421.25,401.25,411.5,5829501,2021-03-08
2021-03-15,385.82806396484375,397.54998779296875,412.95001220703125,370.0,412.95001220703125,7724301,2021-03-15
2021-03-22,372.0467224121094,383.3500061035156,401.25,358.04998779296875,401.25,9929235,2021-03-22
2021-03-29,381.6548156738281,393.25,399.0,375.6000061035156,383.3500061035156,4637285,2021-03-29
2021-04-05,380.4416809082031,392.0,405.0,364.25,391.25,7858958,2021-04-05
2021-04-12,375.15234375,386.54998779296875,394.6499938964844,363.3999938964844,385.8999938964844,5860504,2021-04-12
2021-04-19,344.1929626464844,354.6499938964844,380.95001220703125,350.3500061035156,379.0,7336371,2021-04-19
2021-04-26,373.5510559082031,384.8999938964844,408.3999938964844,353.0,355.70001220703125,9320882,2021-04-26
2021-05-03,368.8440246582031,380.04998779296875,390.0,369.04998779296875,384.0,5018120,2021-05-03
2021-05-10,353.26727294921875,364.0,386.6000061035156,361.3500061035156,383.95001220703125,4056413,2021-05-10
2021-05-17,376.9963684082031,388.45001220703125,397.75,362.20001220703125,367.1000061035156,7817693,2021-05-17
2021-05-24,382.4312438964844,394.04998779296875,407.0,392.04998779296875,396.0,10104882,2021-05-24
