Date,Adj Close_SILVERTUC.NS,Close_SILVERTUC.NS,High_SILVERTUC.NS,Low_SILVERTUC.NS,Open_SILVERTUC.NS,Volume_SILVERTUC.NS,Date
2020-07-13,98.60366821289062,99.75,100.0,96.0,100.0,2000,2020-07-13
2020-07-20,94.89675903320312,96.0,99.75,95.0,97.5,7000,2020-07-20
2020-07-27,91.93124389648438,93.0,96.0,93.0,96.0,1000,2020-07-27
2020-08-03,89.95423889160156,91.0,98.0,90.0,98.0,12000,2020-08-03
2020-08-10,93.90824890136719,95.0,95.0,91.0,91.0,1000,2020-08-10
2020-08-17,95.63814544677734,96.75,98.9000015258789,95.0,95.0,4000,2020-08-17
2020-08-24,96.873779296875,98.0,99.0,90.0,96.75,7000,2020-08-24
2020-08-31,96.873779296875,98.0,98.0,98.0,98.0,0,2020-08-31
2020-09-07,89.95423889160156,91.0,98.0,91.0,98.0,2000,2020-09-07
2020-09-14,88.96571350097656,90.0,91.0,90.0,91.0,5000,2020-09-14
2020-09-21,88.96571350097656,90.0,90.0,90.0,90.0,0,2020-09-21
2020-09-28,88.96571350097656,90.0,90.0,90.0,90.0,0,2020-09-28
2020-10-05,88.96571350097656,90.0,91.0,90.0,91.0,8000,2020-10-05
2020-10-12,88.96571350097656,90.0,90.0,90.0,90.0,0,2020-10-12
2020-10-19,88.96571350097656,90.0,90.0,89.0,90.0,7000,2020-10-19
2020-10-26,92.91975402832031,94.0,97.0,89.0,89.0,27000,2020-10-26
2020-11-02,89.95423889160156,91.0,102.0,91.0,101.94999694824219,33000,2020-11-02
2020-11-09,89.95423889160156,91.0,98.0,91.0,98.0,27000,2020-11-09
2020-11-16,87.97720336914062,89.0,91.0,89.0,91.0,4000,2020-11-16
2020-11-23,96.873779296875,98.0,99.0,90.0,90.0,32000,2020-11-23
2020-11-30,89.95423889160156,91.0,98.0,91.0,98.0,1000,2020-11-30
2020-12-07,98.85079956054688,100.0,100.0,91.5,91.5,3000,2020-12-07
2020-12-14,96.77493286132812,97.9000015258789,101.75,81.0,81.0,32000,2020-12-14
2020-12-21,95.63814544677734,96.75,98.75,81.0,81.0,15000,2020-12-21
2020-12-28,94.89675903320312,96.0,97.0,90.0,96.75,15000,2020-12-28
2021-01-04,91.93124389648438,93.0,95.0,92.0,92.0,8000,2021-01-04
2021-01-11,91.93124389648438,93.0,93.0,93.0,93.0,0,2021-01-11
2021-01-18,91.93124389648438,93.0,93.5,93.0,93.5,7000,2021-01-18
2021-01-25,90.94273376464844,92.0,92.0,92.0,92.0,3000,2021-01-25
2021-02-01,90.94273376464844,92.0,92.0,92.0,92.0,0,2021-02-01
2021-02-08,88.2243423461914,89.25,94.0,89.05000305175781,92.0,20000,2021-02-08
2021-02-15,97.41746520996094,98.55000305175781,98.55000305175781,89.05000305175781,89.25,2000,2021-02-15
2021-02-22,92.91975402832031,94.0,97.94999694824219,80.0,89.05000305175781,24000,2021-02-22
2021-03-01,86.00019073486328,87.0,94.0,87.0,94.0,3000,2021-03-01
2021-03-08,92.91975402832031,94.0,94.0,85.0,87.0,8000,2021-03-08
2021-03-15,84.02317810058594,85.0,94.0,85.0,94.0,3000,2021-03-15
2021-03-22,84.02317810058594,85.0,85.0,85.0,85.0,0,2021-03-22
2021-03-29,84.02317810058594,85.0,85.0,85.0,85.0,0,2021-03-29
2021-04-05,84.02317810058594,85.0,85.0,85.0,85.0,1000,2021-04-05
2021-04-12,81.05764770507812,82.0,82.0,82.0,82.0,2000,2021-04-12
2021-04-19,79.08064270019531,80.0,82.0,80.0,82.0,2000,2021-04-19
2021-04-26,79.08064270019531,80.0,80.0,80.0,80.0,0,2021-04-26
2021-05-03,74.13809967041016,75.0,80.0,75.0,75.0,7000,2021-05-03
2021-05-10,74.13809967041016,75.0,75.0,75.0,75.0,0,2021-05-10
2021-05-17,79.08064270019531,80.0,80.0,72.0,75.0,4000,2021-05-17
2021-05-24,77.44960021972656,78.3499984741211,82.0,72.0,81.0,11000,2021-05-24
2021-05-31,79.08064270019531,80.0,80.0,77.0,78.3499984741211,2000,2021-05-31
2021-06-07,77.1530532836914,78.05000305175781,83.0,77.0,80.0,16000,2021-06-07
2021-06-14,79.08064270019531,80.0,81.0,78.0,78.05000305175781,14000,2021-06-14
2021-06-21,78.58638763427734,79.5,80.0,79.5,80.0,1000,2021-06-21
2021-06-28,78.9817886352539,79.9000015258789,82.0,74.0,77.0,13000,2021-06-28
2021-07-05,79.08064270019531,80.0,80.0,77.0,79.9000015258789,14000,2021-07-05
2021-07-12,87.23583221435547,88.25,93.5,83.0,83.0,20000,2021-07-12
2021-07-19,92.87031555175781,93.94999694824219,98.9000015258789,86.0,88.0,64000,2021-07-19
2021-07-26,121.58648681640625,123.0,125.0,94.0,95.0,105000,2021-07-26
2021-08-02,134.0635528564453,135.0,145.0,117.0,117.0,104000,2021-08-02
2021-08-09,126.168701171875,127.05000305175781,130.0,120.0,130.0,37000,2021-08-09
2021-08-16,135.5531463623047,136.5,142.0,122.0,127.05000305175781,64000,2021-08-16
2021-08-23,126.01974487304688,126.9000015258789,144.0,126.0,130.25,197000,2021-08-23
2021-08-30,155.86129760742188,156.9499969482422,156.9499969482422,120.05000305175781,126.9000015258789,177000,2021-08-30
2021-09-06,183.71670532226562,185.0,194.8000030517578,156.9499969482422,156.9499969482422,85000,2021-09-06
2021-09-13,170.806884765625,172.0,184.0,172.0,184.0,10000,2021-09-13
2021-09-20,188.08619689941406,189.39999389648438,189.9499969482422,163.39999389648438,164.10000610351562,99000,2021-09-20
2021-09-27,180.53892517089844,181.8000030517578,193.0,175.25,175.25,31000,2021-09-27
2021-10-04,163.85543823242188,165.0,183.5500030517578,164.5,180.0,18000,2021-10-04
2021-10-11,148.95950317382812,150.0,165.0,149.0,165.0,11000,2021-10-11
2021-10-18,146.02996826171875,147.0500030517578,156.0,142.0,150.0,25000,2021-10-18
2021-10-25,160.62799072265625,161.75,161.75,147.0500030517578,147.0500030517578,4000,2021-10-25
2021-11-01,170.806884765625,172.0,172.0,161.75,161.75,1000,2021-11-01
2021-11-08,154.71926879882812,155.8000030517578,172.0,155.0500030517578,172.0,10000,2021-11-08
2021-11-15,153.92481994628906,155.0,165.0,155.0,155.8000030517578,7000,2021-11-15
2021-11-22,153.92481994628906,155.0,155.0,155.0,155.0,0,2021-11-22
2021-11-29,154.8185577392578,155.89999389648438,159.5,144.5500030517578,155.0,17000,2021-11-29
2021-12-06,148.95950317382812,150.0,160.0,150.0,160.0,9000,2021-12-06
2021-12-13,148.11256408691406,148.64999389648438,158.0,148.64999389648438,150.0,42000,2021-12-13
2021-12-20,149.35804748535156,149.89999389648438,149.89999389648438,142.0,142.10000610351562,8000,2021-12-20
2021-12-27,147.4649200439453,148.0,150.0,143.0,149.89999389648438,33000,2021-12-27
2022-01-03,157.9269561767578,158.5,165.35000610351562,138.5500030517578,148.5,74000,2022-01-03
2022-01-10,181.3419952392578,182.0,185.0,156.0,160.35000610351562,75000,2022-01-10
2022-01-17,171.52760314941406,172.14999389648438,197.85000610351562,172.0500030517578,191.0,70000,2022-01-17
2022-01-24,170.38177490234375,171.0,171.14999389648438,165.0,165.0,20000,2022-01-24
