Date,Adj Close_PUNJABCHEM.NS,Close_PUNJABCHEM.NS,High_PUNJABCHEM.NS,Low_PUNJABCHEM.NS,Open_PUNJABCHEM.NS,Volume_PUNJABCHEM.NS,Date
2021-02-22,926.5198974609375,935.2999877929688,1000.0,840.0499877929688,871.0499877929688,152669,2021-02-22
2021-03-01,949.9974365234375,959.0,1028.5,914.5499877929688,944.7000122070312,106027,2021-03-01
2021-03-08,892.6905517578125,901.1500244140625,994.5,890.0,974.0,41417,2021-03-08
2021-03-15,891.6998901367188,900.1500244140625,967.0,851.0,939.0,45912,2021-03-15
2021-03-22,886.697265625,895.0999755859375,934.5,866.0,909.0,68971,2021-03-22
2021-03-29,887.7374877929688,896.1500244140625,915.0499877929688,866.2999877929688,914.9000244140625,15515,2021-03-29
2021-04-05,894.077392578125,902.5499877929688,959.0,882.5,919.0,97978,2021-04-05
2021-04-12,868.2223510742188,876.4500122070312,911.6500244140625,851.3499755859375,911.6500244140625,28455,2021-04-12
2021-04-19,858.6629028320312,866.7999877929688,882.9500122070312,839.75,860.0499877929688,49522,2021-04-19
2021-04-26,912.601806640625,921.25,968.75,860.0499877929688,861.0999755859375,106152,2021-04-26
2021-05-03,1060.7479248046875,1070.800048828125,1075.0,906.4500122070312,911.9500122070312,147617,2021-05-03
2021-05-10,1111.665283203125,1122.199951171875,1185.75,1033.25,1092.25,117612,2021-05-10
2021-05-17,1104.1864013671875,1114.6500244140625,1197.0,1085.0999755859375,1101.3499755859375,114882,2021-05-17
2021-05-24,1122.76025390625,1133.4000244140625,1245.050048828125,1050.550048828125,1129.9000244140625,288504,2021-05-24
2021-05-31,1155.05419921875,1166.0,1174.0,1079.949951171875,1140.0,115315,2021-05-31
2021-06-07,1364.618408203125,1377.550048828125,1397.449951171875,1185.8499755859375,1199.0,298718,2021-06-07
2021-06-14,1336.980224609375,1349.6500244140625,1450.0,1305.0,1365.0999755859375,215447,2021-06-14
2021-06-21,1278.3359375,1290.449951171875,1354.050048828125,1271.0999755859375,1339.0,87495,2021-06-21
2021-06-28,1343.7164306640625,1356.449951171875,1364.0,1252.0,1311.0,116591,2021-06-28
2021-07-05,1359.169921875,1372.050048828125,1398.4000244140625,1331.5,1372.0,90371,2021-07-05
2021-07-12,1412.01904296875,1425.4000244140625,1477.800048828125,1344.949951171875,1395.0,426751,2021-07-12
2021-07-19,1404.8865966796875,1418.199951171875,1490.0,1385.0,1435.0,138385,2021-07-19
2021-07-26,1378.982177734375,1392.050048828125,1446.300048828125,1348.5999755859375,1414.6500244140625,48068,2021-07-26
2021-08-02,1339.060546875,1351.75,1464.0,1343.0999755859375,1430.0,46145,2021-08-02
2021-08-09,1634.9300537109375,1648.0999755859375,1748.0,1164.0999755859375,1378.800048828125,790918,2021-08-09
2021-08-16,1598.37451171875,1611.25,1809.550048828125,1600.0,1615.0999755859375,609843,2021-08-16
2021-08-23,1613.80029296875,1626.800048828125,1675.0,1513.800048828125,1625.800048828125,191966,2021-08-23
2021-08-30,1760.46875,1774.6500244140625,1933.699951171875,1615.0,1615.0,633187,2021-08-30
2021-09-06,1775.9937744140625,1790.300048828125,1887.4000244140625,1762.050048828125,1799.0,104194,2021-09-06
2021-09-13,1776.787353515625,1791.0999755859375,1850.0,1725.0,1790.300048828125,107041,2021-09-13
2021-09-20,1617.56982421875,1630.5999755859375,1789.1500244140625,1612.0999755859375,1736.5999755859375,119962,2021-09-20
2021-09-27,1576.55029296875,1589.25,1655.0,1536.550048828125,1630.0,98512,2021-09-27
2021-10-04,1544.1611328125,1556.5999755859375,1648.449951171875,1546.6500244140625,1600.0,93016,2021-10-04
2021-10-11,1519.559326171875,1531.800048828125,1595.0,1512.4000244140625,1560.0,149311,2021-10-11
2021-10-18,1435.4368896484375,1447.0,1636.050048828125,1377.050048828125,1535.0,214902,2021-10-18
2021-10-25,1404.83349609375,1416.1500244140625,1470.449951171875,1340.550048828125,1449.0,53482,2021-10-25
2021-11-01,1410.0416259765625,1421.4000244140625,1489.75,1333.0,1417.0,74386,2021-11-01
2021-11-08,1528.3883056640625,1540.699951171875,1595.0,1356.550048828125,1440.0,118358,2021-11-08
2021-11-15,1476.5556640625,1488.449951171875,1563.0,1472.1500244140625,1563.0,55353,2021-11-15
2021-11-22,1432.9569091796875,1444.5,1516.6500244140625,1395.699951171875,1510.0,58982,2021-11-22
2021-11-29,1416.985595703125,1428.4000244140625,1469.9000244140625,1353.800048828125,1443.0,64857,2021-11-29
2021-12-06,1490.989501953125,1503.0,1562.5,1426.300048828125,1450.0,64558,2021-12-06
2021-12-13,1346.3544921875,1357.199951171875,1518.0,1350.1500244140625,1518.0,69456,2021-12-13
2021-12-20,1331.7222900390625,1342.449951171875,1391.050048828125,1295.0,1353.0,67772,2021-12-20
2021-12-27,1449.870849609375,1461.550048828125,1519.0999755859375,1323.800048828125,1342.4000244140625,128453,2021-12-27
2022-01-03,1492.3782958984375,1504.4000244140625,1563.300048828125,1424.699951171875,1455.0,91618,2022-01-03
2022-01-10,1504.2327880859375,1516.3499755859375,1625.449951171875,1499.699951171875,1525.0,97711,2022-01-10
2022-01-17,1520.501708984375,1532.75,1616.0,1476.0,1570.0,84335,2022-01-17
2022-01-24,1492.82470703125,1504.8499755859375,1589.949951171875,1441.0,1495.0,84060,2022-01-24
2022-01-31,1477.1510009765625,1489.050048828125,1566.0,1477.3499755859375,1548.0,93561,2022-01-31
2022-02-07,1464.85009765625,1476.6500244140625,1537.699951171875,1428.300048828125,1489.0,41827,2022-02-07
2022-02-14,1410.6368408203125,1422.0,1498.0,1400.75,1442.5,19981,2022-02-14
2022-02-21,1374.329345703125,1385.4000244140625,1448.0,1350.0,1405.0999755859375,41332,2022-02-21
2022-02-28,1378.49560546875,1389.5999755859375,1412.0,1344.4000244140625,1345.0,43770,2022-02-28
2022-03-07,1377.4044189453125,1388.5,1412.0,1325.0,1334.0,52143,2022-03-07
2022-03-14,1340.3033447265625,1351.0999755859375,1399.75,1334.6500244140625,1399.75,49372,2022-03-14
2022-03-21,1388.266845703125,1399.449951171875,1460.0,1340.050048828125,1353.5999755859375,107813,2022-03-21
2022-03-28,1432.2625732421875,1443.800048828125,1539.949951171875,1366.8499755859375,1428.0,152657,2022-03-28
2022-04-04,1455.6739501953125,1467.4000244140625,1493.0,1429.550048828125,1456.3499755859375,52963,2022-04-04
2022-04-11,1426.8065185546875,1438.300048828125,1514.4000244140625,1429.550048828125,1466.0,29664,2022-04-11
2022-04-18,1470.6036376953125,1482.449951171875,1597.949951171875,1412.0,1458.0,92420,2022-04-18
2022-04-25,1410.1407470703125,1421.5,1499.0,1378.0,1499.0,68625,2022-04-25
2022-05-02,1315.8502197265625,1326.449951171875,1426.199951171875,1291.0,1403.699951171875,55855,2022-05-02
2022-05-09,1205.439697265625,1215.1500244140625,1340.0,1191.0,1340.0,75442,2022-05-09
2022-05-16,1234.3568115234375,1244.300048828125,1308.699951171875,1216.9000244140625,1216.9000244140625,37533,2022-05-16
2022-05-23,1209.358154296875,1219.0999755859375,1265.0,1182.4000244140625,1265.0,33291,2022-05-23
2022-05-30,1264.613037109375,1274.800048828125,1315.0,1220.0,1224.5999755859375,27374,2022-05-30
2022-06-06,1265.456298828125,1275.6500244140625,1299.0,1220.0,1262.8499755859375,12051,2022-06-06
2022-06-13,1142.3974609375,1151.5999755859375,1296.0,1138.0,1296.0,40255,2022-06-13
2022-06-20,1182.5244140625,1192.050048828125,1282.699951171875,1137.199951171875,1151.199951171875,60352,2022-06-20
2022-06-27,1178.208984375,1187.699951171875,1225.949951171875,1166.1500244140625,1215.0,10350,2022-06-27
2022-07-04,1263.2242431640625,1273.4000244140625,1315.0,1182.0,1202.0,21261,2022-07-04
2022-07-11,1264.1666259765625,1274.3499755859375,1305.0,1255.0,1268.3499755859375,8448,2022-07-11
2022-07-18,1293.2821044921875,1303.699951171875,1367.0,1268.25,1295.0,19473,2022-07-18
2022-07-25,1314.907958984375,1325.5,1332.050048828125,1270.0,1328.949951171875,26788,2022-07-25
2022-08-01,1342.2872314453125,1353.0999755859375,1399.0,1323.0,1328.9000244140625,47040,2022-08-01
2022-08-08,1248.5909423828125,1255.800048828125,1378.9000244140625,1234.25,1378.9000244140625,39710,2022-08-08
2022-08-15,1315.50439453125,1323.0999755859375,1367.0,1244.0,1274.6500244140625,63346,2022-08-15
2022-08-22,1291.5926513671875,1299.050048828125,1375.0,1271.5,1340.0,60125,2022-08-22
2022-08-29,1360.6439208984375,1368.5,1374.9000244140625,1266.4000244140625,1290.050048828125,64658,2022-08-29
2022-09-05,1352.3914794921875,1360.199951171875,1390.0,1285.5,1375.0,67084,2022-09-05
2022-09-12,1293.680419921875,1301.1500244140625,1390.0,1291.0,1370.0,64145,2022-09-12
2022-09-19,1242.6749267578125,1249.8499755859375,1327.1500244140625,1225.0,1327.1500244140625,69580,2022-09-19
2022-09-26,1220.80126953125,1227.8499755859375,1270.0,1183.0999755859375,1235.0,50863,2022-09-26
2022-10-03,1209.566162109375,1216.550048828125,1247.050048828125,1200.0,1243.0,24644,2022-10-03
2022-10-10,1079.119384765625,1085.3499755859375,1259.0,1075.0999755859375,1200.5999755859375,70920,2022-10-10
2022-10-17,1127.837890625,1134.3499755859375,1172.0,1023.0,1095.0,243898,2022-10-17
2022-10-24,1226.369140625,1233.449951171875,1279.9000244140625,1140.0,1150.0,111428,2022-10-24
2022-10-31,1143.646728515625,1150.25,1278.800048828125,1144.4000244140625,1230.0,58760,2022-10-31
2022-11-07,1110.3887939453125,1116.800048828125,1185.0,1081.0,1167.5,42185,2022-11-07
2022-11-14,1184.7593994140625,1191.5999755859375,1214.949951171875,1103.9000244140625,1134.949951171875,56728,2022-11-14
2022-11-21,1169.6466064453125,1176.4000244140625,1196.949951171875,1102.0,1173.75,63853,2022-11-21
2022-11-28,1196.839599609375,1203.75,1212.550048828125,1145.0,1180.0,62976,2022-11-28
2022-12-05,1144.1439208984375,1150.75,1227.9000244140625,1146.0,1206.0,67958,2022-12-05
2022-12-12,1143.945068359375,1150.550048828125,1267.0,1125.0,1162.0,62958,2022-12-12
2022-12-19,1050.0372314453125,1056.0999755859375,1168.949951171875,1032.0,1163.9000244140625,76707,2022-12-19
2022-12-26,1126.04833984375,1132.550048828125,1149.0,1050.0,1056.0999755859375,42915,2022-12-26
2023-01-02,1080.7100830078125,1086.949951171875,1150.0,1073.4000244140625,1132.0,22818,2023-01-02
2023-01-09,1071.413818359375,1077.5999755859375,1110.0,1069.3499755859375,1086.9000244140625,14071,2023-01-09
2023-01-16,1000.3740234375,1006.1500244140625,1100.0,992.0999755859375,1100.0,49398,2023-01-16
2023-01-23,958.7642211914062,964.2999877929688,1026.949951171875,948.0,1026.0,61963,2023-01-23
2023-01-30,891.60205078125,896.75,976.9500122070312,880.0999755859375,974.0,47985,2023-01-30
2023-02-06,981.7316284179688,987.4000244140625,995.3499755859375,893.0,896.75,38421,2023-02-06
2023-02-13,915.3648681640625,920.6500244140625,1018.7999877929688,916.0999755859375,1018.7999877929688,34811,2023-02-13
2023-02-20,896.0264892578125,901.2000122070312,925.0,878.6500244140625,924.9500122070312,57552,2023-02-20
2023-02-27,875.8927001953125,880.9500122070312,920.0,847.5999755859375,902.0,45185,2023-02-27
2023-03-06,948.075927734375,953.5499877929688,989.0,870.0499877929688,877.5,73166,2023-03-06
2023-03-13,882.2062377929688,887.2999877929688,945.0,869.9500122070312,945.0,54499,2023-03-13
2023-03-20,898.4624633789062,903.6500244140625,925.0,870.1500244140625,880.5999755859375,56836,2023-03-20
2023-03-27,823.0478515625,827.7999877929688,902.2999877929688,824.0,900.0,57381,2023-03-27
2023-04-03,821.5067138671875,826.25,878.0499877929688,812.0,840.0,58949,2023-04-03
2023-04-10,819.2199096679688,823.9500122070312,865.0,818.6500244140625,838.6500244140625,72909,2023-04-10
2023-04-17,804.0574951171875,808.7000122070312,857.5499877929688,806.0,832.2000122070312,92473,2023-04-17
2023-04-24,789.5413208007812,794.0999755859375,820.0,790.0499877929688,820.0,101675,2023-04-24
2023-05-01,772.2908935546875,776.75,820.5999755859375,727.5499877929688,804.9000244140625,370545,2023-05-01
2023-05-08,778.3558349609375,782.8499755859375,819.8499755859375,775.0,783.0,195665,2023-05-08
2023-05-15,767.4190063476562,771.8499755859375,804.9000244140625,757.0,781.0,61707,2023-05-15
2023-05-22,764.1380004882812,768.5499877929688,780.3499755859375,755.0,771.75,39989,2023-05-22
2023-05-29,783.3768920898438,787.9000244140625,797.9500122070312,773.8499755859375,797.0,23473,2023-05-29
2023-06-05,819.0211181640625,823.75,896.8499755859375,768.2000122070312,785.0,248018,2023-06-05
2023-06-12,905.0245361328125,910.25,944.6500244140625,812.0,829.7000122070312,546828,2023-06-12
2023-06-19,874.0036010742188,879.0499877929688,928.9500122070312,871.9500122070312,916.0,70025,2023-06-19
2023-06-26,913.3763427734375,918.6500244140625,922.0,859.25,879.0499877929688,160907,2023-06-26
2023-07-03,874.0036010742188,879.0499877929688,886.9500122070312,872.0999755859375,880.25,5680,2023-07-03
2023-07-10,864.5581665039062,869.5499877929688,884.4500122070312,861.0,879.0,11902,2023-07-10
2023-07-17,884.1450805664062,889.25,909.7999877929688,870.0,870.0,39006,2023-07-17
2023-07-24,842.2369995117188,847.0999755859375,891.0,833.0999755859375,891.0,33441,2023-07-24
2023-07-31,981.49853515625,983.7000122070312,1054.699951171875,880.25,906.0499877929688,685586,2023-07-31
2023-08-07,992.174560546875,994.4000244140625,1049.949951171875,951.0499877929688,982.75,305514,2023-08-07
2023-08-14,1147.875244140625,1150.449951171875,1161.75,995.0,1013.0499877929688,321477,2023-08-14
2023-08-21,1173.2684326171875,1175.9000244140625,1232.949951171875,1106.3499755859375,1150.0,335224,2023-08-21
2023-08-28,1146.82763671875,1149.4000244140625,1206.0,1142.199951171875,1184.0,173276,2023-08-28
2023-09-04,1161.0457763671875,1163.6500244140625,1188.0,1117.5,1163.75,163675,2023-09-04
2023-09-11,1134.8045654296875,1137.3499755859375,1186.949951171875,1060.0,1179.8499755859375,176251,2023-09-11
2023-09-18,1090.4541015625,1092.9000244140625,1164.949951171875,1067.0,1135.949951171875,75895,2023-09-18
2023-09-25,1104.1234130859375,1106.5999755859375,1145.0,1042.5,1106.0,103748,2023-09-25
2023-10-02,1214.2763671875,1217.0,1229.0,1070.1500244140625,1095.449951171875,251014,2023-10-02
2023-10-09,1159.1500244140625,1161.75,1225.0,1150.0999755859375,1200.800048828125,104835,2023-10-09
2023-10-16,1101.0303955078125,1103.5,1183.949951171875,1087.5999755859375,1173.3499755859375,57760,2023-10-16
2023-10-23,1211.7320556640625,1214.449951171875,1237.0,971.0,1098.0999755859375,177406,2023-10-23
2023-10-30,1208.3895263671875,1211.0999755859375,1311.949951171875,1166.300048828125,1210.0,232644,2023-10-30
2023-11-06,1150.5194091796875,1153.0999755859375,1231.949951171875,1113.0,1216.75,51047,2023-11-06
2023-11-13,1102.1279296875,1104.5999755859375,1153.0,1091.0,1152.8499755859375,46509,2023-11-13
2023-11-20,1167.2818603515625,1169.9000244140625,1186.300048828125,1089.0,1104.5999755859375,38002,2023-11-20
2023-11-27,1237.5242919921875,1240.300048828125,1295.0,1140.5,1184.5,90963,2023-11-27
2023-12-04,1243.261474609375,1246.050048828125,1295.0,1220.0,1255.0,66496,2023-12-04
2023-12-11,1248.9486083984375,1251.75,1309.9000244140625,1228.050048828125,1235.0,48644,2023-12-11
2023-12-18,1209.7864990234375,1212.5,1270.449951171875,1124.0,1255.0,31983,2023-12-18
2023-12-25,1317.494873046875,1320.449951171875,1391.0,1212.0999755859375,1226.300048828125,93901,2023-12-25
2024-01-01,1276.3870849609375,1279.25,1350.0,1258.3499755859375,1340.0,47753,2024-01-01
2024-01-08,1211.3330078125,1214.050048828125,1299.949951171875,1212.0,1260.050048828125,39578,2024-01-08
2024-01-15,1179.50439453125,1182.1500244140625,1235.0,1175.0,1229.75,44328,2024-01-15
2024-01-22,1139.1448974609375,1141.699951171875,1200.0,1130.050048828125,1182.0,35013,2024-01-22
2024-01-29,1110.459228515625,1112.949951171875,1178.0,1086.199951171875,1176.949951171875,101640,2024-01-29
2024-02-05,994.1201782226562,996.3499755859375,1118.5,966.0,1118.5,137850,2024-02-05
2024-02-12,999.3085327148438,1001.5499877929688,1024.0,945.0,1008.7999877929688,48776,2024-02-12
2024-02-19,1070.6983642578125,1073.0999755859375,1124.9000244140625,1001.0,1001.0,107300,2024-02-19
2024-02-26,1053.0380859375,1055.4000244140625,1087.4000244140625,996.0499877929688,1086.550048828125,45781,2024-02-26
2024-03-04,1046.7520751953125,1049.0999755859375,1155.0,1031.0,1057.050048828125,169613,2024-03-04
2024-03-11,979.5528564453125,981.75,1055.0,899.8499755859375,1055.0,104669,2024-03-11
2024-03-18,956.7041015625,958.8499755859375,1012.0,950.0,979.2999877929688,129574,2024-03-18
2024-03-25,990.6779174804688,992.9000244140625,1000.1500244140625,928.4000244140625,958.8499755859375,99221,2024-03-25
2024-04-01,1022.7559814453125,1025.050048828125,1032.449951171875,975.0,994.9500122070312,67868,2024-04-01
2024-04-08,1125.1263427734375,1127.6500244140625,1180.300048828125,1009.0499877929688,1038.0,145894,2024-04-08
2024-04-15,1100.8807373046875,1103.3499755859375,1124.4000244140625,1050.0,1123.6500244140625,45196,2024-04-15
2024-04-22,1149.17236328125,1151.75,1161.0,1095.0,1103.9000244140625,58364,2024-04-22
2024-04-29,1160.646728515625,1163.25,1210.0,1138.5999755859375,1152.5,49693,2024-04-29
2024-05-06,1004.0479125976562,1006.2999877929688,1197.949951171875,992.0,1164.25,194706,2024-05-06
2024-05-13,1025.998779296875,1028.300048828125,1054.0,986.0,1006.2999877929688,29105,2024-05-13
2024-05-20,1030.7381591796875,1033.050048828125,1048.4000244140625,1018.0,1041.1500244140625,14520,2024-05-20
2024-05-27,1167.23193359375,1169.8499755859375,1180.0,1001.0,1044.699951171875,72870,2024-05-27
2024-06-03,1080.9254150390625,1083.3499755859375,1186.699951171875,1001.0,1181.0999755859375,65822,2024-06-03
2024-06-10,1143.984130859375,1146.550048828125,1170.0,1083.3499755859375,1108.0,55454,2024-06-10
2024-06-17,1409.738037109375,1412.9000244140625,1445.0,1141.199951171875,1146.8499755859375,324021,2024-06-17
2024-06-24,1414.87646484375,1418.050048828125,1575.0,1319.3499755859375,1418.0,524802,2024-06-24
2024-07-01,1387.0389404296875,1390.1500244140625,1484.0,1370.0,1421.6500244140625,120959,2024-07-01
2024-07-08,1319.390625,1322.3499755859375,1452.9000244140625,1311.199951171875,1400.0,77732,2024-07-08
2024-07-15,1325.5767822265625,1328.550048828125,1494.949951171875,1314.0,1339.25,106995,2024-07-15
2024-07-22,1372.9205322265625,1376.0,1410.0,1299.5,1310.0,46961,2024-07-22
2024-07-29,1291.550048828125,1291.550048828125,1393.1500244140625,1268.5999755859375,1393.1500244140625,92637,2024-07-29
2024-08-05,1250.5999755859375,1250.5999755859375,1282.800048828125,1202.199951171875,1240.0,70570,2024-08-05
2024-08-12,1216.75,1216.75,1265.0,1180.0,1265.0,26826,2024-08-12
2024-08-19,1304.6500244140625,1304.6500244140625,1398.8499755859375,1201.0999755859375,1232.0,125803,2024-08-19
2024-08-26,1317.0,1317.0,1340.0,1275.0,1300.0,30301,2024-08-26
2024-09-02,1273.25,1273.25,1337.050048828125,1254.0,1317.0,27480,2024-09-02
2024-09-09,1211.050048828125,1211.050048828125,1276.0,1195.800048828125,1268.949951171875,41408,2024-09-09
2024-09-16,1246.449951171875,1246.449951171875,1280.0,1190.0999755859375,1211.050048828125,28322,2024-09-16
2024-09-23,1260.199951171875,1260.199951171875,1280.0,1188.050048828125,1246.449951171875,48299,2024-09-23
2024-09-30,1212.449951171875,1212.449951171875,1301.5999755859375,1198.199951171875,1297.0,39721,2024-09-30
2024-10-07,1117.199951171875,1117.199951171875,1216.300048828125,1106.449951171875,1216.300048828125,58306,2024-10-07
2024-10-14,1175.9000244140625,1175.9000244140625,1200.0999755859375,1107.0,1123.949951171875,49835,2024-10-14
2024-10-21,1064.0999755859375,1064.0999755859375,1223.0,1056.6500244140625,1178.8499755859375,44183,2024-10-21
2024-10-28,1126.4000244140625,1126.4000244140625,1144.0,1030.4000244140625,1048.1500244140625,36795,2024-10-28
2024-11-04,1066.199951171875,1066.199951171875,1139.3499755859375,1060.0,1135.0,25418,2024-11-04
2024-11-11,1018.2999877929688,1018.2999877929688,1080.0,986.6500244140625,1070.25,16355,2024-11-11
2024-11-18,994.9000244140625,994.9000244140625,1029.9000244140625,965.0,1029.9000244140625,22843,2024-11-18
2024-11-25,1049.25,1049.25,1050.0,982.6500244140625,1005.7000122070312,33235,2024-11-25
2024-12-02,1017.0999755859375,1017.0999755859375,1064.75,1004.4000244140625,1048.0,22501,2024-12-02
2024-12-09,1074.4000244140625,1074.4000244140625,1085.949951171875,1003.2000122070312,1003.2000122070312,37722,2024-12-09
2024-12-16,1071.300048828125,1071.300048828125,1172.0,1032.0,1077.3499755859375,83025,2024-12-16
2024-12-23,995.0999755859375,995.0999755859375,1080.949951171875,983.8499755859375,1076.9000244140625,45569,2024-12-23
2024-12-30,1037.449951171875,1037.449951171875,1084.0,984.9500122070312,993.6500244140625,29185,2024-12-30
2025-01-06,997.5999755859375,997.5999755859375,1040.5,977.0,1028.0,18355,2025-01-06
2025-01-13,997.9000244140625,997.9000244140625,1018.5499877929688,953.0999755859375,996.4000244140625,19175,2025-01-13
2025-01-20,969.8499755859375,969.8499755859375,1011.2999877929688,934.9500122070312,995.8499755859375,19857,2025-01-20
2025-01-27,819.9500122070312,819.9500122070312,970.8499755859375,812.0,961.0,69640,2025-01-27
2025-02-03,842.9000244140625,842.9000244140625,855.0,799.5999755859375,833.5,34341,2025-02-03
2025-02-10,783.75,783.75,847.8499755859375,772.2000122070312,847.8499755859375,36332,2025-02-10
2025-02-17,685.8499755859375,685.8499755859375,776.6500244140625,675.0,776.6500244140625,85400,2025-02-17
2025-02-24,745.4500122070312,745.4500122070312,770.0,662.0,670.0499877929688,89353,2025-02-24
2025-03-03,869.25,869.25,910.9500122070312,698.0,730.4000244140625,231492,2025-03-03
2025-03-10,780.0,780.0,883.4500122070312,772.3499755859375,862.0999755859375,80886,2025-03-10
2025-03-17,826.6500244140625,826.6500244140625,862.9500122070312,778.5999755859375,780.25,232724,2025-03-17
2025-03-24,926.9500122070312,926.9500122070312,1006.7999877929688,789.25,826.6500244140625,987726,2025-03-24
2025-03-31,949.9500122070312,949.9500122070312,1050.0,900.0,940.9000244140625,284619,2025-03-31
2025-04-07,1003.8499755859375,1003.8499755859375,1024.0,870.0499877929688,870.0999755859375,62246,2025-04-07
2025-04-14,1043.300048828125,1043.300048828125,1072.0,1003.0,1003.0,36101,2025-04-14
2025-04-21,1001.9500122070312,1001.9500122070312,1075.1500244140625,988.0,1048.800048828125,43750,2025-04-21
2025-04-28,1092.9000244140625,1092.9000244140625,1219.9000244140625,989.0999755859375,1000.0,696726,2025-04-28
2025-05-05,1026.0999755859375,1026.0999755859375,1101.5999755859375,998.0,1076.0,75535,2025-05-05
2025-05-12,1092.800048828125,1092.800048828125,1224.699951171875,1050.0,1050.0,191289,2025-05-12
2025-05-19,1103.4000244140625,1103.4000244140625,1179.300048828125,1085.0,1098.5999755859375,70306,2025-05-19
2025-05-26,1186.0,1186.0,1190.9000244140625,1063.4000244140625,1103.4000244140625,62263,2025-05-26
2025-06-02,1096.699951171875,1096.699951171875,1210.9000244140625,1092.0,1175.199951171875,41012,2025-06-02
2025-06-09,1089.800048828125,1089.800048828125,1125.5999755859375,1040.0999755859375,1095.0,46307,2025-06-09
2025-06-16,1197.0,1197.0,1219.0,1056.0999755859375,1089.800048828125,222778,2025-06-16
2025-06-23,1245.4000244140625,1245.4000244140625,1275.0,1132.0,1197.0,123351,2025-06-23
2025-06-30,1210.0,1210.0,1280.0999755859375,1201.0999755859375,1250.9000244140625,57396,2025-06-30
2025-07-07,1195.300048828125,1195.300048828125,1216.4000244140625,1146.0999755859375,1216.4000244140625,36446,2025-07-07
2025-07-14,1302.199951171875,1302.199951171875,1320.0,1189.5,1201.5999755859375,71150,2025-07-14
