Date,Adj Close_GENESYS.NS,Close_GENESYS.NS,High_GENESYS.NS,Low_GENESYS.NS,Open_GENESYS.NS,Volume_GENESYS.NS,Date
2021-07-12,174.60000610351562,174.60000610351562,188.6999969482422,149.25,152.0,400722,2021-07-12
2021-07-19,162.25,162.25,171.9499969482422,152.10000610351562,167.0,149599,2021-07-19
2021-07-26,155.0,155.0,164.64999389648438,144.14999389648438,160.0500030517578,137306,2021-07-26
2021-08-02,146.35000610351562,146.35000610351562,166.0,143.35000610351562,154.1999969482422,178846,2021-08-02
2021-08-09,139.0500030517578,139.0500030517578,155.8000030517578,137.85000610351562,151.6999969482422,163136,2021-08-09
2021-08-16,131.35000610351562,131.35000610351562,144.8000030517578,131.14999389648438,139.0,169379,2021-08-16
2021-08-23,132.85000610351562,132.85000610351562,134.9499969482422,124.80000305175781,134.9499969482422,173760,2021-08-23
2021-08-30,145.35000610351562,145.35000610351562,149.0,131.25,139.4499969482422,143070,2021-08-30
2021-09-06,146.1999969482422,146.1999969482422,149.89999389648438,138.0500030517578,149.89999389648438,67047,2021-09-06
2021-09-13,140.1999969482422,140.1999969482422,150.0,139.25,149.5,89564,2021-09-13
2021-09-20,170.89999389648438,170.89999389648438,170.89999389648438,136.14999389648438,144.5500030517578,189930,2021-09-20
2021-09-27,217.9499969482422,217.9499969482422,217.9499969482422,165.5500030517578,179.39999389648438,523817,2021-09-27
2021-10-04,278.0,278.0,278.0,217.9499969482422,228.8000030517578,1011507,2021-10-04
2021-10-11,293.95001220703125,293.95001220703125,313.8999938964844,276.6000061035156,291.8999938964844,2262709,2021-10-11
2021-10-18,253.8000030517578,253.8000030517578,298.8500061035156,246.10000610351562,294.0,517495,2021-10-18
2021-10-25,236.14999389648438,236.14999389648438,259.8500061035156,222.5,258.0,343852,2021-10-25
2021-11-01,272.3999938964844,272.3999938964844,272.3999938964844,237.1999969482422,243.8000030517578,242710,2021-11-01
2021-11-08,270.25,270.25,295.0,266.0,284.6000061035156,643389,2021-11-08
2021-11-15,276.70001220703125,276.70001220703125,291.79998779296875,254.0,270.0,447401,2021-11-15
2021-11-22,319.45001220703125,319.45001220703125,319.45001220703125,251.1999969482422,280.29998779296875,606653,2021-11-22
2021-11-29,315.04998779296875,315.04998779296875,349.8999938964844,300.79998779296875,335.3999938964844,985199,2021-11-29
2021-12-06,358.70001220703125,358.70001220703125,380.0,325.0,325.0,695243,2021-12-06
2021-12-13,337.1499938964844,337.1499938964844,386.79998779296875,328.6000061035156,356.70001220703125,576576,2021-12-13
2021-12-20,297.95001220703125,297.95001220703125,336.29998779296875,292.0,322.1000061035156,362054,2021-12-20
2021-12-27,290.5,290.5,309.20001220703125,283.3999938964844,299.8500061035156,306313,2021-12-27
2022-01-03,313.3500061035156,313.3500061035156,313.3500061035156,275.3999938964844,294.0,199311,2022-01-03
2022-01-10,386.25,386.25,386.25,328.0,329.0,761100,2022-01-10
2022-01-17,433.75,433.75,469.3999938964844,405.54998779296875,405.54998779296875,924530,2022-01-17
2022-01-24,355.8999938964844,355.8999938964844,446.8999938964844,355.8999938964844,446.8999938964844,515242,2022-01-24
2022-01-31,393.0,393.0,395.1499938964844,350.0,356.8500061035156,567984,2022-01-31
2022-02-07,349.5,349.5,408.70001220703125,346.0,405.0,283049,2022-02-07
2022-02-14,419.3500061035156,419.3500061035156,421.45001220703125,332.04998779296875,341.0,593812,2022-02-14
2022-02-21,496.3500061035156,496.3500061035156,496.3500061035156,405.0,426.0,878927,2022-02-21
2022-02-28,539.5499877929688,539.5499877929688,569.0,477.25,514.0,587575,2022-02-28
2022-03-07,525.0,525.0,594.7999877929688,495.0,525.0499877929688,448853,2022-03-07
2022-03-14,569.4000244140625,569.4000244140625,569.75,499.0,530.0,127388,2022-03-14
2022-03-21,576.8499755859375,576.8499755859375,630.0,545.0,545.0,172320,2022-03-21
2022-03-28,599.7000122070312,599.7000122070312,602.0,566.0,566.0,101556,2022-03-28
2022-04-04,603.5,603.5,659.9000244140625,575.0,605.0,159111,2022-04-04
2022-04-11,600.0999755859375,600.0999755859375,618.0,576.5,603.5,32310,2022-04-11
2022-04-18,567.75,567.75,608.6500244140625,560.7999877929688,608.6500244140625,94733,2022-04-18
2022-04-25,530.0999755859375,530.0999755859375,567.2999877929688,511.6000061035156,567.2999877929688,96194,2022-04-25
2022-05-02,498.75,498.75,539.0,480.0,515.0,44017,2022-05-02
2022-05-09,468.75,468.75,513.7000122070312,452.0,498.0,56999,2022-05-09
2022-05-16,458.3999938964844,458.3999938964844,512.0,445.5,468.75,40163,2022-05-16
2022-05-23,416.70001220703125,416.70001220703125,455.0,397.1000061035156,455.0,25740,2022-05-23
2022-05-30,469.6499938964844,469.6499938964844,501.5,428.0,428.0,49377,2022-05-30
2022-06-06,524.9000244140625,524.9000244140625,524.9000244140625,430.1499938964844,456.1000061035156,117238,2022-06-06
2022-06-13,537.1500244140625,537.1500244140625,609.2000122070312,498.70001220703125,550.0,212662,2022-06-13
2022-06-20,519.75,519.75,543.9000244140625,486.8999938964844,537.0,45519,2022-06-20
2022-06-27,558.3499755859375,558.3499755859375,559.2000122070312,494.1000061035156,494.1000061035156,47357,2022-06-27
2022-07-04,566.5499877929688,566.5499877929688,580.0499877929688,529.5,580.0499877929688,59307,2022-07-04
2022-07-11,577.6500244140625,577.6500244140625,595.0,550.6500244140625,592.8499755859375,46172,2022-07-11
2022-07-18,586.9000244140625,586.9000244140625,625.0,577.2000122070312,585.0,167086,2022-07-18
2022-07-25,641.5499877929688,641.5499877929688,664.7000122070312,570.0999755859375,580.0,181469,2022-07-25
2022-08-01,591.3499755859375,591.3499755859375,657.0,583.0,635.0,61544,2022-08-01
2022-08-08,594.6500244140625,594.6500244140625,640.0,590.0,599.0,69796,2022-08-08
2022-08-15,521.0499877929688,521.0499877929688,623.9500122070312,512.5499877929688,594.6500244140625,59445,2022-08-15
2022-08-22,581.5,581.5,615.0,510.1000061035156,522.0,63922,2022-08-22
2022-08-29,609.0999755859375,609.0999755859375,630.0,579.9500122070312,580.0,129995,2022-08-29
2022-09-05,593.9500122070312,593.9500122070312,619.8499755859375,577.0999755859375,609.6500244140625,101624,2022-09-05
2022-09-12,581.2999877929688,581.2999877929688,612.9000244140625,566.6500244140625,612.9000244140625,44949,2022-09-12
2022-09-19,541.5999755859375,541.5999755859375,590.0,537.0,570.0,23554,2022-09-19
2022-09-26,525.0499877929688,525.0499877929688,549.0,507.0,526.0499877929688,43608,2022-09-26
2022-10-03,527.5999755859375,527.5999755859375,562.8499755859375,507.95001220703125,536.9000244140625,63899,2022-10-03
2022-10-10,552.7999877929688,552.7999877929688,581.0499877929688,520.1500244140625,520.4000244140625,249214,2022-10-10
2022-10-17,536.8499755859375,536.8499755859375,566.9000244140625,526.0499877929688,564.4500122070312,106471,2022-10-17
2022-10-24,534.9000244140625,534.9000244140625,560.0,526.7000122070312,549.9500122070312,82881,2022-10-24
2022-10-31,518.0999755859375,518.0999755859375,547.0,508.25,518.0,36208,2022-10-31
2022-11-07,516.2999877929688,516.2999877929688,537.0,505.0,537.0,40804,2022-11-07
2022-11-14,533.1500244140625,533.1500244140625,564.9000244140625,493.5,534.9000244140625,208240,2022-11-14
2022-11-21,494.29998779296875,494.29998779296875,533.0,470.95001220703125,533.0,89382,2022-11-21
2022-11-28,501.3999938964844,501.3999938964844,501.3999938964844,447.25,480.0,120161,2022-11-28
2022-12-05,467.3999938964844,467.3999938964844,514.0,452.0,514.0,106907,2022-12-05
2022-12-12,470.3500061035156,470.3500061035156,500.0,464.20001220703125,467.3999938964844,57535,2022-12-12
2022-12-19,414.3500061035156,414.3500061035156,477.95001220703125,410.0,470.0,62887,2022-12-19
2022-12-26,454.70001220703125,454.70001220703125,463.70001220703125,403.54998779296875,414.3500061035156,56767,2022-12-26
2023-01-02,429.29998779296875,429.29998779296875,472.0,424.95001220703125,461.1499938964844,62949,2023-01-02
2023-01-09,425.45001220703125,425.45001220703125,440.0,421.04998779296875,440.0,25492,2023-01-09
2023-01-16,469.20001220703125,469.20001220703125,480.45001220703125,424.04998779296875,426.0,38992,2023-01-16
2023-01-23,420.45001220703125,420.45001220703125,474.1000061035156,411.0,474.1000061035156,27884,2023-01-23
2023-01-30,376.6499938964844,376.6499938964844,471.75,371.1000061035156,427.3500061035156,77005,2023-01-30
2023-02-06,425.29998779296875,425.29998779296875,435.0,373.8500061035156,374.54998779296875,97961,2023-02-06
2023-02-13,408.25,408.25,472.79998779296875,402.1000061035156,431.3999938964844,128567,2023-02-13
2023-02-20,389.70001220703125,389.70001220703125,424.29998779296875,383.04998779296875,410.29998779296875,61213,2023-02-20
2023-02-27,416.29998779296875,416.29998779296875,426.29998779296875,374.0,389.70001220703125,92538,2023-02-27
2023-03-06,404.8500061035156,404.8500061035156,443.1499938964844,390.0,417.75,133819,2023-03-06
2023-03-13,381.95001220703125,381.95001220703125,420.0,376.70001220703125,414.0,292645,2023-03-13
2023-03-20,357.6000061035156,357.6000061035156,388.25,351.25,379.04998779296875,118470,2023-03-20
2023-03-27,328.8500061035156,328.8500061035156,370.0,308.29998779296875,357.54998779296875,391194,2023-03-27
2023-04-03,341.8500061035156,341.8500061035156,348.04998779296875,321.1000061035156,337.70001220703125,49519,2023-04-03
2023-04-10,316.0,316.0,347.0,311.8500061035156,347.0,67707,2023-04-10
2023-04-17,298.6499938964844,298.6499938964844,321.8999938964844,296.45001220703125,320.75,79631,2023-04-17
2023-04-24,293.70001220703125,293.70001220703125,312.8999938964844,283.45001220703125,312.8999938964844,101914,2023-04-24
2023-05-01,339.20001220703125,339.20001220703125,368.8500061035156,293.6000061035156,293.70001220703125,335244,2023-05-01
2023-05-08,319.8999938964844,319.8999938964844,344.0,316.0,342.45001220703125,115878,2023-05-08
2023-05-15,349.0,349.0,369.0,310.5,322.5,389465,2023-05-15
2023-05-22,353.95001220703125,353.95001220703125,395.0,339.45001220703125,350.0,406256,2023-05-22
2023-05-29,326.6000061035156,326.6000061035156,362.95001220703125,323.95001220703125,359.25,148558,2023-05-29
2023-06-05,327.95001220703125,327.95001220703125,354.6499938964844,322.04998779296875,334.0,1272122,2023-06-05
2023-06-12,322.5,322.5,333.0,315.5,332.0,219646,2023-06-12
2023-06-19,320.29998779296875,320.29998779296875,329.54998779296875,313.0,322.5,169275,2023-06-19
2023-06-26,313.3999938964844,313.3999938964844,325.45001220703125,311.0,315.75,125940,2023-06-26
2023-07-03,287.8999938964844,287.8999938964844,319.45001220703125,285.0,317.3500061035156,226222,2023-07-03
2023-07-10,319.29998779296875,319.29998779296875,335.0,286.0,288.54998779296875,707492,2023-07-10
2023-07-17,308.5,308.5,330.95001220703125,305.5,323.45001220703125,224137,2023-07-17
2023-07-24,300.20001220703125,300.20001220703125,309.8500061035156,294.3500061035156,308.5,161292,2023-07-24
2023-07-31,301.3999938964844,301.3999938964844,317.45001220703125,286.70001220703125,301.0,214061,2023-07-31
2023-08-07,306.0,306.0,329.0,295.0,306.6499938964844,259815,2023-08-07
2023-08-14,289.6499938964844,289.6499938964844,309.8999938964844,266.0,306.0,545972,2023-08-14
2023-08-21,318.54998779296875,318.54998779296875,334.25,283.25,283.25,777934,2023-08-21
2023-08-28,346.8500061035156,346.8500061035156,367.79998779296875,310.0,317.95001220703125,1368474,2023-08-28
2023-09-04,391.45001220703125,391.45001220703125,400.0,346.1499938964844,346.8500061035156,862619,2023-09-04
2023-09-11,356.25,356.25,394.20001220703125,335.5,391.45001220703125,636177,2023-09-11
2023-09-18,360.3500061035156,360.3500061035156,382.0,346.95001220703125,359.45001220703125,457209,2023-09-18
2023-09-25,352.79998779296875,352.79998779296875,374.0,342.6000061035156,363.75,178057,2023-09-25
2023-10-02,356.5,356.5,369.70001220703125,339.6000061035156,352.79998779296875,156987,2023-10-02
2023-10-09,358.6000061035156,358.6000061035156,368.0,341.20001220703125,353.8999938964844,245877,2023-10-09
2023-10-16,347.3500061035156,347.3500061035156,369.6499938964844,337.1499938964844,364.0,228333,2023-10-16
2023-10-23,324.25,324.25,352.0,304.5,347.5,195320,2023-10-23
2023-10-30,318.0,318.0,329.5,307.95001220703125,325.0,204919,2023-10-30
2023-11-06,312.5,312.5,324.3999938964844,298.54998779296875,320.79998779296875,279411,2023-11-06
2023-11-13,312.5,312.5,322.0,304.6000061035156,319.3999938964844,150999,2023-11-13
2023-11-20,355.8999938964844,355.8999938964844,384.3999938964844,304.3999938964844,312.0,5017840,2023-11-20
2023-11-27,412.8999938964844,412.8999938964844,434.95001220703125,353.0,355.8999938964844,4468370,2023-11-27
2023-12-04,433.29998779296875,433.29998779296875,438.79998779296875,387.0,418.0,2620485,2023-12-04
2023-12-11,420.3500061035156,420.3500061035156,456.3500061035156,416.54998779296875,440.0,1677613,2023-12-11
2023-12-18,417.1000061035156,417.1000061035156,453.3999938964844,403.1000061035156,421.0,1084697,2023-12-18
2023-12-25,410.0,410.0,432.0,408.5,417.1000061035156,399849,2023-12-25
2024-01-01,460.8500061035156,460.8500061035156,484.8999938964844,407.20001220703125,410.79998779296875,1519984,2024-01-01
2024-01-08,499.25,499.25,514.8499755859375,446.6000061035156,463.0,1605605,2024-01-08
2024-01-15,511.1499938964844,511.1499938964844,522.9000244140625,483.6499938964844,504.20001220703125,977321,2024-01-15
2024-01-22,493.25,493.25,511.1499938964844,431.04998779296875,511.1499938964844,577966,2024-01-22
2024-01-29,530.9500122070312,530.9500122070312,540.0,492.3999938964844,496.95001220703125,1096410,2024-01-29
2024-02-05,496.6000061035156,496.6000061035156,541.1500244140625,480.1000061035156,531.0,554195,2024-02-05
2024-02-12,502.1000061035156,502.1000061035156,539.5499877929688,443.1000061035156,504.75,1278054,2024-02-12
2024-02-19,528.7000122070312,528.7000122070312,531.0,483.79998779296875,513.5999755859375,1601440,2024-02-19
2024-02-26,594.4500122070312,594.4500122070312,600.0,506.04998779296875,535.0,4959425,2024-02-26
2024-03-04,603.8499755859375,603.8499755859375,666.0999755859375,595.5499877929688,624.7000122070312,2088211,2024-03-04
2024-03-11,588.0499877929688,588.0499877929688,608.9500122070312,513.9000244140625,608.5999755859375,1864806,2024-03-11
2024-03-18,564.6500244140625,564.6500244140625,596.5,550.0499877929688,596.5,792270,2024-03-18
2024-03-25,591.4500122070312,591.4500122070312,599.0,530.0499877929688,564.6500244140625,1733036,2024-03-25
2024-04-01,716.1500244140625,716.1500244140625,724.7000122070312,599.5499877929688,605.0,3902722,2024-04-01
2024-04-08,663.5999755859375,663.5999755859375,738.9000244140625,661.0,738.9000244140625,830051,2024-04-08
2024-04-15,606.7000122070312,606.7000122070312,665.75,591.75,641.0,920862,2024-04-15
2024-04-22,616.5,616.5,661.7999877929688,609.0,609.0,947314,2024-04-22
2024-04-29,567.75,567.75,619.9500122070312,564.5,616.0,814449,2024-04-29
2024-05-06,545.7000122070312,545.7000122070312,571.0,522.75,569.0,618310,2024-05-06
2024-05-13,584.9500122070312,584.9500122070312,586.0,527.9500122070312,550.0,469597,2024-05-13
2024-05-20,532.8499755859375,532.8499755859375,584.5,522.8499755859375,559.5999755859375,289841,2024-05-20
2024-05-27,517.2000122070312,517.2000122070312,544.2000122070312,503.25,532.75,958711,2024-05-27
2024-06-03,499.3500061035156,499.3500061035156,547.0,420.54998779296875,547.0,1075896,2024-06-03
2024-06-10,514.0499877929688,514.0499877929688,531.75,486.54998779296875,501.0,798152,2024-06-10
2024-06-17,611.75,611.75,618.0,514.0499877929688,514.0499877929688,1641523,2024-06-17
2024-06-24,592.5999755859375,592.5999755859375,634.0,550.0999755859375,634.0,1855946,2024-06-24
2024-07-01,625.4000244140625,625.4000244140625,632.0,583.0499877929688,596.4000244140625,1574713,2024-07-01
2024-07-08,676.1500244140625,676.1500244140625,708.7000122070312,607.0,630.9500122070312,1975592,2024-07-08
2024-07-15,616.25,616.25,697.4000244140625,613.25,679.0,1079708,2024-07-15
2024-07-22,731.0499877929688,731.0499877929688,768.7000122070312,606.7000122070312,614.7000122070312,3938248,2024-07-22
2024-07-29,721.2000122070312,721.2000122070312,744.7000122070312,685.0,733.0,1329168,2024-07-29
2024-08-05,683.8499755859375,683.8499755859375,704.9000244140625,637.0999755859375,694.0,1251603,2024-08-05
2024-08-12,711.75,711.75,720.9500122070312,654.0499877929688,676.2000122070312,1230444,2024-08-12
2024-08-19,718.4500122070312,718.4500122070312,777.0,695.5,711.75,3181158,2024-08-19
2024-08-26,809.4500122070312,809.4500122070312,834.0,704.2999877929688,719.75,6262541,2024-08-26
2024-09-02,807.0499877929688,807.0499877929688,855.8499755859375,790.0499877929688,809.4500122070312,2227738,2024-09-02
2024-09-09,786.75,786.75,825.0,771.4000244140625,801.0,820355,2024-09-09
2024-09-16,777.3499755859375,777.3499755859375,840.0,739.9000244140625,793.7000122070312,1245713,2024-09-16
2024-09-23,776.7000122070312,776.7000122070312,803.0,758.2999877929688,784.0,1521936,2024-09-23
2024-09-30,761.4000244140625,761.4000244140625,796.7999877929688,752.0499877929688,776.0,1292980,2024-09-30
2024-10-07,784.0,784.0,835.0,712.25,765.7000122070312,1229847,2024-10-07
2024-10-14,728.5999755859375,728.5999755859375,798.8499755859375,724.7999877929688,790.0,730234,2024-10-14
2024-10-21,670.7999877929688,670.7999877929688,785.5,666.3499755859375,729.0,1652574,2024-10-21
2024-10-28,789.2000122070312,789.2000122070312,830.0,675.75,685.9000244140625,6408726,2024-10-28
2024-11-04,792.8499755859375,792.8499755859375,865.0,755.2000122070312,789.1500244140625,3373131,2024-11-04
2024-11-11,737.7999877929688,737.7999877929688,792.8499755859375,702.0499877929688,792.8499755859375,1197423,2024-11-11
2024-11-18,756.7000122070312,756.7000122070312,774.6500244140625,716.9500122070312,739.9500122070312,1122681,2024-11-18
2024-11-25,906.9000244140625,906.9000244140625,924.0,769.0499877929688,771.0999755859375,4761345,2024-11-25
2024-12-02,960.5499877929688,960.5499877929688,998.9500122070312,900.3499755859375,910.0,2152468,2024-12-02
2024-12-09,932.7999877929688,932.7999877929688,995.0,929.2999877929688,961.0,1132221,2024-12-09
2024-12-16,913.4000244140625,913.4000244140625,990.0,901.5999755859375,934.0,2089262,2024-12-16
2024-12-23,918.7999877929688,918.7999877929688,947.0,902.5499877929688,924.75,731590,2024-12-23
2024-12-30,945.6500244140625,945.6500244140625,988.7000122070312,903.0499877929688,918.0,1163935,2024-12-30
2025-01-06,1003.7000122070312,1003.7000122070312,1048.0,894.5,952.0,2582210,2025-01-06
2025-01-13,997.4000244140625,997.4000244140625,1026.800048828125,927.0499877929688,995.0,1251443,2025-01-13
2025-01-20,896.9000244140625,896.9000244140625,1055.0,886.6500244140625,1000.9000244140625,1527580,2025-01-20
2025-01-27,921.5,921.5,934.7999877929688,767.9000244140625,880.0,2635070,2025-01-27
2025-02-03,861.7999877929688,861.7999877929688,903.0999755859375,837.0999755859375,903.0999755859375,1469259,2025-02-03
2025-02-10,773.75,773.75,863.8499755859375,751.9500122070312,862.0,1913130,2025-02-10
2025-02-17,727.5499877929688,727.5499877929688,812.9500122070312,657.5999755859375,794.9500122070312,2951406,2025-02-17
2025-02-24,663.3499755859375,663.3499755859375,779.7000122070312,642.4000244140625,720.0,1380382,2025-02-24
2025-03-03,742.9500122070312,742.9500122070312,766.75,600.0,678.0,2146379,2025-03-03
2025-03-10,703.5,703.5,751.0,675.0499877929688,748.7999877929688,1161712,2025-03-10
2025-03-17,769.7999877929688,769.7999877929688,772.3499755859375,675.0,705.2000122070312,1089949,2025-03-17
2025-03-24,720.2999877929688,720.2999877929688,798.9000244140625,711.5499877929688,775.0,1437754,2025-03-24
2025-03-31,628.4000244140625,628.4000244140625,720.2999877929688,609.2000122070312,720.2999877929688,1114827,2025-03-31
2025-04-07,631.0499877929688,631.0499877929688,636.7999877929688,524.0,530.2999877929688,2133844,2025-04-07
2025-04-14,700.9000244140625,700.9000244140625,704.0,631.0499877929688,631.0499877929688,823103,2025-04-14
2025-04-21,669.9000244140625,669.9000244140625,724.0999755859375,650.0499877929688,709.7000122070312,920741,2025-04-21
2025-04-28,646.5999755859375,646.5999755859375,688.2000122070312,639.25,663.5499877929688,541747,2025-04-28
2025-05-05,648.25,648.25,674.7999877929688,612.5999755859375,650.25,583884,2025-05-05
2025-05-12,701.5,701.5,739.75,665.0,665.0,2150606,2025-05-12
2025-05-19,723.9000244140625,723.9000244140625,752.4500122070312,694.5999755859375,705.0,1663613,2025-05-19
2025-05-26,742.9500122070312,742.9500122070312,757.5,715.0999755859375,723.9500122070312,983314,2025-05-26
2025-06-02,688.5499877929688,688.5499877929688,750.75,683.2999877929688,740.2999877929688,1084465,2025-06-02
2025-06-09,675.9500122070312,675.9500122070312,721.4500122070312,661.2999877929688,688.5499877929688,1263444,2025-06-09
2025-06-16,643.3499755859375,643.3499755859375,702.0499877929688,639.9500122070312,671.0,1051230,2025-06-16
2025-06-23,641.0499877929688,641.0499877929688,663.1500244140625,624.8499755859375,640.0,1341489,2025-06-23
2025-06-30,638.25,638.25,658.25,627.0,643.5,914316,2025-06-30
2025-07-07,666.2000122070312,666.2000122070312,674.1500244140625,617.0,636.0,1173755,2025-07-07
2025-07-14,650.9500122070312,650.9500122070312,670.7999877929688,647.9500122070312,665.0,320481,2025-07-14
