Date,Adj Close_SREEL.NS,Close_SREEL.NS,High_SREEL.NS,Low_SREEL.NS,Open_SREEL.NS,Volume_SREEL.NS,Date
2021-04-26,138.4499969482422,138.4499969482422,143.0500030517578,135.25,136.60000610351562,47226,2021-04-26
2021-05-03,140.85000610351562,140.85000610351562,145.39999389648438,136.35000610351562,136.35000610351562,49059,2021-05-03
2021-05-10,140.3000030517578,140.3000030517578,145.3000030517578,140.0,140.8000030517578,46322,2021-05-10
2021-05-17,153.0500030517578,153.0500030517578,161.6999969482422,140.5500030517578,140.60000610351562,91127,2021-05-17
2021-05-24,166.89999389648438,166.89999389648438,180.6999969482422,148.64999389648438,150.0,175980,2021-05-24
2021-05-31,171.0,171.0,177.64999389648438,159.5,174.8000030517578,90777,2021-05-31
2021-06-07,215.35000610351562,215.35000610351562,238.0,169.0500030517578,171.0,655662,2021-06-07
2021-06-14,205.0,205.0,217.8000030517578,192.8000030517578,215.35000610351562,273258,2021-06-14
2021-06-21,209.0500030517578,209.0500030517578,215.0,195.0500030517578,202.89999389648438,172236,2021-06-21
2021-06-28,193.35000610351562,193.35000610351562,214.5,190.8000030517578,214.5,118635,2021-06-28
2021-07-05,190.89999389648438,190.89999389648438,206.0,187.60000610351562,198.39999389648438,108690,2021-07-05
2021-07-12,189.35000610351562,189.35000610351562,197.0,185.5500030517578,191.25,93400,2021-07-12
2021-07-19,189.0500030517578,189.0500030517578,192.35000610351562,185.0,188.0,50815,2021-07-19
2021-07-26,165.9499969482422,165.9499969482422,226.85000610351562,164.5,190.85000610351562,1422372,2021-07-26
2021-08-02,169.35000610351562,169.35000610351562,186.6999969482422,166.25,168.14999389648438,398200,2021-08-02
2021-08-09,163.1999969482422,163.1999969482422,173.89999389648438,149.60000610351562,170.3000030517578,171177,2021-08-09
2021-08-16,155.64999389648438,155.64999389648438,172.0,153.4499969482422,172.0,57180,2021-08-16
2021-08-23,154.8000030517578,154.8000030517578,164.8000030517578,149.0,164.8000030517578,46902,2021-08-23
2021-08-30,175.0,175.0,179.9499969482422,155.0,155.0,208129,2021-08-30
2021-09-06,184.8000030517578,184.8000030517578,189.0,175.0500030517578,175.0500030517578,234314,2021-09-06
2021-09-13,185.0500030517578,185.0500030517578,186.75,177.64999389648438,178.25,220779,2021-09-13
2021-09-20,180.5,180.5,194.60000610351562,171.35000610351562,185.0,207881,2021-09-20
2021-09-27,185.10000610351562,185.10000610351562,188.0,176.14999389648438,184.0,84151,2021-09-27
2021-10-04,186.75,186.75,203.0,183.0,185.10000610351562,172862,2021-10-04
2021-10-11,178.25,178.25,191.0,177.3000030517578,188.0,77817,2021-10-11
2021-10-18,173.75,173.75,185.85000610351562,172.14999389648438,177.75,59621,2021-10-18
2021-10-25,170.9499969482422,170.9499969482422,177.35000610351562,167.0,173.75,30820,2021-10-25
2021-11-01,182.0500030517578,182.0500030517578,184.8000030517578,169.5,174.60000610351562,28388,2021-11-01
2021-11-08,182.10000610351562,182.10000610351562,194.85000610351562,180.14999389648438,182.3000030517578,108477,2021-11-08
2021-11-15,173.9499969482422,173.9499969482422,190.8000030517578,173.0,190.8000030517578,35508,2021-11-15
2021-11-22,165.1999969482422,165.1999969482422,179.85000610351562,162.0500030517578,179.85000610351562,56224,2021-11-22
2021-11-29,164.39999389648438,164.39999389648438,174.89999389648438,156.39999389648438,163.14999389648438,53712,2021-11-29
2021-12-06,186.3000030517578,186.3000030517578,194.0,161.25,162.0,103340,2021-12-06
2021-12-13,176.85000610351562,176.85000610351562,189.9499969482422,173.1999969482422,187.8000030517578,55433,2021-12-13
2021-12-20,170.0,170.0,179.0,165.0,178.0,25906,2021-12-20
2021-12-27,180.1999969482422,180.1999969482422,185.0,171.0500030517578,174.4499969482422,24913,2021-12-27
2022-01-03,180.6999969482422,180.6999969482422,186.89999389648438,175.0500030517578,186.89999389648438,37949,2022-01-03
2022-01-10,184.75,184.75,191.5,175.3000030517578,182.0500030517578,81032,2022-01-10
2022-01-17,177.75,177.75,196.0,177.0,187.35000610351562,132495,2022-01-17
2022-01-24,176.35000610351562,176.35000610351562,185.6999969482422,165.64999389648438,180.89999389648438,39845,2022-01-24
2022-01-31,181.0500030517578,181.0500030517578,185.0,173.0,179.39999389648438,39386,2022-01-31
2022-02-07,175.9499969482422,175.9499969482422,182.89999389648438,174.4499969482422,182.60000610351562,76892,2022-02-07
2022-02-14,167.25,167.25,180.0,165.10000610351562,172.5500030517578,72115,2022-02-14
2022-02-21,171.0,171.0,174.0,159.0,171.39999389648438,116616,2022-02-21
2022-02-28,175.0,175.0,179.85000610351562,162.85000610351562,173.60000610351562,55257,2022-02-28
2022-03-07,170.6999969482422,170.6999969482422,178.6999969482422,163.5500030517578,178.6999969482422,192545,2022-03-07
2022-03-14,181.0,181.0,188.0,170.64999389648438,173.6999969482422,105343,2022-03-14
2022-03-21,179.85000610351562,179.85000610351562,186.75,174.0500030517578,186.75,238364,2022-03-21
2022-03-28,194.14999389648438,194.14999389648438,204.1999969482422,180.0,183.0,239559,2022-03-28
2022-04-04,183.4499969482422,183.4499969482422,199.4499969482422,182.10000610351562,198.3000030517578,150039,2022-04-04
2022-04-11,182.35000610351562,182.35000610351562,192.0,181.9499969482422,185.6999969482422,122447,2022-04-11
2022-04-18,188.8000030517578,188.8000030517578,191.9499969482422,180.0,182.35000610351562,218818,2022-04-18
2022-04-25,198.60000610351562,198.60000610351562,213.3000030517578,181.5500030517578,188.0,466633,2022-04-25
2022-05-02,175.75,175.75,196.85000610351562,173.5500030517578,191.60000610351562,98066,2022-05-02
2022-05-09,168.35000610351562,168.35000610351562,182.85000610351562,167.0,176.0500030517578,241124,2022-05-09
2022-05-16,168.0500030517578,168.0500030517578,179.9499969482422,166.3000030517578,174.85000610351562,36813,2022-05-16
2022-05-23,165.10000610351562,165.10000610351562,172.89999389648438,158.25,169.0,31115,2022-05-23
2022-05-30,171.6999969482422,171.6999969482422,178.6999969482422,166.0,169.0500030517578,56020,2022-05-30
2022-06-06,168.5500030517578,168.5500030517578,174.1999969482422,166.39999389648438,171.75,65455,2022-06-06
2022-06-13,160.3000030517578,160.3000030517578,170.6999969482422,156.0500030517578,167.5500030517578,38974,2022-06-13
2022-06-20,159.9499969482422,159.9499969482422,164.89999389648438,148.39999389648438,160.4499969482422,77155,2022-06-20
2022-06-27,157.35000610351562,157.35000610351562,166.0,155.64999389648438,157.0,70335,2022-06-27
2022-07-04,162.39999389648438,162.39999389648438,165.25,158.89999389648438,161.0,52762,2022-07-04
2022-07-11,165.10000610351562,165.10000610351562,174.0,158.60000610351562,163.89999389648438,84903,2022-07-11
2022-07-18,172.75,172.75,174.8000030517578,164.0,167.89999389648438,49190,2022-07-18
2022-07-25,167.5,167.5,173.0500030517578,165.10000610351562,172.8000030517578,36944,2022-07-25
2022-08-01,169.25,169.25,174.3000030517578,164.0,170.1999969482422,54442,2022-08-01
2022-08-08,191.39999389648438,191.39999389648438,193.5,167.10000610351562,172.5500030517578,107852,2022-08-08
2022-08-15,183.10000610351562,183.10000610351562,195.0,180.0,191.39999389648438,91872,2022-08-15
2022-08-22,183.35000610351562,183.35000610351562,186.75,177.0,186.75,58251,2022-08-22
2022-08-29,186.75,186.75,189.5,175.0500030517578,180.0,92501,2022-08-29
2022-09-05,218.64999389648438,218.64999389648438,234.75,195.0,195.25,916129,2022-09-05
2022-09-12,206.75,206.75,230.0,203.1999969482422,216.0500030517578,224231,2022-09-12
2022-09-19,208.3000030517578,208.3000030517578,225.9499969482422,191.85000610351562,210.0,570317,2022-09-19
2022-09-26,234.8000030517578,234.8000030517578,265.3999938964844,196.1999969482422,210.0,1442918,2022-09-26
2022-10-03,225.85000610351562,225.85000610351562,247.89999389648438,224.0,236.9499969482422,286204,2022-10-03
2022-10-10,234.35000610351562,234.35000610351562,248.5,221.0,224.75,534975,2022-10-10
2022-10-17,211.5500030517578,211.5500030517578,236.3000030517578,209.5500030517578,235.0,187899,2022-10-17
2022-10-24,211.1999969482422,211.1999969482422,238.5,208.0500030517578,216.8000030517578,305605,2022-10-24
2022-10-31,227.75,227.75,228.5,211.25,211.75,320289,2022-10-31
2022-11-07,224.85000610351562,224.85000610351562,235.0,220.5,229.75,139521,2022-11-07
2022-11-14,214.0,214.0,245.0,212.89999389648438,228.75,209925,2022-11-14
2022-11-21,217.39999389648438,217.39999389648438,227.9499969482422,210.0,214.0,133929,2022-11-21
2022-11-28,218.4499969482422,218.4499969482422,225.10000610351562,216.1999969482422,222.89999389648438,61388,2022-11-28
2022-12-05,217.75,217.75,222.75,216.0500030517578,218.85000610351562,55470,2022-12-05
2022-12-12,220.8000030517578,220.8000030517578,239.5,217.0,229.9499969482422,293603,2022-12-12
2022-12-19,189.89999389648438,189.89999389648438,224.14999389648438,187.0,220.0,138611,2022-12-19
2022-12-26,211.14999389648438,211.14999389648438,214.75,189.89999389648438,189.89999389648438,121318,2022-12-26
2023-01-02,206.6999969482422,206.6999969482422,219.6999969482422,204.9499969482422,213.0,95199,2023-01-02
2023-01-09,207.14999389648438,207.14999389648438,212.9499969482422,204.4499969482422,212.9499969482422,36322,2023-01-09
2023-01-16,208.75,208.75,216.9499969482422,206.4499969482422,207.14999389648438,56985,2023-01-16
2023-01-23,199.9499969482422,199.9499969482422,210.6999969482422,199.10000610351562,210.6999969482422,41608,2023-01-23
2023-01-30,193.1999969482422,193.1999969482422,203.25,190.25,201.60000610351562,58735,2023-01-30
2023-02-06,193.9499969482422,193.9499969482422,195.0500030517578,190.8000030517578,194.89999389648438,53072,2023-02-06
2023-02-13,179.85000610351562,179.85000610351562,196.85000610351562,177.60000610351562,195.39999389648438,120053,2023-02-13
2023-02-20,175.0500030517578,175.0500030517578,187.6999969482422,170.0,181.89999389648438,148588,2023-02-20
2023-02-27,177.0500030517578,177.0500030517578,179.9499969482422,170.35000610351562,178.0,89868,2023-02-27
2023-03-06,169.6999969482422,169.6999969482422,181.6999969482422,167.64999389648438,180.39999389648438,81238,2023-03-06
2023-03-13,167.39999389648438,167.39999389648438,174.64999389648438,166.0,170.8000030517578,79650,2023-03-13
2023-03-20,168.4499969482422,168.4499969482422,171.1999969482422,166.10000610351562,170.0,85978,2023-03-20
2023-03-27,168.10000610351562,168.10000610351562,172.6999969482422,160.60000610351562,168.35000610351562,91410,2023-03-27
2023-04-03,176.1999969482422,176.1999969482422,178.5,168.1999969482422,169.0,23715,2023-04-03
2023-04-10,177.3000030517578,177.3000030517578,181.39999389648438,173.14999389648438,180.0,18346,2023-04-10
2023-04-17,197.5500030517578,197.5500030517578,210.0,175.25,176.75,293720,2023-04-17
2023-04-24,188.0500030517578,188.0500030517578,200.6999969482422,185.25,200.6999969482422,142774,2023-04-24
2023-05-01,183.4499969482422,183.4499969482422,192.0,182.60000610351562,188.0500030517578,122175,2023-05-01
2023-05-08,185.39999389648438,185.39999389648438,190.5500030517578,182.4499969482422,186.6999969482422,65437,2023-05-08
2023-05-15,186.85000610351562,186.85000610351562,191.85000610351562,185.5,187.89999389648438,70187,2023-05-15
2023-05-22,199.0500030517578,199.0500030517578,199.9499969482422,187.5,192.9499969482422,140438,2023-05-22
2023-05-29,200.5,200.5,209.39999389648438,193.9499969482422,201.0,139433,2023-05-29
2023-06-05,193.9499969482422,193.9499969482422,204.0500030517578,191.75,201.1999969482422,71299,2023-06-05
2023-06-12,196.39999389648438,196.39999389648438,202.39999389648438,193.5500030517578,196.0,100612,2023-06-12
2023-06-19,193.5500030517578,193.5500030517578,200.0,192.39999389648438,198.8000030517578,49985,2023-06-19
2023-06-26,194.8000030517578,194.8000030517578,197.0,190.10000610351562,190.85000610351562,47047,2023-06-26
2023-07-03,193.8000030517578,193.8000030517578,196.0500030517578,190.0500030517578,195.0,72157,2023-07-03
2023-07-10,206.75,206.75,214.25,194.35000610351562,195.25,201056,2023-07-10
2023-07-17,208.3000030517578,208.3000030517578,214.75,202.5,206.75,121432,2023-07-17
2023-07-24,213.4499969482422,213.4499969482422,220.0,206.10000610351562,209.8000030517578,165007,2023-07-24
2023-07-31,213.39999389648438,213.39999389648438,217.25,206.1999969482422,213.4499969482422,135709,2023-07-31
2023-08-07,213.10000610351562,213.10000610351562,221.6999969482422,212.35000610351562,213.39999389648438,82300,2023-08-07
2023-08-14,218.25,218.25,225.0,206.5500030517578,213.10000610351562,166899,2023-08-14
2023-08-21,217.5500030517578,217.5500030517578,225.9499969482422,216.14999389648438,224.6999969482422,187570,2023-08-21
2023-08-28,215.9499969482422,215.9499969482422,219.60000610351562,214.10000610351562,217.5500030517578,67187,2023-08-28
2023-09-04,241.6999969482422,241.6999969482422,243.5,214.10000610351562,218.0,288782,2023-09-04
2023-09-11,240.6999969482422,240.6999969482422,254.5,223.39999389648438,241.6999969482422,250640,2023-09-11
2023-09-18,234.75,234.75,244.3000030517578,230.0,244.3000030517578,51739,2023-09-18
2023-09-25,240.5,240.5,252.75,230.3000030517578,235.0,114728,2023-09-25
2023-10-02,244.5500030517578,244.5500030517578,256.75,238.4499969482422,240.5,186874,2023-10-02
2023-10-09,241.0,241.0,249.6999969482422,233.10000610351562,240.0,99711,2023-10-09
2023-10-16,275.25,275.25,291.0,241.3000030517578,243.39999389648438,944575,2023-10-16
2023-10-23,254.75,254.75,283.0,241.89999389648438,283.0,169633,2023-10-23
2023-10-30,252.3000030517578,252.3000030517578,263.3500061035156,246.85000610351562,257.1499938964844,105344,2023-10-30
2023-11-06,274.6499938964844,274.6499938964844,298.79998779296875,249.1999969482422,252.3000030517578,463994,2023-11-06
2023-11-13,305.79998779296875,305.79998779296875,319.79998779296875,263.3500061035156,268.3500061035156,1651607,2023-11-13
2023-11-20,316.0,316.0,348.0,295.1000061035156,305.79998779296875,491702,2023-11-20
2023-11-27,312.0,312.0,321.70001220703125,302.79998779296875,316.0,151365,2023-11-27
2023-12-04,307.6000061035156,307.6000061035156,320.0,304.04998779296875,313.6000061035156,166778,2023-12-04
2023-12-11,351.75,351.75,373.5,305.0,309.20001220703125,843340,2023-12-11
2023-12-18,375.0,375.0,394.3500061035156,327.5,351.95001220703125,1033800,2023-12-18
2023-12-25,397.1499938964844,397.1499938964844,432.5,369.0,375.0,1138962,2023-12-25
2024-01-01,368.75,368.75,433.70001220703125,360.1499938964844,398.95001220703125,647245,2024-01-01
2024-01-08,367.3500061035156,367.3500061035156,391.3500061035156,364.20001220703125,369.6499938964844,261607,2024-01-08
2024-01-15,371.70001220703125,371.70001220703125,379.70001220703125,335.5,369.70001220703125,287162,2024-01-15
2024-01-22,365.20001220703125,365.20001220703125,378.54998779296875,349.0,371.70001220703125,94128,2024-01-22
2024-01-29,373.75,373.75,391.0,361.25,365.29998779296875,247859,2024-01-29
2024-02-05,361.20001220703125,361.20001220703125,400.0,351.1000061035156,375.6499938964844,323166,2024-02-05
2024-02-12,323.20001220703125,323.20001220703125,364.25,313.54998779296875,363.79998779296875,176391,2024-02-12
2024-02-19,321.20001220703125,321.20001220703125,344.95001220703125,316.04998779296875,327.1000061035156,122221,2024-02-19
2024-02-26,310.25,310.25,328.0,303.04998779296875,322.6499938964844,89263,2024-02-26
2024-03-04,312.3999938964844,312.3999938964844,322.8500061035156,303.0,320.0,57261,2024-03-04
2024-03-11,288.25,288.25,310.54998779296875,271.54998779296875,307.3500061035156,111028,2024-03-11
2024-03-18,289.04998779296875,289.04998779296875,300.1000061035156,284.3500061035156,290.0,74162,2024-03-18
2024-03-25,276.3999938964844,276.3999938964844,292.8999938964844,270.54998779296875,289.04998779296875,57681,2024-03-25
2024-04-01,313.6000061035156,313.6000061035156,318.29998779296875,276.5,276.5,89096,2024-04-01
2024-04-08,306.1000061035156,306.1000061035156,324.0,303.25,311.25,87183,2024-04-08
2024-04-15,303.20001220703125,303.20001220703125,315.95001220703125,290.25,294.0,51310,2024-04-15
2024-04-22,309.75,309.75,316.3500061035156,303.1000061035156,306.0,55366,2024-04-22
2024-04-29,302.1499938964844,302.1499938964844,315.79998779296875,299.0,313.0,37680,2024-04-29
2024-05-06,291.3999938964844,291.3999938964844,307.8500061035156,278.0,307.8500061035156,59063,2024-05-06
2024-05-13,296.6000061035156,296.6000061035156,300.1499938964844,282.0,290.25,37730,2024-05-13
2024-05-20,291.5,291.5,298.79998779296875,282.1499938964844,292.29998779296875,58486,2024-05-20
2024-05-27,273.04998779296875,273.04998779296875,308.1000061035156,271.04998779296875,295.3999938964844,123859,2024-05-27
2024-06-03,275.54998779296875,275.54998779296875,280.79998779296875,250.0,279.04998779296875,115117,2024-06-03
2024-06-10,292.6000061035156,292.6000061035156,296.79998779296875,271.04998779296875,277.70001220703125,123988,2024-06-10
2024-06-17,292.25,292.25,305.20001220703125,287.79998779296875,292.6000061035156,107058,2024-06-17
2024-06-24,285.0,285.0,295.8999938964844,283.20001220703125,294.8500061035156,56876,2024-06-24
2024-07-01,300.3500061035156,300.3500061035156,303.79998779296875,283.0,289.79998779296875,91040,2024-07-01
2024-07-08,293.79998779296875,293.79998779296875,306.6000061035156,291.29998779296875,305.70001220703125,79825,2024-07-08
2024-07-15,287.79998779296875,287.79998779296875,304.8999938964844,285.0,291.29998779296875,55684,2024-07-15
2024-07-22,313.79998779296875,313.79998779296875,320.0,273.70001220703125,290.79998779296875,230196,2024-07-22
2024-07-29,319.1499938964844,319.1499938964844,337.04998779296875,304.8500061035156,315.5,352294,2024-07-29
2024-08-05,305.3999938964844,305.3999938964844,313.79998779296875,295.6499938964844,310.0,193682,2024-08-05
2024-08-12,297.20001220703125,297.20001220703125,314.8500061035156,288.0,305.3999938964844,138985,2024-08-12
2024-08-19,302.8999938964844,302.8999938964844,308.1499938964844,292.79998779296875,298.79998779296875,120407,2024-08-19
2024-08-26,300.75,300.75,307.0,294.79998779296875,306.95001220703125,57610,2024-08-26
2024-09-02,294.6000061035156,294.6000061035156,305.1499938964844,293.0,303.0,108215,2024-09-02
2024-09-09,289.20001220703125,289.20001220703125,300.79998779296875,286.3500061035156,294.6000061035156,68299,2024-09-09
2024-09-16,288.29998779296875,288.29998779296875,296.45001220703125,282.8999938964844,289.3500061035156,70395,2024-09-16
2024-09-23,283.6499938964844,283.6499938964844,296.3500061035156,282.6000061035156,289.1000061035156,58553,2024-09-23
2024-09-30,277.8999938964844,277.8999938964844,290.0,275.29998779296875,289.8999938964844,47053,2024-09-30
2024-10-07,276.75,276.75,281.8999938964844,264.0,281.8999938964844,35848,2024-10-07
2024-10-14,269.20001220703125,269.20001220703125,280.45001220703125,265.0,278.0,42250,2024-10-14
2024-10-21,252.35000610351562,252.35000610351562,272.45001220703125,246.5500030517578,270.6000061035156,65568,2024-10-21
2024-10-28,263.1000061035156,263.1000061035156,274.3500061035156,246.14999389648438,259.3999938964844,43927,2024-10-28
2024-11-04,249.75,249.75,267.8999938964844,247.8000030517578,267.8999938964844,39907,2024-11-04
2024-11-11,239.9499969482422,239.9499969482422,250.9499969482422,231.35000610351562,250.9499969482422,81074,2024-11-11
2024-11-18,239.0,239.0,246.6999969482422,233.89999389648438,245.8000030517578,42843,2024-11-18
2024-11-25,241.4499969482422,241.4499969482422,246.8000030517578,237.85000610351562,245.1999969482422,76026,2024-11-25
2024-12-02,256.3999938964844,256.3999938964844,257.0,239.61000061035156,241.4499969482422,214757,2024-12-02
2024-12-09,260.510009765625,260.510009765625,276.5799865722656,251.55999755859375,258.8999938964844,117121,2024-12-09
2024-12-16,261.7699890136719,261.7699890136719,275.19000244140625,256.8599853515625,264.3999938964844,127855,2024-12-16
2024-12-23,260.07000732421875,260.07000732421875,265.0,249.1199951171875,265.0,58879,2024-12-23
2024-12-30,272.1499938964844,272.1499938964844,278.70001220703125,251.50999450683594,264.79998779296875,64013,2024-12-30
2025-01-06,256.70001220703125,256.70001220703125,272.1499938964844,252.8000030517578,272.1499938964844,30309,2025-01-06
2025-01-13,247.1999969482422,247.1999969482422,256.3999938964844,236.9499969482422,252.0500030517578,59582,2025-01-13
2025-01-20,243.5500030517578,243.5500030517578,249.6999969482422,238.9499969482422,248.64999389648438,32444,2025-01-20
2025-01-27,259.25,259.25,279.70001220703125,230.0,243.5500030517578,383656,2025-01-27
2025-02-03,246.8000030517578,246.8000030517578,269.25,239.9499969482422,259.0,141694,2025-02-03
2025-02-10,234.60000610351562,234.60000610351562,249.75,222.0,247.0,74053,2025-02-10
2025-02-17,233.0,233.0,240.0,227.0,235.0,29493,2025-02-17
2025-02-24,221.6999969482422,221.6999969482422,235.1999969482422,220.0,230.0,37421,2025-02-24
2025-03-03,232.94000244140625,232.94000244140625,238.19000244140625,215.4199981689453,226.0500030517578,43015,2025-03-03
2025-03-10,219.0800018310547,219.0800018310547,236.99000549316406,216.5500030517578,235.6999969482422,31804,2025-03-10
2025-03-17,239.25,239.25,242.8000030517578,218.82000732421875,222.6300048828125,31840,2025-03-17
2025-03-24,219.6300048828125,219.6300048828125,243.9499969482422,217.0,243.9499969482422,69561,2025-03-24
2025-03-31,232.5,232.5,239.0,219.6300048828125,219.6300048828125,29220,2025-03-31
2025-04-07,233.3300018310547,233.3300018310547,235.77000427246094,218.4499969482422,228.83999633789062,19433,2025-04-07
2025-04-14,232.63999938964844,232.63999938964844,238.8000030517578,230.0,232.22000122070312,14969,2025-04-14
2025-04-21,236.75,236.75,245.0,233.72000122070312,235.0,34151,2025-04-21
2025-04-28,238.66000366210938,238.66000366210938,258.5,235.50999450683594,239.8000030517578,72827,2025-04-28
2025-05-05,225.99000549316406,225.99000549316406,241.67999267578125,220.88999938964844,238.0,22134,2025-05-05
2025-05-12,246.05999755859375,246.05999755859375,249.47999572753906,231.88999938964844,234.8000030517578,36132,2025-05-12
2025-05-19,250.9600067138672,250.9600067138672,262.0,241.17999267578125,246.05999755859375,82731,2025-05-19
2025-05-26,248.32000732421875,248.32000732421875,257.70001220703125,244.99000549316406,253.58999633789062,30626,2025-05-26
2025-06-02,247.0500030517578,247.0500030517578,253.00999450683594,241.1999969482422,250.0,23782,2025-06-02
2025-06-09,245.8000030517578,245.8000030517578,253.0,242.99000549316406,247.0500030517578,29798,2025-06-09
2025-06-16,240.88999938964844,240.88999938964844,249.77999877929688,238.02000427246094,245.8000030517578,21874,2025-06-16
2025-06-23,255.02999877929688,255.02999877929688,257.0,235.1300048828125,237.10000610351562,27168,2025-06-23
2025-06-30,251.89999389648438,251.89999389648438,254.60000610351562,247.1999969482422,253.0,24282,2025-06-30
2025-07-07,250.8000030517578,250.8000030517578,255.5500030517578,245.9499969482422,251.89999389648438,16987,2025-07-07
2025-07-14,248.85000610351562,248.85000610351562,256.0,246.5500030517578,246.5500030517578,12393,2025-07-14
