Date,Adj Close_ESCORTS.NS,Close_ESCORTS.NS,High_ESCORTS.NS,Low_ESCORTS.NS,Open_ESCORTS.NS,Volume_ESCORTS.NS,Date
2020-07-13,1074.6273193359375,1104.5999755859375,1136.949951171875,1075.449951171875,1091.199951171875,4596970,2020-07-13
2020-07-20,1097.6353759765625,1128.25,1210.0,1103.75,1105.3499755859375,11958910,2020-07-20
2020-07-27,1103.2294921875,1134.0,1184.0,1092.300048828125,1128.25,13894866,2020-07-27
2020-08-03,1093.160400390625,1123.6500244140625,1174.949951171875,1084.0,1122.0,9288036,2020-08-03
2020-08-10,1070.7843017578125,1100.6500244140625,1172.25,1077.4000244140625,1132.6500244140625,9112029,2020-08-10
2020-08-17,1099.6571044921875,1127.800048828125,1198.0,1103.0,1118.0,12689845,2020-08-17
2020-08-24,1112.625244140625,1141.0999755859375,1172.050048828125,1108.800048828125,1134.800048828125,8329080,2020-08-24
2020-08-31,1152.894775390625,1182.4000244140625,1235.8499755859375,1078.050048828125,1152.9000244140625,18426832,2020-08-31
2020-09-07,1168.6904296875,1198.5999755859375,1230.0,1111.25,1193.9000244140625,22833131,2020-09-07
2020-09-14,1207.692138671875,1238.5999755859375,1280.699951171875,1197.5,1207.0,12420169,2020-09-14
2020-09-21,1173.3707275390625,1203.4000244140625,1259.0,1151.5,1248.0,10012896,2020-09-21
2020-09-28,1251.471923828125,1283.5,1342.75,1212.3499755859375,1215.800048828125,13759494,2020-09-28
2020-10-05,1191.165283203125,1221.6500244140625,1296.3499755859375,1217.5,1290.0,8965598,2020-10-05
2020-10-12,1138.4639892578125,1167.5999755859375,1276.949951171875,1156.199951171875,1224.9000244140625,8534411,2020-10-12
2020-10-19,1158.6474609375,1188.300048828125,1247.5,1157.0999755859375,1178.75,8304947,2020-10-19
2020-10-26,1170.9818115234375,1200.949951171875,1262.0,1145.949951171875,1197.0,8872623,2020-10-26
2020-11-02,1253.3731689453125,1285.449951171875,1291.0,1185.050048828125,1207.0,12182585,2020-11-02
2020-11-09,1361.505859375,1396.3499755859375,1422.300048828125,1286.75,1296.199951171875,10900758,2020-11-09
2020-11-16,1379.3492431640625,1414.6500244140625,1446.800048828125,1375.0,1395.949951171875,5764951,2020-11-16
2020-11-23,1368.8187255859375,1403.8499755859375,1430.0,1353.0,1425.0,5952016,2020-11-23
2020-11-30,1396.65625,1432.4000244140625,1452.6500244140625,1363.0999755859375,1403.8499755859375,8743151,2020-11-30
2020-12-07,1327.0867919921875,1361.050048828125,1425.0,1350.0,1425.0,6477268,2020-12-07
2020-12-14,1303.3931884765625,1336.75,1372.0,1294.449951171875,1372.0,8975877,2020-12-14
2020-12-21,1228.3145751953125,1259.75,1336.0,1181.5999755859375,1333.9000244140625,8097082,2020-12-21
2020-12-28,1255.6646728515625,1287.800048828125,1309.8499755859375,1229.1500244140625,1269.800048828125,12142792,2020-12-28
2021-01-04,1315.33740234375,1349.0,1355.0,1277.5,1304.8499755859375,11163936,2021-01-04
2021-01-11,1288.9136962890625,1321.9000244140625,1389.699951171875,1307.0,1352.0,6813273,2021-01-11
2021-01-18,1261.4173583984375,1293.699951171875,1328.4000244140625,1265.0,1327.8499755859375,6768155,2021-01-18
2021-01-25,1175.61328125,1205.699951171875,1304.949951171875,1201.0999755859375,1300.0,7007698,2021-01-25
2021-02-01,1365.30859375,1400.25,1444.9000244140625,1185.0,1240.0,16567761,2021-02-01
2021-02-08,1388.368408203125,1423.9000244140625,1468.449951171875,1404.050048828125,1414.6500244140625,7184380,2021-02-08
2021-02-15,1302.613037109375,1335.949951171875,1433.0,1326.699951171875,1427.0,4423390,2021-02-15
2021-02-22,1278.1881103515625,1310.9000244140625,1340.0,1247.6500244140625,1335.949951171875,5491677,2021-02-22
2021-03-01,1285.89111328125,1318.800048828125,1363.0,1278.0,1342.0,6120222,2021-03-01
2021-03-08,1346.1976318359375,1380.6500244140625,1389.4000244140625,1323.0,1325.0999755859375,3659314,2021-03-08
2021-03-15,1309.6334228515625,1343.1500244140625,1385.0,1298.75,1385.0,3995011,2021-03-15
2021-03-22,1238.4549560546875,1270.1500244140625,1381.050048828125,1260.5,1343.1500244140625,3914372,2021-03-22
2021-03-29,1242.2576904296875,1274.050048828125,1316.9000244140625,1262.449951171875,1270.1500244140625,2829579,2021-03-29
2021-04-05,1236.1636962890625,1267.800048828125,1289.0,1218.5999755859375,1272.0,5258772,2021-04-05
2021-04-12,1215.78515625,1246.9000244140625,1256.9000244140625,1177.25,1249.0,4444926,2021-04-12
2021-04-19,1109.9925537109375,1138.4000244140625,1239.3499755859375,1131.0,1225.0,4700124,2021-04-19
2021-04-26,1090.686767578125,1118.5999755859375,1172.0,1111.0,1141.699951171875,9623088,2021-04-26
2021-05-03,1133.5887451171875,1162.5999755859375,1172.0,1100.0,1106.5,7570268,2021-05-03
2021-05-10,1134.5152587890625,1163.550048828125,1192.800048828125,1137.699951171875,1170.0,5708357,2021-05-10
2021-05-17,1129.7374267578125,1158.6500244140625,1189.0,1113.050048828125,1171.5,9582657,2021-05-17
2021-05-24,1133.3450927734375,1162.3499755859375,1192.0,1125.0,1165.0,9111689,2021-05-24
2021-05-31,1188.532470703125,1218.949951171875,1234.25,1150.0,1162.0,12395343,2021-05-31
2021-06-07,1188.48388671875,1218.9000244140625,1233.5,1186.0,1230.0,8379198,2021-06-07
2021-06-14,1140.75537109375,1169.949951171875,1227.949951171875,1131.0999755859375,1227.949951171875,6361795,2021-06-14
2021-06-21,1152.943359375,1182.449951171875,1188.9000244140625,1151.25,1155.0999755859375,3714967,2021-06-21
2021-06-28,1172.9317626953125,1202.949951171875,1241.8499755859375,1177.800048828125,1187.0,7989422,2021-06-28
2021-07-05,1170.25048828125,1200.199951171875,1218.25,1188.0,1210.0,3240262,2021-07-05
2021-07-12,1163.91259765625,1193.699951171875,1212.5999755859375,1189.050048828125,1210.0,2723259,2021-07-12
2021-07-19,1136.4473876953125,1160.6500244140625,1203.699951171875,1155.0,1189.0,2640243,2021-07-19
2021-07-26,1159.653076171875,1184.3499755859375,1188.0,1128.0,1166.800048828125,3551925,2021-07-26
2021-08-02,1174.87890625,1199.9000244140625,1255.0,1157.699951171875,1184.0,11769381,2021-08-02
2021-08-09,1245.866943359375,1272.4000244140625,1288.0,1187.75,1199.9000244140625,12750152,2021-08-09
2021-08-16,1169.1995849609375,1194.0999755859375,1282.949951171875,1186.0,1278.5,2752212,2021-08-16
2021-08-23,1319.40087890625,1347.5,1379.199951171875,1183.199951171875,1208.0,17629786,2021-08-23
2021-08-30,1294.138916015625,1321.699951171875,1378.6500244140625,1288.0,1355.699951171875,5830778,2021-08-30
2021-09-06,1347.257568359375,1375.949951171875,1413.949951171875,1319.75,1330.0,6296769,2021-09-06
2021-09-13,1422.2603759765625,1452.550048828125,1478.0,1365.0,1379.699951171875,7806295,2021-09-13
2021-09-20,1434.8912353515625,1465.449951171875,1571.9000244140625,1430.0,1438.0,12010742,2021-09-20
2021-09-27,1441.2557373046875,1471.949951171875,1519.699951171875,1427.0,1475.0,6369536,2021-09-27
2021-10-04,1469.21044921875,1500.5,1534.0,1445.0,1478.0,4149876,2021-10-04
2021-10-11,1489.23388671875,1520.949951171875,1558.0,1486.5999755859375,1505.0,4014065,2021-10-11
2021-10-18,1432.7861328125,1463.300048828125,1566.300048828125,1422.0,1530.0,6458111,2021-10-18
2021-10-25,1536.673828125,1569.4000244140625,1588.0,1434.0,1475.0,8431296,2021-10-25
