Date,Adj Close_SCHAND.NS,Close_SCHAND.NS,High_SCHAND.NS,Low_SCHAND.NS,Open_SCHAND.NS,Volume_SCHAND.NS,Date
2020-07-13,49.30637741088867,51.45000076293945,54.0,50.79999923706055,54.0,117961,2020-07-13
2020-07-20,45.08969497680664,47.04999923706055,53.0,45.5,51.45000076293945,165039,2020-07-20
2020-07-27,48.82720947265625,50.95000076293945,51.20000076293945,45.0,46.04999923706055,114436,2020-07-27
2020-08-03,62.148075103759766,64.8499984741211,64.8499984741211,51.0,51.0,306935,2020-08-03
2020-08-10,65.1189193725586,67.94999694824219,71.25,63.04999923706055,68.05000305175781,499519,2020-08-10
2020-08-17,80.2606201171875,83.75,84.80000305175781,64.6500015258789,68.80000305175781,500550,2020-08-17
2020-08-24,79.87728881835938,83.3499984741211,86.9000015258789,76.0,83.5999984741211,371613,2020-08-24
2020-08-31,75.80435943603516,79.0999984741211,87.0,71.55000305175781,85.0,286816,2020-08-31
2020-09-07,73.31269073486328,76.5,81.0,73.80000305175781,77.94999694824219,160212,2020-09-07
2020-09-14,69.62309265136719,72.6500015258789,80.25,70.30000305175781,78.80000305175781,156827,2020-09-14
2020-09-21,66.46058654785156,69.3499984741211,74.44999694824219,67.25,72.6500015258789,160481,2020-09-21
2020-09-28,65.2626724243164,68.0999984741211,71.5,65.25,68.0,111508,2020-09-28
2020-10-05,65.50225067138672,68.3499984741211,71.44999694824219,65.0999984741211,70.0,247678,2020-10-05
2020-10-12,62.8668212890625,65.5999984741211,68.44999694824219,63.0,67.5,36446,2020-10-12
2020-10-19,59.08140182495117,61.650001525878906,66.0999984741211,61.25,66.05000305175781,75168,2020-10-19
2020-10-26,59.60848617553711,62.20000076293945,65.0,57.599998474121094,58.650001525878906,74027,2020-10-26
2020-11-02,60.51890563964844,63.150001525878906,64.69999694824219,59.0,64.5,37630,2020-11-02
2020-11-09,62.24390411376953,64.94999694824219,66.0,61.0,63.54999923706055,149180,2020-11-09
2020-11-16,66.93975830078125,69.8499984741211,70.6500015258789,63.0,63.900001525878906,111927,2020-11-16
2020-11-23,65.93350219726562,68.80000305175781,71.05000305175781,66.19999694824219,68.55000305175781,187581,2020-11-23
2020-11-30,66.0772476196289,68.94999694824219,72.19999694824219,67.5,68.80000305175781,127641,2020-11-30
2020-12-07,67.13142395019531,70.05000305175781,80.3499984741211,68.0,70.5,2280804,2020-12-07
2020-12-14,67.85018157958984,70.80000305175781,82.0,67.5999984741211,70.25,8590292,2020-12-14
2020-12-21,65.21475219726562,68.05000305175781,72.5,61.0,71.5,1375031,2020-12-21
2020-12-28,66.89183807373047,69.80000305175781,71.75,65.0,69.80000305175781,924486,2020-12-28
2021-01-04,66.74809265136719,69.6500015258789,73.19999694824219,68.55000305175781,72.4000015258789,1039137,2021-01-04
2021-01-11,63.10640335083008,65.8499984741211,70.5,65.25,70.05000305175781,698848,2021-01-11
2021-01-18,60.662654876708984,63.29999923706055,67.8499984741211,62.099998474121094,65.80000305175781,434921,2021-01-18
2021-01-25,60.950157165527344,63.599998474121094,64.5,61.25,63.29999923706055,322256,2021-01-25
2021-02-01,63.92099380493164,66.69999694824219,68.4000015258789,62.5,64.44999694824219,507352,2021-02-01
2021-02-08,66.36476135253906,69.25,69.94999694824219,63.70000076293945,66.69999694824219,668649,2021-02-08
2021-02-15,73.31269073486328,76.5,78.25,67.5999984741211,70.0,2385066,2021-02-15
2021-02-22,89.5085678100586,93.4000015258789,97.80000305175781,71.0999984741211,76.9000015258789,6966018,2021-02-22
2021-03-01,88.35855865478516,92.19999694824219,102.0,91.69999694824219,94.5,2549815,2021-03-01
2021-03-08,109.1544418334961,113.9000015258789,116.6500015258789,94.4000015258789,94.4000015258789,4009364,2021-03-08
2021-03-15,116.62945556640625,121.69999694824219,134.0,100.5,114.80000305175781,3111463,2021-03-15
2021-03-22,107.66902160644531,112.3499984741211,128.3000030517578,106.9000015258789,123.0,717966,2021-03-22
2021-03-29,103.06901550292969,107.55000305175781,114.5999984741211,104.0,112.3499984741211,94509,2021-03-29
2021-04-05,99.23567199707031,103.55000305175781,109.75,100.05000305175781,107.55000305175781,227211,2021-04-05
2021-04-12,92.86273956298828,96.9000015258789,102.9000015258789,90.25,100.0999984741211,161725,2021-04-12
2021-04-19,89.60440063476562,93.5,100.9000015258789,92.0999984741211,92.0999984741211,318711,2021-04-19
2021-04-26,94.34815216064453,98.44999694824219,107.8499984741211,92.5,95.0,506289,2021-04-26
2021-05-03,92.67105865478516,96.69999694824219,101.0,90.05000305175781,100.44999694824219,531962,2021-05-03
2021-05-10,88.55022430419922,92.4000015258789,98.44999694824219,91.05000305175781,95.19999694824219,357880,2021-05-10
2021-05-17,92.95857238769531,97.0,104.4000015258789,91.8499984741211,93.0,729710,2021-05-17
2021-05-24,94.63565063476562,98.75,109.75,95.0999984741211,98.0,786173,2021-05-24
2021-05-31,92.57524108886719,96.5999984741211,101.94999694824219,92.5,99.9000015258789,428642,2021-05-31
2021-06-07,109.01069641113281,113.75,122.6500015258789,97.05000305175781,99.0999984741211,2311371,2021-06-07
