Date,Adj Close_SKFINDIA.NS,Close_SKFINDIA.NS,High_SKFINDIA.NS,Low_SKFINDIA.NS,Open_SKFINDIA.NS,Volume_SKFINDIA.NS,Date
2020-07-13,1506.8990478515625,1569.8499755859375,1668.0,1559.949951171875,1667.9000244140625,244252,2020-07-13
2020-07-20,1511.1226806640625,1574.25,1597.8499755859375,1526.0,1580.0,236842,2020-07-20
2020-07-27,1411.05322265625,1470.0,1575.300048828125,1450.0,1574.25,345826,2020-07-27
2020-08-03,1400.59033203125,1459.0999755859375,1510.0,1426.550048828125,1487.300048828125,152025,2020-08-03
2020-08-10,1444.505615234375,1504.8499755859375,1530.0,1465.0,1470.0,102998,2020-08-10
2020-08-17,1550.7186279296875,1615.5,1640.0,1507.0,1507.0,94216,2020-08-17
2020-08-24,1586.0428466796875,1652.300048828125,1690.0,1600.300048828125,1630.0,448490,2020-08-24
2020-08-31,1567.996826171875,1633.5,1663.949951171875,1575.050048828125,1654.050048828125,107368,2020-08-31
2020-09-07,1483.1416015625,1545.0999755859375,1633.449951171875,1497.75,1617.0,111833,2020-09-07
2020-09-14,1490.436767578125,1552.699951171875,1638.9000244140625,1470.550048828125,1550.0,265366,2020-09-14
2020-09-21,1382.83203125,1440.5999755859375,1563.949951171875,1430.0999755859375,1537.5,162517,2020-09-21
2020-09-28,1409.61328125,1468.5,1487.9000244140625,1436.0999755859375,1460.0,200096,2020-09-28
2020-10-05,1424.5877685546875,1484.0999755859375,1493.0,1465.0,1469.0,30558,2020-10-05
2020-10-12,1410.0452880859375,1468.949951171875,1503.949951171875,1440.6500244140625,1484.0,61490,2020-10-12
2020-10-19,1439.8021240234375,1499.949951171875,1503.0,1442.3499755859375,1468.949951171875,157762,2020-10-19
2020-10-26,1417.00439453125,1476.199951171875,1532.0,1471.0,1515.0,95717,2020-10-26
2020-11-02,1440.1859130859375,1500.3499755859375,1508.9000244140625,1465.050048828125,1489.75,87545,2020-11-02
2020-11-09,1456.264404296875,1517.0999755859375,1530.0,1483.0999755859375,1530.0,247517,2020-11-09
2020-11-16,1478.7259521484375,1540.5,1601.949951171875,1498.3499755859375,1498.3499755859375,135828,2020-11-16
2020-11-23,1507.0911865234375,1570.050048828125,1592.0,1531.25,1545.0,161301,2020-11-23
2020-11-30,1617.2396240234375,1684.800048828125,1696.0,1565.699951171875,1570.050048828125,206988,2020-11-30
2020-12-07,1598.76171875,1665.550048828125,1725.0,1640.0,1725.0,139829,2020-12-07
2020-12-14,1609.368408203125,1676.5999755859375,1692.0,1650.0,1665.550048828125,79420,2020-12-14
2020-12-21,1607.6885986328125,1674.8499755859375,1710.0,1552.300048828125,1661.300048828125,86701,2020-12-21
2020-12-28,1662.2109375,1731.6500244140625,1747.5,1678.25,1678.25,250937,2020-12-28
2021-01-04,1763.67236328125,1837.3499755859375,1887.0,1708.800048828125,1744.0,473379,2021-01-04
2021-01-11,1757.14501953125,1830.550048828125,1899.0,1790.0999755859375,1850.0,299514,2021-01-11
2021-01-18,1741.7386474609375,1814.5,1885.0,1780.050048828125,1830.550048828125,602741,2021-01-18
2021-01-25,1681.025146484375,1751.25,1829.0,1734.0,1815.0,130965,2021-01-25
2021-02-01,1938.0863037109375,2019.050048828125,2074.75,1740.6500244140625,1751.25,454368,2021-02-01
2021-02-08,2226.008544921875,2319.0,2512.39990234375,2072.89990234375,2077.0,1378310,2021-02-08
2021-02-15,2258.64501953125,2353.0,2400.0,2321.0,2321.0,145567,2021-02-15
2021-02-22,2142.30517578125,2231.800048828125,2369.89990234375,2192.14990234375,2365.0,275813,2021-02-22
2021-03-01,2211.657958984375,2304.050048828125,2399.0,2210.64990234375,2265.0,426482,2021-03-01
2021-03-08,2147.824462890625,2237.550048828125,2321.35009765625,2202.449951171875,2311.0,93934,2021-03-08
2021-03-15,2055.962158203125,2141.85009765625,2275.0,2051.050048828125,2269.0,76757,2021-03-15
2021-03-22,2088.55078125,2175.800048828125,2244.0,2110.75,2141.85009765625,57221,2021-03-22
2021-03-29,2131.60205078125,2220.64990234375,2288.0,2156.85009765625,2175.800048828125,115822,2021-03-29
2021-04-05,2098.725341796875,2186.39990234375,2236.949951171875,2145.0,2221.0,135210,2021-04-05
2021-04-12,2104.38916015625,2192.300048828125,2220.0,2091.14990234375,2180.39990234375,104707,2021-04-12
2021-04-19,2098.96533203125,2186.64990234375,2208.550048828125,2114.10009765625,2125.050048828125,93398,2021-04-19
2021-04-26,2146.86474609375,2236.550048828125,2275.0,2181.050048828125,2220.0,96428,2021-04-26
2021-05-03,2201.38671875,2293.35009765625,2375.5,2211.949951171875,2265.0,134917,2021-05-03
2021-05-10,2224.232421875,2317.14990234375,2364.0,2250.0,2325.0,172853,2021-05-10
2021-05-17,2345.372314453125,2443.35009765625,2468.64990234375,2210.050048828125,2300.0,461158,2021-05-17
2021-05-24,2259.31689453125,2353.699951171875,2519.0,2276.050048828125,2480.0,656549,2021-05-24
2021-05-31,2293.585205078125,2389.39990234375,2444.0,2302.0,2358.800048828125,98881,2021-05-31
2021-06-07,2446.8330078125,2549.050048828125,2569.0,2336.14990234375,2390.0,345654,2021-06-07
2021-06-14,2495.980224609375,2600.25,2727.0,2480.10009765625,2575.0,400693,2021-06-14
2021-06-21,2500.34765625,2604.800048828125,2662.699951171875,2550.0,2550.0,104102,2021-06-21
2021-06-28,2627.246337890625,2737.0,2758.800048828125,2535.0,2600.0,225444,2021-06-28
2021-07-05,2492.332763671875,2596.449951171875,2758.800048828125,2578.0,2758.800048828125,114195,2021-07-05
2021-07-12,2479.402099609375,2569.050048828125,2643.949951171875,2551.0,2643.949951171875,119106,2021-07-12
2021-07-19,2676.331787109375,2773.10009765625,2939.0,2502.300048828125,2563.0,458233,2021-07-19
2021-07-26,2774.38623046875,2874.699951171875,3024.0,2748.85009765625,2785.0,334785,2021-07-26
2021-08-02,2786.208740234375,2886.949951171875,2925.0,2810.0,2925.0,121221,2021-08-02
2021-08-09,2758.60693359375,2858.35009765625,2920.0,2791.35009765625,2920.0,150842,2021-08-09
2021-08-16,2669.575927734375,2766.10009765625,2858.0,2722.25,2850.050048828125,57136,2021-08-16
2021-08-23,2873.164794921875,2977.050048828125,3050.0,2728.60009765625,2788.0,834720,2021-08-23
2021-08-30,3116.998291015625,3229.699951171875,3263.0,2989.0,3016.64990234375,481588,2021-08-30
