Date,Adj Close_SUNDARMHLD.NS,Close_SUNDARMHLD.NS,High_SUNDARMHLD.NS,Low_SUNDARMHLD.NS,Open_SUNDARMHLD.NS,Volume_SUNDARMHLD.NS,Date
2020-07-13,40.725772857666016,45.19538116455078,51.017005920410156,42.26234436035156,44.43989944458008,4200601,2020-07-13
2020-07-20,39.204063415527344,43.50666427612305,45.995296478271484,43.10670471191406,45.95085906982422,558228,2020-07-20
2020-07-27,37.52217483520508,41.64018630981445,44.17326354980469,40.97359085083008,42.973384857177734,435225,2020-07-27
2020-08-03,38.28303146362305,42.48454666137695,44.084381103515625,40.97359085083008,41.64018630981445,375943,2020-08-03
2020-08-10,38.202945709228516,42.39566421508789,43.28446578979492,41.729068756103516,42.306785583496094,268840,2020-08-10
2020-08-17,46.652435302734375,51.772483825683594,52.97236251831055,41.59574890136719,42.66230392456055,2463175,2020-08-17
2020-08-24,48.334327697753906,53.63896179199219,58.3940315246582,51.55028533935547,51.55028533935547,2077446,2020-08-24
2020-08-31,47.092933654785156,52.26132583618164,54.66107940673828,47.77289581298828,52.97236251831055,754357,2020-08-31
2020-09-07,47.69361114501953,52.927921295166016,53.327880859375,47.995094299316406,51.55028533935547,365696,2020-09-07
2020-09-14,47.293155670166016,52.483524322509766,55.9053955078125,51.5947265625,54.216678619384766,612496,2020-09-14
2020-09-21,47.653560638427734,52.88348388671875,54.30555725097656,47.10629653930664,53.95003890991211,875128,2020-09-21
2020-09-28,49.13522720336914,54.52775955200195,55.9942741394043,52.88348388671875,55.016597747802734,338522,2020-09-28
2020-10-05,47.132972717285156,52.305763244628906,55.016597747802734,51.55028533935547,55.016597747802734,208377,2020-10-05
2020-10-12,44.53005599975586,49.417171478271484,52.57240295410156,48.617252349853516,52.305763244628906,152035,2020-10-12
2020-10-19,45.77144241333008,50.79480743408203,52.305763244628906,49.061649322509766,50.79480743408203,167543,2020-10-19
2020-10-26,43.20857238769531,47.950653076171875,51.55028533935547,47.55069351196289,51.55028533935547,191758,2020-10-26
2020-11-02,42.0072135925293,46.617454528808594,49.32828903198242,45.90641784667969,48.70613098144531,196356,2020-11-02
2020-11-09,44.610145568847656,49.50605010986328,49.728248596191406,46.217498779296875,47.72845458984375,229939,2020-11-09
2020-11-16,45.45108413696289,50.43928909301758,57.594112396240234,48.0839729309082,48.795013427734375,689790,2020-11-16
2020-11-23,44.85041046142578,49.77268981933594,52.21688461303711,48.750572204589844,50.61704635620117,438211,2020-11-23
2020-11-30,44.810367584228516,49.728248596191406,51.90580368041992,49.061649322509766,49.77268981933594,759032,2020-11-30
2020-12-07,47.89383316040039,53.150123596191406,61.63814163208008,49.32828903198242,49.728248596191406,4213232,2020-12-07
2020-12-14,62.229942321777344,69.05960845947266,77.72538757324219,53.150123596191406,54.74995803833008,6276014,2020-12-14
2020-12-21,59.30665969848633,65.81549072265625,72.88143920898438,59.10506820678711,69.05960845947266,1530228,2020-12-21
2020-12-28,61.068641662597656,67.7708511352539,70.48168182373047,63.860137939453125,64.92669677734375,816510,2020-12-28
2021-01-04,60.988555908203125,67.68196868896484,70.39280700683594,66.2154541015625,68.34857177734375,812657,2021-01-04
2021-01-11,60.94850540161133,67.63752746582031,71.01496124267578,66.65985107421875,68.25968933105469,826698,2021-01-11
2021-01-18,60.46796417236328,67.104248046875,71.63712310791016,65.68217468261719,68.03749084472656,1005784,2021-01-18
2021-01-25,56.343326568603516,62.526939392089844,68.34857177734375,61.1493034362793,68.34857177734375,413650,2021-01-25
2021-02-01,59.026344299316406,65.5044174194336,66.70429229736328,62.126983642578125,63.060218811035156,582049,2021-02-01
2021-02-08,61.82950210571289,68.6152114868164,70.57056427001953,65.37109375,65.59329223632812,843579,2021-02-08
2021-02-15,61.5491828918457,68.30413055419922,74.1257553100586,67.19313049316406,69.59288787841797,1401702,2021-02-15
2021-02-22,67.39575958251953,74.79235076904297,78.65862274169922,69.37068939208984,69.37068939208984,2210538,2021-02-22
2021-03-01,68.15660858154297,75.63671112060547,81.32501983642578,73.37027740478516,75.10343170166016,1589331,2021-03-01
2021-03-08,64.63263702392578,71.72599792480469,77.76982879638672,71.45935821533203,75.68115234375,547549,2021-03-08
2021-03-15,62.149864196777344,68.9707260131836,72.12596130371094,66.17101287841797,72.12596130371094,527559,2021-03-15
2021-03-22,59.62702178955078,66.17101287841797,70.6594467163086,65.72661590576172,67.54865264892578,453359,2021-03-22
2021-03-29,62.10980987548828,68.92628479003906,69.94840240478516,65.37109375,66.17101287841797,110545,2021-03-29
2021-04-05,63.35120391845703,70.30392456054688,73.68135833740234,66.88204956054688,70.97052001953125,384982,2021-04-05
2021-04-12,60.46796417236328,67.104248046875,70.6594467163086,64.17121887207031,70.6594467163086,223207,2021-04-12
2021-04-19,61.429039001464844,68.17080688476562,69.05960845947266,58.3940315246582,66.65985107421875,360645,2021-04-19
2021-04-26,66.50154876708984,73.80000305175781,84.69999694824219,69.30000305175781,73.0,2483238,2021-04-26
2021-05-03,65.42021942138672,72.5999984741211,80.75,71.3499984741211,72.44999694824219,1374437,2021-05-03
2021-05-10,62.53667449951172,69.4000015258789,74.0,68.19999694824219,73.69999694824219,804916,2021-05-10
2021-05-17,63.93338394165039,70.94999694824219,73.55000305175781,67.55000305175781,69.4000015258789,843081,2021-05-17
