Date,Adj Close_ADROITINFO.NS,Close_ADROITINFO.NS,High_ADROITINFO.NS,Low_ADROITINFO.NS,Open_ADROITINFO.NS,Volume_ADROITINFO.NS,Date
2020-07-13,7.197146892547607,7.197146892547607,7.23242712020874,6.385704040527344,7.020747184753418,116678,2020-07-13
2020-07-20,6.385704040527344,6.385704040527344,7.479388236999512,6.385704040527344,7.23242712020874,15742,2020-07-20
2020-07-27,5.785942077636719,5.785942077636719,6.385704040527344,5.785942077636719,6.244584083557129,5263,2020-07-27
2020-08-03,5.750661849975586,5.750661849975586,5.785942077636719,5.750661849975586,5.785942077636719,152,2020-08-03
2020-08-10,5.6448211669921875,5.6448211669921875,5.750661849975586,5.221459865570068,5.715382099151611,2204,2020-08-10
2020-08-17,5.11561918258667,5.11561918258667,5.6448211669921875,5.11561918258667,5.6448211669921875,12039,2020-08-17
2020-08-24,4.586417198181152,4.586417198181152,5.11561918258667,4.586417198181152,5.11561918258667,10594,2020-08-24
2020-08-31,4.515857219696045,4.515857219696045,4.586417198181152,4.410016059875488,4.586417198181152,1432,2020-08-31
2020-09-07,4.198336124420166,4.198336124420166,4.515857219696045,4.198336124420166,4.515857219696045,884,2020-09-07
2020-09-14,3.739694118499756,3.739694118499756,4.198336124420166,3.633852958679199,4.198336124420166,10374,2020-09-14
2020-09-21,3.4927330017089844,3.4927330017089844,3.8102540969848633,3.245771884918213,3.563292980194092,55519,2020-09-21
2020-09-28,3.704413890838623,3.704413890838623,3.704413890838623,3.3163321018218994,3.4927330017089844,13515,2020-09-28
2020-10-05,4.65697717666626,4.65697717666626,4.65697717666626,3.8808140754699707,3.8808140754699707,27620,2020-10-05
2020-10-12,5.821221828460693,5.821221828460693,5.821221828460693,4.868658065795898,4.868658065795898,33045,2020-10-12
2020-10-19,5.46842098236084,5.46842098236084,6.350423812866211,5.46842098236084,6.103463172912598,75378,2020-10-19
2020-10-26,4.3747358322143555,4.3747358322143555,5.46842098236084,4.3747358322143555,5.46842098236084,24151,2020-10-26
2020-11-02,4.480576992034912,4.480576992034912,4.65697717666626,4.163055896759033,4.586417198181152,18812,2020-11-02
2020-11-09,4.127775192260742,4.127775192260742,4.65697717666626,4.127775192260742,4.480576992034912,9905,2020-11-09
2020-11-16,4.445296764373779,4.445296764373779,4.515857219696045,4.092494964599609,4.233615875244141,10009,2020-11-16
2020-11-23,4.268896102905273,4.268896102905273,4.65697717666626,4.092494964599609,4.445296764373779,52604,2020-11-23
2020-11-30,4.727538108825684,4.727538108825684,4.727538108825684,4.092494964599609,4.268896102905273,76002,2020-11-30
2020-12-07,5.6448211669921875,5.6448211669921875,5.927062034606934,4.727538108825684,4.939218997955322,38671,2020-12-07
2020-12-14,5.750661849975586,5.750661849975586,5.750661849975586,4.868658065795898,5.6448211669921875,74604,2020-12-14
2020-12-21,6.914906024932861,6.914906024932861,6.914906024932861,5.750661849975586,5.856502056121826,52177,2020-12-21
2020-12-28,7.408827781677246,7.408827781677246,7.620509147644043,6.632665157318115,7.23242712020874,162901,2020-12-28
2021-01-04,8.114431381225586,8.114431381225586,8.149710655212402,7.267706871032715,7.5499491691589355,91895,2021-01-04
2021-01-11,8.184990882873535,8.184990882873535,8.502511978149414,7.5499491691589355,8.114431381225586,52908,2021-01-11
2021-01-18,7.3735480308532715,7.3735480308532715,8.573073387145996,7.056026935577393,8.573073387145996,23003,2021-01-18
2021-01-25,6.562105178833008,6.562105178833008,7.020747184753418,6.385704040527344,7.020747184753418,10364,2021-01-25
2021-02-01,6.738504886627197,6.738504886627197,7.267706871032715,6.244584083557129,6.350423812866211,53720,2021-02-01
2021-02-08,6.03290319442749,6.03290319442749,7.267706871032715,6.03290319442749,6.7737860679626465,35091,2021-02-08
2021-02-15,5.433139801025391,5.433139801025391,6.244584083557129,5.362579822540283,5.750661849975586,49924,2021-02-15
2021-02-22,5.856502056121826,5.856502056121826,5.856502056121826,5.080338954925537,5.609540939331055,36371,2021-02-22
2021-03-01,7.408827781677246,7.408827781677246,7.408827781677246,5.856502056121826,5.856502056121826,25777,2021-03-01
2021-03-08,8.855314254760742,8.855314254760742,8.961153984069824,7.761629104614258,7.761629104614258,67069,2021-03-08
2021-03-15,7.620509147644043,7.620509147644043,9.24339485168457,7.620509147644043,8.890593528747559,47295,2021-03-15
2021-03-22,6.597384929656982,6.597384929656982,7.267706871032715,6.597384929656982,7.267706871032715,14335,2021-03-22
2021-03-29,6.420983791351318,6.420983791351318,6.597384929656982,5.856502056121826,6.597384929656982,6051,2021-03-29
2021-04-05,6.138742923736572,6.138742923736572,6.738504886627197,5.821221828460693,6.103463172912598,12623,2021-04-05
2021-04-12,5.715382099151611,5.715382099151611,6.138742923736572,5.609540939331055,5.891781806945801,23290,2021-04-12
2021-04-19,5.750661849975586,5.750661849975586,6.2798638343811035,5.6448211669921875,5.997622966766357,28733,2021-04-19
2021-04-26,6.562105178833008,6.562105178833008,6.562105178833008,5.221459865570068,5.6448211669921875,108946,2021-04-26
2021-05-03,6.632665157318115,6.632665157318115,7.479388236999512,6.385704040527344,6.809065818786621,24584,2021-05-03
2021-05-10,6.03290319442749,6.03290319442749,6.914906024932861,5.785942077636719,6.632665157318115,50938,2021-05-10
2021-05-17,7.056026935577393,7.056026935577393,7.161867141723633,5.891781806945801,6.2798638343811035,64808,2021-05-17
2021-05-24,6.632665157318115,6.632665157318115,7.408827781677246,6.456264019012451,7.408827781677246,78912,2021-05-24
2021-05-31,6.526824951171875,6.526824951171875,7.020747184753418,6.138742923736572,6.632665157318115,80894,2021-05-31
2021-06-07,7.726348876953125,7.726348876953125,8.008589744567871,6.350423812866211,7.056026935577393,303579,2021-06-07
2021-06-14,7.9733099937438965,7.9733099937438965,8.643632888793945,7.726348876953125,7.902750015258789,192882,2021-06-14
2021-06-21,7.479388236999512,7.479388236999512,8.3613920211792,7.408827781677246,8.220271110534668,190732,2021-06-21
2021-06-28,9.455076217651367,9.455076217651367,9.455076217651367,7.408827781677246,7.479388236999512,422369,2021-06-28
2021-07-05,8.961153984069824,8.961153984069824,10.40764045715332,8.961153984069824,9.913718223571777,174677,2021-07-05
2021-07-12,7.020747184753418,7.020747184753418,8.537792205810547,7.020747184753418,8.537792205810547,12720,2021-07-12
2021-07-19,5.785942077636719,5.785942077636719,6.703225135803223,5.785942077636719,6.703225135803223,25438,2021-07-19
2021-07-26,6.068182945251465,6.068182945251465,6.068182945251465,5.0450592041015625,5.538980960845947,79220,2021-07-26
2021-08-02,5.503701210021973,5.503701210021973,6.66794490814209,5.46842098236084,6.068182945251465,8978,2021-08-02
2021-08-09,6.914906024932861,6.914906024932861,6.914906024932861,5.256740093231201,5.256740093231201,22585,2021-08-09
2021-08-16,6.914906024932861,6.914906024932861,7.938029766082764,6.8796257972717285,7.23242712020874,94864,2021-08-16
