Date,Adj Close_RUCHIRA.NS,Close_RUCHIRA.NS,High_RUCHIRA.NS,Low_RUCHIRA.NS,Open_RUCHIRA.NS,Volume_RUCHIRA.NS,Date
2020-07-13,37.36176681518555,41.04545211791992,44.6363639831543,38.8636360168457,43.0,224552,2020-07-13
2020-07-20,38.5616455078125,42.3636360168457,46.6363639831543,40.54545211791992,40.54545211791992,267767,2020-07-20
2020-07-27,36.65838623046875,40.272727966308594,43.272727966308594,40.04545211791992,41.818180084228516,144724,2020-07-27
2020-08-03,38.31339645385742,42.09090805053711,43.59090805053711,39.272727966308594,40.45454406738281,196755,2020-08-03
2020-08-10,40.7545280456543,44.772727966308594,47.909088134765625,41.409088134765625,43.0,460268,2020-08-10
2020-08-17,55.2772102355957,60.727272033691406,60.727272033691406,44.09090805053711,44.772727966308594,1138460,2020-08-17
2020-08-24,53.37395095825195,58.6363639831543,63.727272033691406,56.3636360168457,63.727272033691406,2234224,2020-08-24
2020-08-31,44.39554214477539,48.772727966308594,59.45454406738281,47.8636360168457,59.45454406738281,365869,2020-08-31
2020-09-07,45.719547271728516,50.227272033691406,51.45454406738281,47.0,48.772727966308594,206538,2020-09-07
2020-09-14,44.850669860839844,49.272727966308594,53.45454406738281,48.1363639831543,50.227272033691406,235978,2020-09-14
2020-09-21,41.747535705566406,45.8636360168457,49.727272033691406,44.09090805053711,49.09090805053711,185054,2020-09-21
2020-09-28,43.40253448486328,47.68181610107422,47.772727966308594,44.6363639831543,47.272727966308594,83953,2020-09-28
2020-10-05,42.3267822265625,46.5,50.45454406738281,46.272727966308594,48.18181610107422,260777,2020-10-05
2020-10-12,40.051151275634766,44.0,47.272727966308594,43.6363639831543,47.1363639831543,122385,2020-10-12
2020-10-19,40.79590606689453,44.818180084228516,46.09090805053711,43.818180084228516,44.04545211791992,149929,2020-10-19
2020-10-26,38.80989456176758,42.6363639831543,45.1363639831543,41.95454406738281,44.1363639831543,110547,2020-10-26
2020-11-02,39.306396484375,43.18181610107422,45.3636360168457,41.727272033691406,44.54545211791992,112876,2020-11-02
2020-11-09,38.97539520263672,42.818180084228516,44.8636360168457,40.909088134765625,43.818180084228516,267566,2020-11-09
2020-11-16,41.41653060913086,45.5,46.95454406738281,41.8636360168457,42.1363639831543,385705,2020-11-16
2020-11-23,41.582027435302734,45.68181610107422,47.09090805053711,44.3636360168457,45.59090805053711,235234,2020-11-23
2020-11-30,46.58842468261719,51.18181610107422,54.6363639831543,45.68181610107422,45.68181610107422,659991,2020-11-30
2020-12-07,54.408329010009766,59.772727966308594,67.54545593261719,51.727272033691406,51.727272033691406,2491289,2020-12-07
2020-12-14,54.615203857421875,60.0,62.318180084228516,56.3636360168457,61.0,382769,2020-12-14
2020-12-21,52.505069732666016,57.68181610107422,61.818180084228516,54.272727966308594,60.3636360168457,204312,2020-12-21
