Date,Adj Close_MATRIMONY.NS,Close_MATRIMONY.NS,High_MATRIMONY.NS,Low_MATRIMONY.NS,Open_MATRIMONY.NS,Volume_MATRIMONY.NS,Date
2021-01-25,799.6221313476562,819.1500244140625,857.4500122070312,790.25,825.0499877929688,61888,2021-01-25
2021-02-01,833.78759765625,854.1500244140625,897.0,808.5499877929688,827.25,101665,2021-02-01
2021-02-08,885.572998046875,907.2000122070312,935.0,850.0,862.5999755859375,86222,2021-02-08
2021-02-15,805.2349853515625,824.9000244140625,934.0,814.0,925.0,242031,2021-02-15
2021-02-22,1075.485107421875,1101.75,1242.0,802.0,815.0,929640,2021-02-22
2021-03-01,1004.76220703125,1029.300048828125,1160.0,1000.0999755859375,1128.0,230193,2021-03-01
2021-03-08,1038.097900390625,1063.449951171875,1118.949951171875,992.8499755859375,1079.9000244140625,78717,2021-03-08
2021-03-15,961.1766357421875,984.6500244140625,1140.0,970.0,1067.5,186732,2021-03-15
2021-03-22,946.7294311523438,969.8499755859375,1044.0,895.0,990.9000244140625,277295,2021-03-22
2021-03-29,937.7488403320312,960.6500244140625,997.7000122070312,936.0,969.8499755859375,71388,2021-03-29
2021-04-05,1000.5646362304688,1025.0,1067.1500244140625,930.0999755859375,990.0,200938,2021-04-05
2021-04-12,918.8112182617188,941.25,1044.0,915.3499755859375,1026.0,75649,2021-04-12
2021-04-19,842.8171997070312,863.4000244140625,940.0,851.2000122070312,940.0,384878,2021-04-19
2021-04-26,923.545654296875,946.0999755859375,1017.7000122070312,835.0,842.1500244140625,271682,2021-04-26
2021-05-03,904.8521728515625,926.9500122070312,990.7000122070312,920.0,954.0,76888,2021-05-03
2021-05-10,830.7615356445312,851.0499877929688,946.5999755859375,842.3499755859375,946.5999755859375,171126,2021-05-10
2021-05-17,874.0543212890625,895.4000244140625,915.0,853.4000244140625,883.8499755859375,144774,2021-05-17
2021-05-24,901.2403564453125,923.25,942.0,870.0,901.7000122070312,105753,2021-05-24
2021-05-31,880.7897338867188,902.2999877929688,932.7999877929688,877.0,923.25,111012,2021-05-31
2021-06-07,977.1856689453125,1001.0499877929688,1060.0,900.0,914.0,313489,2021-06-07
2021-06-14,943.6057739257812,966.6500244140625,1014.0,941.4500122070312,1002.0,140279,2021-06-14
2021-06-21,939.408203125,962.3499755859375,998.0,935.0,952.0,61004,2021-06-21
2021-06-28,927.1574096679688,949.7999877929688,995.0,945.0,969.9500122070312,71732,2021-06-28
2021-07-05,1041.3193359375,1066.75,1110.0,950.0,965.0,436354,2021-07-05
2021-07-12,1082.56201171875,1109.0,1139.5,1050.300048828125,1077.0,295120,2021-07-12
2021-07-19,1030.239990234375,1055.4000244140625,1125.0,1038.199951171875,1125.0,61538,2021-07-19
2021-07-26,1125.4156494140625,1152.9000244140625,1215.0,1059.5999755859375,1059.5999755859375,834965,2021-07-26
2021-08-02,1091.103515625,1117.75,1181.699951171875,1075.1500244140625,1162.5999755859375,289213,2021-08-02
2021-08-09,1100.49609375,1123.949951171875,1194.699951171875,1004.9500122070312,1125.4000244140625,497355,2021-08-09
2021-08-16,1065.443115234375,1088.1500244140625,1172.5,1070.0,1136.3499755859375,229140,2021-08-16
2021-08-23,973.9921875,994.75,1145.0,977.9000244140625,1088.1500244140625,247465,2021-08-23
2021-08-30,994.3582153320312,1015.5499877929688,1063.0,987.3499755859375,1005.7000122070312,162948,2021-08-30
2021-09-06,1007.380615234375,1028.8499755859375,1050.300048828125,989.9000244140625,1024.5999755859375,250088,2021-09-06
2021-09-13,1025.4945068359375,1047.3499755859375,1059.0,1014.0,1028.8499755859375,187588,2021-09-13
2021-09-20,976.9296264648438,997.75,1049.949951171875,985.0999755859375,1044.0,97500,2021-09-20
2021-09-27,957.6406860351562,978.0499877929688,1018.25,956.0,1010.0,117299,2021-09-27
2021-10-04,974.0411376953125,994.7999877929688,1029.4000244140625,982.0,983.5999755859375,98929,2021-10-04
2021-10-11,989.6094360351562,1010.7000122070312,1020.0,970.0,999.5499877929688,80726,2021-10-11
2021-10-18,949.416015625,969.6500244140625,1052.0,963.0499877929688,1015.0,435262,2021-10-18
2021-10-25,929.7843627929688,949.5999755859375,1009.8499755859375,925.2000122070312,965.0499877929688,97082,2021-10-25
2021-11-01,977.3213500976562,998.1500244140625,1025.300048828125,932.1500244140625,958.0499877929688,102136,2021-11-01
2021-11-08,1026.326904296875,1048.199951171875,1085.0,979.0499877929688,1000.0,304443,2021-11-08
2021-11-15,959.3052368164062,979.75,1065.0,960.0,1060.0,132358,2021-11-15
2021-11-22,918.083740234375,937.6500244140625,998.9500122070312,912.3499755859375,989.0,74248,2021-11-22
2021-11-29,901.3405151367188,920.5499877929688,953.0,887.3499755859375,931.0999755859375,67696,2021-11-29
2021-12-06,913.432861328125,932.9000244140625,981.9000244140625,890.1500244140625,923.8499755859375,114096,2021-12-06
2021-12-13,876.7153930664062,895.4000244140625,963.9500122070312,890.9500122070312,947.0,44871,2021-12-13
2021-12-20,828.2483520507812,845.9000244140625,920.0,832.0999755859375,908.0,80124,2021-12-20
2021-12-27,907.7048950195312,927.0499877929688,935.0,831.0,846.0,98616,2021-12-27
2022-01-03,868.050048828125,886.5499877929688,934.9000244140625,877.9500122070312,934.9000244140625,34956,2022-01-03
2022-01-10,869.8615112304688,888.4000244140625,912.0,879.5,899.6500244140625,38330,2022-01-10
2022-01-17,837.4521484375,855.2999877929688,895.0,848.0,895.0,78805,2022-01-17
2022-01-24,800.538818359375,817.5999755859375,858.8499755859375,786.5999755859375,846.0,68970,2022-01-24
2022-01-31,818.4080200195312,835.8499755859375,894.0,806.0499877929688,812.0,137454,2022-01-31
2022-02-07,779.0469360351562,795.6500244140625,847.9500122070312,791.0,839.9500122070312,53793,2022-02-07
2022-02-14,737.4337768554688,753.1500244140625,811.0999755859375,731.0,767.9000244140625,97691,2022-02-14
2022-02-21,703.9474487304688,718.9500122070312,786.2000122070312,703.5,753.1500244140625,164892,2022-02-21
2022-02-28,690.28857421875,705.0,738.0,689.6500244140625,705.0,52113,2022-02-28
2022-03-07,688.1343994140625,702.7999877929688,730.0999755859375,681.0499877929688,686.0499877929688,60110,2022-03-07
2022-03-14,683.3856201171875,697.9500122070312,709.0,675.4000244140625,709.0,43367,2022-03-14
2022-03-21,675.7484130859375,690.1500244140625,724.1500244140625,673.2999877929688,697.9500122070312,97934,2022-03-21
2022-03-28,679.8118286132812,694.2999877929688,713.4000244140625,661.0,681.0,266553,2022-03-28
2022-04-04,691.3165893554688,706.0499877929688,753.9500122070312,700.0499877929688,708.5,158919,2022-04-04
2022-04-11,709.1368408203125,724.25,748.5,711.0499877929688,735.0,57449,2022-04-11
2022-04-18,742.03564453125,757.8499755859375,799.9000244140625,698.2999877929688,734.0,308662,2022-04-18
2022-04-25,701.7933349609375,716.75,780.0,711.9500122070312,754.0,107396,2022-04-25
2022-05-02,722.0614013671875,737.4500122070312,756.0,690.0,712.0,172553,2022-05-02
2022-05-09,750.2603759765625,766.25,792.25,645.3499755859375,737.4500122070312,967694,2022-05-09
2022-05-16,751.9249877929688,767.9500122070312,788.0,750.0499877929688,788.0,174031,2022-05-16
2022-05-23,739.147216796875,754.9000244140625,784.6500244140625,750.0,775.4000244140625,54464,2022-05-23
2022-05-30,818.5059814453125,835.9500122070312,849.7999877929688,757.2999877929688,762.3499755859375,141052,2022-05-30
2022-06-06,798.629638671875,815.6500244140625,875.9000244140625,800.25,836.0,108414,2022-06-06
2022-06-13,769.7941284179688,786.2000122070312,815.0,756.1500244140625,815.0,77094,2022-06-13
2022-06-20,801.4201049804688,818.5,877.9500122070312,750.0,786.0,829667,2022-06-20
2022-06-27,759.8069458007812,776.0,830.0,765.0499877929688,830.0,177741,2022-06-27
2022-07-04,753.93212890625,770.0,796.0,765.0,789.75,44777,2022-07-04
2022-07-11,755.3519287109375,771.4500122070312,801.0,742.5,758.4500122070312,35695,2022-07-11
2022-07-18,757.7507934570312,773.9000244140625,778.6500244140625,753.6500244140625,778.0,27835,2022-07-18
2022-07-25,756.4778442382812,772.5999755859375,792.2999877929688,768.0,768.0999755859375,30134,2022-07-25
2022-08-01,790.4048461914062,807.25,812.9500122070312,770.5999755859375,777.9000244140625,52672,2022-08-01
2022-08-08,782.0518798828125,793.6500244140625,836.2000122070312,790.0999755859375,805.0,56805,2022-08-08
2022-08-15,742.7349243164062,753.75,802.4500122070312,750.6500244140625,793.6500244140625,29543,2022-08-15
2022-08-22,691.5933227539062,701.8499755859375,747.5499877929688,696.0,747.5499877929688,105705,2022-08-22
2022-08-29,692.4309692382812,702.7000122070312,723.6500244140625,684.6500244140625,688.0,140739,2022-08-29
2022-09-05,684.7449340820312,694.9000244140625,710.0,690.0499877929688,709.0,50482,2022-09-05
2022-09-12,649.6159057617188,659.25,704.75,656.0499877929688,704.75,71552,2022-09-12
2022-09-19,602.9578857421875,611.9000244140625,683.9500122070312,610.2000122070312,672.25,193637,2022-09-19
2022-09-26,610.2005004882812,619.25,642.5,575.5499877929688,610.0499877929688,119648,2022-09-26
2022-10-03,624.7842407226562,634.0499877929688,648.0,614.0499877929688,614.0499877929688,29620,2022-10-03
2022-10-10,612.762451171875,621.8499755859375,640.0,613.0,636.0,36167,2022-10-10
2022-10-17,614.2405395507812,623.3499755859375,637.0,610.0999755859375,615.8499755859375,25930,2022-10-17
2022-10-24,615.1273803710938,624.25,636.75,615.0,629.0,15962,2022-10-24
2022-10-31,592.5128173828125,601.2999877929688,630.9000244140625,597.2000122070312,630.4500122070312,97997,2022-10-31
2022-11-07,591.4781494140625,600.25,638.8499755859375,597.6500244140625,601.2999877929688,118269,2022-11-07
2022-11-14,599.6076049804688,608.5,610.2999877929688,595.0499877929688,606.25,163673,2022-11-14
2022-11-21,603.105712890625,612.0499877929688,614.3499755859375,588.2999877929688,613.0,37811,2022-11-21
2022-11-28,615.5216064453125,624.6500244140625,640.5999755859375,597.5499877929688,603.0499877929688,47328,2022-11-28
2022-12-05,569.5040283203125,577.9500122070312,627.7000122070312,567.0999755859375,625.0,79998,2022-12-05
2022-12-12,569.0113525390625,577.4500122070312,584.9000244140625,570.25,578.0999755859375,121233,2022-12-12
2022-12-19,559.9950561523438,568.2999877929688,586.3499755859375,560.7999877929688,573.25,56853,2022-12-19
2022-12-26,575.2684936523438,583.7999877929688,589.9500122070312,556.7999877929688,572.2999877929688,59809,2022-12-26
2023-01-02,569.6026000976562,578.0499877929688,600.0,575.0499877929688,592.9000244140625,31947,2023-01-02
2023-01-09,563.5424194335938,571.9000244140625,579.9000244140625,565.0,578.0499877929688,16360,2023-01-09
2023-01-16,555.610107421875,563.8499755859375,575.9500122070312,560.0,567.0,14768,2023-01-16
2023-01-23,546.5938110351562,554.7000122070312,566.3499755859375,550.2000122070312,565.0,18827,2023-01-23
2023-01-30,570.0460205078125,578.5,590.7999877929688,550.0,550.0,102712,2023-01-30
2023-02-06,545.0664672851562,553.1500244140625,592.3499755859375,552.0,570.0,57556,2023-02-06
2023-02-13,500.0343017578125,507.45001220703125,555.0,502.45001220703125,553.5,57547,2023-02-13
2023-02-20,519.6928100585938,527.4000244140625,532.0,500.1000061035156,507.45001220703125,30607,2023-02-20
2023-02-27,511.5633239746094,519.1500244140625,537.3499755859375,510.1499938964844,520.4000244140625,47200,2023-02-27
2023-03-06,518.1161499023438,525.7999877929688,532.0,514.9500122070312,520.0,55726,2023-03-06
2023-03-13,515.9482421875,523.5999755859375,529.5499877929688,514.25,526.9500122070312,32363,2023-03-13
2023-03-20,513.2877807617188,520.9000244140625,534.3499755859375,502.0,512.0,51357,2023-03-20
2023-03-27,503.53240966796875,511.0,526.0,502.6499938964844,513.0,51560,2023-03-27
2023-04-03,517.3278198242188,525.0,533.0,511.8999938964844,516.0499877929688,7806,2023-04-03
2023-04-10,510.4300842285156,518.0,532.5499877929688,515.0,517.0,13476,2023-04-10
2023-04-17,517.52490234375,525.2000122070312,534.0,513.25,518.1500244140625,16593,2023-04-17
2023-04-24,521.6635131835938,529.4000244140625,543.4500122070312,514.4500122070312,522.25,28264,2023-04-24
2023-05-01,523.7821044921875,531.5499877929688,535.0,518.25,529.4000244140625,21152,2023-05-01
2023-05-08,546.4459838867188,554.5499877929688,597.9000244140625,527.0,527.0,212124,2023-05-08
2023-05-15,551.1265869140625,559.2999877929688,563.7000122070312,535.0,551.5,45558,2023-05-15
2023-05-22,575.5641479492188,584.0999755859375,605.75,556.0999755859375,558.5,499431,2023-05-22
2023-05-29,624.3900756835938,633.6500244140625,636.0,583.0,583.0,156294,2023-05-29
2023-06-05,630.647216796875,640.0,689.5999755859375,633.75,633.75,175973,2023-06-05
2023-06-12,636.1161499023438,645.5499877929688,657.5,633.5999755859375,633.5999755859375,54243,2023-06-12
2023-06-19,612.3683471679688,621.4500122070312,655.0,609.0499877929688,655.0,51452,2023-06-19
2023-06-26,625.5232543945312,634.7999877929688,639.7999877929688,610.0,612.0499877929688,40750,2023-06-26
2023-07-03,625.9173583984375,635.2000122070312,661.9000244140625,626.25,634.7999877929688,71281,2023-07-03
2023-07-10,619.8572387695312,629.0499877929688,641.9500122070312,613.0499877929688,638.4000244140625,44497,2023-07-10
2023-07-17,634.9336547851562,644.3499755859375,669.3499755859375,624.0,632.2000122070312,254608,2023-07-17
2023-07-24,637.4464721679688,646.9000244140625,666.9500122070312,640.2000122070312,647.5999755859375,39892,2023-07-24
2023-07-31,665.5299072265625,675.4000244140625,684.7999877929688,640.0,640.0,74945,2023-07-31
2023-08-07,637.118896484375,641.6500244140625,722.5999755859375,635.9500122070312,675.4000244140625,314534,2023-08-07
2023-08-14,620.3382568359375,624.75,656.0,623.0499877929688,644.9000244140625,66339,2023-08-14
2023-08-21,632.7499389648438,637.25,664.9500122070312,624.0,624.0,91300,2023-08-21
2023-08-28,631.2605590820312,635.75,656.3499755859375,629.0499877929688,640.0,34082,2023-08-28
2023-09-04,632.7003173828125,637.2000122070312,653.9500122070312,622.5999755859375,630.2999877929688,78892,2023-09-04
2023-09-11,587.6705322265625,591.8499755859375,640.3499755859375,586.25,639.0,123060,2023-09-11
2023-09-18,577.6915283203125,581.7999877929688,601.9500122070312,575.0,591.8499755859375,89095,2023-09-18
2023-09-25,588.9116821289062,593.0999755859375,600.2999877929688,580.0,584.3499755859375,32617,2023-09-25
2023-10-02,601.472412109375,605.75,610.7999877929688,577.0999755859375,593.0999755859375,38674,2023-10-02
2023-10-09,583.500244140625,587.6500244140625,605.4500122070312,580.9500122070312,601.1500244140625,32742,2023-10-09
2023-10-16,573.0247192382812,577.0999755859375,600.0,566.2000122070312,589.0,95404,2023-10-16
2023-10-23,566.7195434570312,570.75,580.0,551.0,579.7999877929688,39145,2023-10-23
2023-10-30,570.592041015625,574.6500244140625,590.0,563.5,573.6500244140625,47823,2023-10-30
2023-11-06,568.9536743164062,573.0,589.6500244140625,564.9500122070312,573.25,52011,2023-11-06
2023-11-13,541.846435546875,545.7000122070312,577.4500122070312,541.6500244140625,574.75,92134,2023-11-13
2023-11-20,539.76123046875,543.5999755859375,552.0,536.5999755859375,548.4500122070312,82520,2023-11-20
2023-11-27,533.704345703125,537.5,550.0,535.0,543.5999755859375,61396,2023-11-27
2023-12-04,536.335693359375,540.1500244140625,556.0,537.9000244140625,541.0,136962,2023-12-04
2023-12-11,537.6760864257812,541.5,546.4500122070312,524.75,542.9000244140625,111842,2023-12-11
2023-12-18,536.3853149414062,540.2000122070312,552.3499755859375,525.0,541.5,113584,2023-12-18
2023-12-25,575.5567626953125,579.6500244140625,585.2999877929688,538.0,540.2000122070312,254884,2023-12-25
2024-01-01,570.1452026367188,574.2000122070312,589.3499755859375,562.2000122070312,584.7999877929688,153945,2024-01-01
2024-01-08,565.974853515625,570.0,595.0,563.2999877929688,569.2000122070312,174135,2024-01-08
2024-01-15,545.8182373046875,549.7000122070312,576.75,545.0,572.8499755859375,190160,2024-01-15
2024-01-22,534.7965698242188,538.5999755859375,561.1500244140625,530.0999755859375,549.7000122070312,93846,2024-01-22
2024-01-29,546.8607788085938,550.75,561.1500244140625,535.9500122070312,538.9500122070312,146140,2024-01-29
2024-02-05,524.9168701171875,528.6500244140625,567.4000244140625,520.25,553.7999877929688,187047,2024-02-05
2024-02-12,506.15032958984375,509.75,551.0,504.0,530.0,450889,2024-02-12
2024-02-19,507.8879699707031,511.5,521.0,499.25,513.9000244140625,601313,2024-02-19
2024-02-26,542.8394165039062,546.7000122070312,549.5999755859375,513.0,513.0,387581,2024-02-26
2024-03-04,523.5267333984375,527.25,550.0,513.0499877929688,540.5499877929688,407439,2024-03-04
2024-03-11,511.71075439453125,515.3499755859375,537.0,510.0,529.8499755859375,134761,2024-03-11
2024-03-18,506.199951171875,509.79998779296875,516.3499755859375,506.0,511.70001220703125,209986,2024-03-18
2024-03-25,522.1365966796875,525.8499755859375,530.0,508.1000061035156,509.79998779296875,177653,2024-03-25
2024-04-01,548.8466796875,552.75,558.0499877929688,520.0,520.0,135056,2024-04-01
2024-04-08,556.7901611328125,560.75,583.3499755859375,550.0,558.1500244140625,107944,2024-04-08
2024-04-15,581.4150390625,585.5499877929688,595.0,538.9000244140625,550.0,126059,2024-04-15
2024-04-22,563.7904052734375,567.7999877929688,606.3499755859375,565.0,595.0,132754,2024-04-22
2024-04-29,550.3856811523438,554.2999877929688,571.4500122070312,550.0499877929688,567.7999877929688,57063,2024-04-29
2024-05-06,542.1443481445312,546.0,569.3499755859375,533.5499877929688,557.0,48357,2024-05-06
2024-05-13,549.0452880859375,552.9500122070312,563.7999877929688,522.2999877929688,548.75,234973,2024-05-13
2024-05-20,537.0307006835938,540.8499755859375,560.2999877929688,530.5499877929688,560.2999877929688,51133,2024-05-20
2024-05-27,541.995361328125,545.8499755859375,558.25,538.9500122070312,543.5499877929688,42506,2024-05-27
2024-06-03,625.6504516601562,630.0999755859375,655.0,543.2000122070312,550.0999755859375,650058,2024-06-03
2024-06-10,622.6219482421875,627.0499877929688,647.4000244140625,594.5,643.5,673094,2024-06-10
2024-06-17,619.4942626953125,623.9000244140625,634.7000122070312,613.25,627.0499877929688,99694,2024-06-17
2024-06-24,619.7424926757812,624.1500244140625,645.0,599.75,625.0499877929688,315094,2024-06-24
2024-07-01,632.89892578125,637.4000244140625,660.0,621.25,625.0,231153,2024-07-01
2024-07-08,602.068115234375,606.3499755859375,638.9000244140625,603.0,633.5,131280,2024-07-08
2024-07-15,570.19482421875,574.25,611.5999755859375,569.0,609.4000244140625,153152,2024-07-15
2024-07-22,597.6495971679688,601.9000244140625,607.7999877929688,562.25,574.25,101530,2024-07-22
2024-07-29,702.4542236328125,707.4500122070312,734.0,596.0,602.0,645859,2024-07-29
2024-08-05,636.0999755859375,636.0999755859375,705.0,629.25,705.0,239316,2024-08-05
2024-08-12,611.9500122070312,611.9500122070312,639.0,600.0,639.0,217445,2024-08-12
2024-08-19,750.7000122070312,750.7000122070312,786.0,615.0499877929688,615.0499877929688,1668168,2024-08-19
2024-08-26,752.0999755859375,752.0999755859375,777.6500244140625,723.0,775.0,277687,2024-08-26
2024-09-02,799.9500122070312,799.9500122070312,846.9500122070312,739.0,755.9000244140625,4488412,2024-09-02
2024-09-09,775.7999877929688,775.7999877929688,810.3499755859375,760.3499755859375,806.0,387712,2024-09-09
2024-09-16,767.7000122070312,767.7000122070312,785.0,762.0,780.9500122070312,163321,2024-09-16
2024-09-23,757.0,757.0,793.0,748.2999877929688,781.8499755859375,226076,2024-09-23
2024-09-30,760.75,760.75,769.0,732.2000122070312,755.1500244140625,280656,2024-09-30
2024-10-07,800.25,800.25,818.9000244140625,740.4000244140625,760.75,312790,2024-10-07
2024-10-14,827.9500122070312,827.9500122070312,849.9000244140625,796.0999755859375,803.7000122070312,462142,2024-10-14
2024-10-21,766.0499877929688,766.0499877929688,840.75,734.0,835.0,377173,2024-10-21
2024-10-28,801.5499877929688,801.5499877929688,811.0,740.0,749.0,146058,2024-10-28
2024-11-04,734.0999755859375,734.0999755859375,847.1500244140625,720.0,804.6500244140625,350126,2024-11-04
2024-11-11,669.8499755859375,669.8499755859375,733.5999755859375,646.3499755859375,728.0,166207,2024-11-11
2024-11-18,654.6500244140625,654.6500244140625,680.8499755859375,635.0,680.8499755859375,70603,2024-11-18
2024-11-25,630.4500122070312,630.4500122070312,684.0,626.0,676.2999877929688,92431,2024-11-25
2024-12-02,642.8499755859375,642.8499755859375,650.9000244140625,622.4000244140625,630.0,104608,2024-12-02
2024-12-09,675.0999755859375,675.0999755859375,710.0,643.5999755859375,643.5999755859375,162880,2024-12-09
2024-12-16,640.9500122070312,640.9500122070312,688.0,637.0999755859375,675.0,68117,2024-12-16
2024-12-23,665.7999877929688,665.7999877929688,677.0,637.0999755859375,640.0,47623,2024-12-23
2024-12-30,665.5499877929688,665.5499877929688,678.7999877929688,651.0499877929688,666.0499877929688,34930,2024-12-30
2025-01-06,657.75,657.75,679.2999877929688,649.2000122070312,665.9500122070312,57573,2025-01-06
2025-01-13,642.75,642.75,700.1500244140625,610.2000122070312,610.2000122070312,53831,2025-01-13
2025-01-20,615.0499877929688,615.0499877929688,652.9500122070312,613.0499877929688,648.6500244140625,24802,2025-01-20
2025-01-27,610.7999877929688,610.7999877929688,619.0,576.5499877929688,615.0499877929688,24539,2025-01-27
2025-02-03,557.25,557.25,635.0,554.9000244140625,616.7000122070312,72437,2025-02-03
2025-02-10,506.6000061035156,506.6000061035156,557.6500244140625,501.0,555.9500122070312,48418,2025-02-10
2025-02-17,535.5499877929688,535.5499877929688,553.9000244140625,487.3999938964844,506.29998779296875,65867,2025-02-17
2025-02-24,533.5,533.5,555.4500122070312,516.8499755859375,516.8499755859375,33419,2025-02-24
2025-03-03,528.3499755859375,528.3499755859375,549.0,520.9000244140625,536.1500244140625,59344,2025-03-03
2025-03-10,509.79998779296875,509.79998779296875,555.0,507.29998779296875,528.3499755859375,59764,2025-03-10
2025-03-17,535.7000122070312,535.7000122070312,553.0,508.25,508.25,98729,2025-03-17
2025-03-24,510.6499938964844,510.6499938964844,549.8499755859375,504.0,534.0,81098,2025-03-24
2025-03-31,516.5,516.5,559.5499877929688,509.54998779296875,510.6499938964844,36460,2025-03-31
2025-04-07,499.79998779296875,499.79998779296875,515.0,487.0,491.20001220703125,59906,2025-04-07
2025-04-14,505.3500061035156,505.3500061035156,510.0,498.8999938964844,499.79998779296875,65097,2025-04-14
2025-04-21,499.8500061035156,499.8500061035156,531.5499877929688,495.5,509.95001220703125,212227,2025-04-21
2025-04-28,504.3999938964844,504.3999938964844,508.95001220703125,493.0,501.1000061035156,146256,2025-04-28
2025-05-05,502.45001220703125,502.45001220703125,513.4000244140625,490.04998779296875,500.1000061035156,86721,2025-05-05
2025-05-12,511.0,511.0,520.0,501.1000061035156,503.1499938964844,142524,2025-05-12
2025-05-19,500.70001220703125,500.70001220703125,515.4500122070312,495.0,507.04998779296875,62586,2025-05-19
2025-05-26,500.0,500.0,504.20001220703125,493.25,500.0,41039,2025-05-26
2025-06-02,503.54998779296875,503.54998779296875,508.95001220703125,496.0,504.79998779296875,44097,2025-06-02
2025-06-09,511.54998779296875,511.54998779296875,534.9000244140625,499.95001220703125,504.79998779296875,104029,2025-06-09
2025-06-16,547.8499755859375,547.8499755859375,576.9500122070312,508.0,514.0999755859375,274297,2025-06-16
2025-06-23,536.0999755859375,536.0999755859375,545.0999755859375,519.75,545.0999755859375,50328,2025-06-23
2025-06-30,525.5499877929688,525.5499877929688,538.8499755859375,516.75,536.0999755859375,45678,2025-06-30
2025-07-07,511.6000061035156,511.6000061035156,534.9000244140625,505.6000061035156,525.0,44252,2025-07-07
2025-07-14,533.7999877929688,533.7999877929688,535.7999877929688,508.95001220703125,510.29998779296875,22413,2025-07-14
