Date,Adj Close_MIRZAINT.NS,Close_MIRZAINT.NS,High_MIRZAINT.NS,Low_MIRZAINT.NS,Open_MIRZAINT.NS,Volume_MIRZAINT.NS,Date
2020-07-13,47.650001525878906,47.650001525878906,50.20000076293945,46.70000076293945,49.70000076293945,1025592,2020-07-13
2020-07-20,50.650001525878906,50.650001525878906,54.0,47.0,47.5,5088296,2020-07-20
2020-07-27,47.349998474121094,47.349998474121094,53.0,47.0,50.650001525878906,2013635,2020-07-27
2020-08-03,49.150001525878906,49.150001525878906,51.20000076293945,47.150001525878906,47.54999923706055,1735170,2020-08-03
2020-08-10,49.54999923706055,49.54999923706055,51.400001525878906,48.5,49.70000076293945,1633987,2020-08-10
2020-08-17,58.099998474121094,58.099998474121094,60.95000076293945,49.099998474121094,49.95000076293945,8748050,2020-08-17
2020-08-24,56.95000076293945,56.95000076293945,62.29999923706055,53.75,57.29999923706055,6523154,2020-08-24
2020-08-31,53.099998474121094,53.099998474121094,58.900001525878906,51.29999923706055,56.900001525878906,1154634,2020-08-31
2020-09-07,55.20000076293945,55.20000076293945,56.95000076293945,50.0,53.0,2827706,2020-09-07
2020-09-14,52.900001525878906,52.900001525878906,56.20000076293945,51.650001525878906,55.900001525878906,2602655,2020-09-14
2020-09-21,49.099998474121094,49.099998474121094,53.599998474121094,47.04999923706055,53.25,1063099,2020-09-21
2020-09-28,50.849998474121094,50.849998474121094,54.900001525878906,49.099998474121094,49.349998474121094,1902077,2020-09-28
2020-10-05,49.79999923706055,49.79999923706055,52.349998474121094,49.5,51.5,762763,2020-10-05
2020-10-12,47.349998474121094,47.349998474121094,50.54999923706055,46.849998474121094,50.400001525878906,624331,2020-10-12
2020-10-19,49.0,49.0,49.79999923706055,47.45000076293945,48.25,606667,2020-10-19
2020-10-26,48.75,48.75,50.5,46.25,49.0,1395331,2020-10-26
2020-11-02,46.70000076293945,46.70000076293945,49.849998474121094,46.0,48.29999923706055,2158074,2020-11-02
2020-11-09,48.70000076293945,48.70000076293945,52.400001525878906,46.099998474121094,47.650001525878906,2881728,2020-11-09
2020-11-16,48.70000076293945,48.70000076293945,51.20000076293945,48.150001525878906,48.29999923706055,1431499,2020-11-16
2020-11-23,59.099998474121094,59.099998474121094,62.900001525878906,48.54999923706055,48.70000076293945,13032863,2020-11-23
2020-11-30,55.70000076293945,55.70000076293945,59.099998474121094,55.099998474121094,59.099998474121094,2069448,2020-11-30
2020-12-07,58.70000076293945,58.70000076293945,61.25,55.849998474121094,56.04999923706055,5323750,2020-12-07
2020-12-14,56.70000076293945,56.70000076293945,59.25,56.29999923706055,57.400001525878906,2139504,2020-12-14
2020-12-21,54.0,54.0,57.04999923706055,48.349998474121094,56.25,1968070,2020-12-21
2020-12-28,55.54999923706055,55.54999923706055,57.70000076293945,54.0,54.75,2478743,2020-12-28
2021-01-04,57.95000076293945,57.95000076293945,59.75,55.04999923706055,56.04999923706055,4214562,2021-01-04
2021-01-11,54.95000076293945,54.95000076293945,59.400001525878906,54.400001525878906,58.0,1980645,2021-01-11
2021-01-18,53.45000076293945,53.45000076293945,55.650001525878906,53.0,55.0,1169503,2021-01-18
2021-01-25,51.849998474121094,51.849998474121094,54.849998474121094,50.29999923706055,54.79999923706055,722500,2021-01-25
2021-02-01,52.349998474121094,52.349998474121094,53.349998474121094,51.5,52.150001525878906,2086340,2021-02-01
2021-02-08,50.29999923706055,50.29999923706055,53.5,49.599998474121094,52.70000076293945,2552629,2021-02-08
2021-02-15,51.25,51.25,52.04999923706055,50.099998474121094,51.45000076293945,2406282,2021-02-15
2021-02-22,52.25,52.25,53.349998474121094,50.25,51.400001525878906,1793119,2021-02-22
2021-03-01,52.25,52.25,55.79999923706055,51.900001525878906,52.70000076293945,6966548,2021-03-01
2021-03-08,51.099998474121094,51.099998474121094,53.0,50.650001525878906,52.650001525878906,1168493,2021-03-08
2021-03-15,48.650001525878906,48.650001525878906,52.5,47.0,50.599998474121094,1883085,2021-03-15
2021-03-22,46.29999923706055,46.29999923706055,49.650001525878906,45.79999923706055,49.0,1030177,2021-03-22
2021-03-29,47.95000076293945,47.95000076293945,48.400001525878906,45.04999923706055,46.29999923706055,838241,2021-03-29
2021-04-05,48.25,48.25,48.599998474121094,46.70000076293945,47.79999923706055,1011676,2021-04-05
2021-04-12,45.70000076293945,45.70000076293945,47.70000076293945,45.04999923706055,47.45000076293945,729772,2021-04-12
2021-04-19,44.650001525878906,44.650001525878906,45.849998474121094,43.0,45.0,746619,2021-04-19
2021-04-26,45.5,45.5,47.650001525878906,45.0,45.0,888505,2021-04-26
2021-05-03,47.04999923706055,47.04999923706055,49.79999923706055,44.650001525878906,45.29999923706055,2100632,2021-05-03
2021-05-10,47.04999923706055,47.04999923706055,49.150001525878906,46.70000076293945,47.95000076293945,1067557,2021-05-10
2021-05-17,51.900001525878906,51.900001525878906,53.70000076293945,46.75,47.849998474121094,3561480,2021-05-17
2021-05-24,54.04999923706055,54.04999923706055,57.20000076293945,51.5,52.29999923706055,6497352,2021-05-24
2021-05-31,53.5,53.5,56.20000076293945,52.849998474121094,54.099998474121094,3401151,2021-05-31
2021-06-07,59.150001525878906,59.150001525878906,60.5,53.5,53.95000076293945,19453336,2021-06-07
2021-06-14,56.79999923706055,56.79999923706055,59.900001525878906,54.29999923706055,59.400001525878906,6362342,2021-06-14
2021-06-21,56.70000076293945,56.70000076293945,60.45000076293945,55.099998474121094,55.75,12468205,2021-06-21
2021-06-28,53.650001525878906,53.650001525878906,57.75,52.599998474121094,57.150001525878906,6301915,2021-06-28
2021-07-05,54.70000076293945,54.70000076293945,57.900001525878906,53.75,54.04999923706055,7303967,2021-07-05
2021-07-12,56.650001525878906,56.650001525878906,58.400001525878906,54.20000076293945,55.0,7801518,2021-07-12
2021-07-19,63.04999923706055,63.04999923706055,64.0,54.599998474121094,55.900001525878906,17153167,2021-07-19
2021-07-26,64.8499984741211,64.8499984741211,69.4000015258789,61.099998474121094,65.5999984741211,23932374,2021-07-26
2021-08-02,62.75,62.75,65.9000015258789,58.349998474121094,65.0999984741211,5865937,2021-08-02
2021-08-09,58.04999923706055,58.04999923706055,65.5,54.150001525878906,63.150001525878906,5066850,2021-08-09
2021-08-16,54.95000076293945,54.95000076293945,60.599998474121094,54.5,60.0,2478516,2021-08-16
2021-08-23,55.04999923706055,55.04999923706055,56.849998474121094,53.5,56.5,1949756,2021-08-23
2021-08-30,57.54999923706055,57.54999923706055,59.900001525878906,55.5,55.5,2868679,2021-08-30
2021-09-06,59.70000076293945,59.70000076293945,62.900001525878906,57.599998474121094,58.0,6646447,2021-09-06
2021-09-13,57.349998474121094,57.349998474121094,60.75,56.599998474121094,60.0,1818605,2021-09-13
2021-09-20,59.25,59.25,61.25,56.0,56.0,4170190,2021-09-20
2021-09-27,60.0,60.0,61.25,57.400001525878906,59.04999923706055,2542939,2021-09-27
2021-10-04,66.5,66.5,67.0,59.45000076293945,60.70000076293945,8973776,2021-10-04
2021-10-11,64.19999694824219,64.19999694824219,68.44999694824219,63.099998474121094,67.44999694824219,5339473,2021-10-11
2021-10-18,63.400001525878906,63.400001525878906,67.44999694824219,60.04999923706055,64.4000015258789,5410358,2021-10-18
2021-10-25,59.70000076293945,59.70000076293945,64.3499984741211,58.349998474121094,63.04999923706055,1884742,2021-10-25
2021-11-01,71.8499984741211,71.8499984741211,75.0,60.099998474121094,60.25,6685856,2021-11-01
2021-11-08,79.3499984741211,79.3499984741211,88.0999984741211,76.0,77.0,21196105,2021-11-08
2021-11-15,85.19999694824219,85.19999694824219,94.4000015258789,82.19999694824219,82.55000305175781,13250886,2021-11-15
2021-11-22,88.75,88.75,94.0,78.0999984741211,82.0,9360058,2021-11-22
2021-11-29,106.8499984741211,106.8499984741211,112.80000305175781,82.9000015258789,87.5,26548798,2021-11-29
2021-12-06,129.6999969482422,129.6999969482422,134.89999389648438,100.30000305175781,107.0,24930586,2021-12-06
2021-12-13,118.4000015258789,118.4000015258789,138.5,117.0,132.0,13354540,2021-12-13
2021-12-20,121.44999694824219,121.44999694824219,127.3499984741211,105.30000305175781,116.94999694824219,6675399,2021-12-20
