Date,Adj Close_IXIGO.NS,Close_IXIGO.NS,High_IXIGO.NS,Low_IXIGO.NS,Open_IXIGO.NS,Volume_IXIGO.NS,Date
2024-06-17,169.0,169.0,197.5,135.0,138.10000610351562,168042719,2024-06-17
2024-06-24,156.9499969482422,156.9499969482422,170.0,154.5,169.9499969482422,19115149,2024-06-24
2024-07-01,170.42999267578125,170.42999267578125,176.6699981689453,155.1999969482422,157.10000610351562,18035152,2024-07-01
2024-07-08,172.22000122070312,172.22000122070312,180.97999572753906,165.0,172.8000030517578,15821708,2024-07-08
2024-07-15,170.77999877929688,170.77999877929688,181.6999969482422,167.47999572753906,174.0,12926088,2024-07-15
2024-07-22,177.1199951171875,177.1199951171875,196.44000244140625,156.91000366210938,169.10000610351562,19026957,2024-07-22
2024-07-29,176.66000366210938,176.66000366210938,184.6999969482422,169.22999572753906,181.4499969482422,8939432,2024-07-29
2024-08-05,163.1300048828125,163.1300048828125,172.83999633789062,161.64999389648438,161.9600067138672,4647029,2024-08-05
2024-08-12,155.27000427246094,155.27000427246094,164.99000549316406,151.60000610351562,163.9499969482422,2572684,2024-08-12
2024-08-19,168.38999938964844,168.38999938964844,172.0,155.5500030517578,156.89999389648438,7134196,2024-08-19
2024-08-26,164.7899932861328,164.7899932861328,172.39999389648438,163.57000732421875,169.6699981689453,5024106,2024-08-26
2024-09-02,156.9600067138672,156.9600067138672,165.99000549316406,156.50999450683594,165.5,2305040,2024-09-02
2024-09-09,155.94000244140625,155.94000244140625,161.67999267578125,148.61000061035156,155.6199951171875,5847682,2024-09-09
2024-09-16,144.77000427246094,144.77000427246094,158.10000610351562,144.13999938964844,156.0500030517578,2690776,2024-09-16
2024-09-23,146.47999572753906,146.47999572753906,147.99000549316406,139.0,146.3000030517578,5701504,2024-09-23
2024-09-30,147.82000732421875,147.82000732421875,156.5,145.3000030517578,147.8699951171875,3361252,2024-09-30
2024-10-07,153.5500030517578,153.5500030517578,155.38999938964844,141.7100067138672,149.39999389648438,2207225,2024-10-07
2024-10-14,163.97000122070312,163.97000122070312,167.0,153.14999389648438,156.0,5008779,2024-10-14
2024-10-21,143.8699951171875,143.8699951171875,164.9499969482422,141.77999877929688,164.19000244140625,3342011,2024-10-21
2024-10-28,149.47999572753906,149.47999572753906,152.5,142.80999755859375,144.0,1361270,2024-10-28
2024-11-04,146.75,146.75,156.0,144.00999450683594,149.47999572753906,1785332,2024-11-04
2024-11-11,144.47999572753906,144.47999572753906,147.49000549316406,131.60000610351562,147.10000610351562,2131548,2024-11-11
2024-11-18,142.72999572753906,142.72999572753906,153.60000610351562,140.05999755859375,144.47999572753906,1341701,2024-11-18
2024-11-25,143.2100067138672,143.2100067138672,147.22000122070312,139.0,145.0,2012940,2024-11-25
2024-12-02,141.75,141.75,145.5800018310547,141.0500030517578,144.1999969482422,1694167,2024-12-02
2024-12-09,154.02000427246094,154.02000427246094,160.89999389648438,140.0,142.0,13192378,2024-12-09
2024-12-16,165.44000244140625,165.44000244140625,167.39999389648438,145.00999450683594,147.0,15476862,2024-12-16
2024-12-23,177.85000610351562,177.85000610351562,178.64999389648438,160.25,166.92999267578125,9901345,2024-12-23
2024-12-30,178.5500030517578,178.5500030517578,183.1999969482422,167.00999450683594,174.3000030517578,13498113,2024-12-30
2025-01-06,153.49000549316406,153.49000549316406,179.39999389648438,151.55999755859375,179.0,6225213,2025-01-06
2025-01-13,144.7100067138672,144.7100067138672,152.38999938964844,139.50999450683594,150.61000061035156,4755741,2025-01-13
2025-01-20,137.6199951171875,137.6199951171875,146.0800018310547,136.5,145.0,3929926,2025-01-20
2025-01-27,157.8300018310547,157.8300018310547,164.2899932861328,119.05000305175781,136.39999389648438,12062404,2025-01-27
2025-02-03,158.9600067138672,158.9600067138672,164.6999969482422,152.0800018310547,155.72000122070312,3531234,2025-02-03
2025-02-10,144.9600067138672,144.9600067138672,159.0,133.36000061035156,158.7899932861328,7111272,2025-02-10
2025-02-17,140.2899932861328,140.2899932861328,148.6999969482422,138.5,142.8000030517578,7433312,2025-02-17
2025-02-24,133.8800048828125,133.8800048828125,146.7899932861328,132.5,137.0,3911251,2025-02-24
2025-03-03,134.05999755859375,134.05999755859375,138.0,117.0,134.99000549316406,5538081,2025-03-03
2025-03-10,125.5,125.5,134.25,121.31999969482422,134.24000549316406,3332372,2025-03-10
2025-03-17,140.6999969482422,140.6999969482422,141.5800018310547,124.87999725341797,126.9000015258789,2835717,2025-03-17
2025-03-24,141.60000610351562,141.60000610351562,146.10000610351562,138.0500030517578,142.49000549316406,3938914,2025-03-24
2025-03-31,139.92999267578125,139.92999267578125,148.07000732421875,138.27999877929688,141.60000610351562,2243832,2025-03-31
2025-04-07,141.27000427246094,141.27000427246094,146.0,123.29000091552734,124.9000015258789,2797337,2025-04-07
2025-04-14,157.74000549316406,157.74000549316406,159.4499969482422,141.27000427246094,141.27000427246094,3340699,2025-04-14
2025-04-21,150.00999450683594,150.00999450683594,158.8000030517578,146.27000427246094,158.0800018310547,3381349,2025-04-21
2025-04-28,145.3300018310547,145.3300018310547,151.89999389648438,142.0,150.0,1228870,2025-04-28
2025-05-05,151.97999572753906,151.97999572753906,153.5,141.89999389648438,146.19000244140625,2512775,2025-05-05
2025-05-12,177.27999877929688,177.27999877929688,181.1999969482422,155.24000549316406,158.60000610351562,12191249,2025-05-12
2025-05-19,174.2899932861328,174.2899932861328,180.58999633789062,168.57000732421875,177.0,7708622,2025-05-19
2025-05-26,176.27999877929688,176.27999877929688,185.0,170.52000427246094,172.0,13252175,2025-05-26
2025-06-02,171.1199951171875,171.1199951171875,185.5,169.97000122070312,174.91000366210938,8365750,2025-06-02
2025-06-09,187.4600067138672,187.4600067138672,191.0,170.35000610351562,171.75,9815712,2025-06-09
2025-06-16,172.25,172.25,190.0,170.39999389648438,187.4600067138672,11144558,2025-06-16
2025-06-23,178.75,178.75,182.0,160.5,171.0,7462990,2025-06-23
2025-06-30,171.27999877929688,171.27999877929688,183.72999572753906,169.60000610351562,178.52000427246094,2712423,2025-06-30
2025-07-07,174.75999450683594,174.75999450683594,182.75,167.99000549316406,167.99000549316406,3560669,2025-07-07
2025-07-14,176.41000366210938,176.41000366210938,179.63999938964844,170.72000122070312,175.5,2597044,2025-07-14
