Date,Adj Close_GAEL.NS,Close_GAEL.NS,High_GAEL.NS,Low_GAEL.NS,Open_GAEL.NS,Volume_GAEL.NS,Date
2020-07-13,36.50168228149414,36.900001525878906,38.224998474121094,35.5,35.625,901140,2020-07-13
2020-07-20,39.30855178833008,39.73749923706055,42.32500076293945,36.75,37.5,2259372,2020-07-20
2020-07-27,41.24987030029297,41.70000076293945,46.625,40.0,42.125,5170356,2020-07-27
2020-08-03,45.47871780395508,45.974998474121094,47.67499923706055,41.38750076293945,42.13750076293945,3813776,2020-08-03
2020-08-10,45.268516540527344,45.76250076293945,48.724998474121094,44.275001525878906,45.26250076293945,2371396,2020-08-10
2020-08-17,46.91306686401367,47.42499923706055,48.25,45.275001525878906,47.5,4245844,2020-08-17
2020-08-24,47.01198959350586,47.525001525878906,51.61249923706055,46.275001525878906,47.5,4625780,2020-08-24
2020-08-31,47.654972076416016,48.17499923706055,49.57500076293945,45.63750076293945,48.01250076293945,2098708,2020-08-31
2020-09-07,49.34899139404297,49.88750076293945,51.48749923706055,46.75,47.25,3194208,2020-09-07
2020-09-14,52.27950668334961,52.849998474121094,55.5,50.57500076293945,51.25,2871384,2020-09-14
2020-09-21,53.750953674316406,54.337501525878906,55.42499923706055,47.525001525878906,53.75,2847728,2020-09-21
2020-09-28,60.020042419433594,60.67499923706055,64.0,53.787498474121094,54.73749923706055,2995424,2020-09-28
2020-10-05,56.60728073120117,57.224998474121094,64.5,55.5,60.474998474121094,2447822,2020-10-05
2020-10-12,58.48677062988281,59.125,60.5,56.17499923706055,57.79999923706055,1513406,2020-10-12
2020-10-19,60.267337799072266,60.92499923706055,65.4000015258789,59.150001525878906,60.0,5786126,2020-10-19
2020-10-26,57.052425384521484,57.67499923706055,61.849998474121094,54.54999923706055,61.849998474121094,1508638,2020-10-26
2020-11-02,56.112674713134766,56.724998474121094,58.400001525878906,55.54999923706055,57.67499923706055,712866,2020-11-02
2020-11-09,56.236324310302734,56.849998474121094,58.275001525878906,54.224998474121094,57.150001525878906,1774426,2020-11-09
2020-11-16,59.99531173706055,60.650001525878906,64.75,56.224998474121094,56.224998474121094,4579628,2020-11-16
2020-11-23,59.82219696044922,60.474998474121094,63.75,59.150001525878906,62.5,1665762,2020-11-23
2020-11-30,59.47597885131836,60.125,61.45000076293945,58.525001525878906,60.474998474121094,1184380,2020-11-30
2020-12-07,59.87166213989258,60.525001525878906,62.20000076293945,57.625,60.75,2762316,2020-12-07
2020-12-14,59.20394515991211,59.849998474121094,62.625,59.07500076293945,61.849998474121094,2039540,2020-12-14
2020-12-21,56.4836311340332,57.099998474121094,60.92499923706055,51.79999923706055,59.849998474121094,1483582,2020-12-21
2020-12-28,59.87166213989258,60.525001525878906,61.25,57.07500076293945,58.0,1526788,2020-12-28
2021-01-04,67.29071044921875,68.0250015258789,72.0,61.0,62.025001525878906,9446190,2021-01-04
2021-01-11,71.66793823242188,72.44999694824219,73.5,64.75,69.0,6385054,2021-01-11
2021-01-18,65.83161926269531,66.55000305175781,74.5,65.75,73.0250015258789,6635752,2021-01-18
2021-01-25,70.23358154296875,71.0,75.5,64.125,68.5250015258789,9036462,2021-01-25
2021-02-01,66.15311431884766,66.875,72.57499694824219,65.0,71.4749984741211,2592400,2021-02-01
2021-02-08,64.39727020263672,65.0999984741211,68.9749984741211,63.20000076293945,68.05000305175781,2120900,2021-02-08
2021-02-15,66.30149841308594,67.0250015258789,69.0,62.775001525878906,65.0999984741211,3852710,2021-02-15
2021-02-22,61.75114822387695,62.42499923706055,67.8499984741211,57.5,67.5,2477776,2021-02-22
2021-03-01,71.07440948486328,71.8499984741211,77.5,62.650001525878906,63.349998474121094,16523812,2021-03-01
2021-03-08,67.81002807617188,68.55000305175781,73.375,67.5,72.42500305175781,2777236,2021-03-08
2021-03-15,65.41120910644531,66.125,71.67500305175781,63.0,68.9000015258789,3405834,2021-03-15
2021-03-22,63.086578369140625,63.775001525878906,69.5,62.67499923706055,66.125,2031828,2021-03-22
2021-03-29,66.87028503417969,67.5999984741211,68.94999694824219,63.400001525878906,63.775001525878906,1447712,2021-03-29
2021-04-05,68.82396697998047,69.57499694824219,71.94999694824219,61.025001525878906,67.69999694824219,6225184,2021-04-05
2021-04-12,66.00473022460938,66.7249984741211,69.0999984741211,65.0,69.0,2293324,2021-04-12
2021-04-19,63.8284797668457,64.5250015258789,68.5,62.5,65.625,1473878,2021-04-19
2021-04-26,74.31405639648438,75.125,76.94999694824219,64.8499984741211,64.8499984741211,10854046,2021-04-26
2021-05-03,80.94172668457031,81.82499694824219,86.7750015258789,74.30000305175781,75.1500015258789,19255472,2021-05-03
2021-05-10,83.09326171875,84.0,89.82499694824219,82.0,83.7750015258789,7380136,2021-05-10
2021-05-17,89.96823120117188,90.94999694824219,93.2750015258789,83.75,85.0250015258789,7740420,2021-05-17
2021-05-24,82.0545883178711,82.94999694824219,93.4000015258789,82.55000305175781,92.5,13166928,2021-05-24
2021-05-31,80.6202392578125,81.5,85.375,81.0,82.94999694824219,3306222,2021-05-31
2021-06-07,83.0190658569336,83.92500305175781,88.25,80.2249984741211,80.5,11017596,2021-06-07
2021-06-14,81.93094635009766,82.82499694824219,86.3499984741211,79.3499984741211,83.8499984741211,4100618,2021-06-14
2021-06-21,88.0145492553711,88.9749984741211,91.17500305175781,80.25,81.0,10238406,2021-06-21
2021-06-28,88.80592346191406,89.7750015258789,93.69999694824219,84.80000305175781,89.625,10866954,2021-06-28
2021-07-05,91.42731475830078,92.42500305175781,97.5,88.7750015258789,89.875,17857600,2021-07-05
2021-07-12,92.1692123413086,93.17500305175781,96.75,91.7750015258789,93.19999694824219,5732916,2021-07-12
2021-07-19,91.60041809082031,92.5999984741211,94.4000015258789,86.5999984741211,92.5,3275440,2021-07-19
2021-07-26,96.00239562988281,97.05000305175781,98.55000305175781,91.0250015258789,92.75,11316248,2021-07-26
2021-08-02,94.09815979003906,95.125,100.80000305175781,93.05000305175781,99.25,11496810,2021-08-02
2021-08-09,90.16607666015625,91.1500015258789,97.75,84.5,96.92500305175781,5320648,2021-08-09
2021-08-16,83.0190658569336,83.92500305175781,91.5999984741211,82.55000305175781,91.5999984741211,2474586,2021-08-16
2021-08-23,81.76695251464844,82.375,84.75,77.625,83.92500305175781,4573918,2021-08-23
2021-08-30,89.36048126220703,90.0250015258789,93.9000015258789,82.5,82.75,6481868,2021-08-30
2021-09-06,87.74747467041016,88.4000015258789,91.4749984741211,86.0,90.9749984741211,2543788,2021-09-06
2021-09-13,90.10494232177734,90.7750015258789,92.44999694824219,85.5,88.44999694824219,3127406,2021-09-13
2021-09-20,85.56370544433594,86.19999694824219,90.5,85.57499694824219,86.55000305175781,2429888,2021-09-20
2021-09-27,84.44701385498047,85.07499694824219,88.69999694824219,84.44999694824219,87.4749984741211,2192532,2021-09-27
2021-10-04,84.09959411621094,84.7249984741211,87.32499694824219,83.69999694824219,87.0,3287306,2021-10-04
2021-10-11,88.070068359375,88.7249984741211,91.3499984741211,85.0,85.5,3855670,2021-10-11
