Date,Adj Close_AVTNPL.NS,Close_AVTNPL.NS,High_AVTNPL.NS,Low_AVTNPL.NS,Open_AVTNPL.NS,Volume_AVTNPL.NS,Date
2020-07-13,36.46487045288086,38.54999923706055,39.29999923706055,37.29999923706055,38.95000076293945,375470,2020-07-13
2020-07-20,43.133544921875,45.599998474121094,47.599998474121094,38.29999923706055,38.95000076293945,3213349,2020-07-20
2020-07-27,35.70814514160156,37.75,50.75,37.0,46.5,6831188,2020-07-27
2020-08-03,41.667388916015625,44.04999923706055,46.0,37.75,38.0,2619176,2020-08-03
2020-08-10,41.3363151550293,43.70000076293945,46.75,41.25,44.79999923706055,1613173,2020-08-10
2020-08-17,41.52549743652344,43.900001525878906,45.0,42.79999923706055,43.5,779527,2020-08-17
2020-08-24,44.221351623535156,46.75,50.95000076293945,44.20000076293945,44.400001525878906,2709747,2020-08-24
2020-08-31,39.964752197265625,42.25,47.599998474121094,39.400001525878906,47.0,2484389,2020-08-31
2020-09-07,42.47141647338867,44.900001525878906,47.400001525878906,39.900001525878906,43.70000076293945,3479458,2020-09-07
2020-09-14,44.64700698852539,47.20000076293945,51.0,45.20000076293945,46.099998474121094,3120953,2020-09-14
2020-09-21,43.653079986572266,45.79999923706055,48.0,40.900001525878906,47.45000076293945,920829,2020-09-21
2020-09-28,43.03355026245117,45.150001525878906,46.75,44.79999923706055,46.099998474121094,375660,2020-09-28
2020-10-05,44.27260971069336,46.45000076293945,49.150001525878906,45.25,47.599998474121094,872209,2020-10-05
2020-10-12,41.317928314208984,43.349998474121094,47.95000076293945,42.70000076293945,47.95000076293945,563930,2020-10-12
2020-10-19,42.747615814208984,44.849998474121094,46.599998474121094,43.70000076293945,43.79999923706055,528023,2020-10-19
2020-10-26,41.50855255126953,43.54999923706055,45.900001525878906,43.25,45.900001525878906,290916,2020-10-26
2020-11-02,41.88980484008789,43.95000076293945,44.5,42.349998474121094,44.29999923706055,371534,2020-11-02
2020-11-09,41.50855255126953,43.54999923706055,44.900001525878906,40.099998474121094,44.099998474121094,571584,2020-11-09
2020-11-16,43.51011276245117,45.650001525878906,48.400001525878906,43.04999923706055,43.04999923706055,1063526,2020-11-16
2020-11-23,44.32026672363281,46.5,47.95000076293945,45.25,45.650001525878906,629738,2020-11-23
2020-11-30,45.082763671875,47.29999923706055,50.0,45.75,46.5,1482300,2020-11-30
2020-12-07,43.891353607177734,46.04999923706055,48.349998474121094,45.599998474121094,47.5,700308,2020-12-07
2020-12-14,49.133544921875,51.54999923706055,55.849998474121094,45.099998474121094,46.099998474121094,3756394,2020-12-14
2020-12-21,47.227298736572266,49.54999923706055,53.54999923706055,42.5,50.54999923706055,1748720,2020-12-21
2020-12-28,47.56089401245117,49.900001525878906,51.70000076293945,48.0,50.54999923706055,1140454,2020-12-28
2021-01-04,48.70463562011719,51.099998474121094,54.70000076293945,49.150001525878906,50.5,2076163,2021-01-04
2021-01-11,44.844482421875,47.04999923706055,51.75,45.099998474121094,51.150001525878906,1352081,2021-01-11
2021-01-18,44.17729568481445,46.349998474121094,48.349998474121094,45.599998474121094,47.0,515752,2021-01-18
2021-01-25,40.98432922363281,43.0,46.900001525878906,42.79999923706055,46.900001525878906,717348,2021-01-25
2021-02-01,43.70073699951172,45.849998474121094,48.45000076293945,42.599998474121094,43.650001525878906,544176,2021-02-01
2021-02-08,44.844482421875,47.04999923706055,48.0,45.0,46.0,786729,2021-02-08
2021-02-15,43.51011276245117,45.650001525878906,47.95000076293945,45.04999923706055,47.04999923706055,753004,2021-02-15
2021-02-22,42.45169448852539,44.25,46.5,43.5,46.25,671318,2021-02-22
2021-03-01,44.03464889526367,45.900001525878906,49.70000076293945,44.099998474121094,44.099998474121094,1651018,2021-03-01
2021-03-08,44.65822219848633,46.54999923706055,49.75,45.650001525878906,45.70000076293945,1021021,2021-03-08
2021-03-15,42.16389083862305,43.95000076293945,48.900001525878906,42.849998474121094,46.0,794600,2021-03-15
2021-03-22,41.732181549072266,43.5,45.75,42.900001525878906,43.5,357360,2021-03-22
2021-03-29,44.46635437011719,46.349998474121094,46.5,43.5,43.5,356073,2021-03-29
