Date,Adj Close_NATIONALUM.NS,Close_NATIONALUM.NS,High_NATIONALUM.NS,Low_NATIONALUM.NS,Open_NATIONALUM.NS,Volume_NATIONALUM.NS,Date
2020-07-13,26.835163116455078,34.45000076293945,35.20000076293945,32.70000076293945,34.400001525878906,45109901,2020-07-13
2020-07-20,25.90041160583496,33.25,34.70000076293945,32.79999923706055,34.70000076293945,47983677,2020-07-20
2020-07-27,25.510929107666016,32.75,34.099998474121094,32.04999923706055,33.29999923706055,65652395,2020-07-27
2020-08-03,27.185693740844727,34.900001525878906,35.29999923706055,32.5,32.75,81696999,2020-08-03
2020-08-10,27.38043785095215,35.150001525878906,36.349998474121094,34.54999923706055,35.0,65745308,2020-08-10
2020-08-17,29.639415740966797,38.04999923706055,40.04999923706055,34.95000076293945,35.25,100059401,2020-08-17
2020-08-24,29.249940872192383,37.54999923706055,38.70000076293945,36.150001525878906,38.349998474121094,56595235,2020-08-24
2020-08-31,28.2762393951416,36.29999923706055,38.150001525878906,35.70000076293945,37.849998474121094,46085861,2020-08-31
2020-09-07,27.107799530029297,34.79999923706055,36.900001525878906,32.79999923706055,36.45000076293945,58306102,2020-09-07
2020-09-14,27.185693740844727,34.900001525878906,36.45000076293945,33.650001525878906,35.29999923706055,71134420,2020-09-14
2020-09-21,24.770917892456055,31.799999237060547,35.20000076293945,29.950000762939453,35.099998474121094,76616900,2020-09-21
2020-09-28,25.04355812072754,32.150001525878906,33.29999923706055,31.950000762939453,32.5,52770870,2020-09-28
2020-10-05,24.420387268066406,31.350000381469727,32.849998474121094,30.5,32.5,90018065,2020-10-05
2020-10-12,23.83616828918457,30.600000381469727,31.950000762939453,29.100000381469727,31.450000762939453,56983344,2020-10-12
2020-10-19,23.95301055908203,30.75,31.600000381469727,29.899999618530273,31.049999237060547,41438688,2020-10-19
2020-10-26,23.641429901123047,30.350000381469727,31.450000762939453,29.649999618530273,30.950000762939453,46190627,2020-10-26
2020-11-02,25.43303680419922,32.650001525878906,32.900001525878906,29.950000762939453,30.600000381469727,43794057,2020-11-02
2020-11-09,27.419384002685547,35.20000076293945,35.75,32.25,32.95000076293945,55357152,2020-11-09
2020-11-16,28.470983505249023,36.54999923706055,38.29999923706055,34.79999923706055,34.79999923706055,73102523,2020-11-16
2020-11-23,30.53522300720215,39.20000076293945,40.20000076293945,35.400001525878906,36.599998474121094,110826679,2020-11-23
2020-11-30,32.911048889160156,42.25,43.650001525878906,38.650001525878906,39.20000076293945,137993676,2020-11-30
2020-12-07,33.69131851196289,42.70000076293945,44.400001525878906,40.5,42.29999923706055,119956686,2020-12-07
2020-12-14,34.480342864990234,43.70000076293945,45.0,42.099998474121094,42.95000076293945,94587437,2020-12-14
2020-12-21,32.271080017089844,40.900001525878906,43.70000076293945,37.349998474121094,43.349998474121094,88901772,2020-12-21
2020-12-28,34.993202209472656,44.349998474121094,44.79999923706055,41.0,41.25,102628800,2020-12-28
2021-01-04,37.75479507446289,47.849998474121094,50.0,45.0,45.0,162675086,2021-01-04
2021-01-11,35.7822265625,45.349998474121094,48.650001525878906,44.599998474121094,48.150001525878906,113329601,2021-01-11
2021-01-18,36.76850509643555,46.599998474121094,49.20000076293945,43.099998474121094,45.25,127659860,2021-01-18
2021-01-25,37.79424285888672,47.900001525878906,48.70000076293945,45.29999923706055,47.0,161526574,2021-01-25
2021-02-01,39.60898971557617,50.20000076293945,52.25,47.29999923706055,48.099998474121094,173941142,2021-02-01
2021-02-08,38.58325958251953,48.900001525878906,51.400001525878906,48.349998474121094,50.75,96721819,2021-02-08
2021-02-15,40.83198547363281,51.75,53.29999923706055,48.349998474121094,49.5,110121967,2021-02-15
2021-02-22,47.3414306640625,60.0,61.25,51.599998474121094,51.75,228592247,2021-02-22
2021-03-01,45.566131591796875,57.75,64.0,56.900001525878906,60.900001525878906,165232617,2021-03-01
2021-03-08,46.23679733276367,58.599998474121094,60.95000076293945,56.79999923706055,58.400001525878906,89130144,2021-03-08
2021-03-15,44.02752685546875,55.79999923706055,60.29999923706055,53.400001525878906,59.099998474121094,123219956,2021-03-15
2021-03-22,42.4100341796875,53.75,56.0,50.70000076293945,54.45000076293945,102002471,2021-03-22
2021-03-29,48.07838821411133,58.75,59.20000076293945,53.54999923706055,53.75,64487378,2021-03-29
2021-04-05,48.610321044921875,59.400001525878906,61.75,55.70000076293945,59.0,150005274,2021-04-05
2021-04-12,48.242061614990234,58.95000076293945,60.5,52.75,57.849998474121094,111352381,2021-04-12
2021-04-19,46.441680908203125,56.75,58.79999923706055,55.0,56.5,71792900,2021-04-19
2021-04-26,52.90668487548828,64.6500015258789,66.5,57.04999923706055,57.650001525878906,249416802,2021-04-26
2021-05-03,62.19502258300781,76.0,78.44999694824219,64.1500015258789,64.4000015258789,323067609,2021-05-03
2021-05-10,58.389678955078125,71.3499984741211,82.0999984741211,69.0,79.9000015258789,308626899,2021-05-10
2021-05-17,57.939571380615234,70.80000305175781,78.9000015258789,70.1500015258789,71.5,204788688,2021-05-17
2021-05-24,59.003440856933594,72.0999984741211,76.19999694824219,69.25,71.0,192373680,2021-05-24
2021-05-31,59.535377502441406,72.75,74.44999694824219,71.19999694824219,72.0,123543212,2021-05-31
2021-06-07,59.04434585571289,72.1500015258789,75.75,69.75,73.44999694824219,107456681,2021-06-07
2021-06-14,55.36176300048828,67.6500015258789,72.5999984741211,65.05000305175781,72.5,118379374,2021-06-14
2021-06-21,60.10821533203125,73.44999694824219,74.19999694824219,65.5,66.0,125837748,2021-06-21
2021-06-28,64.65009307861328,79.0,84.30000305175781,74.0,75.1500015258789,390337032,2021-06-28
2021-07-05,69.84664916992188,85.3499984741211,86.80000305175781,78.5999984741211,79.8499984741211,213519676,2021-07-05
2021-07-12,72.26080322265625,88.30000305175781,88.69999694824219,82.55000305175781,86.1500015258789,121333758,2021-07-12
2021-07-19,67.4734115600586,82.44999694824219,91.0,81.9000015258789,87.4000015258789,170849878,2021-07-19
2021-07-26,76.51625061035156,93.5,96.0,82.3499984741211,83.0,309998843,2021-07-26
2021-08-02,77.08909606933594,94.19999694824219,97.44999694824219,91.30000305175781,94.5,181922598,2021-08-02
2021-08-09,68.53728485107422,83.75,90.0,77.55000305175781,90.0,247181640,2021-08-09
2021-08-16,59.9854621887207,73.30000305175781,84.5999984741211,72.9000015258789,83.44999694824219,80289754,2021-08-16
2021-08-23,69.56022644042969,85.0,85.4000015258789,71.25,74.5,247799560,2021-08-23
2021-08-30,76.84359741210938,93.9000015258789,95.30000305175781,85.0,85.44999694824219,244578686,2021-08-30
2021-09-06,80.1579360961914,97.94999694824219,102.30000305175781,94.05000305175781,95.0,229570576,2021-09-06
2021-09-13,77.04816436767578,94.1500015258789,102.44999694824219,92.30000305175781,99.55000305175781,123295101,2021-09-13
2021-09-20,72.42447662353516,88.5,93.25,85.19999694824219,91.0,161638203,2021-09-20
2021-09-27,79.02373504638672,95.5,96.1500015258789,87.0999984741211,89.5,164022877,2021-09-27
2021-10-04,79.60296630859375,96.19999694824219,106.0,95.30000305175781,96.25,217996093,2021-10-04
2021-10-11,89.03617095947266,107.5999984741211,108.75,96.0,96.9000015258789,149734347,2021-10-11
2021-10-18,85.60215759277344,103.44999694824219,127.94999694824219,102.0,112.05000305175781,361365653,2021-10-18
2021-10-25,80.18220520019531,96.9000015258789,107.75,95.0999984741211,104.44999694824219,196885403,2021-10-25
2021-11-01,82.83011627197266,100.0999984741211,102.80000305175781,98.0,98.0,80297961,2021-11-01
2021-11-08,83.94721221923828,101.44999694824219,103.80000305175781,97.44999694824219,100.80000305175781,161819897,2021-11-08
2021-11-15,78.40314483642578,94.75,104.4000015258789,93.19999694824219,103.5,90686925,2021-11-15
2021-11-22,72.90042877197266,88.0999984741211,100.19999694824219,87.4000015258789,95.0999984741211,167079346,2021-11-22
2021-11-29,77.44306182861328,91.69999694824219,92.9000015258789,86.30000305175781,88.5,133391751,2021-11-29
2021-12-06,83.56586456298828,98.94999694824219,101.25,89.6500015258789,91.6500015258789,166750411,2021-12-06
2021-12-13,83.354736328125,98.69999694824219,103.0,97.1500015258789,99.8499984741211,120915824,2021-12-13
2021-12-20,85.12825012207031,100.80000305175781,105.94999694824219,91.80000305175781,96.94999694824219,146583292,2021-12-20
2021-12-27,85.29715728759766,101.0,101.8499984741211,97.1500015258789,101.0999984741211,77997119,2021-12-27
2022-01-03,93.48905181884766,110.69999694824219,111.44999694824219,100.4000015258789,101.6500015258789,130316918,2022-01-03
2022-01-10,95.89595794677734,113.55000305175781,115.25,108.0,111.0,118852837,2022-01-10
2022-01-17,91.41996002197266,108.25,113.9000015258789,106.55000305175781,113.9000015258789,119388852,2022-01-17
2022-01-24,91.88446807861328,108.80000305175781,112.19999694824219,99.0999984741211,107.69999694824219,93991701,2022-01-24
2022-01-31,99.52742767333984,117.8499984741211,121.5,108.0,109.44999694824219,110763697,2022-01-31
2022-02-07,103.45447540283203,122.5,128.25,114.30000305175781,118.5,152982707,2022-02-07
2022-02-14,97.24720001220703,115.1500015258789,123.69999694824219,114.80000305175781,120.0,99346195,2022-02-14
2022-02-21,101.58576965332031,117.30000305175781,121.5999984741211,108.8499984741211,114.5,173623048,2022-02-21
2022-02-28,106.34894561767578,122.80000305175781,132.6999969482422,115.94999694824219,117.30000305175781,175262496,2022-02-28
2022-03-07,105.56951904296875,121.9000015258789,128.0500030517578,117.6500015258789,125.25,154971573,2022-03-07
