Date,Adj Close_PRICOLLTD.NS,Close_PRICOLLTD.NS,High_PRICOLLTD.NS,Low_PRICOLLTD.NS,Open_PRICOLLTD.NS,Volume_PRICOLLTD.NS,Date
2020-07-13,32.40336990356445,32.40336990356445,34.49247741699219,32.09222412109375,33.47014617919922,106521,2020-07-13
2020-07-20,41.42652893066406,41.42652893066406,41.87102127075195,32.18112564086914,32.89230728149414,3002679,2020-07-20
2020-07-27,43.648983001708984,43.648983001708984,46.227027893066406,39.559669494628906,41.24873352050781,2733719,2020-07-27
2020-08-03,42.715553283691406,42.715553283691406,49.56071090698242,42.40441131591797,43.56008529663086,2610052,2020-08-03
2020-08-10,36.181541442871094,36.181541442871094,42.44886016845703,36.181541442871094,41.87102127075195,1436767,2020-08-10
2020-08-17,36.403785705566406,36.403785705566406,37.24831771850586,33.203453063964844,37.24831771850586,3479957,2020-08-17
2020-08-24,40.18195724487305,40.18195724487305,41.87102127075195,36.84827423095703,37.29276657104492,2983243,2020-08-24
2020-08-31,42.893348693847656,42.893348693847656,43.73788070678711,36.49268341064453,40.62644577026367,2867520,2020-08-31
2020-09-07,44.67131042480469,44.67131042480469,46.13813018798828,41.87102127075195,43.5156364440918,2968505,2020-09-07
2020-09-14,44.98245620727539,44.98245620727539,47.16046142578125,43.115596771240234,45.249149322509766,2710747,2020-09-14
2020-09-21,40.44865036010742,40.44865036010742,45.29359817504883,38.137298583984375,44.71575927734375,1003258,2020-09-21
2020-09-28,39.693016052246094,39.693016052246094,42.671104431152344,39.64856719970703,40.7153434753418,540401,2020-09-28
2020-10-05,40.0041618347168,40.0041618347168,41.87102127075195,38.581790924072266,40.3597526550293,777567,2020-10-05
2020-10-12,43.38228988647461,43.38228988647461,43.38228988647461,39.115177154541016,39.64856719970703,1468477,2020-10-12
2020-10-19,51.07197952270508,51.07197952270508,51.60536575317383,42.0488166809082,43.78232955932617,3230858,2020-10-19
2020-10-26,53.3388786315918,53.3388786315918,57.29484558105469,46.13813018798828,50.62748718261719,1790337,2020-10-26
2020-11-02,50.583038330078125,50.583038330078125,55.116844177246094,49.87185287475586,53.3388786315918,469074,2020-11-02
2020-11-09,49.29401397705078,49.29401397705078,51.29422378540039,47.16046142578125,49.338462829589844,423413,2020-11-09
2020-11-16,54.13896179199219,54.13896179199219,55.42798614501953,48.13833999633789,48.13833999633789,1689217,2020-11-16
2020-11-23,49.95000076293945,49.95000076293945,55.7835807800293,47.25,54.005615234375,1781510,2020-11-23
2020-11-30,46.849998474121094,46.849998474121094,50.45000076293945,46.5,49.95000076293945,1034560,2020-11-30
2020-12-07,47.400001525878906,47.400001525878906,51.5,46.79999923706055,47.0,2907030,2020-12-07
2020-12-14,49.75,49.75,55.349998474121094,47.150001525878906,47.79999923706055,4820957,2020-12-14
2020-12-21,47.849998474121094,47.849998474121094,50.95000076293945,45.0,49.0,830741,2020-12-21
2020-12-28,46.5,46.5,48.70000076293945,45.900001525878906,47.95000076293945,1981598,2020-12-28
2021-01-04,50.04999923706055,50.04999923706055,52.79999923706055,46.0,46.45000076293945,9364861,2021-01-04
2021-01-11,49.400001525878906,49.400001525878906,53.349998474121094,48.70000076293945,50.849998474121094,4663929,2021-01-11
2021-01-18,49.599998474121094,49.599998474121094,53.5,47.5,49.150001525878906,3095115,2021-01-18
2021-01-25,48.25,48.25,50.400001525878906,47.70000076293945,50.400001525878906,1113336,2021-01-25
2021-02-01,56.70000076293945,56.70000076293945,58.400001525878906,47.900001525878906,48.400001525878906,11749705,2021-02-01
2021-02-08,57.099998474121094,57.099998474121094,60.95000076293945,55.150001525878906,57.20000076293945,9138872,2021-02-08
2021-02-15,61.54999923706055,61.54999923706055,63.900001525878906,53.79999923706055,57.349998474121094,7264326,2021-02-15
2021-02-22,68.94999694824219,68.94999694824219,71.44999694824219,60.25,61.95000076293945,11526695,2021-02-22
2021-03-01,69.9000015258789,69.9000015258789,75.80000305175781,67.30000305175781,69.80000305175781,9228263,2021-03-01
2021-03-08,70.6500015258789,70.6500015258789,77.0999984741211,69.80000305175781,70.8499984741211,7808975,2021-03-08
2021-03-15,63.650001525878906,63.650001525878906,71.69999694824219,60.0,71.5,6547060,2021-03-15
2021-03-22,67.5,67.5,68.0,62.349998474121094,64.0,4755616,2021-03-22
2021-03-29,71.5,71.5,73.0999984741211,65.6500015258789,67.5,2418204,2021-03-29
2021-04-05,77.44999694824219,77.44999694824219,79.19999694824219,71.05000305175781,74.75,5758227,2021-04-05
2021-04-12,75.5,75.5,76.44999694824219,70.0,75.5,3061945,2021-04-12
2021-04-19,72.75,72.75,75.0,68.94999694824219,75.0,2004857,2021-04-19
2021-04-26,74.8499984741211,74.8499984741211,87.30000305175781,72.55000305175781,73.94999694824219,8912786,2021-04-26
2021-05-03,81.5999984741211,81.5999984741211,85.69999694824219,74.0999984741211,74.75,8182969,2021-05-03
