Date,Adj Close_PFIZER.NS,Close_PFIZER.NS,High_PFIZER.NS,Low_PFIZER.NS,Open_PFIZER.NS,Volume_PFIZER.NS,Date
2021-04-26,5090.73828125,5273.5,5421.5498046875,5103.7998046875,5227.0,635119,2021-04-26
2021-05-03,5153.630859375,5338.64990234375,5690.0,5212.0,5290.0,892811,2021-05-03
2021-05-10,5093.05517578125,5275.89990234375,5494.89990234375,5252.35009765625,5366.7001953125,344661,2021-05-10
2021-05-17,5051.97998046875,5233.35009765625,5347.75,5176.2001953125,5329.0,282897,2021-05-17
2021-05-24,4953.515625,5131.35009765625,5389.9501953125,5111.0,5233.0,431843,2021-05-24
2021-05-31,5009.35986328125,5189.2001953125,5238.60009765625,5089.0,5160.0,241997,2021-05-31
2021-06-07,5346.361328125,5538.2998046875,5656.0,5163.4501953125,5195.0,907710,2021-06-07
2021-06-14,5215.99169921875,5403.25,5599.0,5368.0498046875,5550.0,292285,2021-06-14
2021-06-21,5353.16748046875,5545.35009765625,5650.0,5370.0,5378.0,418592,2021-06-21
2021-06-28,5522.005859375,5720.25,5805.0,5535.2998046875,5546.39990234375,441472,2021-06-28
2021-07-05,5521.71630859375,5719.9501953125,5795.0,5587.2998046875,5769.7998046875,259726,2021-07-05
2021-07-12,5476.44189453125,5673.0498046875,5775.0,5626.0,5720.0,229211,2021-07-12
2021-07-19,5430.39453125,5625.35009765625,5698.89990234375,5504.0,5677.0,209939,2021-07-19
2021-07-26,5670.47509765625,5874.0498046875,6105.0,5580.0,5591.0,1409014,2021-07-26
2021-08-02,5605.9912109375,5807.25,6014.0,5787.0,5922.0,208935,2021-08-02
2021-08-09,5553.5234375,5752.89990234375,5977.25,5674.0,5833.0,337609,2021-08-09
2021-08-16,5651.62890625,5824.5498046875,5928.39990234375,5675.0,5727.0,225680,2021-08-16
2021-08-23,5523.64404296875,5692.64990234375,5874.89990234375,5618.0,5874.89990234375,238616,2021-08-23
2021-08-30,5855.58837890625,6034.75,6088.0,5592.7001953125,5693.9501953125,356020,2021-08-30
2021-09-06,5921.5693359375,6102.75,6175.0,5985.0,6019.0,258272,2021-09-06
2021-09-13,5697.91259765625,5872.25,6145.25,5861.0,6102.75,167111,2021-09-13
2021-09-20,5539.16943359375,5708.64990234375,5893.9501953125,5684.89990234375,5850.0,183524,2021-09-20
2021-09-27,5404.10302734375,5569.4501953125,5758.2998046875,5504.0,5720.0,148561,2021-09-27
2021-10-04,5385.6669921875,5550.4501953125,5744.0,5540.0,5569.5,154474,2021-10-04
2021-10-11,5373.19775390625,5537.60009765625,5612.35009765625,5465.25,5550.0,75546,2021-10-11
2021-10-18,5000.74365234375,5153.75,5580.0,5127.0,5580.0,189377,2021-10-18
2021-10-25,4897.5029296875,5047.35009765625,5180.89990234375,4918.0,5180.89990234375,193476,2021-10-25
2021-11-01,4858.8837890625,5007.5498046875,5128.0,4956.89990234375,5060.0,91482,2021-11-01
2021-11-08,4977.2138671875,5129.5,5421.0,5102.0,5211.0,495186,2021-11-08
2021-11-15,4917.15185546875,5067.60009765625,5220.0,5020.0,5120.0,80876,2021-11-15
2021-11-22,4979.3974609375,5131.75,5200.0,4880.7001953125,5067.60009765625,233799,2021-11-22
2021-11-29,4771.75048828125,4917.75,5435.0,4902.5498046875,5300.0,520210,2021-11-29
2021-12-06,4723.23486328125,4867.75,4962.60009765625,4785.0498046875,4959.7001953125,165297,2021-12-06
2021-12-13,4826.91259765625,4974.60009765625,5235.5498046875,4864.5498046875,4930.0,578839,2021-12-13
2021-12-20,4903.373046875,5053.39990234375,5190.0,4790.0,4944.60009765625,407277,2021-12-20
2021-12-27,4905.216796875,5055.2998046875,5090.0,4967.0,5022.0,128588,2021-12-27
2022-01-03,4800.66552734375,4947.5498046875,5170.0,4936.7998046875,5095.64990234375,162275,2022-01-03
2022-01-10,4751.90771484375,4897.2998046875,4999.7998046875,4854.7001953125,4947.0,128609,2022-01-10
2022-01-17,4606.65185546875,4747.60009765625,4906.0,4705.0,4890.0,256039,2022-01-17
2022-01-24,4348.4033203125,4481.4501953125,4745.7998046875,4410.0,4740.0,110662,2022-01-24
2022-01-31,4338.6513671875,4471.39990234375,4662.60009765625,4460.0,4549.0,304401,2022-01-31
2022-02-07,4318.80859375,4450.9501953125,4590.0,4343.0,4460.0,382256,2022-02-07
2022-02-14,4213.966796875,4342.89990234375,4452.75,4293.0,4400.0,154959,2022-02-14
2022-02-21,4220.080078125,4349.2001953125,4436.7998046875,4180.0,4310.0,204090,2022-02-21
2022-02-28,4208.24169921875,4337.0,4488.0,4271.0,4359.0,121212,2022-02-28
2022-03-07,4340.689453125,4473.5,4510.0,4187.2998046875,4320.0,246465,2022-03-07
2022-03-14,4257.72802734375,4388.0,4488.0,4337.0,4473.0,175806,2022-03-14
2022-03-21,4270.681640625,4401.35009765625,4591.39990234375,4390.0,4415.0,280944,2022-03-21
2022-03-28,4219.93359375,4349.0498046875,4442.0,4307.60009765625,4381.0,157334,2022-03-28
2022-04-04,4352.57568359375,4485.75,4540.0,4354.9501953125,4354.9501953125,131280,2022-04-04
2022-04-11,4286.8369140625,4418.0,4536.35009765625,4363.0,4525.0,64431,2022-04-11
2022-04-18,4219.15771484375,4348.25,4510.0,4334.10009765625,4408.4501953125,131584,2022-04-18
2022-04-25,4255.689453125,4385.89990234375,4446.0,4071.39990234375,4320.0,310506,2022-04-25
2022-05-02,4188.73828125,4316.89990234375,4419.9501953125,4255.0,4360.0,254873,2022-05-02
2022-05-09,4125.716796875,4251.9501953125,4386.9501953125,4155.0,4240.0,150803,2022-05-09
2022-05-16,4224.64013671875,4353.89990234375,4390.0,4172.10009765625,4300.0,192786,2022-05-16
2022-05-23,4146.1904296875,4273.0498046875,4495.0,4104.0,4359.9501953125,153982,2022-05-23
2022-05-30,4066.62451171875,4191.0498046875,4344.9501953125,4182.0,4316.0,49782,2022-05-30
2022-06-06,4027.9091796875,4151.14990234375,4240.0,4090.050048828125,4204.9501953125,63296,2022-06-06
2022-06-13,3983.95458984375,4105.85009765625,4197.75,4090.25,4130.0,86256,2022-06-13
2022-06-20,3977.5986328125,4099.2998046875,4147.89990234375,4070.0,4129.39990234375,48819,2022-06-20
2022-06-27,3987.835693359375,4109.85009765625,4147.0,4060.0,4147.0,25132,2022-06-27
2022-07-04,4019.855712890625,4142.85009765625,4190.0,4079.5,4100.0,23192,2022-07-04
2022-07-11,3980.31591796875,4102.10009765625,4190.0,4090.0,4179.0,28533,2022-07-11
2022-07-18,4069.68115234375,4194.2001953125,4248.9501953125,4114.39990234375,4150.0,40703,2022-07-18
2022-07-25,4059.4931640625,4183.7001953125,4219.89990234375,4115.0,4219.89990234375,66159,2022-07-25
2022-08-01,4077.3466796875,4202.10009765625,4297.60009765625,4090.0,4215.0,83284,2022-08-01
2022-08-08,4096.85009765625,4222.2001953125,4255.0,4130.0,4162.0,325514,2022-08-08
2022-08-15,4125.03759765625,4251.25,4290.0,4160.0,4222.2001953125,68696,2022-08-15
2022-08-22,4067.162109375,4157.10009765625,4232.0,4129.10009765625,4226.0,53349,2022-08-22
2022-08-29,4166.80908203125,4258.9501953125,4271.0,4100.0,4136.2998046875,52496,2022-08-29
2022-09-05,4230.451171875,4324.0,4378.89990234375,4228.5,4278.0,173493,2022-09-05
2022-09-12,4078.657958984375,4168.85009765625,4361.9501953125,4100.0498046875,4330.0,93222,2022-09-12
2022-09-19,4120.87451171875,4212.0,4249.7001953125,4090.0,4126.10009765625,48658,2022-09-19
2022-09-26,4203.318359375,4265.35009765625,4396.2998046875,4101.10009765625,4212.0,135538,2022-09-26
2022-10-03,4374.34423828125,4438.89990234375,4492.5498046875,4201.0498046875,4250.0,293892,2022-10-03
2022-10-10,4306.6435546875,4370.2001953125,4492.7001953125,4360.10009765625,4430.0,171574,2022-10-10
2022-10-17,4276.931640625,4340.0498046875,4401.0,4298.10009765625,4350.0,53686,2022-10-17
2022-10-24,4296.29638671875,4359.7001953125,4391.35009765625,4319.7998046875,4350.0,17455,2022-10-24
2022-10-31,4437.56103515625,4503.0498046875,4511.0,4329.9501953125,4342.2001953125,88471,2022-10-31
2022-11-07,4249.19140625,4311.89990234375,4528.25,4301.25,4525.0,74789,2022-11-07
2022-11-14,4419.97119140625,4485.2001953125,4550.0,4320.0,4529.0,129815,2022-11-14
2022-11-21,4397.64990234375,4462.5498046875,4506.4501953125,4381.0,4450.0,36004,2022-11-21
2022-11-28,4521.669921875,4588.39990234375,4660.0,4436.0,4475.0,105150,2022-11-28
2022-12-05,4339.16357421875,4403.2001953125,4626.39990234375,4289.0,4612.4501953125,98555,2022-12-05
2022-12-12,4374.88671875,4439.4501953125,4550.0,4364.10009765625,4420.7998046875,102749,2022-12-12
2022-12-19,4279.88818359375,4343.0498046875,4457.7998046875,4308.0,4450.0,52309,2022-12-19
2022-12-26,4367.24951171875,4431.7001953125,4559.0,4300.0,4336.0,48844,2022-12-26
2023-01-02,4268.703125,4331.7001953125,4438.9501953125,4321.0,4436.0,19083,2023-01-02
2023-01-09,4152.81396484375,4214.10009765625,4351.0,4190.0,4338.0,23540,2023-01-09
2023-01-16,4077.869384765625,4138.0498046875,4245.7001953125,4125.0,4245.7001953125,29259,2023-01-16
2023-01-23,3943.354736328125,4001.550048828125,4134.75,3985.0,4115.5,29486,2023-01-23
2023-01-30,3816.3291015625,3872.64990234375,4039.949951171875,3800.0,4039.949951171875,81108,2023-01-30
2023-02-06,3914.62841796875,3972.39990234375,4004.0,3817.550048828125,3885.0,41551,2023-02-06
2023-02-13,3804.257568359375,3860.39990234375,4000.0,3750.0,4000.0,31336,2023-02-13
2023-02-20,3752.323974609375,3807.699951171875,3913.550048828125,3781.0,3860.0,23794,2023-02-20
2023-02-27,3727.63818359375,3782.64990234375,3832.0,3764.0,3808.0,33535,2023-02-27
2023-03-06,3660.33154296875,3714.35009765625,3821.89990234375,3705.0,3799.949951171875,36397,2023-03-06
2023-03-13,3508.127685546875,3559.89990234375,3767.89990234375,3550.0,3714.949951171875,47985,2023-03-13
2023-03-20,3471.96142578125,3523.199951171875,3584.949951171875,3502.10009765625,3559.89990234375,37069,2023-03-20
2023-03-27,3416.7265625,3467.14990234375,3525.0,3408.0,3523.14990234375,55019,2023-03-27
2023-04-03,3598.34619140625,3651.449951171875,3655.800048828125,3478.050048828125,3499.0,27184,2023-04-03
2023-04-10,3695.561767578125,3750.10009765625,3788.0,3596.0,3660.0,109292,2023-04-10
2023-04-17,3742.814208984375,3798.050048828125,3894.64990234375,3656.0,3750.199951171875,49855,2023-04-17
2023-04-24,3697.0888671875,3751.64990234375,3830.0,3740.35009765625,3830.0,22426,2023-04-24
2023-05-01,3730.643798828125,3785.699951171875,3823.949951171875,3732.89990234375,3751.64990234375,28238,2023-05-01
2023-05-08,3717.340087890625,3772.199951171875,3819.0,3690.0,3774.949951171875,25154,2023-05-08
2023-05-15,3768.879638671875,3824.5,3890.0,3737.89990234375,3775.0,71291,2023-05-15
2023-05-22,3750.15576171875,3805.5,3899.0,3720.0,3818.800048828125,43129,2023-05-22
2023-05-29,3794.698486328125,3850.699951171875,3902.0,3720.0,3815.0,92061,2023-05-29
2023-06-05,3892.061767578125,3949.5,4023.0,3874.89990234375,3881.89990234375,77657,2023-06-05
2023-06-12,3800.0693359375,3856.14990234375,3958.949951171875,3805.050048828125,3950.0,62075,2023-06-12
2023-06-19,3692.703857421875,3747.199951171875,3899.0,3724.10009765625,3876.75,164270,2023-06-19
2023-06-26,3722.21826171875,3777.14990234375,3860.0,3747.199951171875,3749.949951171875,201060,2023-06-26
2023-07-03,3745.080810546875,3800.35009765625,3837.949951171875,3772.0,3790.0,245919,2023-07-03
2023-07-10,3732.910400390625,3788.0,3839.949951171875,3775.0,3810.0,107550,2023-07-10
2023-07-17,3831.111083984375,3887.64990234375,3910.0,3782.14990234375,3799.949951171875,73996,2023-07-17
2023-07-24,3920.196533203125,3978.050048828125,3997.949951171875,3816.050048828125,3914.89990234375,71871,2023-07-24
2023-07-31,3906.400146484375,3964.050048828125,4069.949951171875,3941.050048828125,3988.0,88259,2023-07-31
2023-08-07,3907.582763671875,3965.25,4134.2998046875,3903.39990234375,3965.050048828125,149113,2023-08-07
2023-08-14,3889.645751953125,3912.85009765625,3959.949951171875,3811.550048828125,3906.199951171875,88322,2023-08-14
2023-08-21,3820.309326171875,3843.10009765625,3938.0,3830.0,3914.449951171875,81675,2023-08-21
2023-08-28,3792.922607421875,3815.550048828125,3881.449951171875,3800.10009765625,3859.949951171875,45869,2023-08-28
2023-09-04,3824.73291015625,3847.550048828125,3942.85009765625,3815.550048828125,3850.0,392812,2023-09-04
2023-09-11,3881.891845703125,3905.050048828125,3915.0,3805.0,3850.0,166358,2023-09-11
2023-09-18,3835.071044921875,3857.949951171875,3937.949951171875,3802.0,3905.050048828125,146740,2023-09-18
2023-09-25,3836.760986328125,3859.64990234375,3905.0,3824.75,3857.949951171875,55013,2023-09-25
2023-10-02,3965.443603515625,3989.10009765625,3995.0,3850.0,3859.64990234375,72090,2023-10-02
2023-10-09,3952.5205078125,3976.10009765625,4040.0,3938.39990234375,3984.0,145173,2023-10-09
2023-10-16,3931.595458984375,3955.050048828125,4030.0,3926.050048828125,3979.0,150938,2023-10-16
2023-10-23,3913.205078125,3936.550048828125,4051.25,3838.0,3925.0,79930,2023-10-23
2023-10-30,3863.103759765625,3886.14990234375,3975.14990234375,3848.0,3850.050048828125,58150,2023-10-30
2023-11-06,3866.6328125,3889.699951171875,4051.25,3850.0,3924.0,61540,2023-11-06
2023-11-13,3962.31201171875,3985.949951171875,4012.35009765625,3896.10009765625,3920.0,42244,2023-11-13
2023-11-20,4048.150146484375,4072.300048828125,4164.0,3975.050048828125,3999.949951171875,145102,2023-11-20
2023-11-27,4077.077392578125,4101.39990234375,4123.5,4023.300048828125,4072.300048828125,47199,2023-11-27
2023-12-04,4056.40087890625,4080.60009765625,4141.0,3967.0,4122.0,168074,2023-12-04
2023-12-11,4174.74462890625,4199.64990234375,4215.0498046875,4044.89990234375,4096.0,143098,2023-12-11
2023-12-18,4195.27197265625,4220.2998046875,4265.9501953125,4149.64990234375,4199.64990234375,100597,2023-12-18
2023-12-25,4243.6337890625,4268.9501953125,4311.0,4203.7001953125,4220.2998046875,107785,2023-12-25
2024-01-01,4372.11767578125,4398.2001953125,4425.0,4235.35009765625,4297.0,79277,2024-01-01
2024-01-08,4321.9169921875,4347.7001953125,4419.5498046875,4319.75,4411.0,71877,2024-01-08
2024-01-15,4256.208984375,4281.60009765625,4374.7998046875,4190.0498046875,4359.39990234375,124112,2024-01-15
2024-01-22,4264.111328125,4289.5498046875,4301.0,4145.10009765625,4281.60009765625,35679,2024-01-22
2024-01-29,4632.3154296875,4659.9501953125,4712.89990234375,4291.0,4291.0,337168,2024-01-29
2024-02-05,4334.93896484375,4360.7998046875,4839.7998046875,4334.7001953125,4749.9501953125,244479,2024-02-05
2024-02-12,4561.0400390625,4588.25,4623.0,4305.0,4360.0,108619,2024-02-12
2024-02-19,4432.2587890625,4458.7001953125,4695.0,4431.0498046875,4588.25,103258,2024-02-19
2024-02-26,4562.73046875,4589.9501953125,4677.0,4351.60009765625,4497.7998046875,116656,2024-02-26
2024-03-04,4500.203125,4527.0498046875,4679.60009765625,4499.60009765625,4549.9501953125,83423,2024-03-04
2024-03-11,4350.1484375,4376.10009765625,4549.89990234375,4200.10009765625,4524.9501953125,162814,2024-03-11
2024-03-18,4323.109375,4348.89990234375,4449.9501953125,4285.25,4380.0,47603,2024-03-18
2024-03-25,4170.07275390625,4194.9501953125,5000.0,3950.0,4348.89990234375,310132,2024-03-25
2024-04-01,4310.68359375,4336.39990234375,4480.0,4200.0,4200.0,207679,2024-04-01
2024-04-08,4132.69580078125,4157.35009765625,4385.0,4141.0,4385.0,137334,2024-04-08
2024-04-15,4105.70703125,4130.2001953125,4157.35009765625,4075.0,4150.0,98229,2024-04-15
2024-04-22,4168.830078125,4193.7001953125,4215.2001953125,4095.0,4140.10009765625,64654,2024-04-22
2024-04-29,4185.92822265625,4210.89990234375,4326.35009765625,4141.0,4210.0,132151,2024-04-29
2024-05-06,4312.771484375,4338.5,4370.0,4175.0498046875,4278.0,65530,2024-05-06
2024-05-13,4446.5234375,4473.0498046875,4548.9501953125,4252.0,4329.9501953125,130694,2024-05-13
2024-05-20,4476.892578125,4503.60009765625,4680.0,4331.0,4400.5498046875,159920,2024-05-20
2024-05-27,4582.41259765625,4609.75,4636.9501953125,4468.0,4503.60009765625,102141,2024-05-27
2024-06-03,4897.53271484375,4926.75,5018.14990234375,4475.0,4810.25,250170,2024-06-03
2024-06-10,4800.4619140625,4829.10009765625,4984.9501953125,4810.10009765625,4926.75,127214,2024-06-10
2024-06-17,4584.69873046875,4612.0498046875,4895.0,4563.64990234375,4829.10009765625,354259,2024-06-17
2024-06-24,4501.6943359375,4528.5498046875,4684.0,4501.0,4614.9501953125,121279,2024-06-24
2024-07-01,4598.91455078125,4626.35009765625,4659.60009765625,4543.9501953125,4569.0,56740,2024-07-01
2024-07-08,4827.64990234375,4856.4501953125,5050.0,4575.0498046875,4625.35009765625,327600,2024-07-08
2024-07-15,5029.3466796875,5059.35009765625,5170.0,4832.14990234375,4870.0498046875,325973,2024-07-15
2024-07-22,5212.25537109375,5243.35009765625,5385.0,4970.0498046875,4972.10009765625,147147,2024-07-22
2024-07-29,5624.744140625,5658.2998046875,5675.0,5250.0,5260.0,280766,2024-07-29
2024-08-05,5816.5009765625,5851.2001953125,6088.9501953125,5514.35009765625,5600.0,340925,2024-08-05
2024-08-12,5816.25244140625,5850.9501953125,5948.2998046875,5755.5498046875,5851.2001953125,112726,2024-08-12
2024-08-19,5820.576171875,5855.2998046875,6073.75,5820.0,5900.0,270696,2024-08-19
2024-08-26,6065.0498046875,6065.0498046875,6100.0,5725.0,5855.2998046875,403336,2024-08-26
2024-09-02,6164.2001953125,6164.2001953125,6451.14990234375,6050.0498046875,6100.0,629794,2024-09-02
2024-09-09,6093.5498046875,6093.5498046875,6326.14990234375,6077.0,6183.7998046875,128989,2024-09-09
2024-09-16,5456.89990234375,5456.89990234375,6149.85009765625,5397.60009765625,6095.89990234375,285257,2024-09-16
2024-09-23,5829.85009765625,5829.85009765625,5885.60009765625,5380.0,5527.89990234375,185009,2024-09-23
2024-09-30,5616.39990234375,5616.39990234375,5827.85009765625,5424.60009765625,5775.0,356081,2024-09-30
2024-10-07,5758.75,5758.75,5849.4501953125,5500.10009765625,5600.0,258087,2024-10-07
2024-10-14,5673.0,5673.0,6020.0,5612.5,5758.75,208751,2024-10-14
2024-10-21,5303.39990234375,5303.39990234375,5768.9501953125,5225.0,5764.7001953125,108459,2024-10-21
2024-10-28,5159.39990234375,5159.39990234375,5343.0,5052.7001953125,5250.0,94990,2024-10-28
2024-11-04,5286.85009765625,5286.85009765625,5387.85009765625,5036.64990234375,5159.39990234375,112168,2024-11-04
2024-11-11,5206.9501953125,5206.9501953125,5390.0,5128.5,5300.0,78227,2024-11-11
2024-11-18,5225.64990234375,5225.64990234375,5298.9501953125,5100.0,5222.2001953125,54846,2024-11-18
2024-11-25,5313.25,5313.25,5448.0,5208.9501953125,5310.0,68421,2024-11-25
2024-12-02,5232.89990234375,5232.89990234375,5417.89990234375,5182.2998046875,5314.0,97458,2024-12-02
2024-12-09,5024.0498046875,5024.0498046875,5278.0,4984.5,5278.0,99305,2024-12-09
2024-12-16,4669.9501953125,4669.9501953125,5289.9501953125,4601.0,4900.0498046875,469846,2024-12-16
2024-12-23,4873.9501953125,4873.9501953125,4929.5,4695.0498046875,4697.9501953125,85249,2024-12-23
2024-12-30,5223.35009765625,5223.35009765625,5469.0,4780.0,4830.0,442615,2024-12-30
2025-01-06,5254.4501953125,5254.4501953125,5544.0,5091.2998046875,5224.0,256095,2025-01-06
2025-01-13,4958.10009765625,4958.10009765625,5291.60009765625,4921.0,5254.4501953125,108627,2025-01-13
2025-01-20,4713.9501953125,4713.9501953125,4999.4501953125,4700.0,4999.0,88540,2025-01-20
2025-01-27,4562.85009765625,4562.85009765625,4687.10009765625,4413.0498046875,4676.0498046875,86202,2025-01-27
2025-02-03,4357.89990234375,4357.89990234375,4575.0,4329.35009765625,4575.0,124977,2025-02-03
2025-02-10,4178.25,4178.25,4425.4501953125,4010.550048828125,4301.0,199557,2025-02-10
2025-02-17,4095.10009765625,4095.10009765625,4193.35009765625,4050.050048828125,4178.25,279485,2025-02-17
2025-02-24,4050.75,4050.75,4470.0,3910.0,4095.10009765625,1230676,2025-02-24
2025-03-03,4138.39990234375,4138.39990234375,4163.35009765625,3865.0,4130.0,146871,2025-03-03
2025-03-10,4065.35009765625,4065.35009765625,4196.0,4008.14990234375,4138.39990234375,133906,2025-03-10
2025-03-17,4117.10009765625,4117.10009765625,4176.5,4050.949951171875,4085.64990234375,106177,2025-03-17
2025-03-24,4004.5,4004.5,4193.7998046875,3954.64990234375,4120.0,186398,2025-03-24
2025-03-31,4017.300048828125,4017.300048828125,4149.5,3955.0,4004.5,85729,2025-03-31
2025-04-07,4080.25,4080.25,4115.60009765625,3701.0,3701.0,87245,2025-04-07
2025-04-14,4164.2001953125,4164.2001953125,4229.89990234375,4050.0,4080.25,66557,2025-04-14
2025-04-21,4248.89990234375,4248.89990234375,4365.0,4125.0,4165.0,111990,2025-04-21
2025-04-28,4325.7998046875,4325.7998046875,4340.0,4202.10009765625,4250.0,69091,2025-04-28
2025-05-05,4249.89990234375,4249.89990234375,4325.89990234375,4100.10009765625,4314.89990234375,73287,2025-05-05
2025-05-12,4413.2001953125,4413.2001953125,4490.0,4212.0,4212.0,82585,2025-05-12
2025-05-19,5147.7998046875,5147.7998046875,5172.2998046875,4405.0,4448.0,1781715,2025-05-19
2025-05-26,5613.2998046875,5613.2998046875,5671.2998046875,5115.7001953125,5174.5,390486,2025-05-26
2025-06-02,5706.5,5706.5,5857.5,5580.0,5590.0,203719,2025-06-02
2025-06-09,5882.5,5882.5,5930.0,5583.0,5707.0,187711,2025-06-09
2025-06-16,5584.5,5584.5,5993.0,5540.0,5910.0,155659,2025-06-16
2025-06-23,5698.0,5698.0,5755.0,5443.0,5584.5,153785,2025-06-23
2025-06-30,5784.0,5784.0,5850.0,5670.5,5750.0,263799,2025-06-30
2025-07-07,5517.0,5517.0,5896.0,5426.5,5820.0,310675,2025-07-07
2025-07-14,5431.0,5431.0,5514.0,5386.0,5509.0,49684,2025-07-14
