Date,Adj Close_ANDHRSUGAR.NS,Close_ANDHRSUGAR.NS,High_ANDHRSUGAR.NS,Low_ANDHRSUGAR.NS,Open_ANDHRSUGAR.NS,Volume_ANDHRSUGAR.NS,Date
2020-07-13,58.77430725097656,61.290000915527344,63.5,55.56999969482422,57.349998474121094,4616540,2020-07-13
2020-07-20,57.172847747802734,59.619998931884766,63.0,58.79999923706055,61.20000076293945,2613495,2020-07-20
2020-07-27,63.2430305480957,65.94999694824219,72.87999725341797,58.0,59.79999923706055,7937580,2020-07-27
2020-08-03,64.18280792236328,66.93000030517578,69.19999694824219,64.06999969482422,65.61000061035156,1728750,2020-08-03
2020-08-10,59.33049774169922,61.869998931884766,72.0,61.41999816894531,67.36000061035156,4112035,2020-08-10
2020-08-17,63.473175048828125,66.19000244140625,67.4000015258789,61.349998474121094,62.56999969482422,3646050,2020-08-17
2020-08-24,61.63198471069336,64.2699966430664,67.0,62.02000045776367,66.9000015258789,1604345,2020-08-24
2020-08-31,58.87019729614258,61.38999938964844,64.7300033569336,59.529998779296875,64.55999755859375,1203480,2020-08-31
2020-09-07,57.73862838745117,60.209999084472656,62.47999954223633,57.61000061035156,61.0,716355,2020-09-07
2020-09-14,58.898963928222656,61.41999816894531,65.98999786376953,61.0,61.75,1349640,2020-09-14
2020-09-21,57.9112434387207,60.38999938964844,61.86000061035156,56.63999938964844,61.79999923706055,982325,2020-09-21
2020-09-28,57.23038864135742,59.68000030517578,62.91999816894531,58.970001220703125,60.959999084472656,590175,2020-09-28
2020-10-05,55.9358024597168,58.33000183105469,60.95000076293945,57.7599983215332,60.20000076293945,549375,2020-10-05
2020-10-12,54.593265533447266,56.93000030517578,60.400001525878906,54.970001220703125,58.97999954223633,545845,2020-10-12
2020-10-19,54.708335876464844,57.04999923706055,58.599998474121094,56.0099983215332,57.4900016784668,480385,2020-10-19
2020-10-26,53.912410736083984,56.220001220703125,57.7599983215332,54.599998474121094,57.20000076293945,554085,2020-10-26
2020-11-02,55.19740676879883,57.560001373291016,58.400001525878906,54.20000076293945,56.0099983215332,575900,2020-11-02
2020-11-09,54.727516174316406,57.06999969482422,61.0,55.560001373291016,58.5,1872210,2020-11-09
2020-11-16,54.77546310424805,57.119998931884766,57.869998931884766,56.20000076293945,56.41999816894531,558555,2020-11-16
2020-11-23,56.44404602050781,58.86000061035156,61.15999984741211,56.79999923706055,57.7400016784668,1701030,2020-11-23
2020-11-30,57.50848388671875,59.970001220703125,60.95000076293945,57.79999923706055,58.86000061035156,882545,2020-11-30
2020-12-07,59.8579216003418,62.41999816894531,64.73999786376953,59.38999938964844,59.869998931884766,2567170,2020-12-07
2020-12-14,64.259521484375,67.01000213623047,69.44999694824219,62.43000030517578,62.900001525878906,3887955,2020-12-14
2020-12-21,60.98948669433594,63.599998474121094,67.19999694824219,57.63999938964844,67.19999694824219,1928685,2020-12-21
2020-12-28,61.53609085083008,64.16999816894531,64.95999908447266,62.22999954223633,64.83999633789062,1036740,2020-12-28
2021-01-04,62.82109451293945,65.51000213623047,67.19999694824219,63.20000076293945,65.0,2869490,2021-01-04
2021-01-11,63.521121978759766,66.23999786376953,71.58000183105469,64.19999694824219,65.51000213623047,6114920,2021-01-11
2021-01-18,62.04433059692383,64.69999694824219,66.36000061035156,63.27000045776367,65.2699966430664,907680,2021-01-18
2021-01-25,59.378440856933594,61.91999816894531,65.69000244140625,61.54999923706055,63.9900016784668,487120,2021-01-25
2021-02-01,59.23460006713867,61.77000045776367,65.0,61.18000030517578,62.189998626708984,1113930,2021-02-01
2021-02-08,59.24419021606445,61.779998779296875,63.2599983215332,60.86000061035156,61.119998931884766,939005,2021-02-08
2021-02-15,55.78236770629883,58.16999816894531,61.380001068115234,57.81999969482422,59.400001525878906,1998245,2021-02-15
2021-02-22,57.94001007080078,60.41999816894531,61.790000915527344,57.09000015258789,58.16999816894531,1266410,2021-02-22
2021-03-01,61.49773025512695,64.12999725341797,68.9800033569336,59.900001525878906,61.400001525878906,5439740,2021-03-01
2021-03-08,60.145606994628906,62.720001220703125,65.41999816894531,62.400001525878906,65.05999755859375,1099570,2021-03-08
2021-03-15,57.23997497558594,59.689998626708984,63.880001068115234,58.119998931884766,63.060001373291016,931395,2021-03-15
2021-03-22,56.463226318359375,58.880001068115234,62.209999084472656,58.630001068115234,60.599998474121094,1219350,2021-03-22
2021-03-29,58.31400680541992,60.810001373291016,61.0,57.869998931884766,58.880001068115234,538020,2021-03-29
2021-04-05,60.970314025878906,63.58000183105469,63.849998474121094,59.20000076293945,61.029998779296875,1112750,2021-04-05
2021-04-12,65.71713256835938,68.52999877929688,71.52999877929688,58.45000076293945,62.970001220703125,7195725,2021-04-12
2021-04-19,63.521121978759766,66.23999786376953,69.79000091552734,64.01000213623047,67.91999816894531,4132780,2021-04-19
2021-04-26,74.05045318603516,77.22000122070312,80.80000305175781,67.04000091552734,67.9800033569336,12380605,2021-04-26
2021-05-03,81.91386413574219,85.41999816894531,93.30999755859375,78.05000305175781,78.4000015258789,17244840,2021-05-03
