Date,Adj Close_ANTGRAPHIC.NS,Close_ANTGRAPHIC.NS,High_ANTGRAPHIC.NS,Low_ANTGRAPHIC.NS,Open_ANTGRAPHIC.NS,Volume_ANTGRAPHIC.NS,Date
2020-07-13,0.5,0.5,0.5,0.5,0.5,0,2020-07-13
2020-07-20,0.5,0.5,0.5,0.5,0.5,0,2020-07-20
2020-07-27,0.5,0.5,0.5,0.5,0.5,0,2020-07-27
2020-08-03,0.5,0.5,0.5,0.5,0.5,0,2020-08-03
2020-08-10,0.5,0.5,0.5,0.5,0.5,0,2020-08-10
2020-08-17,0.5,0.5,0.5,0.5,0.5,0,2020-08-17
2020-08-24,0.5,0.5,0.5,0.5,0.5,0,2020-08-24
2020-08-31,0.5,0.5,0.5,0.5,0.5,0,2020-08-31
2020-09-07,0.5,0.5,0.5,0.5,0.5,0,2020-09-07
2020-09-14,0.5,0.5,0.5,0.5,0.5,0,2020-09-14
2020-09-21,0.5,0.5,0.5,0.5,0.5,0,2020-09-21
2020-09-28,0.5,0.5,0.5,0.5,0.5,0,2020-09-28
2020-10-05,0.5,0.5,0.5,0.5,0.5,0,2020-10-05
2020-10-12,0.5,0.5,0.5,0.5,0.5,0,2020-10-12
2020-10-19,0.5,0.5,0.5,0.5,0.5,0,2020-10-19
2020-10-26,0.5,0.5,0.5,0.5,0.5,0,2020-10-26
2020-11-02,0.5,0.5,0.5,0.5,0.5,0,2020-11-02
2020-11-09,0.5,0.5,0.5,0.5,0.5,0,2020-11-09
2020-11-16,0.5,0.5,0.5,0.5,0.5,0,2020-11-16
2020-11-23,0.5,0.5,0.5,0.5,0.5,0,2020-11-23
2020-11-30,0.5,0.5,0.5,0.5,0.5,0,2020-11-30
2020-12-07,0.5,0.5,0.5,0.5,0.5,0,2020-12-07
2020-12-14,0.5,0.5,0.5,0.5,0.5,0,2020-12-14
2020-12-21,0.5,0.5,0.5,0.5,0.5,0,2020-12-21
2020-12-28,0.5,0.5,0.5,0.5,0.5,0,2020-12-28
2021-01-04,0.5,0.5,0.5,0.5,0.5,0,2021-01-04
2021-01-11,0.5,0.5,0.5,0.5,0.5,0,2021-01-11
2021-01-18,0.5,0.5,0.5,0.5,0.5,0,2021-01-18
2021-01-25,0.5,0.5,0.5,0.5,0.5,0,2021-01-25
2021-02-01,0.5,0.5,0.5,0.5,0.5,0,2021-02-01
2021-02-08,0.5,0.5,0.5,0.5,0.5,0,2021-02-08
2021-02-15,0.5,0.5,0.5,0.5,0.5,0,2021-02-15
2021-02-22,0.5,0.5,0.5,0.5,0.5,0,2021-02-22
2021-03-01,0.550000011920929,0.550000011920929,0.550000011920929,0.44999998807907104,0.44999998807907104,235057,2021-03-01
2021-03-08,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.5,0.550000011920929,84442,2021-03-08
2021-03-15,0.550000011920929,0.550000011920929,0.6000000238418579,0.550000011920929,0.6000000238418579,25271,2021-03-15
2021-03-22,0.5,0.5,0.5,0.5,0.5,12637,2021-03-22
2021-03-29,0.550000011920929,0.550000011920929,0.550000011920929,0.44999998807907104,0.5,61725,2021-03-29
2021-04-05,0.5,0.5,0.5,0.5,0.5,27457,2021-04-05
2021-04-12,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,29080,2021-04-12
2021-04-19,0.5,0.5,0.5,0.4000000059604645,0.4000000059604645,113470,2021-04-19
2021-04-26,0.5,0.5,0.5,0.44999998807907104,0.44999998807907104,36356,2021-04-26
2021-05-03,0.5,0.5,0.5,0.44999998807907104,0.5,97610,2021-05-03
2021-05-10,0.5,0.5,0.550000011920929,0.44999998807907104,0.44999998807907104,89776,2021-05-10
2021-05-17,0.44999998807907104,0.44999998807907104,0.5,0.44999998807907104,0.5,86545,2021-05-17
2021-05-24,0.5,0.5,0.5,0.4000000059604645,0.44999998807907104,207140,2021-05-24
2021-05-31,0.550000011920929,0.550000011920929,0.550000011920929,0.44999998807907104,0.5,377922,2021-05-31
2021-06-07,0.550000011920929,0.550000011920929,0.6000000238418579,0.5,0.5,596220,2021-06-07
2021-06-14,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.5,0.6000000238418579,940893,2021-06-14
2021-06-21,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6000000238418579,0.6499999761581421,1794723,2021-06-21
2021-06-28,0.699999988079071,0.699999988079071,0.699999988079071,0.6499999761581421,0.699999988079071,1620493,2021-06-28
2021-07-05,0.75,0.75,0.75,0.6499999761581421,0.75,1422040,2021-07-05
2021-07-12,0.800000011920929,0.800000011920929,0.800000011920929,0.699999988079071,0.75,961260,2021-07-12
2021-07-19,0.800000011920929,0.800000011920929,0.8500000238418579,0.75,0.8500000238418579,1213931,2021-07-19
2021-07-26,0.75,0.75,0.800000011920929,0.75,0.800000011920929,137868,2021-07-26
2021-08-02,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,100497,2021-08-02
2021-08-09,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6499999761581421,101971,2021-08-09
2021-08-16,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,128086,2021-08-16
2021-08-23,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.550000011920929,0.550000011920929,596431,2021-08-23
2021-08-30,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6000000238418579,0.6499999761581421,93317,2021-08-30
2021-09-06,0.75,0.75,0.75,0.6000000238418579,0.6499999761581421,914728,2021-09-06
2021-09-13,1.0,1.0,1.0,0.699999988079071,0.800000011920929,2246210,2021-09-13
2021-09-20,0.949999988079071,0.949999988079071,1.149999976158142,0.949999988079071,1.0499999523162842,1866435,2021-09-20
2021-09-27,0.8999999761581421,0.8999999761581421,0.949999988079071,0.800000011920929,0.8999999761581421,1415128,2021-09-27
2021-10-04,0.800000011920929,0.800000011920929,0.8999999761581421,0.75,0.8500000238418579,347565,2021-10-04
2021-10-11,0.75,0.75,0.8500000238418579,0.75,0.800000011920929,290374,2021-10-11
2021-10-18,0.699999988079071,0.699999988079071,0.75,0.6499999761581421,0.699999988079071,244354,2021-10-18
2021-10-25,0.699999988079071,0.699999988079071,0.75,0.6499999761581421,0.6499999761581421,250599,2021-10-25
2021-11-01,0.6000000238418579,0.6000000238418579,0.699999988079071,0.6000000238418579,0.699999988079071,56386,2021-11-01
2021-11-08,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.550000011920929,0.6000000238418579,2028658,2021-11-08
2021-11-15,0.800000011920929,0.800000011920929,0.949999988079071,0.75,0.8999999761581421,1309440,2021-11-15
2021-11-22,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.75,0.800000011920929,3517468,2021-11-22
2021-11-29,1.100000023841858,1.100000023841858,1.2000000476837158,1.0499999523162842,1.100000023841858,2108185,2021-11-29
2021-12-06,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,9197,2021-12-06
2021-12-13,1.100000023841858,1.100000023841858,1.100000023841858,0.8999999761581421,1.0,3757372,2021-12-13
2021-12-20,1.350000023841858,1.350000023841858,1.350000023841858,1.149999976158142,1.149999976158142,2938423,2021-12-20
2021-12-27,1.600000023841858,1.600000023841858,1.600000023841858,1.399999976158142,1.399999976158142,1237641,2021-12-27
2022-01-03,1.850000023841858,1.850000023841858,1.850000023841858,1.649999976158142,1.649999976158142,1122732,2022-01-03
2022-01-10,2.200000047683716,2.200000047683716,2.200000047683716,1.899999976158142,1.899999976158142,1654697,2022-01-10
2022-01-17,2.6500000953674316,2.6500000953674316,2.700000047683716,2.299999952316284,2.299999952316284,7958419,2022-01-17
2022-01-24,3.049999952316284,3.049999952316284,3.049999952316284,2.549999952316284,2.75,10323092,2022-01-24
2022-01-31,2.700000047683716,2.700000047683716,3.3499999046325684,2.700000047683716,3.200000047683716,8814140,2022-01-31
2022-02-07,2.200000047683716,2.200000047683716,2.5999999046325684,2.200000047683716,2.5999999046325684,1283001,2022-02-07
2022-02-14,1.7999999523162842,1.7999999523162842,2.0999999046325684,1.7999999523162842,2.0999999046325684,1217318,2022-02-14
2022-02-21,1.649999976158142,1.649999976158142,1.75,1.649999976158142,1.75,6101749,2022-02-21
2022-02-28,1.4500000476837158,1.4500000476837158,1.600000023841858,1.4500000476837158,1.600000023841858,1255512,2022-02-28
2022-03-07,1.600000023841858,1.600000023841858,1.600000023841858,1.350000023841858,1.399999976158142,5548646,2022-03-07
2022-03-14,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.600000023841858,1.649999976158142,7417354,2022-03-14
2022-03-21,1.5499999523162842,1.5499999523162842,1.850000023841858,1.5499999523162842,1.850000023841858,1486086,2022-03-21
2022-03-28,1.4500000476837158,1.4500000476837158,1.5,1.350000023841858,1.5,5534283,2022-03-28
2022-04-04,1.649999976158142,1.649999976158142,1.7000000476837158,1.4500000476837158,1.5,6796675,2022-04-04
2022-04-11,1.649999976158142,1.649999976158142,1.7000000476837158,1.600000023841858,1.649999976158142,2027217,2022-04-11
2022-04-18,1.399999976158142,1.399999976158142,1.649999976158142,1.399999976158142,1.649999976158142,3537043,2022-04-18
2022-04-25,1.25,1.25,1.399999976158142,1.25,1.350000023841858,4345560,2022-04-25
2022-05-02,1.25,1.25,1.399999976158142,1.2000000476837158,1.25,1823131,2022-05-02
2022-05-09,1.149999976158142,1.149999976158142,1.25,1.0499999523162842,1.25,2119595,2022-05-09
2022-05-16,1.2000000476837158,1.2000000476837158,1.25,1.100000023841858,1.149999976158142,2050242,2022-05-16
2022-05-23,1.149999976158142,1.149999976158142,1.25,1.0499999523162842,1.2000000476837158,2057476,2022-05-23
2022-05-30,1.149999976158142,1.149999976158142,1.2000000476837158,1.0499999523162842,1.149999976158142,1511593,2022-05-30
2022-06-06,1.149999976158142,1.149999976158142,1.25,1.0499999523162842,1.149999976158142,1459947,2022-06-06
