Date,Adj Close_PREMEXPLN.NS,Close_PREMEXPLN.NS,High_PREMEXPLN.NS,Low_PREMEXPLN.NS,Open_PREMEXPLN.NS,Volume_PREMEXPLN.NS,Date
2020-07-13,23.15416145324707,23.290000915527344,23.979999542236328,21.610000610351562,23.899999618530273,102070,2020-07-13
2020-07-20,21.9213924407959,22.049999237060547,24.190000534057617,21.5,23.290000915527344,149980,2020-07-20
2020-07-27,21.782207489013672,21.90999984741211,23.989999771118164,21.31999969482422,21.639999389648438,94565,2020-07-27
2020-08-03,25.689287185668945,25.84000015258789,26.139999389648438,21.700000762939453,21.700000762939453,284925,2020-08-03
2020-08-10,26.56415557861328,26.719999313354492,28.0,25.559999465942383,27.1299991607666,1107295,2020-08-10
2020-08-17,27.01152992248535,27.170000076293945,27.700000762939453,25.719999313354492,26.219999313354492,640610,2020-08-17
2020-08-24,27.240188598632812,27.399999618530273,29.940000534057617,26.649999618530273,28.520000457763672,853760,2020-08-24
2020-08-31,25.212087631225586,25.360000610351562,27.219999313354492,24.8799991607666,27.010000228881836,146165,2020-08-31
2020-09-07,23.651247024536133,23.790000915527344,26.170000076293945,22.799999237060547,26.170000076293945,126550,2020-09-07
2020-09-14,23.313228607177734,23.450000762939453,24.969999313354492,22.860000610351562,22.860000610351562,215550,2020-09-14
2020-09-21,22.637195587158203,22.770000457763672,23.559999465942383,21.520000457763672,23.559999465942383,220155,2020-09-21
2020-09-28,23.68107032775879,23.81999969482422,25.479999542236328,23.540000915527344,23.84000015258789,280660,2020-09-28
2020-10-05,23.700952529907227,23.84000015258789,24.940000534057617,22.34000015258789,24.719999313354492,636925,2020-10-05
2020-10-12,23.174043655395508,23.309999465942383,25.030000686645508,23.149999618530273,25.030000686645508,402640,2020-10-12
2020-10-19,23.869962692260742,24.010000228881836,24.6299991607666,22.739999771118164,23.040000915527344,233255,2020-10-19
2020-10-26,23.15416145324707,23.290000915527344,24.56999969482422,22.799999237060547,24.010000228881836,162880,2020-10-26
2020-11-02,25.31150245666504,25.459999084472656,27.170000076293945,22.440000534057617,23.010000228881836,875750,2020-11-02
