Date,Adj Close_REPL.NS,Close_REPL.NS,High_REPL.NS,Low_REPL.NS,Open_REPL.NS,Volume_REPL.NS,Date
2020-07-13,39.48348617553711,39.75,40.29999923706055,37.0,38.099998474121094,66000,2020-07-13
2020-07-20,37.745216369628906,38.0,38.599998474121094,37.5,38.04999923706055,72000,2020-07-20
2020-07-27,36.40427017211914,36.650001525878906,38.5,36.650001525878906,38.0,6000,2020-07-27
2020-08-03,35.758628845214844,36.0,38.5,36.0,37.900001525878906,81000,2020-08-03
2020-08-10,37.745216369628906,38.0,39.0,36.0,37.0,180000,2020-08-10
2020-08-17,42.01638412475586,42.29999923706055,43.04999923706055,38.25,39.25,222000,2020-08-17
2020-08-24,40.725101470947266,41.0,43.45000076293945,41.0,41.54999923706055,33000,2020-08-24
2020-08-31,39.731807708740234,40.0,41.0,38.95000076293945,41.0,57000,2020-08-31
2020-09-07,46.933197021484375,47.25,47.25,40.099998474121094,41.0,126000,2020-09-07
2020-09-14,50.161407470703125,50.5,53.0,49.0,49.5,114000,2020-09-14
2020-09-21,50.90044021606445,51.0,51.79999923706055,49.0,50.0,42000,2020-09-21
2020-09-28,51.000244140625,51.099998474121094,53.54999923706055,50.75,51.5,54000,2020-09-28
2020-10-05,47.10785675048828,47.20000076293945,51.099998474121094,47.20000076293945,51.099998474121094,33000,2020-10-05
2020-10-12,48.90434265136719,49.0,49.0,47.20000076293945,47.20000076293945,12000,2020-10-12
2020-10-19,50.35151290893555,50.45000076293945,50.45000076293945,48.04999923706055,48.099998474121094,12000,2020-10-19
2020-10-26,58.83491897583008,58.95000076293945,58.95000076293945,50.45000076293945,50.45000076293945,132000,2020-10-26
2020-11-02,66.76940155029297,66.9000015258789,66.9000015258789,60.25,61.5,174000,2020-11-02
2020-11-09,84.88397216796875,85.05000305175781,85.5,66.30000305175781,69.8499984741211,354000,2020-11-09
2020-11-16,101.65116882324219,101.8499984741211,102.1500015258789,81.94999694824219,81.94999694824219,159000,2020-11-16
2020-11-23,87.22938537597656,87.4000015258789,106.4000015258789,84.25,106.4000015258789,246000,2020-11-23
2020-11-30,103.94668579101562,104.1500015258789,104.1500015258789,87.4000015258789,87.4000015258789,126000,2020-11-30
2020-12-07,95.81259155273438,96.0,109.3499984741211,93.05000305175781,109.0,96000,2020-12-07
2020-12-14,110.78330993652344,111.0,111.8499984741211,97.05000305175781,100.80000305175781,123424,2020-12-14
2020-12-21,111.93106842041016,112.1500015258789,119.75,102.3499984741211,114.0,90814,2020-12-21
2020-12-28,117.81954956054688,118.05000305175781,118.9000015258789,107.55000305175781,116.94999694824219,167093,2020-12-28
2021-01-04,134.1376190185547,134.39999389648438,134.39999389648438,116.5,119.9000015258789,168133,2021-01-04
2021-01-11,140.62493896484375,140.89999389648438,152.0,135.25,140.89999389648438,92904,2021-01-11
2021-01-18,133.78831481933594,134.0500030517578,147.8000030517578,131.25,147.0,27255,2021-01-18
2021-01-25,129.8460235595703,130.10000610351562,137.5,125.6500015258789,135.5,19641,2021-01-25
2021-02-01,171.1652069091797,171.5,173.0500030517578,127.05000305175781,136.5500030517578,168234,2021-02-01
2021-02-08,181.5948028564453,181.9499969482422,192.0,156.9499969482422,181.0,146401,2021-02-08
2021-02-15,183.24159240722656,183.60000610351562,193.0,175.1999969482422,189.75,155086,2021-02-15
2021-02-22,183.89031982421875,184.25,198.0,180.25,192.0,42226,2021-02-22
2021-03-01,183.04196166992188,183.39999389648438,189.0,168.0,184.4499969482422,152090,2021-03-01
2021-03-08,208.69180297851562,209.10000610351562,214.85000610351562,184.14999389648438,187.5,174319,2021-03-08
2021-03-15,182.3932342529297,182.75,215.25,177.6999969482422,215.25,56029,2021-03-15
2021-03-22,193.77098083496094,194.14999389648438,203.9499969482422,184.0,187.8000030517578,64317,2021-03-22
2021-03-29,206.64581298828125,207.0500030517578,213.5500030517578,194.0,194.14999389648438,55784,2021-03-29
2021-04-05,221.4169158935547,221.85000610351562,231.0,201.14999389648438,209.60000610351562,232819,2021-04-05
2021-04-12,207.64385986328125,208.0500030517578,221.5,202.35000610351562,221.5,74357,2021-04-12
2021-04-19,200.9070281982422,201.3000030517578,214.9499969482422,188.0,201.10000610351562,57551,2021-04-19
2021-04-26,195.86688232421875,196.25,203.8000030517578,195.0,203.0,42650,2021-04-26
2021-05-03,195.76707458496094,196.14999389648438,217.0,189.75,193.25,92187,2021-05-03
2021-05-10,195.1682586669922,195.5500030517578,203.0,186.0,194.10000610351562,113703,2021-05-10
2021-05-17,197.1643524169922,197.5500030517578,205.0,193.0,199.39999389648438,39068,2021-05-17
2021-05-24,235.0901641845703,235.5500030517578,256.3999938964844,194.0,198.0,700602,2021-05-24
2021-05-31,233.3435821533203,233.8000030517578,244.0,224.0,233.0500030517578,188518,2021-05-31
2021-06-07,235.53929138183594,236.0,247.85000610351562,224.0,230.0500030517578,487231,2021-06-07
2021-06-14,254.1528778076172,254.64999389648438,280.0,230.5500030517578,236.0,421160,2021-06-14
2021-06-21,244.32211303710938,244.8000030517578,258.25,242.0,252.89999389648438,176903,2021-06-21
2021-06-28,249.41213989257812,249.89999389648438,259.45001220703125,240.0,244.8000030517578,210858,2021-06-28
2021-07-05,239.08236694335938,239.5500030517578,255.5500030517578,238.60000610351562,253.0,106831,2021-07-05
2021-07-12,238.33383178710938,238.8000030517578,248.0,225.0,242.89999389648438,370803,2021-07-12
2021-07-19,235.9884033203125,236.4499969482422,243.0,231.5,238.0,166031,2021-07-19
2021-07-26,238.78294372558594,239.25,243.0,232.0500030517578,242.5,130866,2021-07-26
2021-08-02,242.32601928710938,242.8000030517578,248.0,224.60000610351562,243.3000030517578,221822,2021-08-02
2021-08-09,239.03245544433594,239.5,250.0,218.0500030517578,245.60000610351562,216389,2021-08-09
2021-08-16,221.21730041503906,221.64999389648438,243.4499969482422,210.0,243.4499969482422,64545,2021-08-16
2021-08-23,215.77793884277344,216.1999969482422,232.5,214.0,232.5,46923,2021-08-23
2021-08-30,227.45509338378906,227.89999389648438,235.14999389648438,212.0,221.5500030517578,136383,2021-08-30
2021-09-06,222.31515502929688,222.75,234.0,221.0,230.9499969482422,29822,2021-09-06
2021-09-13,212.484375,212.89999389648438,231.6999969482422,210.0,226.25,114902,2021-09-13
2021-09-20,210.38848876953125,210.8000030517578,218.25,200.0,217.10000610351562,104273,2021-09-20
2021-09-27,215.25,215.25,217.75,208.10000610351562,215.14999389648438,80866,2021-09-27
2021-10-04,227.89999389648438,227.89999389648438,231.89999389648438,210.5500030517578,214.39999389648438,142817,2021-10-04
2021-10-11,229.39999389648438,229.39999389648438,254.39999389648438,190.0,232.4499969482422,1064243,2021-10-11
2021-10-18,208.75,208.75,240.0,205.89999389648438,240.0,152018,2021-10-18
2021-10-25,209.5,209.5,226.9499969482422,206.9499969482422,215.0,133932,2021-10-25
2021-11-01,217.85000610351562,217.85000610351562,220.89999389648438,205.5500030517578,205.5500030517578,59290,2021-11-01
2021-11-08,214.6999969482422,214.6999969482422,220.0,204.0500030517578,219.9499969482422,112338,2021-11-08
2021-11-15,210.35000610351562,210.35000610351562,214.6999969482422,206.3000030517578,214.6999969482422,100831,2021-11-15
2021-11-22,199.9499969482422,199.9499969482422,219.89999389648438,196.0,210.35000610351562,195257,2021-11-22
2021-11-29,207.89999389648438,207.89999389648438,218.89999389648438,191.0,196.0500030517578,149045,2021-11-29
2021-12-06,203.4499969482422,203.4499969482422,209.8000030517578,200.0,205.10000610351562,103052,2021-12-06
2021-12-13,200.0,200.0,208.0,195.10000610351562,204.0,64684,2021-12-13
2021-12-20,212.5,212.5,238.0,193.10000610351562,200.0,368180,2021-12-20
2021-12-27,230.39999389648438,230.39999389648438,234.0,200.0,217.0,1121672,2021-12-27
2022-01-03,263.70001220703125,263.70001220703125,279.45001220703125,227.4499969482422,235.0,1226302,2022-01-03
2022-01-10,259.45001220703125,259.45001220703125,277.0,255.0,266.6499938964844,351960,2022-01-10
2022-01-17,245.64999389648438,245.64999389648438,265.75,245.0500030517578,259.45001220703125,217743,2022-01-17
2022-01-24,228.9499969482422,228.9499969482422,249.8000030517578,225.5500030517578,243.39999389648438,124246,2022-01-24
2022-01-31,238.6999969482422,238.6999969482422,259.0,225.0,230.0,279211,2022-01-31
2022-02-07,222.85000610351562,222.85000610351562,240.89999389648438,220.5,240.89999389648438,155390,2022-02-07
2022-02-14,225.5,225.5,234.8000030517578,206.3000030517578,221.0,146065,2022-02-14
2022-02-21,211.0,211.0,229.85000610351562,205.0,229.85000610351562,129109,2022-02-21
2022-02-28,212.85000610351562,212.85000610351562,219.8000030517578,208.0500030517578,214.8000030517578,57872,2022-02-28
2022-03-07,217.0500030517578,217.0500030517578,218.1999969482422,202.14999389648438,212.5,379446,2022-03-07
2022-03-14,215.25,215.25,227.0,212.10000610351562,217.5,137772,2022-03-14
2022-03-21,211.9499969482422,211.9499969482422,221.89999389648438,210.10000610351562,221.89999389648438,93692,2022-03-21
2022-03-28,220.89999389648438,220.89999389648438,233.1999969482422,210.0500030517578,211.9499969482422,358678,2022-03-28
2022-04-04,224.25,224.25,230.0,220.0,220.89999389648438,218980,2022-04-04
2022-04-11,221.64999389648438,221.64999389648438,234.35000610351562,220.0,227.89999389648438,62547,2022-04-11
2022-04-18,210.10000610351562,210.10000610351562,224.0,208.10000610351562,220.0500030517578,112474,2022-04-18
2022-04-25,207.75,207.75,213.4499969482422,206.0,212.89999389648438,64672,2022-04-25
2022-05-02,204.10000610351562,204.10000610351562,215.89999389648438,193.9499969482422,210.39999389648438,120803,2022-05-02
2022-05-09,197.6999969482422,197.6999969482422,206.35000610351562,190.0,200.0500030517578,55337,2022-05-09
2022-05-16,193.5,193.5,210.0,190.0,204.89999389648438,66913,2022-05-16
2022-05-23,172.9499969482422,172.9499969482422,195.0,163.6999969482422,194.0,141696,2022-05-23
2022-05-30,170.6999969482422,170.6999969482422,179.85000610351562,168.1999969482422,171.3000030517578,65631,2022-05-30
2022-06-06,172.8000030517578,172.8000030517578,174.9499969482422,168.0,173.85000610351562,36049,2022-06-06
