Date,Adj Close_SRHHYPOLTD.NS,Close_SRHHYPOLTD.NS,High_SRHHYPOLTD.NS,Low_SRHHYPOLTD.NS,Open_SRHHYPOLTD.NS,Volume_SRHHYPOLTD.NS,Date
2021-03-29,238.24313354492188,244.3000030517578,247.0,230.0,232.4499969482422,42218,2021-03-29
2021-04-05,252.2861328125,258.70001220703125,265.0,237.5500030517578,245.0,77667,2021-04-05
2021-04-12,237.07289123535156,243.10000610351562,257.1000061035156,234.14999389648438,257.1000061035156,59842,2021-04-12
2021-04-19,240.48611450195312,246.60000610351562,253.0,235.0,237.35000610351562,41227,2021-04-19
2021-04-26,269.9373474121094,276.79998779296875,318.79998779296875,249.0500030517578,252.85000610351562,356822,2021-04-26
2021-05-03,280.6646423339844,287.79998779296875,309.8999938964844,272.0,280.0,236634,2021-05-03
2021-05-10,271.5464782714844,278.45001220703125,297.45001220703125,275.20001220703125,291.5,93941,2021-05-10
2021-05-17,294.4150695800781,301.8999938964844,323.95001220703125,278.45001220703125,282.95001220703125,225966,2021-05-17
2021-05-24,292.5621643066406,300.0,333.0,292.04998779296875,305.0,223771,2021-05-24
2021-05-31,290.9043273925781,298.29998779296875,312.0,278.95001220703125,302.95001220703125,159059,2021-05-31
2021-06-07,290.8555908203125,298.25,305.0,291.0,302.70001220703125,114556,2021-06-07
2021-06-14,299.48614501953125,307.1000061035156,317.0,291.0,298.5,235320,2021-06-14
2021-06-21,330.0101318359375,338.3999938964844,367.3500061035156,302.95001220703125,307.0,860873,2021-06-21
2021-06-28,320.3556213378906,328.5,368.0,322.0,340.04998779296875,394739,2021-06-28
2021-07-05,326.596923828125,334.8999938964844,345.25,330.0,336.45001220703125,131016,2021-07-05
2021-07-12,329.08367919921875,337.45001220703125,342.79998779296875,321.0,334.8999938964844,101577,2021-07-12
2021-07-19,325.8167724609375,334.1000061035156,341.8999938964844,313.3500061035156,330.5,132673,2021-07-19
2021-07-26,330.2539367675781,338.6499938964844,349.0,320.3500061035156,342.0,146051,2021-07-26
2021-08-02,325.1341247558594,333.3999938964844,351.0,322.0,335.04998779296875,124218,2021-08-02
2021-08-09,321.9159240722656,330.1000061035156,362.0,305.0,346.0,209690,2021-08-09
2021-08-16,291.4894714355469,298.8999938964844,341.0,297.0,338.0,106651,2021-08-16
2021-08-23,289.1977233886719,296.54998779296875,307.95001220703125,274.0,301.0,167228,2021-08-23
2021-08-30,303.4357604980469,311.1499938964844,329.79998779296875,299.0,302.95001220703125,169004,2021-08-30
2021-09-06,310.89605712890625,318.79998779296875,324.70001220703125,305.1499938964844,315.0,133443,2021-09-06
2021-09-13,324.841552734375,333.1000061035156,357.95001220703125,321.0,321.0,313138,2021-09-13
2021-09-20,326.9382629394531,335.25,349.6000061035156,318.0,335.0,175391,2021-09-20
2021-09-27,341.53814697265625,346.95001220703125,356.5,328.3999938964844,345.0,113345,2021-09-27
2021-10-04,380.6188659667969,386.6499938964844,410.0,353.0,353.5,588617,2021-10-04
2021-10-11,349.167236328125,354.70001220703125,391.79998779296875,345.1000061035156,390.0,182564,2021-10-11
2021-10-18,328.7901306152344,334.0,369.0,330.95001220703125,358.25,179752,2021-10-18
2021-10-25,329.725341796875,334.95001220703125,351.5,319.1499938964844,336.5,109301,2021-10-25
2021-11-01,341.6365966796875,347.04998779296875,356.6499938964844,331.75,334.95001220703125,72240,2021-11-01
2021-11-08,334.79498291015625,340.1000061035156,352.5,338.29998779296875,345.0,58556,2021-11-08
2021-11-15,313.0888977050781,318.04998779296875,348.0,315.1000061035156,348.0,55978,2021-11-15
2021-11-22,311.8092041015625,316.75,335.6499938964844,303.29998779296875,321.5,50667,2021-11-22
2021-11-29,318.20782470703125,323.25,331.95001220703125,301.70001220703125,306.0,50390,2021-11-29
2021-12-06,323.7696838378906,328.8999938964844,336.3500061035156,311.6000061035156,329.75,43056,2021-12-06
2021-12-13,324.0650329589844,329.20001220703125,394.6499938964844,324.79998779296875,334.0,260084,2021-12-13
2021-12-20,318.109375,323.1499938964844,332.0,314.0,319.5,52405,2021-12-20
2021-12-27,325.7384948730469,330.8999938964844,338.70001220703125,320.20001220703125,326.8999938964844,43568,2021-12-27
2022-01-03,327.2643127441406,332.45001220703125,346.95001220703125,327.6499938964844,338.0,71764,2022-01-03
2022-01-10,337.7481994628906,343.1000061035156,354.8999938964844,331.6000061035156,331.6499938964844,89956,2022-01-10
2022-01-17,334.8442077636719,340.1499938964844,361.95001220703125,335.6000061035156,343.0,98596,2022-01-17
2022-01-24,331.9402160644531,337.20001220703125,344.79998779296875,300.0,344.79998779296875,40779,2022-01-24
2022-01-31,345.1804504394531,350.6499938964844,356.0,331.0,342.8999938964844,56552,2022-01-31
2022-02-07,332.03863525390625,337.29998779296875,358.0,324.25,351.0,55200,2022-02-07
2022-02-14,428.1654968261719,434.95001220703125,438.75,329.6499938964844,338.0,1229409,2022-02-14
2022-02-21,380.8157653808594,386.8500061035156,459.3999938964844,346.54998779296875,441.45001220703125,875434,2022-02-21
2022-02-28,401.93115234375,408.29998779296875,441.95001220703125,380.45001220703125,390.0,382718,2022-02-28
2022-03-07,410.3478088378906,416.8500061035156,441.70001220703125,391.0,408.0,274986,2022-03-07
2022-03-14,479.895751953125,487.5,518.9500122070312,413.45001220703125,424.0,976347,2022-03-14
2022-03-21,465.3758544921875,472.75,523.0,469.0,489.8999938964844,310941,2022-03-21
2022-03-28,451.7419128417969,458.8999938964844,509.95001220703125,449.0,475.8999938964844,332541,2022-03-28
2022-04-04,448.3949279785156,455.5,481.0,449.3500061035156,460.0,203938,2022-04-04
2022-04-11,439.78143310546875,446.75,469.0,440.1000061035156,458.75,79438,2022-04-11
2022-04-18,440.76580810546875,447.75,488.0,445.0,458.0,169933,2022-04-18
2022-04-25,462.66876220703125,470.0,493.1499938964844,438.0,448.1000061035156,128271,2022-04-25
2022-05-02,417.0909729003906,423.70001220703125,483.0,415.0,477.54998779296875,71332,2022-05-02
2022-05-09,381.25872802734375,387.29998779296875,423.70001220703125,365.1000061035156,411.0,110646,2022-05-09
2022-05-16,414.9744567871094,421.54998779296875,434.0,379.8500061035156,387.29998779296875,101386,2022-05-16
2022-05-23,404.63824462890625,411.04998779296875,425.75,365.5,425.75,53415,2022-05-23
2022-05-30,454.25213623046875,461.45001220703125,498.0,413.0,413.0,365674,2022-05-30
2022-06-06,441.0611267089844,448.04998779296875,473.0,445.0,466.04998779296875,54808,2022-06-06
2022-06-13,409.6094970703125,416.1000061035156,455.0,410.0,439.0,68760,2022-06-13
2022-06-20,406.21331787109375,412.6499938964844,418.79998779296875,385.95001220703125,416.8999938964844,39031,2022-06-20
2022-06-27,408.32977294921875,414.79998779296875,439.8999938964844,412.1000061035156,419.70001220703125,38504,2022-06-27
2022-07-04,433.4320068359375,440.29998779296875,451.70001220703125,413.20001220703125,415.0,123100,2022-07-04
2022-07-11,472.46356201171875,479.95001220703125,485.0,432.1000061035156,442.0,188814,2022-07-11
2022-07-18,542.799072265625,551.4000244140625,558.7000122070312,459.95001220703125,486.70001220703125,514939,2022-07-18
2022-07-25,641.68212890625,651.8499755859375,669.0,553.1500244140625,559.8499755859375,1039229,2022-07-25
2022-08-01,643.7001953125,653.9000244140625,682.0,607.6500244140625,658.5,420780,2022-08-01
2022-08-08,770.7372436523438,782.9500122070312,836.0,653.9000244140625,659.25,879933,2022-08-08
2022-08-15,719.4991455078125,730.9000244140625,792.4000244140625,666.5999755859375,782.9500122070312,536274,2022-08-15
2022-08-22,799.38330078125,812.0499877929688,834.7999877929688,687.2999877929688,735.0499877929688,435348,2022-08-22
2022-08-29,762.0252685546875,774.0999755859375,825.0,762.0499877929688,789.0,157298,2022-08-29
2022-09-05,738.2028198242188,749.9000244140625,790.0,732.5,777.0,236095,2022-09-05
2022-09-12,824.8301391601562,837.9000244140625,951.9000244140625,744.0,762.0,702443,2022-09-12
2022-09-19,799.6786499023438,812.3499755859375,925.0,799.9500122070312,873.0,214015,2022-09-19
2022-09-26,789.308837890625,798.5999755859375,829.0999755859375,758.0,829.0,201148,2022-09-26
2022-10-03,783.3292236328125,792.5499877929688,829.9000244140625,770.0,812.7000122070312,68850,2022-10-03
2022-10-10,731.3411865234375,739.9500122070312,840.0,733.5999755859375,804.0,107239,2022-10-10
2022-10-17,674.0654296875,682.0,754.9000244140625,675.2000122070312,740.0,102533,2022-10-17
2022-10-24,696.204833984375,704.4000244140625,725.0,650.5,685.0,78659,2022-10-24
2022-10-31,686.7659301757812,694.8499755859375,730.0,680.0,717.7000122070312,57900,2022-10-31
2022-11-07,673.1759033203125,681.0999755859375,710.0,667.0,710.0,47986,2022-11-07
2022-11-14,610.1675415039062,617.3499755859375,690.0,607.0999755859375,690.0,110467,2022-11-14
2022-11-21,546.0226440429688,552.4500122070312,636.4500122070312,541.0499877929688,617.3499755859375,156893,2022-11-21
2022-11-28,527.9356079101562,534.1500244140625,589.0,530.0,570.0,167285,2022-11-28
2022-12-05,535.74365234375,542.0499877929688,573.0,541.0,545.7999877929688,120257,2022-12-05
2022-12-12,535.4470825195312,541.75,557.0,530.0,551.0,63082,2022-12-12
2022-12-19,454.401123046875,459.75,554.0,454.29998779296875,545.0,87628,2022-12-19
2022-12-26,506.0926818847656,512.0499877929688,530.0,466.0,474.95001220703125,89732,2022-12-26
2023-01-02,516.8164672851562,522.9000244140625,545.5499877929688,513.0499877929688,520.0,67345,2023-01-02
2023-01-09,517.5577392578125,523.6500244140625,530.7000122070312,509.0,530.7000122070312,33158,2023-01-09
2023-01-16,503.57232666015625,509.5,529.0,502.0,528.7000122070312,35878,2023-01-16
2023-01-23,450.15118408203125,455.45001220703125,516.0,450.04998779296875,516.0,75218,2023-01-23
2023-01-30,462.4068908691406,467.8500061035156,490.5,458.0,478.95001220703125,47116,2023-01-30
2023-02-06,507.0316162109375,513.0,517.0,463.70001220703125,467.8500061035156,77281,2023-02-06
2023-02-13,458.4040222167969,463.79998779296875,532.4500122070312,457.1000061035156,518.9000244140625,140092,2023-02-13
2023-02-20,441.0087890625,446.20001220703125,468.8500061035156,421.0,465.04998779296875,95219,2023-02-20
2023-02-27,417.2879943847656,422.20001220703125,453.0,411.0,450.0,81449,2023-02-27
2023-03-06,419.2647399902344,424.20001220703125,450.0,422.0,427.0,66860,2023-03-06
2023-03-13,404.5380859375,409.29998779296875,429.0,399.95001220703125,428.95001220703125,85010,2023-03-13
2023-03-20,401.2270812988281,405.95001220703125,428.3500061035156,404.1499938964844,409.29998779296875,61308,2023-03-20
2023-03-27,405.2299499511719,410.0,425.25,375.0,401.04998779296875,113619,2023-03-27
2023-04-03,459.88653564453125,465.29998779296875,477.0,416.1499938964844,423.79998779296875,105371,2023-04-03
2023-04-10,506.6362609863281,512.5999755859375,557.2000122070312,457.20001220703125,472.29998779296875,563254,2023-04-10
2023-04-17,492.6509094238281,498.45001220703125,535.0999755859375,488.45001220703125,512.5999755859375,182620,2023-04-17
2023-04-24,477.3806457519531,483.0,503.20001220703125,474.0,503.20001220703125,129726,2023-04-24
2023-05-01,495.86309814453125,501.70001220703125,525.0499877929688,483.0,483.0,116770,2023-05-01
2023-05-08,482.07537841796875,487.75,516.7000122070312,484.45001220703125,505.0,99062,2023-05-08
2023-05-15,459.2441101074219,464.6499938964844,494.1499938964844,459.1000061035156,494.1499938964844,84130,2023-05-15
2023-05-22,487.5113830566406,493.25,518.7999877929688,458.79998779296875,465.0,143569,2023-05-22
2023-05-29,557.1417846679688,563.7000122070312,575.0,483.8500061035156,499.3500061035156,1325013,2023-05-29
2023-06-05,614.615234375,621.8499755859375,670.7999877929688,569.0,574.0,1135076,2023-06-05
2023-06-12,624.7459716796875,632.0999755859375,654.3499755859375,621.0499877929688,624.9000244140625,199780,2023-06-12
2023-06-19,586.3973999023438,593.2999877929688,644.4500122070312,590.0,639.9000244140625,188424,2023-06-19
2023-06-26,707.3733520507812,715.7000122070312,751.0,587.4000244140625,587.4000244140625,1560290,2023-06-26
2023-07-03,701.7396850585938,710.0,741.5499877929688,688.0999755859375,715.9500122070312,360927,2023-07-03
2023-07-10,745.5242309570312,754.2999877929688,798.0,711.9000244140625,723.0,579352,2023-07-10
2023-07-17,731.4894409179688,740.0999755859375,807.6500244140625,736.0,754.2999877929688,329483,2023-07-17
2023-07-24,716.367431640625,724.7999877929688,785.0,720.0,736.0,230290,2023-07-24
2023-07-31,732.9719848632812,741.5999755859375,771.0,726.2999877929688,732.7999877929688,228549,2023-07-31
2023-08-07,707.7192993164062,716.0499877929688,814.0,706.7000122070312,745.9000244140625,577379,2023-08-07
2023-08-14,589.658935546875,596.5999755859375,739.7999877929688,594.0,717.7000122070312,652346,2023-08-14
2023-08-21,572.0660400390625,578.7999877929688,617.6500244140625,567.0499877929688,607.0,294553,2023-08-21
2023-08-28,598.3071899414062,605.3499755859375,623.4500122070312,568.0,580.3499755859375,278522,2023-08-28
2023-09-04,635.7168579101562,643.2000122070312,658.9000244140625,595.0,610.0,323046,2023-09-04
2023-09-11,607.2024536132812,614.3499755859375,648.5,588.7000122070312,644.5,134612,2023-09-11
2023-09-18,601.81591796875,608.9000244140625,620.0499877929688,596.7000122070312,620.0499877929688,79185,2023-09-18
2023-09-25,605.0635986328125,608.2000122070312,617.9500122070312,589.5499877929688,608.0,77036,2023-09-25
2023-10-02,596.3587036132812,599.4500122070312,615.0,594.0499877929688,608.2000122070312,69158,2023-10-02
2023-10-09,597.80126953125,600.9000244140625,606.2000122070312,580.5,585.5,69451,2023-10-09
2023-10-16,583.8734741210938,586.9000244140625,611.6500244140625,584.75,600.9000244140625,116074,2023-10-16
2023-10-23,561.837646484375,564.75,586.9000244140625,532.0499877929688,580.1500244140625,100767,2023-10-23
2023-10-30,543.980224609375,546.7999877929688,574.2000122070312,536.0999755859375,572.0499877929688,64634,2023-10-30
2023-11-06,557.957763671875,560.8499755859375,570.5,549.4000244140625,552.3499755859375,60428,2023-11-06
2023-11-13,549.4518432617188,552.2999877929688,575.0499877929688,532.0,572.4000244140625,154049,2023-11-13
2023-11-20,545.72119140625,548.5499877929688,556.5999755859375,541.5999755859375,552.2999877929688,59124,2023-11-20
2023-11-27,518.0645751953125,520.75,552.0,502.6000061035156,548.5499877929688,141181,2023-11-27
2023-12-04,558.2562255859375,561.1500244140625,594.0,520.0999755859375,529.4000244140625,346392,2023-12-04
2023-12-11,587.4548950195312,590.5,623.0999755859375,559.1500244140625,562.0499877929688,245130,2023-12-11
2023-12-18,568.055419921875,571.0,600.5499877929688,542.0499877929688,592.75,158025,2023-12-18
2023-12-25,558.1069946289062,561.0,589.0,556.0499877929688,571.0,117783,2023-12-25
2024-01-01,584.0226440429688,587.0499877929688,597.8499755859375,560.0,560.0,122730,2024-01-01
2024-01-08,602.7257080078125,605.8499755859375,648.7999877929688,590.0,598.0,394833,2024-01-08
2024-01-15,594.0208129882812,597.0999755859375,614.0999755859375,578.9000244140625,608.4000244140625,117854,2024-01-15
2024-01-22,588.8973999023438,591.9500122070312,604.0,575.6500244140625,597.0999755859375,58829,2024-01-22
2024-01-29,584.768798828125,587.7999877929688,599.0,579.9000244140625,595.2000122070312,91383,2024-01-29
2024-02-05,565.319580078125,568.25,589.0,551.0,583.0,155870,2024-02-05
2024-02-12,546.7657470703125,549.5999755859375,575.0,516.5999755859375,568.5,112480,2024-02-12
2024-02-19,541.3936157226562,544.2000122070312,565.0,539.75,554.0,65556,2024-02-19
2024-02-26,526.9684448242188,529.7000122070312,562.5499877929688,515.0,540.0999755859375,72593,2024-02-26
2024-03-04,525.724853515625,528.4500122070312,539.0,501.29998779296875,528.0499877929688,85306,2024-03-04
2024-03-11,483.1953125,485.70001220703125,534.9500122070312,470.0,530.9000244140625,122014,2024-03-11
2024-03-18,490.60687255859375,493.1499938964844,510.1499938964844,483.20001220703125,485.70001220703125,79510,2024-03-18
2024-03-25,489.7612609863281,492.29998779296875,514.0,470.54998779296875,493.1499938964844,151707,2024-03-25
2024-04-01,573.1290893554688,576.0999755859375,591.0499877929688,499.0,499.0,294804,2024-04-01
2024-04-08,568.0056762695312,570.9500122070312,588.0,556.0999755859375,583.3499755859375,72119,2024-04-08
2024-04-15,546.4176025390625,549.25,565.2000122070312,539.0999755859375,549.0,55841,2024-04-15
2024-04-22,559.1515502929688,562.0499877929688,577.0999755859375,532.3499755859375,556.0,77402,2024-04-22
2024-04-29,551.6902465820312,554.5499877929688,573.0999755859375,530.0,569.0,100353,2024-04-29
2024-05-06,526.918701171875,529.6500244140625,560.0499877929688,511.0,554.0999755859375,52441,2024-05-06
2024-05-13,534.4794921875,537.25,545.5499877929688,507.70001220703125,525.0499877929688,55699,2024-05-13
2024-05-20,524.6304931640625,527.3499755859375,542.7999877929688,523.0999755859375,541.7999877929688,48612,2024-05-20
2024-05-27,490.3581848144531,492.8999938964844,535.1500244140625,490.5,527.3499755859375,127257,2024-05-27
2024-06-03,521.64599609375,524.3499755859375,530.0,441.0,500.0,155291,2024-06-03
2024-06-10,535.5737915039062,538.3499755859375,575.7999877929688,526.9500122070312,573.9500122070312,222025,2024-06-10
2024-06-17,543.9304809570312,546.75,563.2000122070312,535.0,546.4500122070312,123094,2024-06-17
2024-06-24,548.7554321289062,551.5999755859375,556.9000244140625,536.0999755859375,546.2000122070312,106175,2024-06-24
2024-07-01,570.7415161132812,573.7000122070312,594.0,548.9500122070312,551.5999755859375,213571,2024-07-01
2024-07-08,609.241943359375,612.4000244140625,641.0,590.9500122070312,590.9500122070312,700961,2024-07-08
2024-07-15,564.921630859375,567.8499755859375,624.0,563.7999877929688,620.1500244140625,169133,2024-07-15
2024-07-22,643.3650512695312,646.7000122070312,679.5,568.0,568.0,621331,2024-07-22
2024-07-29,600.686279296875,603.7999877929688,662.5999755859375,601.0499877929688,651.9500122070312,265423,2024-07-29
2024-08-05,579.7448120117188,582.75,590.4500122070312,552.0499877929688,580.0,169797,2024-08-05
2024-08-12,564.971435546875,567.9000244140625,585.4000244140625,540.25,582.0999755859375,111939,2024-08-12
2024-08-19,587.6041259765625,590.6500244140625,606.5,558.4000244140625,561.0999755859375,121105,2024-08-19
2024-08-26,602.3775024414062,605.5,620.0,565.0,597.7000122070312,180923,2024-08-26
2024-09-02,570.0451049804688,573.0,615.0,571.2000122070312,611.2000122070312,94058,2024-09-02
2024-09-09,567.3092651367188,570.25,597.7000122070312,563.25,581.5999755859375,86794,2024-09-09
2024-09-16,580.0999755859375,580.0999755859375,603.8499755859375,550.0,570.4000244140625,189842,2024-09-16
2024-09-23,750.0999755859375,750.0999755859375,779.0,601.0499877929688,601.0499877929688,3223926,2024-09-23
2024-09-30,766.9000244140625,766.9000244140625,794.0,681.5499877929688,748.0999755859375,678311,2024-09-30
2024-10-07,896.2000122070312,896.2000122070312,942.0,736.1500244140625,773.3499755859375,1839621,2024-10-07
2024-10-14,810.0499877929688,810.0499877929688,898.2000122070312,785.0499877929688,893.0999755859375,858886,2024-10-14
2024-10-21,700.3499755859375,700.3499755859375,820.1500244140625,690.0,818.0499877929688,547460,2024-10-21
2024-10-28,782.7999877929688,782.7999877929688,789.0,693.9500122070312,709.5999755859375,272544,2024-10-28
2024-11-04,752.0499877929688,752.0499877929688,815.5999755859375,744.4000244140625,772.0,226357,2024-11-04
2024-11-11,667.5999755859375,667.5999755859375,748.1500244140625,632.9000244140625,741.0,265567,2024-11-11
2024-11-18,670.2000122070312,670.2000122070312,706.5999755859375,646.0,680.1500244140625,221022,2024-11-18
2024-11-25,681.3499755859375,681.3499755859375,719.25,643.2999877929688,686.2999877929688,153294,2024-11-25
2024-12-02,714.25,714.25,729.0499877929688,675.25,685.7999877929688,151304,2024-12-02
2024-12-09,745.75,745.75,798.0999755859375,723.7000122070312,723.7000122070312,343234,2024-12-09
2024-12-16,798.1500244140625,798.1500244140625,870.0,750.9000244140625,750.9000244140625,879155,2024-12-16
2024-12-23,812.8499755859375,812.8499755859375,858.5999755859375,777.0,808.75,399790,2024-12-23
2024-12-30,782.0,782.0,820.7000122070312,767.0,812.8499755859375,182529,2024-12-30
2025-01-06,713.8499755859375,713.8499755859375,808.0499877929688,707.8499755859375,798.7000122070312,211337,2025-01-06
2025-01-13,693.0999755859375,693.0999755859375,726.0,659.6500244140625,710.2000122070312,141226,2025-01-13
2025-01-20,667.5499877929688,667.5499877929688,708.9000244140625,656.0499877929688,699.9000244140625,87825,2025-01-20
2025-01-27,664.5499877929688,664.5499877929688,690.0,600.0,662.0999755859375,154455,2025-01-27
2025-02-03,678.8499755859375,678.8499755859375,702.0,633.3499755859375,652.9500122070312,71242,2025-02-03
2025-02-10,596.8499755859375,596.8499755859375,677.4000244140625,580.5,677.4000244140625,72179,2025-02-10
2025-02-17,545.4000244140625,545.4000244140625,594.0,508.95001220703125,594.0,126228,2025-02-17
2025-02-24,504.29998779296875,504.29998779296875,558.5,485.54998779296875,539.6500244140625,62299,2025-02-24
2025-03-03,526.4500122070312,526.4500122070312,544.8499755859375,477.0,510.0,104434,2025-03-03
2025-03-10,494.5,494.5,531.2000122070312,489.25,526.4500122070312,69822,2025-03-10
2025-03-17,523.7000122070312,523.7000122070312,539.7000122070312,468.0,498.20001220703125,135112,2025-03-17
2025-03-24,492.3500061035156,492.3500061035156,538.9500122070312,476.95001220703125,525.5999755859375,191846,2025-03-24
2025-03-31,496.95001220703125,496.95001220703125,523.5499877929688,488.1000061035156,492.3500061035156,87800,2025-03-31
2025-04-07,499.3500061035156,499.3500061035156,505.20001220703125,464.29998779296875,470.0,69663,2025-04-07
2025-04-14,539.0999755859375,539.0999755859375,544.7000122070312,505.79998779296875,505.79998779296875,69070,2025-04-14
2025-04-21,528.1500244140625,528.1500244140625,574.4500122070312,520.0,544.5999755859375,159845,2025-04-21
2025-04-28,504.75,504.75,545.0,501.0,520.25,63608,2025-04-28
2025-05-05,506.0,506.0,532.7999877929688,480.0,505.0,110350,2025-05-05
2025-05-12,560.4000244140625,560.4000244140625,564.9000244140625,511.1000061035156,511.1000061035156,103842,2025-05-12
2025-05-19,577.75,577.75,592.0,560.4000244140625,567.5999755859375,129417,2025-05-19
2025-05-26,579.0999755859375,579.0999755859375,590.0,566.5499877929688,579.7000122070312,104628,2025-05-26
2025-06-02,635.5499877929688,635.5499877929688,669.7999877929688,534.5999755859375,579.0999755859375,993957,2025-06-02
2025-06-09,670.5,670.5,685.0,626.0,627.0,497940,2025-06-09
2025-06-16,613.9500122070312,613.9500122070312,673.2999877929688,608.25,670.5,136721,2025-06-16
2025-06-23,655.2000122070312,655.2000122070312,680.1500244140625,607.9500122070312,613.7999877929688,228545,2025-06-23
2025-06-30,641.1500244140625,641.1500244140625,658.0499877929688,637.0,650.0,64396,2025-06-30
2025-07-07,677.5,677.5,709.0,623.2000122070312,641.4500122070312,368758,2025-07-07
2025-07-14,680.7999877929688,680.7999877929688,696.7000122070312,662.0,680.75,78966,2025-07-14
