Date,Adj Close_AETHER.NS,Close_AETHER.NS,High_AETHER.NS,Low_AETHER.NS,Open_AETHER.NS,Volume_AETHER.NS,Date
2023-08-28,990.75,990.75,1062.0,977.9000244140625,1056.949951171875,973092,2023-08-28
2023-09-04,994.6500244140625,994.6500244140625,1018.0,985.5,998.0,527323,2023-09-04
2023-09-11,982.2000122070312,982.2000122070312,1035.5999755859375,978.0999755859375,1001.0,318161,2023-09-11
2023-09-18,977.5999755859375,977.5999755859375,997.4500122070312,970.2000122070312,984.9500122070312,116248,2023-09-18
2023-09-25,968.4500122070312,968.4500122070312,984.7999877929688,948.5,980.9500122070312,205276,2023-09-25
2023-10-02,961.9000244140625,961.9000244140625,974.7000122070312,956.2000122070312,968.4500122070312,165385,2023-10-02
2023-10-09,945.5,945.5,982.0,936.0,942.0,183092,2023-10-09
2023-10-16,884.6500244140625,884.6500244140625,947.3499755859375,875.5999755859375,942.0,395483,2023-10-16
2023-10-23,868.5999755859375,868.5999755859375,908.0,855.0999755859375,882.0499877929688,330364,2023-10-23
2023-10-30,891.4000244140625,891.4000244140625,934.7000122070312,857.6500244140625,877.5999755859375,493880,2023-10-30
2023-11-06,891.2000122070312,891.2000122070312,900.75,876.4000244140625,893.0999755859375,156705,2023-11-06
2023-11-13,893.9000244140625,893.9000244140625,910.0,888.0,910.0,287781,2023-11-13
2023-11-20,889.0999755859375,889.0999755859375,900.0,871.0,896.9500122070312,363323,2023-11-20
2023-11-27,794.8499755859375,794.8499755859375,917.0999755859375,778.0,889.0999755859375,3023012,2023-11-27
2023-12-04,789.4500122070312,789.4500122070312,813.0,780.0,811.9500122070312,1128889,2023-12-04
2023-12-11,910.0999755859375,910.0999755859375,922.7999877929688,785.2999877929688,789.4500122070312,2494467,2023-12-11
2023-12-18,888.3499755859375,888.3499755859375,950.0,854.0,912.0,2952488,2023-12-18
2023-12-25,887.2999877929688,887.2999877929688,907.4000244140625,870.0,888.3499755859375,671160,2023-12-25
2024-01-01,904.1500244140625,904.1500244140625,916.7999877929688,871.5,888.7999877929688,709137,2024-01-01
2024-01-08,886.25,886.25,937.7999877929688,885.0,905.0,812328,2024-01-08
2024-01-15,874.5499877929688,874.5499877929688,889.7999877929688,852.9500122070312,886.25,273287,2024-01-15
2024-01-22,847.25,847.25,878.0,843.5499877929688,874.5499877929688,185556,2024-01-22
2024-01-29,846.0,846.0,905.0,814.8499755859375,847.2000122070312,862670,2024-01-29
2024-02-05,866.2999877929688,866.2999877929688,891.0,834.0,849.6500244140625,1138032,2024-02-05
2024-02-12,865.0999755859375,865.0999755859375,879.0,849.5,870.0,379347,2024-02-12
2024-02-19,867.0499877929688,867.0499877929688,875.0,851.0,866.0,232214,2024-02-19
2024-02-26,869.5999755859375,869.5999755859375,892.0,859.5,867.0499877929688,393960,2024-02-26
2024-03-04,836.2000122070312,836.2000122070312,871.7000122070312,830.0499877929688,867.0499877929688,259451,2024-03-04
2024-03-11,806.1500244140625,806.1500244140625,843.6500244140625,781.0,840.7000122070312,414986,2024-03-11
2024-03-18,802.4000244140625,802.4000244140625,817.2999877929688,792.0499877929688,810.1500244140625,232744,2024-03-18
2024-03-25,781.0,781.0,802.4000244140625,761.5499877929688,802.4000244140625,338249,2024-03-25
2024-04-01,844.3499755859375,844.3499755859375,856.0,790.0,790.0,455825,2024-04-01
2024-04-08,841.3499755859375,841.3499755859375,865.0999755859375,829.25,858.9500122070312,167902,2024-04-08
2024-04-15,831.9500122070312,831.9500122070312,858.0,815.1500244140625,832.9000244140625,443078,2024-04-15
2024-04-22,838.4500122070312,838.4500122070312,865.0,828.2000122070312,835.2000122070312,224556,2024-04-22
2024-04-29,830.1500244140625,830.1500244140625,842.2000122070312,824.0,835.0,131069,2024-04-29
2024-05-06,820.9000244140625,820.9000244140625,840.9500122070312,815.0,838.5499877929688,153247,2024-05-06
2024-05-13,832.6500244140625,832.6500244140625,852.7999877929688,807.0,807.0,180187,2024-05-13
2024-05-20,819.2999877929688,819.2999877929688,863.9000244140625,786.0,786.0,758283,2024-05-20
2024-05-27,804.0,804.0,828.7000122070312,796.1500244140625,819.9500122070312,228900,2024-05-27
2024-06-03,811.5999755859375,811.5999755859375,826.0,785.3499755859375,821.5,321066,2024-06-03
2024-06-10,854.9000244140625,854.9000244140625,875.0,806.0499877929688,819.2999877929688,497461,2024-06-10
2024-06-17,863.2000122070312,863.2000122070312,890.0,860.0499877929688,869.9500122070312,504540,2024-06-17
2024-06-24,922.4500122070312,922.4500122070312,973.0,855.0499877929688,874.0,1676772,2024-06-24
2024-07-01,917.2999877929688,917.2999877929688,938.4000244140625,906.5999755859375,928.0,374960,2024-07-01
2024-07-08,886.4000244140625,886.4000244140625,925.0,880.2000122070312,912.0999755859375,284937,2024-07-08
2024-07-15,881.0999755859375,881.0999755859375,909.8499755859375,859.0,886.4000244140625,349766,2024-07-15
2024-07-22,904.5,904.5,930.0,869.5999755859375,881.0499877929688,333275,2024-07-22
2024-07-29,905.7000122070312,905.7000122070312,923.0999755859375,887.0,905.7000122070312,291935,2024-07-29
2024-08-05,880.7000122070312,880.7000122070312,900.5,861.0,889.0,267765,2024-08-05
2024-08-12,902.7999877929688,902.7999877929688,934.7999877929688,867.0499877929688,880.0,245615,2024-08-12
2024-08-19,902.7999877929688,902.7999877929688,935.0,895.0999755859375,897.0,406074,2024-08-19
2024-08-26,890.25,890.25,910.5,871.0,907.7000122070312,272800,2024-08-26
2024-09-02,935.7000122070312,935.7000122070312,957.9000244140625,875.0,892.0,1063542,2024-09-02
2024-09-09,996.8499755859375,996.8499755859375,1071.0,909.0499877929688,922.0999755859375,2591873,2024-09-09
2024-09-16,969.6500244140625,969.6500244140625,1019.0,960.5499877929688,997.0,342994,2024-09-16
2024-09-23,923.25,923.25,1014.0,912.2999877929688,969.6500244140625,596270,2024-09-23
2024-09-30,940.3499755859375,940.3499755859375,960.1500244140625,915.0499877929688,927.8499755859375,231059,2024-09-30
2024-10-07,948.5,948.5,977.7000122070312,908.0999755859375,940.2999877929688,389776,2024-10-07
2024-10-14,926.9000244140625,926.9000244140625,960.2999877929688,903.7999877929688,951.6500244140625,3972359,2024-10-14
2024-10-21,789.1500244140625,789.1500244140625,943.9000244140625,778.0,943.9000244140625,703836,2024-10-21
2024-10-28,852.8499755859375,852.8499755859375,858.9000244140625,778.0499877929688,780.0,218102,2024-10-28
2024-11-04,833.5499877929688,833.5499877929688,878.25,830.0,846.0,179256,2024-11-04
2024-11-11,817.0999755859375,817.0999755859375,846.2999877929688,800.9500122070312,831.0499877929688,107926,2024-11-11
2024-11-18,813.5999755859375,813.5999755859375,844.5,800.0,815.0,88558,2024-11-18
2024-11-25,822.6500244140625,822.6500244140625,838.25,805.0,815.0,113559,2024-11-25
2024-12-02,863.0,863.0,872.0,822.7000122070312,827.0,164645,2024-12-02
2024-12-09,889.5499877929688,889.5499877929688,921.7999877929688,860.0,875.0,339394,2024-12-09
2024-12-16,876.5499877929688,876.5499877929688,913.1500244140625,865.0,898.5,183182,2024-12-16
2024-12-23,870.0499877929688,870.0499877929688,898.9500122070312,856.25,874.0,118566,2024-12-23
2024-12-30,905.7000122070312,905.7000122070312,925.9500122070312,864.0,895.0,217484,2024-12-30
2025-01-06,864.2999877929688,864.2999877929688,915.0,858.4000244140625,906.0,241644,2025-01-06
2025-01-13,821.6500244140625,821.6500244140625,920.0,814.0,842.2999877929688,844975,2025-01-13
2025-01-20,823.1500244140625,823.1500244140625,903.7999877929688,819.9000244140625,828.4500122070312,784560,2025-01-20
2025-01-27,818.5,818.5,839.9500122070312,786.5,818.0,152832,2025-01-27
2025-02-03,861.5999755859375,861.5999755859375,868.2000122070312,812.5499877929688,818.5499877929688,122396,2025-02-03
2025-02-10,771.2000122070312,771.2000122070312,863.9000244140625,760.5,857.5,201286,2025-02-10
2025-02-17,757.25,757.25,788.0,750.0,771.2000122070312,148791,2025-02-17
2025-02-24,855.3499755859375,855.3499755859375,863.7999877929688,738.5,755.0,612906,2025-02-24
2025-03-03,912.7000122070312,912.7000122070312,930.0,837.0,854.0499877929688,1045910,2025-03-03
2025-03-10,891.6500244140625,891.6500244140625,938.5,882.9000244140625,903.5999755859375,428789,2025-03-10
2025-03-17,874.25,874.25,895.4500122070312,846.5499877929688,888.7000122070312,207025,2025-03-17
2025-03-24,831.0,831.0,897.6500244140625,823.0,881.0999755859375,364972,2025-03-24
2025-03-31,818.7999877929688,818.7999877929688,840.75,793.9500122070312,831.0,331755,2025-03-31
2025-04-07,824.9500122070312,824.9500122070312,849.4000244140625,745.0,746.75,197412,2025-04-07
2025-04-14,827.7999877929688,827.7999877929688,843.5499877929688,821.7000122070312,824.9500122070312,74707,2025-04-14
2025-04-21,820.9500122070312,820.9500122070312,851.9000244140625,770.5,828.0,1003652,2025-04-21
2025-04-28,829.1500244140625,829.1500244140625,840.0,804.0,820.7999877929688,189003,2025-04-28
2025-05-05,789.7000122070312,789.7000122070312,858.0,777.0,857.2000122070312,734040,2025-05-05
2025-05-12,746.8499755859375,746.8499755859375,825.9000244140625,735.0,824.9500122070312,6207967,2025-05-12
2025-05-19,747.2000122070312,747.2000122070312,754.4000244140625,725.0,750.0,1982800,2025-05-19
2025-05-26,745.1500244140625,745.1500244140625,759.0,742.75,749.9500122070312,756626,2025-05-26
2025-06-02,789.9500122070312,789.9500122070312,812.2000122070312,743.0,746.9500122070312,1964311,2025-06-02
2025-06-09,792.4000244140625,792.4000244140625,817.1500244140625,770.0499877929688,800.0,836933,2025-06-09
2025-06-16,775.7000122070312,775.7000122070312,800.0,748.0,785.0,675611,2025-06-16
2025-06-23,765.7000122070312,765.7000122070312,786.0,760.0499877929688,770.0,564758,2025-06-23
2025-06-30,778.7999877929688,778.7999877929688,785.0,746.5,769.0,842259,2025-06-30
2025-07-07,778.5499877929688,778.5499877929688,811.5,775.0,778.7999877929688,671993,2025-07-07
2025-07-14,824.2000122070312,824.2000122070312,837.0,770.0499877929688,777.5499877929688,644096,2025-07-14
