Date,Adj Close_PANACEABIO.NS,Close_PANACEABIO.NS,High_PANACEABIO.NS,Low_PANACEABIO.NS,Open_PANACEABIO.NS,Volume_PANACEABIO.NS,Date
2020-07-13,166.7367706298828,166.7367706298828,166.7367706298828,149.44271850585938,158.36595153808594,532705,2020-07-13
2020-07-20,170.4760284423828,170.4760284423828,182.58612060546875,168.35145568847656,173.36546325683594,1458821,2020-07-20
2020-07-27,183.05352783203125,183.05352783203125,183.05352783203125,164.61219787597656,171.66580200195312,613642,2020-07-27
2020-08-03,180.03662109375,180.03662109375,196.31088256835938,177.91204833984375,193.71890258789062,1903525,2020-08-03
2020-08-10,165.07960510253906,165.07960510253906,187.8125762939453,163.54991149902344,186.96275329589844,1371204,2020-08-10
2020-08-17,160.7879638671875,160.7879638671875,168.52142333984375,156.36883544921875,168.2664794921875,1913913,2020-08-17
2020-08-24,161.51031494140625,161.51031494140625,167.1616973876953,152.96951293945312,160.44802856445312,1391594,2020-08-24
2020-08-31,158.11099243164062,158.11099243164062,164.61219787597656,155.646484375,163.67738342285156,745869,2020-08-31
2020-09-07,167.41664123535156,167.41664123535156,179.3567657470703,155.09410095214844,160.4905242919922,2944226,2020-09-07
2020-09-14,175.99993896484375,175.99993896484375,189.72470092773438,162.31765747070312,169.79617309570312,3561644,2020-09-14
2020-09-21,194.8000030517578,194.8000030517578,207.0,181.0,190.0,377912,2020-09-21
2020-09-28,190.1999969482422,190.1999969482422,200.0,175.25,196.9499969482422,220063,2020-09-28
2020-10-05,188.39999389648438,188.39999389648438,200.0,184.39999389648438,192.0,429927,2020-10-05
2020-10-12,181.6999969482422,181.6999969482422,189.64999389648438,176.85000610351562,189.64999389648438,329144,2020-10-12
2020-10-19,180.0,180.0,184.8000030517578,178.0,179.75,168653,2020-10-19
2020-10-26,173.5,173.5,183.0,172.0,180.8000030517578,184988,2020-10-26
2020-11-02,176.6999969482422,176.6999969482422,177.64999389648438,170.75,175.5,98078,2020-11-02
2020-11-09,189.0500030517578,189.0500030517578,199.6999969482422,176.14999389648438,180.0,868344,2020-11-09
2020-11-16,197.10000610351562,197.10000610351562,205.0,185.75,185.75,465215,2020-11-16
2020-11-23,200.4499969482422,200.4499969482422,204.6999969482422,193.0,198.0,558397,2020-11-23
2020-11-30,214.25,214.25,265.0,200.4499969482422,200.4499969482422,4806162,2020-11-30
2020-12-07,245.4499969482422,245.4499969482422,253.0,214.5,214.5,4869514,2020-12-07
2020-12-14,229.1999969482422,229.1999969482422,252.0,225.0,244.89999389648438,1534181,2020-12-14
2020-12-21,231.14999389648438,231.14999389648438,236.0,203.0,230.8000030517578,1081190,2020-12-21
2020-12-28,237.89999389648438,237.89999389648438,247.89999389648438,228.0,233.0,1682443,2020-12-28
2021-01-04,233.5500030517578,233.5500030517578,250.0,228.39999389648438,248.89999389648438,1234066,2021-01-04
2021-01-11,220.89999389648438,220.89999389648438,237.89999389648438,219.0,236.0,716129,2021-01-11
2021-01-18,198.1999969482422,198.1999969482422,223.5,194.1999969482422,223.5,661507,2021-01-18
2021-01-25,193.10000610351562,193.10000610351562,203.9499969482422,188.10000610351562,199.89999389648438,327148,2021-01-25
2021-02-01,211.39999389648438,211.39999389648438,226.35000610351562,189.0,194.85000610351562,1363356,2021-02-01
2021-02-08,217.3000030517578,217.3000030517578,225.6999969482422,204.85000610351562,213.1999969482422,687617,2021-02-08
2021-02-15,199.1999969482422,199.1999969482422,214.0,198.0,204.0,475698,2021-02-15
2021-02-22,197.60000610351562,197.60000610351562,210.0,193.5500030517578,202.39999389648438,442401,2021-02-22
2021-03-01,196.14999389648438,196.14999389648438,207.75,194.5,199.89999389648438,774627,2021-03-01
2021-03-08,190.8000030517578,190.8000030517578,200.3000030517578,187.0,197.89999389648438,329782,2021-03-08
2021-03-15,187.8000030517578,187.8000030517578,192.60000610351562,173.35000610351562,191.0,503710,2021-03-15
2021-03-22,180.35000610351562,180.35000610351562,193.89999389648438,172.5500030517578,189.64999389648438,528892,2021-03-22
2021-03-29,190.5,190.5,192.0,176.4499969482422,180.35000610351562,353260,2021-03-29
2021-04-05,233.4499969482422,233.4499969482422,250.8000030517578,183.8000030517578,190.5,7637469,2021-04-05
2021-04-12,257.0,257.0,284.04998779296875,216.1999969482422,232.0,8296146,2021-04-12
2021-04-19,351.0,351.0,356.1000061035156,254.0,257.75,9801420,2021-04-19
2021-04-26,331.8500061035156,331.8500061035156,406.25,331.8500061035156,364.5,5873704,2021-04-26
2021-05-03,352.6499938964844,352.6499938964844,352.6499938964844,315.29998779296875,325.29998779296875,5831184,2021-05-03
2021-05-10,379.95001220703125,379.95001220703125,390.0,342.0,370.25,5245647,2021-05-10
2021-05-17,371.75,371.75,392.0,355.04998779296875,387.5,3679814,2021-05-17
