Date,Adj Close_CRAFTSMAN.NS,Close_CRAFTSMAN.NS,High_CRAFTSMAN.NS,Low_CRAFTSMAN.NS,Open_CRAFTSMAN.NS,Volume_CRAFTSMAN.NS,Date
2022-01-10,2322.168701171875,2340.300048828125,2395.0,2300.0,2393.800048828125,100268,2022-01-10
2022-01-17,2225.076904296875,2242.449951171875,2449.0,2219.800048828125,2340.300048828125,97282,2022-01-17
2022-01-24,2044.6357421875,2060.60009765625,2219.0,1901.0999755859375,2201.0,161599,2022-01-24
2022-01-31,2098.415771484375,2114.800048828125,2264.0,2000.0,2098.0,99575,2022-01-31
2022-02-07,2011.147216796875,2026.8499755859375,2145.25,2000.0,2114.800048828125,35591,2022-02-07
2022-02-14,2072.418701171875,2088.60009765625,2145.0,1950.0,1962.0,49921,2022-02-14
2022-02-21,1919.5623779296875,1934.550048828125,2053.949951171875,1840.0,2046.8499755859375,41384,2022-02-21
2022-02-28,2030.6448974609375,2046.5,2100.0,1872.050048828125,1921.9000244140625,55232,2022-02-28
2022-03-07,1968.9764404296875,1984.3499755859375,2020.0,1900.0,1970.0,52970,2022-03-07
2022-03-14,2020.970458984375,2036.75,2126.050048828125,1940.0,1977.0999755859375,56479,2022-03-14
2022-03-21,2084.37548828125,2100.64990234375,2328.050048828125,2005.550048828125,2047.25,136929,2022-03-21
2022-03-28,2349.05859375,2367.39990234375,2398.0,2051.0,2066.10009765625,158712,2022-03-28
2022-04-04,2379.22314453125,2397.800048828125,2498.75,2350.0,2355.0,82408,2022-04-04
2022-04-11,2381.1083984375,2399.699951171875,2496.0,2390.10009765625,2390.10009765625,39509,2022-04-11
2022-04-18,2156.9091796875,2173.75,2388.75,2149.39990234375,2342.10009765625,48476,2022-04-18
2022-04-25,2225.027099609375,2242.39990234375,2299.89990234375,2124.25,2173.75,46692,2022-04-25
2022-05-02,2224.18359375,2241.550048828125,2264.0,2151.550048828125,2211.0,36729,2022-05-02
2022-05-09,2175.8115234375,2192.800048828125,2334.0,2100.0,2221.0,127817,2022-05-09
2022-05-16,2286.298583984375,2304.14990234375,2339.0,2175.449951171875,2225.0,117387,2022-05-16
2022-05-23,2214.310791015625,2231.60009765625,2444.0,2141.0,2310.0,128054,2022-05-23
2022-05-30,2338.4912109375,2356.75,2477.199951171875,2251.0,2269.0,160657,2022-05-30
2022-06-06,2328.419921875,2346.60009765625,2455.0,2276.0,2356.0,84531,2022-06-06
2022-06-13,2165.696533203125,2179.14990234375,2350.0,2155.89990234375,2339.0,156564,2022-06-13
2022-06-20,2181.697265625,2195.25,2233.35009765625,2026.5999755859375,2214.0,361188,2022-06-20
2022-06-27,2282.968017578125,2297.14990234375,2307.35009765625,2145.10009765625,2195.25,177715,2022-06-27
2022-07-04,2461.161376953125,2476.449951171875,2575.0,2253.0,2330.0,566862,2022-07-04
2022-07-11,2436.017578125,2451.14990234375,2545.0,2385.0,2500.0,181189,2022-07-11
2022-07-18,2595.526611328125,2611.64990234375,2661.64990234375,2469.14990234375,2470.800048828125,285407,2022-07-18
2022-07-25,2780.378173828125,2797.64990234375,2853.89990234375,2590.0,2617.89990234375,350943,2022-07-25
2022-08-01,2646.80810546875,2663.25,2894.89990234375,2626.050048828125,2894.0,332575,2022-08-01
2022-08-08,2703.853515625,2720.64990234375,2749.699951171875,2602.800048828125,2667.0,109825,2022-08-08
2022-08-15,2700.226318359375,2717.0,2855.60009765625,2663.89990234375,2720.64990234375,148590,2022-08-15
2022-08-22,2580.3212890625,2596.35009765625,2774.10009765625,2585.0,2723.0,177125,2022-08-22
2022-08-29,2628.173828125,2644.5,2697.0,2502.300048828125,2575.0,187679,2022-08-29
2022-09-05,2770.19140625,2787.39990234375,2848.0,2620.949951171875,2659.0,325185,2022-09-05
2022-09-12,2751.308837890625,2768.39990234375,2878.800048828125,2736.800048828125,2828.0,218991,2022-09-12
2022-09-19,2685.169921875,2701.85009765625,2994.85009765625,2670.0,2770.0,336595,2022-09-19
2022-09-26,2752.65087890625,2769.75,2800.0,2630.0,2701.85009765625,136510,2022-09-26
2022-10-03,2881.500244140625,2899.39990234375,2949.0,2730.0,2775.0,109874,2022-10-03
2022-10-10,2752.899169921875,2770.0,2975.199951171875,2732.25,2895.0,95167,2022-10-10
2022-10-17,2864.10791015625,2881.89990234375,3068.0,2744.0,2744.0,446048,2022-10-17
2022-10-24,3079.96728515625,3099.10009765625,3127.25,2925.0,2925.0,237868,2022-10-24
2022-10-31,3175.722412109375,3195.449951171875,3249.0,3051.10009765625,3125.050048828125,291936,2022-10-31
2022-11-07,3375.034423828125,3396.0,3466.800048828125,3204.050048828125,3219.85009765625,295274,2022-11-07
2022-11-14,3116.689208984375,3136.050048828125,3410.0,3065.0,3370.0,209767,2022-11-14
2022-11-21,3013.0830078125,3031.800048828125,3209.0,3002.39990234375,3148.0,180508,2022-11-21
2022-11-28,3162.504638671875,3182.14990234375,3235.0,2992.75,3035.0,281774,2022-11-28
2022-12-05,3270.334716796875,3290.64990234375,3458.699951171875,3182.14990234375,3203.14990234375,296086,2022-12-05
2022-12-12,3253.5390625,3273.75,3399.0,3255.0,3304.0,114207,2022-12-12
2022-12-19,3140.441650390625,3159.949951171875,3449.0,3071.0,3273.75,250021,2022-12-19
2022-12-26,3471.982177734375,3493.550048828125,3710.949951171875,3125.0,3200.0,789520,2022-12-26
2023-01-02,3486.939453125,3508.60009765625,3647.0,3472.550048828125,3508.0,317670,2023-01-02
2023-01-09,3419.359130859375,3440.60009765625,3707.800048828125,3411.0,3569.89990234375,251550,2023-01-09
2023-01-16,3455.931884765625,3477.39990234375,3585.0,3445.0,3445.0,150338,2023-01-16
2023-01-23,3197.387939453125,3217.25,3477.85009765625,3112.89990234375,3412.0,293891,2023-01-23
2023-01-30,3377.46923828125,3398.449951171875,3445.0,3085.550048828125,3196.050048828125,417104,2023-01-30
2023-02-06,3333.790771484375,3354.5,3463.89990234375,3268.050048828125,3416.0,264698,2023-02-06
2023-02-13,3494.939453125,3516.64990234375,3574.949951171875,3316.0,3360.0,95369,2023-02-13
2023-02-20,3368.07763671875,3389.0,3613.89990234375,3332.550048828125,3517.0,214431,2023-02-20
2023-02-27,3309.04443359375,3329.60009765625,3417.64990234375,3257.89990234375,3393.0,331291,2023-02-27
2023-03-06,3139.6962890625,3159.199951171875,3353.25,3115.550048828125,3329.0,222604,2023-03-06
2023-03-13,2886.618408203125,2904.550048828125,3188.89990234375,2873.0,3159.199951171875,511053,2023-03-13
2023-03-20,2999.666015625,3018.300048828125,3049.300048828125,2735.0,2915.0,403112,2023-03-20
2023-03-27,3235.203125,3255.300048828125,3287.949951171875,2981.35009765625,3018.300048828125,203770,2023-03-27
2023-04-03,3046.326416015625,3065.25,3255.300048828125,3054.050048828125,3255.300048828125,84287,2023-04-03
2023-04-10,3077.979736328125,3097.10009765625,3155.60009765625,3000.0,3078.449951171875,98332,2023-04-10
2023-04-17,3043.7919921875,3062.699951171875,3125.449951171875,3015.550048828125,3097.10009765625,62812,2023-04-17
2023-04-24,3080.76220703125,3099.89990234375,3186.35009765625,3045.050048828125,3072.14990234375,104037,2023-04-24
2023-05-01,3259.65087890625,3279.89990234375,3344.0,3099.89990234375,3099.89990234375,91824,2023-05-01
2023-05-08,3437.1982421875,3458.550048828125,3488.0,3115.0,3333.0,313739,2023-05-08
2023-05-15,3480.23095703125,3501.85009765625,3646.0,3431.14990234375,3458.550048828125,360223,2023-05-15
2023-05-22,3459.21142578125,3480.699951171875,3536.75,3338.0,3501.85009765625,146681,2023-05-22
2023-05-29,3795.8701171875,3819.449951171875,3865.550048828125,3379.949951171875,3498.5,404320,2023-05-29
2023-06-05,3851.6240234375,3875.550048828125,4005.0,3824.39990234375,3865.0,344787,2023-06-05
2023-06-12,4009.1455078125,4034.050048828125,4120.0,3860.050048828125,3876.800048828125,167200,2023-06-12
2023-06-19,3934.011962890625,3958.449951171875,4139.9501953125,3932.5,4079.949951171875,216827,2023-06-19
2023-06-26,4012.9326171875,4026.60009765625,4100.0,3940.0,3987.949951171875,83003,2023-06-26
2023-07-03,3936.24365234375,3949.64990234375,4068.35009765625,3915.25,4037.199951171875,120675,2023-07-03
2023-07-10,4527.18115234375,4542.60009765625,4644.7001953125,3926.0,3984.5,590250,2023-07-10
2023-07-17,4523.74267578125,4539.14990234375,4690.0,4255.5498046875,4575.0,340341,2023-07-17
2023-07-24,4655.14501953125,4671.0,4963.0,4521.5498046875,4583.10009765625,458762,2023-07-24
2023-07-31,4621.7587890625,4637.5,4808.9501953125,4529.9501953125,4722.2001953125,126304,2023-07-31
2023-08-07,4739.30859375,4755.4501953125,4817.39990234375,4605.14990234375,4684.89990234375,149176,2023-08-07
2023-08-14,4789.38818359375,4805.7001953125,4994.7001953125,4710.0,4755.4501953125,179739,2023-08-14
2023-08-21,4874.2490234375,4890.85009765625,5025.5,4715.14990234375,4805.0,124740,2023-08-21
2023-08-28,4878.63427734375,4895.25,5012.60009765625,4792.5,4940.0,248656,2023-08-28
2023-09-04,4801.39697265625,4817.75,4984.7001953125,4775.0498046875,4907.2001953125,99895,2023-09-04
2023-09-11,4795.71630859375,4812.0498046875,5065.9501953125,4522.25,4817.75,286009,2023-09-11
2023-09-18,4748.1787109375,4764.35009765625,4990.0,4545.5,4800.10009765625,145463,2023-09-18
2023-09-25,4619.71630859375,4635.4501953125,4821.0,4612.10009765625,4764.39990234375,153057,2023-09-25
2023-10-02,4607.30810546875,4623.0,4780.0,4575.0,4635.4501953125,119572,2023-10-02
2023-10-09,4495.6884765625,4511.0,4650.0,4425.60009765625,4623.0,129239,2023-10-09
2023-10-16,4540.28662109375,4555.75,4597.7001953125,4460.0,4521.64990234375,194573,2023-10-16
2023-10-23,4640.6943359375,4656.5,4686.0,4214.35009765625,4555.0,160963,2023-10-23
2023-10-30,4890.49365234375,4907.14990234375,5037.75,4594.35009765625,4749.64990234375,429287,2023-10-30
2023-11-06,4871.45849609375,4888.0498046875,5003.7998046875,4829.14990234375,4928.64990234375,102417,2023-11-06
2023-11-13,5173.2802734375,5190.89990234375,5260.0,4780.0,4925.0,289084,2023-11-13
2023-11-20,5105.810546875,5123.2001953125,5419.0,5099.0,5190.85009765625,202223,2023-11-20
2023-11-27,5083.4365234375,5100.75,5189.7998046875,4910.0,5123.2001953125,136657,2023-11-27
2023-12-04,5154.99267578125,5172.5498046875,5241.85009765625,5016.2001953125,5169.0,140677,2023-12-04
2023-12-11,5306.02880859375,5324.10009765625,5343.39990234375,4998.5,5229.9501953125,143929,2023-12-11
2023-12-18,5410.7216796875,5429.14990234375,5513.64990234375,5076.35009765625,5324.10009765625,182845,2023-12-18
2023-12-25,5387.8994140625,5406.25,5444.85009765625,5253.2001953125,5429.14990234375,111684,2023-12-25
2024-01-01,4981.83203125,4998.7998046875,5441.4501953125,4973.5498046875,5406.25,143247,2024-01-01
2024-01-08,4953.13037109375,4970.0,5048.0,4763.5498046875,5020.0,176598,2024-01-08
2024-01-15,4650.7099609375,4666.5498046875,5100.0,4648.5,4970.0,146952,2024-01-15
2024-01-22,4732.88037109375,4749.0,4836.0,4652.25,4666.5498046875,92626,2024-01-22
2024-01-29,4238.66357421875,4253.10009765625,4870.0,4235.0,4749.0,616735,2024-01-29
2024-02-05,4142.93994140625,4157.0498046875,4314.75,4028.050048828125,4254.0,286946,2024-02-05
2024-02-12,4299.05810546875,4313.7001953125,4388.7998046875,4068.0,4180.0,228714,2024-02-12
2024-02-19,4333.19189453125,4347.9501953125,4525.0,4300.25,4349.89990234375,139925,2024-02-19
2024-02-26,4275.48828125,4290.0498046875,4398.0,4160.0,4331.0,128822,2024-02-26
2024-03-04,4117.02783203125,4131.0498046875,4319.9501953125,4056.10009765625,4305.2998046875,149619,2024-03-04
2024-03-11,4019.41064453125,4033.10009765625,4168.39990234375,3793.64990234375,4131.10009765625,236239,2024-03-11
2024-03-18,4135.46484375,4149.5498046875,4160.0,3782.050048828125,4033.10009765625,279327,2024-03-18
2024-03-25,4300.25390625,4314.89990234375,4447.0,4088.0,4149.5498046875,138709,2024-03-25
2024-04-01,4363.58837890625,4378.4501953125,4565.0,4307.5498046875,4379.5498046875,157387,2024-04-01
2024-04-08,4446.00732421875,4461.14990234375,4540.0,4343.75,4390.0498046875,137693,2024-04-08
2024-04-15,4300.00439453125,4314.64990234375,4534.60009765625,4260.0,4383.25,121255,2024-04-15
2024-04-22,4668.69921875,4684.60009765625,4754.7001953125,4250.0,4375.0,340249,2024-04-22
2024-04-29,4374.3515625,4389.25,4505.0,4334.7998046875,4484.60009765625,270272,2024-04-29
2024-05-06,4286.25146484375,4300.85009765625,4430.0,4261.39990234375,4425.0,146846,2024-05-06
2024-05-13,4431.8056640625,4446.89990234375,4477.0,4272.10009765625,4300.9501953125,108468,2024-05-13
2024-05-20,4425.419921875,4429.14990234375,4487.39990234375,4285.0,4437.2001953125,281475,2024-05-20
2024-05-27,4227.53662109375,4231.10009765625,4454.9501953125,4111.0,4450.0,178170,2024-05-27
2024-06-03,4367.7685546875,4371.4501953125,4390.0,4080.199951171875,4284.9501953125,365444,2024-06-03
2024-06-10,4709.130859375,4713.10009765625,4755.39990234375,4342.10009765625,4410.0,506135,2024-06-10
2024-06-17,4840.52001953125,4844.60009765625,5004.0,4659.60009765625,4713.10009765625,530853,2024-06-17
2024-06-24,5536.8828125,5541.5498046875,5690.0,4804.39990234375,4841.60009765625,2759632,2024-06-24
2024-07-01,5676.8154296875,5681.60009765625,5840.0,5500.0,5604.9501953125,442829,2024-07-01
2024-07-08,5246.9775390625,5251.39990234375,5730.89990234375,5200.0,5681.60009765625,246883,2024-07-08
2024-07-15,5098.45263671875,5102.75,5372.5498046875,5070.35009765625,5275.9501953125,139252,2024-07-15
2024-07-22,5319.36669921875,5323.85009765625,5355.0,4997.9501953125,5010.0,253495,2024-07-22
2024-07-29,5344.095703125,5348.60009765625,5686.0,5292.10009765625,5325.0,228978,2024-07-29
2024-08-05,5265.8115234375,5270.25,5366.39990234375,5091.0498046875,5286.0,213131,2024-08-05
2024-08-12,5426.07666015625,5430.64990234375,5524.39990234375,5200.0,5240.0,221316,2024-08-12
2024-08-19,5886.58837890625,5891.5498046875,6030.0,5360.0,5470.0,233385,2024-08-19
2024-08-26,6033.814453125,6038.89990234375,6679.64990234375,5958.60009765625,6109.9501953125,1005177,2024-08-26
2024-09-02,6245.73583984375,6251.0,6567.5498046875,5785.0,6124.35009765625,584135,2024-09-02
2024-09-09,6326.66748046875,6332.0,6423.89990234375,5901.5,6299.7001953125,274965,2024-09-09
2024-09-16,6372.5791015625,6377.9501953125,6677.85009765625,6103.0,6345.0,308365,2024-09-16
2024-09-23,6391.11328125,6396.5,7121.25,6282.25,6400.0,955291,2024-09-23
2024-09-30,6411.69580078125,6417.10009765625,6618.9501953125,6132.2001953125,6396.5,173578,2024-09-30
2024-10-07,6222.85498046875,6228.10009765625,6435.0498046875,5932.2001953125,6390.0,130579,2024-10-07
2024-10-14,5990.0009765625,5995.0498046875,6355.0,5976.2001953125,6221.5,111756,2024-10-14
2024-10-21,5226.5947265625,5231.0,6055.0,5150.10009765625,6038.25,361810,2024-10-21
2024-10-28,5198.6181640625,5203.0,5225.35009765625,4833.0,5060.0498046875,188867,2024-10-28
2024-11-04,4993.24169921875,4997.4501953125,5279.0,4930.25,5223.0,171999,2024-11-04
2024-11-11,4686.69970703125,4690.64990234375,5064.0,4651.5,4997.4501953125,100156,2024-11-11
2024-11-18,5206.2119140625,5210.60009765625,5239.9501953125,4602.39990234375,4751.14990234375,276784,2024-11-18
2024-11-25,5095.00537109375,5099.2998046875,5398.2001953125,4952.60009765625,5290.0,195611,2024-11-25
2024-12-02,4937.4384765625,4941.60009765625,5125.25,4876.0,5107.75,124700,2024-12-02
2024-12-09,5091.0087890625,5095.2998046875,5155.10009765625,4842.0,4951.25,352094,2024-12-09
2024-12-16,5188.87646484375,5193.25,5894.7001953125,4996.0,5099.89990234375,946422,2024-12-16
2024-12-23,5411.38916015625,5415.9501953125,5473.14990234375,5160.0,5250.0498046875,148276,2024-12-23
2024-12-30,5323.11328125,5327.60009765625,5540.2001953125,5243.0,5409.89990234375,129213,2024-12-30
2025-01-06,5195.7705078125,5200.14990234375,5417.9501953125,5155.39990234375,5250.0,191686,2025-01-06
2025-01-13,4729.263671875,4733.25,5165.89990234375,4715.0,5121.89990234375,172530,2025-01-13
2025-01-20,4592.029296875,4595.89990234375,4798.0,4492.85009765625,4790.0,120561,2025-01-20
2025-01-27,4303.0732421875,4306.7001953125,4590.0,4035.949951171875,4580.0,921266,2025-01-27
2025-02-03,4086.605712890625,4090.050048828125,4472.2001953125,4050.0,4275.0,323225,2025-02-03
2025-02-10,3929.73779296875,3933.050048828125,4136.0,3864.0,4088.10009765625,248888,2025-02-10
2025-02-17,4058.129638671875,4061.550048828125,4141.39990234375,3884.14990234375,3933.050048828125,161475,2025-02-17
2025-02-24,4498.05908203125,4501.85009765625,4710.0,3950.199951171875,3998.0,539481,2025-02-24
2025-03-03,4996.4384765625,5000.64990234375,5247.9501953125,4273.5498046875,4381.2001953125,753667,2025-03-03
2025-03-10,4731.06201171875,4735.0498046875,5197.0,4701.25,4999.14990234375,84398,2025-03-10
2025-03-17,4810.3955078125,4814.4501953125,4949.9501953125,4602.25,4681.0,128422,2025-03-17
2025-03-24,4873.1923828125,4877.2998046875,4964.0,4735.5498046875,4821.5498046875,215317,2025-03-24
2025-03-31,4585.884765625,4589.75,4904.9501953125,4522.75,4877.2998046875,69841,2025-03-31
2025-04-07,4360.474609375,4364.14990234375,4574.9501953125,3700.0,3700.0,146235,2025-04-07
2025-04-14,4755.89111328125,4759.89990234375,4810.0,4377.0,4400.0,71716,2025-04-14
2025-04-21,4775.57470703125,4779.60009765625,4950.60009765625,4668.2998046875,4800.0,79389,2025-04-21
2025-04-28,4628.8984375,4632.7998046875,4955.0,4550.10009765625,4707.89990234375,102735,2025-04-28
2025-05-05,4863.40087890625,4867.5,4949.0,4419.89990234375,4614.0,447401,2025-05-05
2025-05-12,5245.17919921875,5249.60009765625,5490.0,4910.0,4920.0,497567,2025-05-12
2025-05-19,5493.0703125,5497.7001953125,5690.2001953125,5228.10009765625,5249.60009765625,421516,2025-05-19
2025-05-26,5599.68017578125,5604.39990234375,5842.2998046875,5407.60009765625,5561.0,280059,2025-05-26
2025-06-02,5599.7802734375,5604.5,5698.0,5427.5,5632.0,317879,2025-06-02
2025-06-09,5297.03515625,5301.5,5749.5,5190.0,5629.5,112677,2025-06-09
2025-06-16,5155.654296875,5160.0,5425.0,5110.0,5299.0,222004,2025-06-16
2025-06-23,5489.87255859375,5494.5,5580.0,5100.0,5100.0,395848,2025-06-23
2025-06-30,5898.02880859375,5903.0,6368.5,5477.0,5538.5,579580,2025-06-30
2025-07-07,5932.0,5937.0,6067.5,5785.0,5906.5,233611,2025-07-07
2025-07-14,6129.0,6129.0,6174.0,5900.0,5948.0,54204,2025-07-14
