Date,Adj Close_STLTECH.NS,Close_STLTECH.NS,High_STLTECH.NS,Low_STLTECH.NS,Open_STLTECH.NS,Volume_STLTECH.NS,Date
2020-07-13,149.9990692138672,155.6999969482422,158.6999969482422,134.10000610351562,135.75,17443040,2020-07-13
2020-07-20,131.11672973632812,136.10000610351562,160.60000610351562,131.10000610351562,155.0,22701559,2020-07-20
2020-07-27,117.29214477539062,121.75,136.0,120.1500015258789,135.8000030517578,8396032,2020-07-27
2020-08-03,120.03778839111328,124.5999984741211,125.44999694824219,115.5,121.75,7885697,2020-08-03
2020-08-10,125.48091888427734,130.25,137.89999389648438,125.25,125.9000015258789,9208145,2020-08-10
2020-08-17,142.8218536376953,148.25,154.6999969482422,138.35000610351562,144.0,24277542,2020-08-17
2020-08-24,153.8526153564453,159.6999969482422,174.6999969482422,149.39999389648438,149.60000610351562,21756943,2020-08-24
2020-08-31,144.40737915039062,146.85000610351562,167.39999389648438,143.3000030517578,160.9499969482422,7374581,2020-08-31
2020-09-07,146.61993408203125,149.10000610351562,161.60000610351562,144.39999389648438,146.85000610351562,9003105,2020-09-07
2020-09-14,153.5526580810547,156.14999389648438,167.0,152.0,152.0,7456480,2020-09-14
2020-09-21,140.86724853515625,143.25,158.5,139.25,156.10000610351562,5620787,2020-09-21
2020-09-28,150.6517333984375,153.1999969482422,157.0,144.85000610351562,145.3000030517578,4843201,2020-09-28
2020-10-05,146.42324829101562,148.89999389648438,158.89999389648438,148.3000030517578,153.0,5265662,2020-10-05
2020-10-12,148.34083557128906,150.85000610351562,152.89999389648438,142.5,148.5,4049157,2020-10-12
2020-10-19,153.5034942626953,156.10000610351562,161.3000030517578,148.39999389648438,152.0,7220885,2020-10-19
2020-10-26,144.8990478515625,147.35000610351562,157.8000030517578,146.10000610351562,156.10000610351562,2596002,2020-10-26
2020-11-02,144.8990478515625,147.35000610351562,148.5500030517578,142.5,146.25,2439572,2020-11-02
2020-11-09,144.40737915039062,146.85000610351562,151.3000030517578,144.75,148.9499969482422,3727089,2020-11-09
2020-11-16,146.76744079589844,149.25,154.5,144.1999969482422,146.14999389648438,3898956,2020-11-16
2020-11-23,160.04287719726562,162.75,163.35000610351562,148.4499969482422,150.0,6207180,2020-11-23
2020-11-30,161.37045288085938,164.10000610351562,166.89999389648438,156.0,162.75,3598217,2020-11-30
2020-12-07,159.3053741455078,162.0,174.39999389648438,160.10000610351562,165.0500030517578,6030782,2020-12-07
2020-12-14,159.3053741455078,162.0,165.85000610351562,159.5500030517578,163.0,3242862,2020-12-14
2020-12-21,165.40225219726562,168.1999969482422,172.25,150.0,161.89999389648438,6566428,2020-12-21
2020-12-28,180.30023193359375,183.35000610351562,189.89999389648438,164.10000610351562,169.6999969482422,18811498,2020-12-28
2021-01-04,188.9047088623047,192.10000610351562,198.60000610351562,184.0500030517578,185.89999389648438,9330535,2021-01-04
2021-01-11,184.52870178222656,187.64999389648438,197.25,183.5,194.89999389648438,4179916,2021-01-11
2021-01-18,181.08692932128906,184.14999389648438,199.89999389648438,180.5500030517578,188.0,6439062,2021-01-18
2021-01-25,177.00595092773438,180.0,185.8000030517578,171.4499969482422,185.5,2280162,2021-01-25
2021-02-01,172.77748107910156,175.6999969482422,186.89999389648438,174.8000030517578,181.0,3134748,2021-02-01
2021-02-08,171.7449493408203,174.64999389648438,187.89999389648438,172.8000030517578,178.9499969482422,3455790,2021-02-08
2021-02-15,204.8843994140625,208.35000610351562,211.89999389648438,174.75,176.25,17315652,2021-02-15
2021-02-22,204.63856506347656,208.10000610351562,218.6999969482422,201.3000030517578,209.89999389648438,7371469,2021-02-22
2021-03-01,206.26112365722656,209.75,225.85000610351562,206.25,211.0,5873978,2021-03-01
2021-03-08,216.63563537597656,220.3000030517578,225.0,210.0500030517578,211.39999389648438,2149519,2021-03-08
2021-03-15,204.0485382080078,207.5,223.0,190.0,223.0,2611459,2021-03-15
2021-03-22,190.52725219726562,193.75,211.6999969482422,191.0,206.0,1675512,2021-03-22
2021-03-29,203.21267700195312,206.64999389648438,207.89999389648438,193.75,193.75,1090198,2021-03-29
2021-04-05,229.41940307617188,233.3000030517578,238.0,201.0500030517578,203.0500030517578,3700848,2021-04-05
2021-04-12,219.5857391357422,223.3000030517578,230.60000610351562,211.0,230.0,2227419,2021-04-12
2021-04-19,228.5343475341797,232.39999389648438,235.10000610351562,211.9499969482422,215.0,1961421,2021-04-19
2021-04-26,226.61680603027344,230.4499969482422,249.0,229.89999389648438,236.39999389648438,3744649,2021-04-26
2021-05-03,219.1923828125,222.89999389648438,238.60000610351562,221.3000030517578,225.0,1691874,2021-05-03
2021-05-10,227.15765380859375,231.0,235.64999389648438,224.14999389648438,226.0,1626428,2021-05-10
2021-05-17,236.302978515625,240.3000030517578,245.0,228.5500030517578,230.0,2906562,2021-05-17
2021-05-24,245.44827270507812,249.60000610351562,260.0,238.64999389648438,242.89999389648438,5633467,2021-05-24
2021-05-31,259.41204833984375,263.79998779296875,270.79998779296875,248.0,250.0,5364472,2021-05-31
2021-06-07,266.59063720703125,271.1000061035156,280.0,260.04998779296875,265.79998779296875,3605573,2021-06-07
2021-06-14,260.3954162597656,264.79998779296875,274.25,255.0,272.0,2447244,2021-06-14
2021-06-21,260.4937744140625,264.8999938964844,272.5,256.0,256.0,1823990,2021-06-21
2021-06-28,276.670166015625,281.3500061035156,289.0,260.25,267.5,5610328,2021-06-28
2021-07-05,281.3411560058594,286.1000061035156,290.79998779296875,271.5,284.3999938964844,2983214,2021-07-05
2021-07-12,295.4032897949219,300.3999938964844,305.0,281.0,284.0,4794764,2021-07-12
2021-07-19,295.05908203125,300.04998779296875,318.0,292.5,298.3999938964844,6273682,2021-07-19
2021-07-26,286.7004699707031,291.54998779296875,306.0,290.1499938964844,300.04998779296875,2590767,2021-07-26
2021-08-02,289.6014099121094,294.5,318.0,290.70001220703125,292.8999938964844,3160708,2021-08-02
2021-08-09,280.7511291503906,285.5,299.6499938964844,262.1499938964844,296.45001220703125,2852140,2021-08-09
2021-08-16,257.5928649902344,261.95001220703125,288.95001220703125,260.1499938964844,286.79998779296875,1541315,2021-08-16
2021-08-23,258.2032775878906,260.6499938964844,274.95001220703125,245.0,265.1499938964844,2899252,2021-08-23
2021-08-30,271.2793884277344,273.8500061035156,276.95001220703125,255.3000030517578,260.6000061035156,2876962,2021-08-30
2021-09-06,273.458740234375,276.04998779296875,285.0,269.0,275.8999938964844,3287278,2021-09-06
2021-09-13,275.2418518066406,277.8500061035156,284.45001220703125,272.1000061035156,278.8999938964844,2498096,2021-09-13
2021-09-20,288.5655822753906,291.29998779296875,299.3500061035156,265.04998779296875,272.8999938964844,6218598,2021-09-20
2021-09-27,279.2538146972656,281.8999938964844,296.95001220703125,280.0,292.04998779296875,2819547,2021-09-27
2021-10-04,281.5817565917969,284.25,288.8999938964844,275.8999938964844,283.8999938964844,1618027,2021-10-04
