Date,Adj Close_HAVELLS.NS,Close_HAVELLS.NS,High_HAVELLS.NS,Low_HAVELLS.NS,Open_HAVELLS.NS,Volume_HAVELLS.NS,Date
2020-07-13,572.3438720703125,590.0499877929688,592.5,562.2000122070312,583.5999755859375,4725547,2020-07-13
2020-07-20,588.4943237304688,606.7000122070312,612.6500244140625,575.0,596.1500244140625,14568301,2020-07-20
2020-07-27,565.6510009765625,583.1500244140625,609.7999877929688,568.4000244140625,606.7000122070312,15611640,2020-07-27
2020-08-03,591.2588500976562,609.5499877929688,612.0,576.7000122070312,584.0,9287782,2020-08-03
2020-08-10,592.6652221679688,611.0,621.5999755859375,601.0999755859375,612.0,8704671,2020-08-10
2020-08-17,613.6655883789062,632.6500244140625,643.8499755859375,606.0,614.1500244140625,9354772,2020-08-17
2020-08-24,620.067626953125,639.25,667.9000244140625,631.5,633.3499755859375,8746777,2020-08-24
2020-08-31,614.878173828125,633.9000244140625,648.4000244140625,608.4500122070312,646.0,7370269,2020-08-31
2020-09-07,634.1324462890625,653.75,658.2999877929688,619.0999755859375,639.0,7509238,2020-09-07
2020-09-14,654.9872436523438,675.25,688.7000122070312,652.0,658.0,9510980,2020-09-14
2020-09-21,639.2734375,659.0499877929688,688.5,645.0,668.6500244140625,8740309,2020-09-21
2020-09-28,646.0632934570312,666.0499877929688,693.0,659.5,661.0,5421836,2020-09-28
2020-10-05,688.8884887695312,710.2000122070312,712.8499755859375,665.0,669.2999877929688,10374693,2020-10-05
2020-10-12,676.569580078125,697.5,712.9500122070312,681.1500244140625,712.9500122070312,8081791,2020-10-12
2020-10-19,704.8933715820312,726.7000122070312,731.75,693.0,701.2999877929688,6490924,2020-10-19
2020-10-26,706.0573120117188,727.9000244140625,741.0,711.7999877929688,730.0,11288823,2020-10-26
2020-11-02,794.0841064453125,818.6500244140625,827.0,730.0,730.0,31348377,2020-11-02
2020-11-09,802.1835327148438,827.0,844.2999877929688,806.0,828.0,14537802,2020-11-09
2020-11-16,800.2435302734375,825.0,855.0,819.7999877929688,828.4000244140625,7800471,2020-11-16
2020-11-23,777.3517456054688,801.4000244140625,840.0,796.0,830.0,10936801,2020-11-23
2020-11-30,804.608642578125,829.5,844.5999755859375,798.0999755859375,801.4000244140625,10573957,2020-11-30
2020-12-07,802.6200561523438,827.4500122070312,841.4500122070312,813.0,829.4500122070312,7138221,2020-12-07
2020-12-14,891.7623291015625,919.3499755859375,928.5,822.0999755859375,829.5,26782804,2020-12-14
2020-12-21,869.01611328125,895.9000244140625,922.0,857.0,917.0,7623395,2020-12-21
2020-12-28,882.595947265625,909.9000244140625,928.75,893.0499877929688,898.0,6756474,2020-12-28
2021-01-04,977.26708984375,1007.5,1012.5499877929688,909.25,910.5499877929688,11207501,2021-01-04
2021-01-11,951.9019165039062,981.3499755859375,1041.75,979.2999877929688,1015.5,10475318,2021-01-11
2021-01-18,1088.9617919921875,1122.6500244140625,1155.699951171875,969.0,975.2999877929688,35972719,2021-01-18
2021-01-25,1013.3993530273438,1044.75,1194.8499755859375,1035.050048828125,1133.25,33321553,2021-01-25
2021-02-01,1079.6419677734375,1110.050048828125,1158.0,1033.050048828125,1050.0,16527572,2021-02-01
2021-02-08,1110.668212890625,1141.949951171875,1169.6500244140625,1110.550048828125,1115.199951171875,8866269,2021-02-08
2021-02-15,1107.7991943359375,1139.0,1231.9000244140625,1129.1500244140625,1154.9000244140625,11965902,2021-02-15
2021-02-22,1075.26513671875,1105.550048828125,1196.449951171875,1096.0,1141.0,11733810,2021-02-22
2021-03-01,1086.2071533203125,1116.800048828125,1185.800048828125,1096.050048828125,1124.0,13772465,2021-03-01
2021-03-08,1072.88232421875,1103.0999755859375,1149.699951171875,1089.0,1129.0,8820937,2021-03-08
2021-03-15,1015.3527221679688,1043.949951171875,1119.1500244140625,986.5,1112.050048828125,10752059,2021-03-15
2021-03-22,1021.5288696289062,1050.300048828125,1062.449951171875,1015.0,1046.0,7411072,2021-03-22
2021-03-29,1029.4554443359375,1058.449951171875,1078.0,1046.1500244140625,1050.300048828125,3280965,2021-03-29
2021-04-05,1033.1513671875,1062.25,1099.949951171875,1015.4500122070312,1060.0,6872053,2021-04-05
2021-04-12,982.7704467773438,1010.4500122070312,1050.800048828125,980.6500244140625,1048.0,5756609,2021-04-12
2021-04-19,977.9559326171875,1005.5,1024.0,971.0999755859375,982.0499877929688,4449514,2021-04-19
2021-04-26,963.1235961914062,990.25,1044.0,982.3499755859375,1013.7999877929688,5761975,2021-04-26
2021-05-03,974.5518798828125,1002.0,1017.0,970.0,984.9000244140625,4606280,2021-05-03
2021-05-10,970.2237548828125,997.5499877929688,1035.050048828125,983.5,1005.0,3425062,2021-05-10
2021-05-17,1000.1314086914062,1028.300048828125,1088.0,988.0,1003.0,15520035,2021-05-17
2021-05-24,990.2108764648438,1018.0999755859375,1036.75,990.0,1035.0,9060268,2021-05-24
2021-05-31,1027.8505859375,1056.800048828125,1084.800048828125,1011.0,1013.0,7494289,2021-05-31
2021-06-07,989.2382202148438,1017.0999755859375,1067.75,1011.5,1060.0,6794869,2021-06-07
2021-06-14,969.2025146484375,996.5,1030.9000244140625,977.0999755859375,1020.0,6529892,2021-06-14
2021-06-21,975.3646850585938,999.3499755859375,1009.7999877929688,958.0,980.0,6272377,2021-06-21
2021-06-28,961.8958740234375,985.5499877929688,1009.7999877929688,977.0,1001.0,4870002,2021-06-28
2021-07-05,998.7886352539062,1023.3499755859375,1035.9000244140625,986.9000244140625,991.4500122070312,7667862,2021-07-05
2021-07-12,1051.7855224609375,1077.6500244140625,1090.0,1020.0999755859375,1026.199951171875,8174915,2021-07-12
2021-07-19,1116.299072265625,1143.75,1184.0,1061.050048828125,1075.0,20603661,2021-07-19
2021-07-26,1145.4813232421875,1173.6500244140625,1195.0,1116.5,1139.8499755859375,8891498,2021-07-26
2021-08-02,1203.3094482421875,1232.9000244140625,1259.949951171875,1175.6500244140625,1180.0,12905168,2021-08-02
2021-08-09,1212.3372802734375,1242.1500244140625,1257.1500244140625,1196.8499755859375,1247.0,9362264,2021-08-09
2021-08-16,1206.627685546875,1236.300048828125,1266.0,1216.5,1242.6500244140625,7092957,2021-08-16
2021-08-23,1205.35888671875,1235.0,1289.5,1191.0,1242.800048828125,10371986,2021-08-23
2021-08-30,1396.117919921875,1430.449951171875,1434.6500244140625,1230.0,1230.0,16724800,2021-08-30
2021-09-06,1419.0538330078125,1453.949951171875,1462.6500244140625,1414.699951171875,1430.0,5856386,2021-09-06
2021-09-13,1436.5731201171875,1471.9000244140625,1482.699951171875,1435.050048828125,1456.550048828125,6395784,2021-09-13
2021-09-20,1380.9410400390625,1414.9000244140625,1462.300048828125,1392.050048828125,1460.0,6807602,2021-09-20
2021-09-27,1326.4803466796875,1359.0999755859375,1424.0,1334.25,1424.0,4783411,2021-09-27
2021-10-04,1338.5340576171875,1371.449951171875,1410.550048828125,1355.300048828125,1360.550048828125,3749752,2021-10-04
2021-10-11,1438.72021484375,1474.0999755859375,1479.800048828125,1369.3499755859375,1382.449951171875,5428843,2021-10-11
2021-10-18,1258.404296875,1289.3499755859375,1504.449951171875,1210.300048828125,1486.6500244140625,13683426,2021-10-18
2021-10-25,1232.6380615234375,1262.949951171875,1309.300048828125,1243.75,1304.800048828125,5791910,2021-10-25
2021-11-01,1266.3372802734375,1294.449951171875,1303.699951171875,1260.5999755859375,1275.550048828125,2102640,2021-11-01
2021-11-08,1342.8876953125,1372.699951171875,1379.9000244140625,1285.300048828125,1306.800048828125,3985357,2021-11-08
2021-11-15,1343.13232421875,1372.949951171875,1404.949951171875,1340.3499755859375,1378.0,3562836,2021-11-15
2021-11-22,1298.3759765625,1327.199951171875,1424.3499755859375,1321.050048828125,1385.199951171875,6983929,2021-11-22
2021-11-29,1353.2086181640625,1383.25,1409.949951171875,1291.800048828125,1315.0,12115491,2021-11-29
2021-12-06,1361.9642333984375,1392.199951171875,1429.4000244140625,1368.25,1385.5,5103282,2021-12-06
2021-12-13,1291.185546875,1319.8499755859375,1394.5,1313.949951171875,1381.0999755859375,5116593,2021-12-13
2021-12-20,1331.4908447265625,1361.050048828125,1394.0,1253.4000244140625,1310.0,5876960,2021-12-20
2021-12-27,1366.66015625,1397.0,1411.800048828125,1350.3499755859375,1358.800048828125,3177035,2021-12-27
2022-01-03,1338.6812744140625,1368.4000244140625,1419.0,1360.0,1400.0,2446656,2022-01-03
2022-01-10,1315.642578125,1344.8499755859375,1380.25,1313.25,1380.0,3654289,2022-01-10
2022-01-17,1214.586181640625,1241.550048828125,1343.949951171875,1232.0999755859375,1343.0,6099808,2022-01-17
2022-01-24,1117.4427490234375,1142.25,1248.0,1117.0,1248.0,7684102,2022-01-24
2022-01-31,1183.2811279296875,1209.550048828125,1222.0,1148.300048828125,1148.300048828125,4419104,2022-01-31
2022-02-07,1149.237060546875,1174.75,1229.550048828125,1165.3499755859375,1212.800048828125,4174674,2022-02-07
2022-02-14,1175.21044921875,1201.300048828125,1219.300048828125,1141.0,1156.0,4523820,2022-02-14
2022-02-21,1143.0247802734375,1168.4000244140625,1217.449951171875,1140.050048828125,1198.0,4913177,2022-02-21
2022-02-28,1060.4578857421875,1084.0,1191.800048828125,1063.0,1156.199951171875,6266728,2022-02-28
2022-03-07,1068.8709716796875,1092.5999755859375,1134.199951171875,1037.4000244140625,1064.0,7004434,2022-03-07
2022-03-14,1122.1873779296875,1147.0999755859375,1177.0,1072.5999755859375,1103.0,5559201,2022-03-14
2022-03-21,1123.6060791015625,1148.550048828125,1164.25,1096.0,1148.5999755859375,5438818,2022-03-21
2022-03-28,1147.6226806640625,1173.0999755859375,1176.0,1114.3499755859375,1148.550048828125,3852948,2022-03-28
2022-04-04,1240.412841796875,1267.949951171875,1282.800048828125,1174.3499755859375,1178.0,6746145,2022-04-04
2022-04-11,1246.0379638671875,1273.699951171875,1286.949951171875,1247.75,1267.949951171875,2207531,2022-04-11
2022-04-18,1287.712646484375,1316.300048828125,1330.0,1260.699951171875,1268.949951171875,4230402,2022-04-18
2022-04-25,1283.3104248046875,1311.800048828125,1344.699951171875,1287.0,1301.0,4947582,2022-04-25
2022-05-02,1211.6513671875,1238.550048828125,1310.9000244140625,1205.25,1295.0,4409134,2022-05-02
2022-05-09,1208.12939453125,1234.949951171875,1256.300048828125,1190.5,1235.199951171875,4140934,2022-05-09
2022-05-16,1202.6510009765625,1229.3499755859375,1276.199951171875,1196.300048828125,1236.0,3039314,2022-05-16
2022-05-23,1155.6937255859375,1181.3499755859375,1274.0,1150.0,1232.0,4336637,2022-05-23
2022-05-30,1131.0408935546875,1156.1500244140625,1226.9000244140625,1153.1500244140625,1187.0,7029722,2022-05-30
2022-06-06,1099.051025390625,1123.449951171875,1163.699951171875,1092.300048828125,1156.1500244140625,5211557,2022-06-06
2022-06-13,1046.41943359375,1069.6500244140625,1129.800048828125,1063.5999755859375,1109.699951171875,3973544,2022-06-13
2022-06-20,1087.289794921875,1106.8499755859375,1112.9000244140625,1057.449951171875,1069.6500244140625,4788534,2022-06-20
