Date,Adj Close_EPIGRAL.NS,Close_EPIGRAL.NS,High_EPIGRAL.NS,Low_EPIGRAL.NS,Open_EPIGRAL.NS,Volume_EPIGRAL.NS,Date
2023-08-28,997.0902099609375,1003.8499755859375,1036.5999755859375,987.5499877929688,1030.0,227036,2023-08-28
2023-09-04,1056.6861572265625,1063.8499755859375,1119.949951171875,1006.3499755859375,1010.2000122070312,792671,2023-09-04
2023-09-11,999.970703125,1006.75,1091.0,979.2000122070312,1063.9000244140625,256513,2023-09-11
2023-09-18,979.5591430664062,986.2000122070312,1027.5,976.0,1006.75,107668,2023-09-18
2023-09-25,986.8099365234375,993.5,1009.75,959.5999755859375,993.2999877929688,169753,2023-09-25
2023-10-02,980.0557250976562,986.7000122070312,1014.0499877929688,962.5499877929688,997.0,134407,2023-10-02
2023-10-09,974.5430908203125,981.1500244140625,994.75,963.0,986.0,157525,2023-10-09
2023-10-16,934.4151611328125,940.75,985.0,934.5,974.0,129267,2023-10-16
2023-10-23,908.0936279296875,914.25,952.2999877929688,872.0999755859375,934.5,157585,2023-10-23
2023-10-30,891.75439453125,897.7999877929688,930.0,885.5499877929688,912.0,107628,2023-10-30
2023-11-06,908.4909057617188,914.6500244140625,943.4500122070312,890.0999755859375,905.0,190857,2023-11-06
2023-11-13,905.5111083984375,911.6500244140625,937.7999877929688,906.1500244140625,915.4000244140625,107973,2023-11-13
2023-11-20,911.0734252929688,917.25,936.5499877929688,898.4000244140625,911.6500244140625,146817,2023-11-20
2023-11-27,900.4950561523438,906.5999755859375,934.0,902.0499877929688,911.5999755859375,136539,2023-11-27
2023-12-04,922.9429321289062,929.2000122070312,982.5999755859375,905.0,919.7000122070312,563899,2023-12-04
2023-12-11,921.8502807617188,928.0999755859375,948.0,910.0499877929688,938.8499755859375,216450,2023-12-11
2023-12-18,894.237548828125,900.2999877929688,940.0,888.0999755859375,934.4000244140625,295506,2023-12-18
2023-12-25,970.470703125,977.0499877929688,983.0,900.5,901.0,455185,2023-12-25
2024-01-01,1030.8116455078125,1037.800048828125,1096.0,968.9500122070312,983.5,936961,2024-01-01
2024-01-08,1019.985107421875,1026.9000244140625,1050.0,1010.0,1047.4000244140625,316023,2024-01-08
2024-01-15,1007.6685180664062,1014.5,1039.449951171875,995.0,1034.6500244140625,263153,2024-01-15
2024-01-22,987.5052490234375,994.2000122070312,1029.0,931.5999755859375,1029.0,225465,2024-01-22
2024-01-29,1014.9193115234375,1021.7999877929688,1054.8499755859375,985.6500244140625,999.9000244140625,374303,2024-01-29
2024-02-05,1012.1382446289062,1019.0,1025.5,980.0,1020.0,265938,2024-02-05
2024-02-12,1045.015380859375,1052.0999755859375,1078.449951171875,975.0,1024.0,271341,2024-02-12
2024-02-19,1217.29736328125,1225.550048828125,1277.0,1036.0999755859375,1068.0,3132096,2024-02-19
2024-02-26,1198.325927734375,1206.449951171875,1284.4000244140625,1170.1500244140625,1250.0,610079,2024-02-26
2024-03-04,1135.7005615234375,1143.4000244140625,1226.0,1124.0,1220.0,214835,2024-03-04
2024-03-11,988.2998657226562,995.0,1162.8499755859375,950.25,1150.0,509122,2024-03-11
2024-03-18,1052.415283203125,1059.550048828125,1107.199951171875,995.2999877929688,1010.0,673820,2024-03-18
2024-03-25,1090.5565185546875,1097.949951171875,1143.449951171875,1041.1500244140625,1062.4000244140625,377285,2024-03-25
2024-04-01,1341.306640625,1350.4000244140625,1398.800048828125,1101.699951171875,1101.699951171875,2112874,2024-04-01
2024-04-08,1300.4833984375,1309.300048828125,1400.0,1305.0,1380.0,459095,2024-04-08
2024-04-15,1310.8133544921875,1319.699951171875,1331.4000244140625,1258.6500244140625,1290.0,433110,2024-04-15
