Date,Adj Close_EPIGRAL.NS,Close_EPIGRAL.NS,High_EPIGRAL.NS,Low_EPIGRAL.NS,Open_EPIGRAL.NS,Volume_EPIGRAL.NS,Date
2024-04-22,1298.3974609375,1307.199951171875,1443.25,1290.0,1325.6500244140625,942446,2024-04-22
2024-04-29,1291.643310546875,1300.4000244140625,1380.949951171875,1288.0,1311.0,296100,2024-04-29
2024-05-06,1269.4935302734375,1278.0999755859375,1320.0,1242.5,1320.0,232770,2024-05-06
2024-05-13,1272.4732666015625,1281.0999755859375,1314.75,1214.0999755859375,1277.0,198198,2024-05-13
2024-05-20,1266.3646240234375,1274.949951171875,1330.949951171875,1241.050048828125,1281.0999755859375,194431,2024-05-20
2024-05-27,1211.4866943359375,1219.699951171875,1279.949951171875,1207.0,1279.949951171875,303783,2024-05-27
2024-06-03,1329.43701171875,1338.449951171875,1345.0,1110.050048828125,1249.9000244140625,409326,2024-06-03
2024-06-10,1326.1593017578125,1335.1500244140625,1390.0,1299.949951171875,1339.0,431197,2024-06-10
2024-06-17,1376.3193359375,1385.6500244140625,1436.0,1312.050048828125,1337.4000244140625,485853,2024-06-17
2024-06-24,1315.9287109375,1324.8499755859375,1399.449951171875,1301.8499755859375,1385.6500244140625,274517,2024-06-24
2024-07-01,1521.7335205078125,1532.050048828125,1584.0,1341.0,1350.0,1337294,2024-07-01
2024-07-08,1453.2481689453125,1458.0999755859375,1552.0,1451.0,1542.0,307589,2024-07-08
2024-07-15,1410.14208984375,1414.8499755859375,1485.0,1399.8499755859375,1485.0,224120,2024-07-15
2024-07-22,1681.7353515625,1687.3499755859375,1776.8499755859375,1386.550048828125,1391.0,2299225,2024-07-22
2024-07-29,1823.4622802734375,1829.550048828125,1836.0,1679.199951171875,1699.4000244140625,1120134,2024-07-29
2024-08-05,1928.5113525390625,1934.949951171875,1964.0,1692.4000244140625,1789.0,1240764,2024-08-05
2024-08-12,1829.7911376953125,1835.9000244140625,2010.0,1820.050048828125,1930.0,637111,2024-08-12
2024-08-19,1937.2821044921875,1943.75,2026.0,1820.0,1838.8499755859375,791664,2024-08-19
2024-08-26,1854.3590087890625,1860.550048828125,1988.0,1852.0,1960.0,292438,2024-08-26
2024-09-02,1836.2196044921875,1842.3499755859375,1965.0,1825.800048828125,1861.0,338179,2024-09-02
2024-09-09,2040.78662109375,2047.5999755859375,2178.64990234375,1785.199951171875,1838.1500244140625,1301055,2024-09-09
2024-09-16,1985.0726318359375,1991.699951171875,2116.300048828125,1945.550048828125,2048.0,600627,2024-09-16
2024-09-23,2224.622802734375,2232.050048828125,2367.0,1980.449951171875,1995.75,1876247,2024-09-23
2024-09-30,2202.596435546875,2209.949951171875,2406.75,2198.0,2225.199951171875,562144,2024-09-30
2024-10-07,2220.287353515625,2227.699951171875,2286.89990234375,2020.050048828125,2209.949951171875,445205,2024-10-07
2024-10-14,2206.782470703125,2214.14990234375,2361.89990234375,2125.449951171875,2249.85009765625,548200,2024-10-14
2024-10-21,1898.362060546875,1904.699951171875,2211.949951171875,1878.8499755859375,2209.35009765625,430741,2024-10-21
2024-10-28,2129.191650390625,2136.300048828125,2155.5,1893.949951171875,1924.5999755859375,229061,2024-10-28
2024-11-04,2098.095458984375,2105.10009765625,2217.10009765625,2054.0,2146.0,219274,2024-11-04
2024-11-11,2050.60400390625,2057.449951171875,2242.550048828125,1892.9000244140625,2150.949951171875,911011,2024-11-11
2024-11-18,1940.172607421875,1946.6500244140625,2117.39990234375,1890.0,2098.0,284031,2024-11-18
2024-11-25,2075.421142578125,2082.35009765625,2105.300048828125,1940.050048828125,2009.0,290972,2024-11-25
2024-12-02,2077.0654296875,2084.0,2159.75,2050.0,2065.050048828125,228255,2024-12-02
2024-12-09,2079.208251953125,2086.14990234375,2180.0,2036.5,2084.0,257322,2024-12-09
2024-12-16,1959.508056640625,1966.050048828125,2134.050048828125,1919.3499755859375,2095.050048828125,268675,2024-12-16
2024-12-23,1882.2659912109375,1888.550048828125,1952.949951171875,1812.5999755859375,1925.050048828125,300374,2024-12-23
2024-12-30,1807.814453125,1813.8499755859375,1930.0,1810.050048828125,1897.0,206265,2024-12-30
2025-01-06,1738.7451171875,1744.550048828125,1878.8499755859375,1730.0,1810.199951171875,365237,2025-01-06
2025-01-13,1726.9344482421875,1732.699951171875,1780.0,1502.3499755859375,1502.3499755859375,492453,2025-01-13
2025-01-20,1685.97119140625,1691.5999755859375,1796.25,1651.050048828125,1706.5999755859375,176876,2025-01-20
2025-01-27,1794.2596435546875,1800.25,1860.0,1635.0,1680.0,796800,2025-01-27
2025-02-03,1944.1591796875,1950.6500244140625,2060.0,1747.5999755859375,1773.25,403606,2025-02-03
2025-02-10,1747.0279541015625,1750.5999755859375,1961.449951171875,1724.449951171875,1953.300048828125,402534,2025-02-10
2025-02-17,1734.553466796875,1738.0999755859375,1827.5,1677.800048828125,1743.550048828125,207343,2025-02-17
2025-02-24,1610.0579833984375,1613.3499755859375,1740.8499755859375,1555.5,1720.050048828125,147934,2025-02-24
2025-03-03,1863.0906982421875,1866.9000244140625,1880.0,1505.050048828125,1590.4000244140625,362920,2025-03-03
2025-03-10,1810.0491943359375,1813.75,1913.9000244140625,1740.0,1872.0,151854,2025-03-10
2025-03-17,1920.0242919921875,1923.949951171875,1974.199951171875,1759.75,1792.0,197076,2025-03-17
2025-03-24,1900.2147216796875,1904.0999755859375,2023.300048828125,1852.5999755859375,1949.949951171875,214279,2025-03-24
2025-03-31,1761.3985595703125,1765.0,1980.0,1732.8499755859375,1875.550048828125,199734,2025-03-31
2025-04-07,1781.008544921875,1784.6500244140625,1795.0,1557.0,1557.0,209510,2025-04-07
2025-04-14,1874.467529296875,1878.300048828125,1918.0,1824.9000244140625,1824.9000244140625,187954,2025-04-14
2025-04-21,1835.4471435546875,1839.199951171875,1971.9000244140625,1816.300048828125,1878.300048828125,247316,2025-04-21
2025-04-28,1759.302978515625,1762.9000244140625,1887.199951171875,1701.9000244140625,1820.0,138263,2025-04-28
2025-05-05,1748.3253173828125,1751.9000244140625,1924.0,1708.0,1810.0,676199,2025-05-05
2025-05-12,1832.752685546875,1836.5,1907.300048828125,1800.0,1800.0,201450,2025-05-12
2025-05-19,1855.00732421875,1858.800048828125,1990.0,1840.0999755859375,1849.0,216911,2025-05-19
2025-05-26,1776.4677734375,1780.0999755859375,1901.5999755859375,1761.199951171875,1845.0,186873,2025-05-26
2025-06-02,1777.5655517578125,1781.199951171875,1830.0,1750.699951171875,1797.9000244140625,134933,2025-06-02
2025-06-09,1815.6876220703125,1819.4000244140625,1888.9000244140625,1760.0,1786.0,190368,2025-06-09
2025-06-16,1727.8671875,1731.4000244140625,1839.0,1700.4000244140625,1815.0,190529,2025-06-16
2025-06-23,1800.199951171875,1800.199951171875,1852.699951171875,1720.9000244140625,1740.0,175476,2025-06-23
2025-06-30,1816.5999755859375,1816.5999755859375,1866.0,1789.0,1815.0,162084,2025-06-30
2025-07-07,1741.199951171875,1741.199951171875,1820.5999755859375,1738.0,1812.0999755859375,120105,2025-07-07
2025-07-14,1767.9000244140625,1767.9000244140625,1794.0,1683.4000244140625,1741.0,265886,2025-07-14
