Date,Adj Close_WEWIN.NS,Close_WEWIN.NS,High_WEWIN.NS,Low_WEWIN.NS,Open_WEWIN.NS,Volume_WEWIN.NS,Date
2020-07-13,19.600000381469727,19.600000381469727,19.600000381469727,19.600000381469727,19.600000381469727,0,2020-07-13
2020-07-20,19.600000381469727,19.600000381469727,19.600000381469727,19.600000381469727,19.600000381469727,0,2020-07-20
2020-07-27,19.600000381469727,19.600000381469727,19.600000381469727,19.600000381469727,19.600000381469727,0,2020-07-27
2020-08-03,19.600000381469727,19.600000381469727,19.600000381469727,19.600000381469727,19.600000381469727,0,2020-08-03
2020-08-10,20.0,20.0,20.0,19.66666603088379,19.66666603088379,129000,2020-08-10
2020-08-17,20.0,20.0,20.0,20.0,20.0,0,2020-08-17
2020-08-24,20.0,20.0,20.0,20.0,20.0,0,2020-08-24
2020-08-31,20.0,20.0,20.0,20.0,20.0,0,2020-08-31
2020-09-07,18.049999237060547,18.049999237060547,19.0,18.049999237060547,19.0,9000,2020-09-07
2020-09-14,18.049999237060547,18.049999237060547,18.049999237060547,18.049999237060547,18.049999237060547,0,2020-09-14
2020-09-21,18.049999237060547,18.049999237060547,18.049999237060547,18.049999237060547,18.049999237060547,0,2020-09-21
2020-09-28,18.049999237060547,18.049999237060547,18.049999237060547,18.049999237060547,18.049999237060547,0,2020-09-28
2020-10-05,18.049999237060547,18.049999237060547,18.049999237060547,18.049999237060547,18.049999237060547,0,2020-10-05
2020-10-12,17.149999618530273,17.149999618530273,18.049999237060547,17.149999618530273,18.049999237060547,3000,2020-10-12
2020-10-19,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,0,2020-10-19
2020-10-26,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,0,2020-10-26
2020-11-02,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,0,2020-11-02
2020-11-09,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,0,2020-11-09
2020-11-16,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,0,2020-11-16
2020-11-23,16.316665649414062,16.316665649414062,17.149999618530273,16.16666603088379,17.149999618530273,12000,2020-11-23
2020-11-30,18.383333206176758,18.383333206176758,18.383333206176758,16.316665649414062,16.316665649414062,9000,2020-11-30
2020-12-07,18.366666793823242,18.366666793823242,18.383333206176758,18.366666793823242,18.383333206176758,3000,2020-12-07
2020-12-14,18.366666793823242,18.366666793823242,18.366666793823242,18.366666793823242,18.366666793823242,3000,2020-12-14
2020-12-21,17.66666603088379,17.66666603088379,18.366666793823242,17.66666603088379,18.366666793823242,6000,2020-12-21
2020-12-28,17.66666603088379,17.66666603088379,17.66666603088379,17.66666603088379,17.66666603088379,0,2020-12-28
2021-01-04,17.0,17.0,17.66666603088379,17.0,17.66666603088379,9000,2021-01-04
2021-01-11,17.0,17.0,17.0,17.0,17.0,0,2021-01-11
2021-01-18,16.16666603088379,16.16666603088379,17.0,16.16666603088379,17.0,3000,2021-01-18
2021-01-25,16.16666603088379,16.16666603088379,16.16666603088379,16.16666603088379,16.16666603088379,0,2021-01-25
2021-02-01,16.16666603088379,16.16666603088379,16.16666603088379,16.16666603088379,16.16666603088379,0,2021-02-01
2021-02-08,14.166666030883789,14.166666030883789,15.366665840148926,13.883333206176758,15.366665840148926,24000,2021-02-08
2021-02-15,12.899999618530273,12.899999618530273,14.166666030883789,11.716666221618652,14.166666030883789,36000,2021-02-15
2021-02-22,15.633333206176758,15.633333206176758,15.633333206176758,13.533332824707031,13.533332824707031,45000,2021-02-22
2021-03-01,12.899999618530273,12.899999618530273,15.633333206176758,12.899999618530273,15.633333206176758,21000,2021-03-01
2021-03-08,12.899999618530273,12.899999618530273,12.899999618530273,12.899999618530273,12.899999618530273,0,2021-03-08
2021-03-15,12.899999618530273,12.899999618530273,12.899999618530273,12.899999618530273,12.899999618530273,0,2021-03-15
2021-03-22,13.616665840148926,13.616665840148926,13.616665840148926,12.366665840148926,13.533332824707031,51000,2021-03-22
2021-03-29,14.25,14.25,14.25,13.616665840148926,13.616665840148926,3000,2021-03-29
2021-04-05,14.25,14.25,14.25,14.25,14.25,0,2021-04-05
2021-04-12,15.100000381469727,15.100000381469727,15.100000381469727,13.550000190734863,14.25,12000,2021-04-12
2021-04-19,16.5,16.5,16.5,15.100000381469727,15.100000381469727,12000,2021-04-19
2021-04-26,18.149999618530273,18.149999618530273,18.149999618530273,16.5,16.5,6000,2021-04-26
2021-05-03,18.149999618530273,18.149999618530273,18.149999618530273,18.149999618530273,18.149999618530273,0,2021-05-03
2021-05-10,18.149999618530273,18.149999618530273,18.149999618530273,18.149999618530273,18.149999618530273,0,2021-05-10
2021-05-17,18.149999618530273,18.149999618530273,18.149999618530273,17.299999237060547,18.149999618530273,6000,2021-05-17
2021-05-24,16.899999618530273,16.899999618530273,18.149999618530273,16.899999618530273,18.149999618530273,9000,2021-05-24
2021-05-31,16.049999237060547,16.049999237060547,17.700000762939453,15.300000190734863,17.700000762939453,30000,2021-05-31
2021-06-07,17.5,17.5,17.5,16.0,16.700000762939453,15000,2021-06-07
2021-06-14,19.5,19.5,19.5,18.200000762939453,18.25,12000,2021-06-14
2021-06-21,17.649999618530273,17.649999618530273,19.5,17.649999618530273,19.5,9000,2021-06-21
2021-06-28,17.5,17.5,18.399999618530273,16.799999237060547,17.649999618530273,9000,2021-06-28
2021-07-05,16.649999618530273,16.649999618530273,16.649999618530273,16.649999618530273,16.649999618530273,3000,2021-07-05
2021-07-12,15.850000381469727,15.850000381469727,15.850000381469727,15.850000381469727,15.850000381469727,3000,2021-07-12
2021-07-19,15.0,15.0,16.549999237060547,15.0,16.549999237060547,12000,2021-07-19
2021-07-26,13.050000190734863,13.050000190734863,15.0,13.050000190734863,15.0,9000,2021-07-26
2021-08-02,14.350000381469727,14.350000381469727,14.350000381469727,13.699999809265137,13.699999809265137,12000,2021-08-02
2021-08-09,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,0,2021-08-09
