Date,Adj Close_SAFARI.NS,Close_SAFARI.NS,High_SAFARI.NS,Low_SAFARI.NS,Open_SAFARI.NS,Volume_SAFARI.NS,Date
2020-12-28,263.4216003417969,264.5249938964844,269.79998779296875,236.8249969482422,260.6499938964844,233358,2020-12-28
2021-01-04,277.0146179199219,278.17498779296875,297.5,260.0,269.0,191718,2021-01-04
2021-01-11,273.7781982421875,274.92498779296875,285.95001220703125,268.1499938964844,278.7250061035156,94778,2021-01-11
2021-01-18,273.5541687011719,274.70001220703125,287.5,266.25,271.70001220703125,126714,2021-01-18
2021-01-25,273.8031005859375,274.95001220703125,282.92498779296875,261.0249938964844,281.0,50562,2021-01-25
2021-02-01,277.0146179199219,278.17498779296875,282.5,267.79998779296875,272.5249938964844,74120,2021-02-01
2021-02-08,270.86541748046875,272.0,282.5,259.2749938964844,282.5,110160,2021-02-08
2021-02-15,302.05975341796875,303.32501220703125,325.0,277.5249938964844,277.5249938964844,558112,2021-02-15
2021-02-22,317.4452819824219,318.7749938964844,338.0,287.5,312.3999938964844,174454,2021-02-22
2021-03-01,340.00079345703125,341.42498779296875,354.8500061035156,311.5,311.5,135760,2021-03-01
2021-03-08,323.8185729980469,325.17498779296875,349.9750061035156,325.0,342.5,83988,2021-03-08
2021-03-15,324.41607666015625,325.7749938964844,365.0,306.82501220703125,325.5249938964844,202558,2021-03-15
2021-03-22,305.0721435546875,306.3500061035156,331.17498779296875,292.5,325.8999938964844,680096,2021-03-22
2021-03-29,306.5907897949219,307.875,314.7250061035156,297.5,306.3500061035156,41334,2021-03-29
2021-04-05,306.8646240234375,308.1499938964844,323.25,289.5,304.20001220703125,91228,2021-04-05
2021-04-12,285.52899169921875,286.7250061035156,307.5,271.0249938964844,307.5,127860,2021-04-12
2021-04-19,290.05999755859375,291.2749938964844,299.75,272.0249938964844,284.5,76032,2021-04-19
2021-04-26,308.53265380859375,309.82501220703125,312.5,290.0,290.0,238644,2021-04-26
2021-05-03,298.4747619628906,299.7250061035156,315.92498779296875,294.29998779296875,305.17498779296875,192052,2021-05-03
2021-05-10,291.2798767089844,292.5,306.0249938964844,288.0,302.5,61648,2021-05-10
2021-05-17,308.009765625,309.29998779296875,319.75,283.5,296.7250061035156,322920,2021-05-17
2021-05-24,306.66546630859375,307.95001220703125,315.6000061035156,300.5249938964844,308.5,89406,2021-05-24
2021-05-31,337.61083984375,339.0249938964844,358.92498779296875,298.2749938964844,310.0,363072,2021-05-31
2021-06-07,339.5527038574219,340.9750061035156,352.7749938964844,321.07501220703125,342.0249938964844,147790,2021-06-07
2021-06-14,335.1461486816406,336.54998779296875,352.5,325.0,341.5,134620,2021-06-14
2021-06-21,323.768798828125,325.125,345.0,321.125,335.0,79598,2021-06-21
2021-06-28,331.90972900390625,333.29998779296875,345.0,321.54998779296875,327.42498779296875,68068,2021-06-28
2021-07-05,343.4114990234375,344.8500061035156,357.5,329.9750061035156,333.29998779296875,129746,2021-07-05
2021-07-12,380.1078186035156,381.70001220703125,421.2250061035156,343.57501220703125,347.5,997594,2021-07-12
2021-07-19,371.568603515625,373.125,387.5,367.0,383.45001220703125,127764,2021-07-19
2021-07-26,369.2782287597656,370.82501220703125,382.5,354.57501220703125,374.875,89986,2021-07-26
2021-08-02,363.02935791015625,364.54998779296875,382.1499938964844,360.125,373.45001220703125,94784,2021-08-02
2021-08-09,370.1744079589844,371.7250061035156,391.0,337.2250061035156,367.5,249838,2021-08-09
2021-08-16,376.3486022949219,377.92498779296875,412.4750061035156,371.7250061035156,371.7250061035156,385020,2021-08-16
2021-08-23,406.3977355957031,408.1000061035156,429.5,375.0249938964844,375.25,848410,2021-08-23
2021-08-30,427.1109313964844,428.8999938964844,439.0,402.0,412.8500061035156,600330,2021-08-30
2021-09-06,433.4842224121094,435.29998779296875,443.42498779296875,420.1499938964844,441.32501220703125,277254,2021-09-06
2021-09-13,426.6379089355469,428.42498779296875,440.5,413.5,440.5,209134,2021-09-13
2021-09-20,423.0529479980469,424.82501220703125,436.92498779296875,405.0,435.0,226094,2021-09-20
2021-09-27,420.9617004394531,422.7250061035156,450.0,417.75,433.5,185704,2021-09-27
2021-10-04,425.1690673828125,426.95001220703125,441.9750061035156,408.2749938964844,429.0,249320,2021-10-04
2021-10-11,423.003173828125,424.7749938964844,434.5,415.625,431.8500061035156,94338,2021-10-11
2021-10-18,402.0658264160156,403.75,436.3999938964844,401.0,432.5,136924,2021-10-18
2021-10-25,414.0655822753906,415.79998779296875,428.375,375.0,407.0,235944,2021-10-25
2021-11-01,437.74139404296875,439.57501220703125,450.0,393.20001220703125,428.0,349854,2021-11-01
2021-11-08,460.6703796386719,462.6000061035156,472.5,434.3999938964844,435.57501220703125,479946,2021-11-08
2021-11-15,449.8656311035156,451.75,493.5,445.04998779296875,463.0,330386,2021-11-15
2021-11-22,449.34283447265625,451.2250061035156,468.4750061035156,439.6000061035156,452.57501220703125,315684,2021-11-22
2021-11-29,425.74169921875,427.5249938964844,446.2250061035156,401.25,436.5,190796,2021-11-29
2021-12-06,420.3890686035156,422.1499938964844,435.5,415.0249938964844,415.0249938964844,194668,2021-12-06
2021-12-13,436.39703369140625,438.2250061035156,457.0,422.20001220703125,429.8999938964844,343822,2021-12-13
2021-12-20,434.8037109375,436.625,456.3999938964844,415.0,430.04998779296875,126888,2021-12-20
2021-12-27,443.79107666015625,445.6499938964844,460.375,427.5,434.0,174882,2021-12-27
2022-01-03,465.6993103027344,467.6499938964844,473.5,434.875,454.9750061035156,107236,2022-01-03
2022-01-10,452.7784423828125,454.67498779296875,474.9750061035156,449.04998779296875,469.875,85088,2022-01-10
2022-01-17,460.3467102050781,462.2749938964844,475.0,451.5249938964844,458.25,76122,2022-01-17
2022-01-24,443.0441589355469,444.8999938964844,463.6000061035156,441.0,462.2749938964844,65224,2022-01-24
2022-01-31,476.5787353515625,478.57501220703125,510.0,440.0,444.42498779296875,386992,2022-01-31
2022-02-07,443.31805419921875,445.17498779296875,525.5250244140625,442.5,484.9750061035156,297238,2022-02-07
2022-02-14,431.9407043457031,433.75,461.1000061035156,426.04998779296875,433.04998779296875,83842,2022-02-14
2022-02-21,411.899658203125,413.625,437.75,390.0249938964844,437.5,125478,2022-02-21
2022-02-28,438.8367919921875,440.67498779296875,451.42498779296875,407.5,415.0,75986,2022-02-28
2022-03-07,448.4465637207031,450.32501220703125,470.0,420.3500061035156,449.0,175070,2022-03-07
2022-03-14,472.8194885253906,474.79998779296875,482.5,440.0249938964844,450.32501220703125,73302,2022-03-14
2022-03-21,454.4713134765625,456.375,480.0,453.3999938964844,466.0,141594,2022-03-21
2022-03-28,483.9728088378906,486.0,497.0249938964844,450.0,463.5,135940,2022-03-28
2022-04-04,481.88153076171875,483.8999938964844,506.54998779296875,470.2749938964844,486.0,118432,2022-04-04
2022-04-11,485.41668701171875,487.45001220703125,494.8999938964844,467.5,480.0,55562,2022-04-11
2022-04-18,474.2136535644531,476.20001220703125,508.20001220703125,466.0,477.5,109316,2022-04-18
2022-04-25,468.9108581542969,470.875,485.17498779296875,462.5,475.0,119888,2022-04-25
2022-05-02,460.3965148925781,462.32501220703125,509.0,453.70001220703125,477.95001220703125,67742,2022-05-02
2022-05-09,447.1271057128906,449.0,490.0,426.5,462.32501220703125,181690,2022-05-09
2022-05-16,455.940185546875,457.8500061035156,480.0,409.6000061035156,440.0,170960,2022-05-16
2022-05-23,454.197509765625,456.1000061035156,464.92498779296875,437.20001220703125,464.7250061035156,139878,2022-05-23
2022-05-30,454.8695983886719,456.7749938964844,470.0,450.54998779296875,460.0249938964844,120522,2022-05-30
2022-06-06,467.1930236816406,469.1499938964844,472.5,441.7749938964844,455.3500061035156,94384,2022-06-06
2022-06-13,444.13958740234375,446.0,464.0,443.5,456.5,107742,2022-06-13
2022-06-20,457.7326354980469,459.6499938964844,464.9750061035156,444.17498779296875,452.0,51422,2022-06-20
2022-06-27,457.707763671875,459.625,487.17498779296875,454.6000061035156,461.9750061035156,74798,2022-06-27
2022-07-04,468.13909912109375,470.1000061035156,481.0,456.82501220703125,463.0,52752,2022-07-04
2022-07-11,517.25830078125,519.4249877929688,534.75,467.375,472.0,166606,2022-07-11
2022-07-18,550.7169189453125,552.5750122070312,597.0,528.2000122070312,536.5,454416,2022-07-18
2022-07-25,554.0057983398438,555.875,584.5,536.0,558.0999755859375,108536,2022-07-25
2022-08-01,584.62744140625,586.5999755859375,635.0,557.4749755859375,562.7249755859375,171618,2022-08-01
2022-08-08,667.8715209960938,670.125,690.7750244140625,556.1749877929688,580.0,1094110,2022-08-08
2022-08-15,722.9358520507812,725.375,732.5,661.4249877929688,670.125,445490,2022-08-15
2022-08-22,744.2389526367188,746.75,780.4749755859375,692.5999755859375,726.0,302422,2022-08-22
2022-08-29,761.2316284179688,763.7999877929688,788.0,731.7000122070312,748.5,176524,2022-08-29
2022-09-05,754.1553955078125,756.7000122070312,775.0,715.0,763.7999877929688,378706,2022-09-05
2022-09-12,745.185791015625,747.7000122070312,857.2000122070312,720.0,765.0,517512,2022-09-12
2022-09-19,796.9859008789062,799.6749877929688,805.0,747.5250244140625,747.5250244140625,177914,2022-09-19
2022-09-26,821.95166015625,824.7249755859375,865.5,726.0999755859375,809.0,494956,2022-09-26
2022-10-03,928.5919189453125,931.7249755859375,954.5999755859375,813.0999755859375,823.5,378798,2022-10-03
2022-10-10,847.7646484375,850.625,941.3250122070312,841.0499877929688,939.9749755859375,182152,2022-10-10
2022-10-17,867.174072265625,870.0999755859375,895.4749755859375,838.5,858.5,188144,2022-10-17
2022-10-24,899.8140258789062,902.8499755859375,909.5250244140625,875.1749877929688,880.875,100008,2022-10-24
2022-10-31,902.2807006835938,905.3250122070312,956.0,883.0250244140625,923.9749755859375,384146,2022-10-31
2022-11-07,932.6033325195312,935.75,988.5,841.2000122070312,919.4749755859375,458010,2022-11-07
2022-11-14,835.08251953125,837.9000244140625,961.875,825.5,934.9500122070312,512498,2022-11-14
2022-11-21,847.4656372070312,850.3250122070312,873.2999877929688,825.0,837.9000244140625,204102,2022-11-21
2022-11-28,824.0695190429688,826.8499755859375,857.7000122070312,806.875,850.0,615274,2022-11-28
2022-12-05,814.67626953125,817.4249877929688,854.5,812.5,834.7750244140625,64372,2022-12-05
2022-12-12,857.0084228515625,859.9000244140625,883.0250244140625,813.1500244140625,824.4749755859375,172370,2022-12-12
2022-12-19,794.99267578125,797.6749877929688,868.5750122070312,791.2750244140625,868.5750122070312,196758,2022-12-19
2022-12-26,838.5208129882812,841.3499755859375,850.0,785.7000122070312,785.7000122070312,104934,2022-12-26
2023-01-02,846.8427734375,849.7000122070312,865.0,835.2000122070312,842.3250122070312,89290,2023-01-02
2023-01-09,900.1129760742188,903.1500244140625,941.0,841.1749877929688,853.2750244140625,257506,2023-01-09
2023-01-16,920.4443969726562,923.5499877929688,932.5,891.7249755859375,903.4749755859375,87858,2023-01-16
2023-01-23,870.9115600585938,873.8499755859375,952.0,850.0250244140625,930.0,55524,2023-01-23
2023-01-30,886.1351928710938,889.125,914.0250244140625,860.6500244140625,860.6500244140625,85496,2023-01-30
2023-02-06,1048.4874267578125,1052.0250244140625,1065.0,875.0,901.5499877929688,578546,2023-02-06
2023-02-13,973.5152587890625,976.7999877929688,1065.0,920.0,1065.0,641848,2023-02-13
2023-02-20,979.707763671875,982.25,999.0,960.8250122070312,986.5750122070312,175162,2023-02-20
2023-02-27,1037.1336669921875,1039.824951171875,1045.0,965.0,982.5,330280,2023-02-27
2023-03-06,1020.1028442382812,1022.75,1050.0,990.5,1045.4749755859375,189034,2023-03-06
2023-03-13,949.2866821289062,951.75,1025.0,925.25,1022.75,247974,2023-03-13
2023-03-20,981.154052734375,983.7000122070312,1099.9749755859375,950.0999755859375,1099.9749755859375,193324,2023-03-20
2023-03-27,1021.2748413085938,1023.9249877929688,1029.5,947.6749877929688,993.5250244140625,360842,2023-03-27
2023-04-03,1048.080322265625,1050.800048828125,1102.7750244140625,1023.0499877929688,1037.5,232102,2023-04-03
2023-04-10,1124.207763671875,1127.125,1145.375,1027.050048828125,1065.5250244140625,160022,2023-04-10
2023-04-17,1093.7366943359375,1096.574951171875,1137.0999755859375,1082.125,1127.0250244140625,267062,2023-04-17
2023-04-24,1218.263671875,1221.425048828125,1249.9749755859375,1080.0250244140625,1110.0,289008,2023-04-24
2023-05-01,1211.755615234375,1214.9000244140625,1307.5,1188.6500244140625,1221.425048828125,277568,2023-05-01
2023-05-08,1230.282470703125,1233.4749755859375,1300.0,1190.0,1214.5,396722,2023-05-08
2023-05-15,1265.09228515625,1268.375,1330.0,1203.050048828125,1247.449951171875,445466,2023-05-15
2023-05-22,1331.494873046875,1334.949951171875,1345.0,1252.4749755859375,1268.375,573138,2023-05-22
2023-05-29,1373.361328125,1376.925048828125,1397.75,1322.4000244140625,1349.4749755859375,248816,2023-05-29
2023-06-05,1431.08642578125,1434.800048828125,1497.4749755859375,1382.0250244140625,1396.199951171875,398386,2023-06-05
2023-06-12,1500.7806396484375,1504.675048828125,1521.449951171875,1425.0,1438.199951171875,404582,2023-06-12
2023-06-19,1454.30126953125,1458.074951171875,1535.625,1444.9749755859375,1508.0,235340,2023-06-19
2023-06-26,1481.206298828125,1485.050048828125,1499.0,1448.2750244140625,1464.25,187812,2023-06-26
2023-07-03,1483.2508544921875,1487.0999755859375,1536.0,1371.0250244140625,1497.0,181490,2023-07-03
2023-07-10,1483.949462890625,1487.800048828125,1585.4749755859375,1466.0,1466.0,308814,2023-07-10
2023-07-17,1522.678955078125,1525.625,1551.5,1450.75,1497.5,172036,2023-07-17
2023-07-24,1433.1024169921875,1435.875,1549.5,1400.0,1544.9749755859375,201062,2023-07-24
2023-07-31,1447.7490234375,1450.550048828125,1514.574951171875,1421.0,1435.050048828125,334612,2023-07-31
2023-08-07,1736.9642333984375,1740.324951171875,1789.074951171875,1437.5250244140625,1466.5,1200004,2023-08-07
2023-08-14,1729.9530029296875,1733.300048828125,1799.5,1715.0,1765.125,366426,2023-08-14
2023-08-21,1811.7696533203125,1815.2750244140625,1847.5,1725.5250244140625,1750.0,826088,2023-08-21
2023-08-28,1832.3548583984375,1835.9000244140625,1890.0,1801.5999755859375,1825.0,462610,2023-08-28
2023-09-04,1901.895263671875,1905.574951171875,1937.5,1845.0,1862.050048828125,551462,2023-09-04
2023-09-11,1757.94873046875,1761.3499755859375,1924.5,1715.2750244140625,1924.5,1525202,2023-09-11
2023-09-18,1804.333984375,1807.824951171875,1820.0,1734.675048828125,1777.0,207490,2023-09-18
2023-09-25,1954.1690673828125,1957.949951171875,1993.9749755859375,1803.449951171875,1803.449951171875,572930,2023-09-25
2023-10-02,2164.437255859375,2168.625,2198.5,1957.949951171875,1957.949951171875,696292,2023-10-02
2023-10-09,2151.0380859375,2155.199951171875,2270.0,2117.5,2142.625,398252,2023-10-09
2023-10-16,2151.287841796875,2155.449951171875,2228.0,2075.75,2165.0,525098,2023-10-16
2023-10-23,2128.357421875,2132.47509765625,2188.699951171875,1810.0250244140625,2175.0,669756,2023-10-23
2023-10-30,2154.1572265625,2158.324951171875,2186.97509765625,1980.5,2135.0,957488,2023-10-30
2023-11-06,2075.01025390625,2079.02490234375,2182.60009765625,2065.675048828125,2152.02490234375,232098,2023-11-06
2023-11-13,2211.0498046875,2214.0,2249.5,2054.949951171875,2122.5,389898,2023-11-13
2023-11-20,2243.581298828125,2246.574951171875,2315.0,2170.22509765625,2232.0,412618,2023-11-20
2023-11-27,2202.43603515625,2205.375,2257.72509765625,2145.5,2246.574951171875,327852,2023-11-27
2023-12-04,2027.1199951171875,2029.824951171875,2274.0,2010.0,2247.0,548664,2023-12-04
2023-12-11,2137.2978515625,2140.14990234375,2222.0,1932.7750244140625,2031.0250244140625,1137428,2023-12-11
2023-12-18,2060.50048828125,2063.25,2181.449951171875,2050.0,2164.5,197277,2023-12-18
2023-12-25,1948.74951171875,1951.3499755859375,2075.0,1881.6500244140625,2063.25,446036,2023-12-25
2024-01-01,1941.90869140625,1944.5,1959.5999755859375,1844.199951171875,1940.0,683768,2024-01-01
2024-01-08,1901.662353515625,1904.199951171875,1965.3499755859375,1875.5,1954.0,316617,2024-01-08
2024-01-15,1908.103759765625,1910.6500244140625,1924.0,1831.5,1909.949951171875,612348,2024-01-15
2024-01-22,1907.5047607421875,1910.050048828125,1932.0,1884.699951171875,1910.6500244140625,115651,2024-01-22
2024-01-29,2024.0491943359375,2026.75,2068.0,1883.0,1910.0999755859375,505646,2024-01-29
2024-02-05,2085.616943359375,2088.39990234375,2109.60009765625,1980.0,2027.0,404451,2024-02-05
2024-02-12,2078.526611328125,2081.300048828125,2140.39990234375,2014.449951171875,2051.0,203474,2024-02-12
2024-02-19,1994.9879150390625,1997.6500244140625,2109.949951171875,1964.050048828125,2056.0,128206,2024-02-19
2024-02-26,1989.29541015625,1991.949951171875,2057.949951171875,1875.0,1995.0,219568,2024-02-26
2024-03-04,1942.4080810546875,1945.0,2090.0,1926.8499755859375,2049.89990234375,234607,2024-03-04
2024-03-11,1696.5860595703125,1698.8499755859375,1966.449951171875,1689.9000244140625,1940.0,433838,2024-03-11
2024-03-18,1805.4407958984375,1807.8499755859375,1868.949951171875,1648.5999755859375,1693.0,266520,2024-03-18
2024-03-25,1723.4501953125,1725.75,1823.5999755859375,1710.0,1807.8499755859375,201751,2024-03-25
2024-04-01,2039.27880859375,2042.0,2065.0,1724.0,1724.050048828125,572761,2024-04-01
2024-04-08,1975.4639892578125,1978.0999755859375,2108.0,1961.949951171875,2041.9000244140625,294321,2024-04-08
2024-04-15,2088.51318359375,2091.300048828125,2124.0,1905.550048828125,1925.0,310846,2024-04-15
2024-04-22,2059.052490234375,2061.800048828125,2175.0,2040.050048828125,2107.25,238706,2024-04-22
2024-04-29,2026.9951171875,2029.699951171875,2147.89990234375,2003.75,2062.0,155969,2024-04-29
2024-05-06,2011.2662353515625,2013.949951171875,2096.550048828125,1942.800048828125,2033.0,196462,2024-05-06
2024-05-13,2076.279541015625,2079.050048828125,2090.0,1966.050048828125,2019.449951171875,279896,2024-05-13
2024-05-20,2014.561767578125,2017.25,2119.300048828125,1999.0999755859375,2112.449951171875,364894,2024-05-20
2024-05-27,1964.528564453125,1967.1500244140625,2072.949951171875,1941.949951171875,2017.0,94194,2024-05-27
2024-06-03,1998.982666015625,2001.6500244140625,2032.5,1850.0,1975.0,274627,2024-06-03
2024-06-10,2082.371337890625,2085.14990234375,2115.5,1988.8499755859375,2017.6500244140625,393797,2024-06-10
2024-06-17,2127.660888671875,2130.5,2220.0,2049.0,2085.14990234375,399897,2024-06-17
2024-06-24,2035.5838623046875,2038.300048828125,2146.449951171875,2016.0,2140.0,236090,2024-06-24
2024-07-01,2163.013671875,2165.89990234375,2200.0,2035.0,2066.0,371338,2024-07-01
2024-07-08,2126.512451171875,2129.35009765625,2188.0,2060.85009765625,2187.449951171875,152131,2024-07-08
2024-07-15,2053.541748046875,2054.85009765625,2350.0,2045.0,2201.25,464188,2024-07-15
2024-07-22,2106.4580078125,2107.800048828125,2168.0,2000.0,2054.85009765625,179259,2024-07-22
2024-07-29,2146.08251953125,2147.449951171875,2238.39990234375,2044.949951171875,2116.699951171875,467184,2024-07-29
2024-08-05,2306.48046875,2307.949951171875,2365.0,2028.0,2095.449951171875,2248624,2024-08-05
2024-08-12,2398.072021484375,2399.60009765625,2457.699951171875,2350.050048828125,2414.550048828125,814433,2024-08-12
2024-08-19,2373.437744140625,2374.949951171875,2400.0,2330.050048828125,2400.0,261433,2024-08-19
2024-08-26,2474.623291015625,2476.199951171875,2524.0,2334.75,2369.949951171875,891854,2024-08-26
2024-09-02,2469.27685546875,2470.85009765625,2573.89990234375,2437.0,2488.0,463816,2024-09-02
2024-09-09,2552.473876953125,2554.10009765625,2569.89990234375,2416.5,2470.85009765625,303606,2024-09-09
2024-09-16,2466.228759765625,2467.800048828125,2613.75,2451.0,2550.050048828125,237379,2024-09-16
2024-09-23,2328.666259765625,2330.14990234375,2471.449951171875,2315.0,2462.199951171875,641442,2024-09-23
2024-09-30,2534.2353515625,2535.85009765625,2597.35009765625,2311.0,2330.0,529049,2024-09-30
2024-10-07,2609.33740234375,2611.0,2700.0,2373.14990234375,2535.0,477551,2024-10-07
2024-10-14,2474.173583984375,2475.75,2611.75,2383.5,2610.0,271462,2024-10-14
2024-10-21,2221.034912109375,2222.449951171875,2498.800048828125,2190.0,2472.10009765625,246024,2024-10-21
2024-10-28,2269.30419921875,2270.75,2291.39990234375,2144.300048828125,2173.050048828125,252253,2024-10-28
2024-11-04,2233.127197265625,2234.550048828125,2294.699951171875,2181.550048828125,2270.800048828125,261106,2024-11-04
2024-11-11,2331.964111328125,2333.449951171875,2343.35009765625,2150.5,2199.64990234375,178414,2024-11-11
2024-11-18,2497.65869140625,2499.25,2513.699951171875,2290.0,2333.800048828125,268407,2024-11-18
2024-11-25,2585.199951171875,2585.199951171875,2609.0,2469.64990234375,2534.199951171875,336471,2024-11-25
2024-12-02,2661.050048828125,2661.050048828125,2727.550048828125,2577.050048828125,2586.0,258578,2024-12-02
2024-12-09,2715.85009765625,2715.85009765625,2744.699951171875,2605.0,2685.0,236397,2024-12-09
2024-12-16,2691.949951171875,2691.949951171875,2729.89990234375,2655.0,2703.5,153845,2024-12-16
2024-12-23,2523.60009765625,2523.60009765625,2703.199951171875,2500.0,2691.949951171875,101474,2024-12-23
2024-12-30,2651.800048828125,2651.800048828125,2668.949951171875,2480.0,2505.199951171875,144826,2024-12-30
2025-01-06,2500.699951171875,2500.699951171875,2686.300048828125,2457.550048828125,2663.550048828125,166589,2025-01-06
2025-01-13,2324.699951171875,2324.699951171875,2517.64990234375,2285.0,2486.14990234375,355839,2025-01-13
2025-01-20,2351.0,2351.0,2389.050048828125,2267.449951171875,2301.300048828125,638603,2025-01-20
2025-01-27,2451.199951171875,2451.199951171875,2594.0,2248.25,2335.0,299323,2025-01-27
2025-02-03,2179.89990234375,2179.89990234375,2543.949951171875,2141.0,2450.0,781015,2025-02-03
2025-02-10,1975.1500244140625,1975.1500244140625,2199.89990234375,1956.0,2185.050048828125,797364,2025-02-10
2025-02-17,2177.89990234375,2177.89990234375,2187.0,1861.550048828125,1975.1500244140625,299739,2025-02-17
2025-02-24,2136.050048828125,2136.050048828125,2267.75,2089.199951171875,2166.39990234375,155508,2025-02-24
2025-03-03,2087.800048828125,2087.800048828125,2163.0,1976.0,2150.0,135433,2025-03-03
2025-03-10,1997.449951171875,1997.449951171875,2085.0,1921.199951171875,2085.0,159606,2025-03-10
2025-03-17,2065.10009765625,2065.10009765625,2100.0,1963.0,1987.0,74241,2025-03-17
2025-03-24,1976.5,1976.5,2121.10009765625,1920.0,2090.0,168009,2025-03-24
2025-03-31,1917.449951171875,1917.449951171875,1976.5,1900.5999755859375,1976.5,107684,2025-03-31
2025-04-07,2090.39990234375,2090.39990234375,2124.0,1670.1500244140625,1670.1500244140625,183710,2025-04-07
2025-04-14,2108.800048828125,2108.800048828125,2149.0,2086.5,2149.0,197756,2025-04-14
2025-04-21,1997.199951171875,1997.199951171875,2115.0,1964.300048828125,2105.10009765625,118462,2025-04-21
2025-04-28,1981.199951171875,1981.199951171875,2040.9000244140625,1960.0,1990.0,175437,2025-04-28
2025-05-05,2096.800048828125,2096.800048828125,2135.89990234375,1875.9000244140625,1962.5,298412,2025-05-05
2025-05-12,2275.39990234375,2275.39990234375,2290.5,2080.5,2104.800048828125,102391,2025-05-12
2025-05-19,2263.699951171875,2263.699951171875,2321.0,2212.199951171875,2275.0,258503,2025-05-19
2025-05-26,2307.699951171875,2307.699951171875,2326.199951171875,2200.0,2252.0,159988,2025-05-26
2025-06-02,2193.300048828125,2193.300048828125,2341.0,2176.10009765625,2341.0,614876,2025-06-02
2025-06-09,2160.60009765625,2160.60009765625,2215.60009765625,2131.699951171875,2215.0,120224,2025-06-09
2025-06-16,2117.800048828125,2117.800048828125,2175.0,2101.0,2142.5,135781,2025-06-16
2025-06-23,2127.10009765625,2127.10009765625,2194.0,2110.10009765625,2131.300048828125,59628,2025-06-23
2025-06-30,2200.800048828125,2200.800048828125,2215.0,2121.89990234375,2127.0,86329,2025-06-30
2025-07-07,2219.39990234375,2219.39990234375,2255.39990234375,2190.800048828125,2211.800048828125,59531,2025-07-07
2025-07-14,2205.39990234375,2205.39990234375,2246.89990234375,2165.0,2230.300048828125,45269,2025-07-14
