Date,Adj Close_AURIONPRO.NS,Close_AURIONPRO.NS,High_AURIONPRO.NS,Low_AURIONPRO.NS,Open_AURIONPRO.NS,Volume_AURIONPRO.NS,Date
2022-06-27,124.62035369873047,125.9000015258789,136.9499969482422,122.32499694824219,133.625,235910,2022-06-27
2022-07-04,126.84747314453125,128.14999389648438,139.97500610351562,121.80000305175781,123.4000015258789,223554,2022-07-04
2022-07-11,130.65834045410156,132.0,143.85000610351562,124.2750015258789,126.25,675582,2022-07-11
2022-07-18,143.1055450439453,144.5749969482422,149.0500030517578,130.25,130.25,375654,2022-07-18
2022-07-25,160.30392456054688,161.9499969482422,164.0,145.0,145.25,1449526,2022-07-25
2022-08-01,165.15414428710938,166.85000610351562,170.0,153.6750030517578,161.625,590240,2022-08-01
2022-08-08,167.33177185058594,169.0500030517578,174.5,158.97500610351562,168.14999389648438,494908,2022-08-08
2022-08-15,160.10597229003906,161.75,174.9499969482422,158.8000030517578,169.0500030517578,299616,2022-08-15
2022-08-22,171.7612762451172,173.52499389648438,178.52499389648438,154.8249969482422,160.02499389648438,932826,2022-08-22
2022-08-29,161.56597900390625,163.22500610351562,173.1999969482422,162.10000610351562,170.0,240568,2022-08-29
2022-09-05,172.87486267089844,174.64999389648438,176.5500030517578,161.02499389648438,166.4499969482422,896458,2022-09-05
2022-09-12,192.44886779785156,194.4250030517578,214.4499969482422,176.75,176.75,4600512,2022-09-12
2022-09-19,205.3592071533203,206.22500610351562,222.5,190.0500030517578,199.875,1796620,2022-09-19
2022-09-26,222.5865936279297,223.52499389648438,238.8000030517578,193.52499389648438,204.02499389648438,2063812,2022-09-26
2022-10-03,215.24253845214844,216.14999389648438,223.39999389648438,208.0,222.5,1039498,2022-10-03
2022-10-10,205.01068115234375,205.875,219.72500610351562,204.52499389648438,215.5,966158,2022-10-10
2022-10-17,204.23895263671875,205.10000610351562,209.9499969482422,196.10000610351562,207.3000030517578,604046,2022-10-17
2022-10-24,208.5706787109375,209.4499969482422,219.5,203.125,207.5,441444,2022-10-24
2022-10-31,184.79591369628906,185.5749969482422,215.9499969482422,184.0,211.77499389648438,1550846,2022-10-31
2022-11-07,182.65493774414062,183.4250030517578,191.0,179.39999389648438,187.5,472928,2022-11-07
2022-11-14,171.62644958496094,172.35000610351562,186.5,168.75,186.5,646608,2022-11-14
2022-11-21,167.2200164794922,167.9250030517578,177.27499389648438,164.0,175.0,366526,2022-11-21
2022-11-28,172.69692993164062,173.4250030517578,177.1750030517578,165.0,168.9499969482422,458536,2022-11-28
2022-12-05,191.3184051513672,192.125,206.0,170.39999389648438,173.4499969482422,1528710,2022-12-05
2022-12-12,179.6426239013672,180.39999389648438,194.5,179.0500030517578,192.125,387926,2022-12-12
2022-12-19,150.59011840820312,151.22500610351562,187.0,148.8000030517578,180.5500030517578,541078,2022-12-19
2022-12-26,171.0040740966797,171.72500610351562,174.0,153.1750030517578,155.0,515310,2022-12-26
2023-01-02,186.6132354736328,187.39999389648438,193.5,167.5500030517578,172.6999969482422,703648,2023-01-02
2023-01-09,182.65493774414062,183.4250030517578,191.9250030517578,177.6999969482422,190.0,359610,2023-01-09
2023-01-16,185.54275512695312,186.3249969482422,196.0,180.625,182.0500030517578,673468,2023-01-16
2023-01-23,176.0577392578125,176.8000030517578,194.9499969482422,175.0749969482422,187.3249969482422,764708,2023-01-23
2023-01-30,177.5016632080078,178.25,182.60000610351562,169.0,176.5,407778,2023-01-30
2023-02-06,175.38558959960938,176.125,182.6999969482422,169.5,176.75,281468,2023-02-06
2023-02-13,182.48068237304688,183.25,191.1750030517578,173.375,177.5,422098,2023-02-13
2023-02-20,188.13185119628906,188.9250030517578,192.75,179.1750030517578,183.25,518106,2023-02-20
2023-02-27,170.30697631835938,171.02499389648438,187.60000610351562,169.1750030517578,185.75,509090,2023-02-27
2023-03-06,169.2364959716797,169.9499969482422,179.0,166.39999389648438,179.0,263362,2023-03-06
2023-03-13,154.67291259765625,155.3249969482422,169.9499969482422,154.5500030517578,169.9499969482422,321280,2023-03-13
2023-03-20,150.0922393798828,150.72500610351562,159.89999389648438,149.5,159.89999389648438,369528,2023-03-20
2023-03-27,153.37835693359375,154.02499389648438,154.89999389648438,145.14999389648438,150.75,510516,2023-03-27
2023-04-03,163.75958251953125,164.4499969482422,165.6999969482422,151.25,155.9250030517578,227154,2023-04-03
2023-04-10,168.166015625,168.875,171.85000610351562,163.0500030517578,164.0,342606,2023-04-10
2023-04-17,167.5187530517578,168.22500610351562,175.0,164.47500610351562,168.875,460866,2023-04-17
2023-04-24,180.78781127929688,181.5500030517578,184.75,167.77499389648438,169.0500030517578,631866,2023-04-24
2023-05-01,226.09678649902344,227.0500030517578,233.9499969482422,176.14999389648438,181.5500030517578,4834302,2023-05-01
2023-05-08,249.79689025878906,250.85000610351562,256.9750061035156,220.77499389648438,227.0500030517578,2486000,2023-05-08
2023-05-15,325.1541442871094,326.5249938964844,326.5249938964844,250.0,252.5,3688084,2023-05-15
2023-05-22,372.5294494628906,374.1000061035156,395.9750061035156,335.0,358.5,2774768,2023-05-22
2023-05-29,402.75201416015625,404.45001220703125,404.45001220703125,367.5,392.0,463224,2023-05-29
2023-06-05,413.4319763183594,415.17498779296875,444.20001220703125,392.54998779296875,402.0,569256,2023-06-05
2023-06-12,501.6102294921875,503.7250061035156,520.0,415.17498779296875,421.3500061035156,1155160,2023-06-12
2023-06-19,490.98004150390625,493.04998779296875,556.125,487.2749938964844,519.5,564424,2023-06-19
2023-06-26,485.7023010253906,487.75,512.5,470.0,493.0,600198,2023-06-26
2023-07-03,486.5238342285156,488.57501220703125,501.6499938964844,445.7749938964844,487.5,278802,2023-07-03
2023-07-10,485.428466796875,487.4750061035156,517.0,473.0,489.0,163822,2023-07-10
2023-07-17,488.3660583496094,490.42498779296875,497.5,476.0,497.5,167298,2023-07-17
2023-07-24,573.656494140625,576.0750122070312,594.0999755859375,482.54998779296875,490.42498779296875,314932,2023-07-24
2023-07-31,570.7188720703125,573.125,586.0,535.0,574.9749755859375,181168,2023-07-31
2023-08-07,552.84423828125,555.1749877929688,585.0,545.0,577.4749755859375,100314,2023-08-07
2023-08-14,517.2443237304688,519.4249877929688,578.0,497.5,554.9749755859375,456122,2023-08-14
2023-08-21,509.6015625,511.75,538.7000122070312,488.0249938964844,510.5,159980,2023-08-21
2023-08-28,530.1399536132812,532.375,545.5,484.1000061035156,529.0,186126,2023-08-28
2023-09-04,585.9297485351562,588.4000244140625,648.125,527.5,532.5250244140625,423646,2023-09-04
2023-09-11,604.9744873046875,607.5250244140625,624.5,559.0,599.5,337366,2023-09-11
2023-09-18,617.4717407226562,620.0750122070312,637.5,592.5,625.0,146418,2023-09-18
2023-09-25,617.3145141601562,618.6500244140625,644.6500244140625,605.0,620.0750122070312,76886,2023-09-25
2023-10-02,689.5332641601562,691.0250244140625,691.0250244140625,610.0,618.6500244140625,183996,2023-10-02
2023-10-09,702.8794555664062,704.4000244140625,747.0,660.0250244140625,688.5,166520,2023-10-09
2023-10-16,753.9439697265625,755.5750122070312,806.0,690.0,690.0,142784,2023-10-16
2023-10-23,786.1991577148438,787.9000244140625,793.3499755859375,678.9500122070312,755.5750122070312,179058,2023-10-23
2023-10-30,858.7921142578125,860.6500244140625,861.75,748.5250244140625,792.5,234684,2023-10-30
2023-11-06,881.7424926757812,883.6500244140625,909.5,840.2750244140625,898.0,120842,2023-11-06
2023-11-13,888.8770141601562,890.7999877929688,939.0,855.0,885.0,120848,2023-11-13
2023-11-20,900.1027221679688,902.0499877929688,914.0,869.5,890.5,108562,2023-11-20
2023-11-27,919.6853637695312,921.6749877929688,939.0,865.25,902.0499877929688,120496,2023-11-27
2023-12-04,1001.5582275390625,1003.7249755859375,1035.0,925.0,944.9749755859375,232708,2023-12-04
2023-12-11,990.482177734375,992.625,1023.9749755859375,965.0,1005.0,103284,2023-12-11
2023-12-18,1094.8314208984375,1097.199951171875,1101.4749755859375,975.0,1004.9749755859375,202594,2023-12-18
2023-12-25,1086.050537109375,1088.4000244140625,1140.0,1052.5,1097.199951171875,104888,2023-12-25
2024-01-01,1139.509765625,1141.9749755859375,1187.5,1051.0,1088.4000244140625,182294,2024-01-01
2024-01-08,1168.19775390625,1170.7249755859375,1224.5,1142.0,1197.5,119722,2024-01-08
2024-01-15,1111.59521484375,1114.0,1187.5,1090.0,1170.7249755859375,166200,2024-01-15
2024-01-22,1100.4443359375,1102.824951171875,1140.0,1050.5,1114.0,65922,2024-01-22
2024-01-29,1124.6668701171875,1127.0999755859375,1150.0,1060.0999755859375,1125.0,131550,2024-01-29
2024-02-05,1072.5296630859375,1074.8499755859375,1219.5,1062.949951171875,1147.5,191366,2024-02-05
2024-02-12,1062.80078125,1065.0999755859375,1088.75,975.0,1082.5,356430,2024-02-12
2024-02-19,1060.4058837890625,1062.699951171875,1099.0,1027.5,1063.1500244140625,166166,2024-02-19
2024-02-26,1114.0897216796875,1116.5,1157.5,1040.0,1062.5,202292,2024-02-26
2024-03-04,1088.4453125,1090.800048828125,1135.300048828125,1050.0250244140625,1105.0,107346,2024-03-04
2024-03-11,935.9501953125,937.9749755859375,1090.800048828125,890.9249877929688,1090.800048828125,197004,2024-03-11
2024-03-18,989.2098999023438,991.3499755859375,992.5999755859375,890.5,903.0,183734,2024-03-18
2024-03-25,1095.8792724609375,1098.25,1127.25,991.3499755859375,991.3499755859375,86640,2024-03-25
2024-04-01,1188.453857421875,1191.0250244140625,1210.0,1075.074951171875,1125.0,187830,2024-04-01
2024-04-08,1178.4256591796875,1180.9749755859375,1250.574951171875,1162.5,1180.5,143984,2024-04-08
2024-04-15,1214.8468017578125,1217.4749755859375,1218.425048828125,1116.550048828125,1174.9749755859375,285714,2024-04-15
2024-04-22,1252.4156494140625,1255.125,1397.4749755859375,1215.0,1215.0,326554,2024-04-22
2024-04-29,1226.920654296875,1229.574951171875,1282.0,1190.0,1282.0,128166,2024-04-29
2024-05-06,1246.4534912109375,1249.1500244140625,1273.425048828125,1171.550048828125,1249.449951171875,116036,2024-05-06
2024-05-13,1196.785888671875,1199.375,1325.5,1163.0,1274.0,241334,2024-05-13
2024-05-20,1099.2469482421875,1101.625,1224.5,1034.4749755859375,1215.4749755859375,218414,2024-05-20
2024-05-27,1093.334716796875,1095.699951171875,1130.0,992.4749755859375,1101.7750244140625,411966,2024-05-27
2024-06-03,1098.4237060546875,1100.800048828125,1150.4749755859375,1024.2750244140625,1150.4749755859375,248122,2024-06-03
2024-06-10,1343.8427734375,1346.75,1373.324951171875,1113.425048828125,1135.0,696226,2024-06-10
2024-06-17,1392.88671875,1395.9000244140625,1519.949951171875,1346.75,1346.75,687858,2024-06-17
2024-06-24,1361.4547119140625,1364.4000244140625,1478.5,1359.75,1444.5,455846,2024-06-24
2024-07-01,1606.324951171875,1609.800048828125,1609.949951171875,1365.0,1388.0,386315,2024-07-01
2024-07-08,1649.7808837890625,1653.3499755859375,1757.9000244140625,1540.0,1650.0,435188,2024-07-08
2024-07-15,1426.4141845703125,1429.5,1638.3499755859375,1413.699951171875,1585.0,416470,2024-07-15
2024-07-22,1605.5267333984375,1609.0,1714.1500244140625,1420.0,1425.0999755859375,405638,2024-07-22
2024-07-29,1706.8076171875,1710.5,1726.5999755859375,1601.199951171875,1648.0,551091,2024-07-29
2024-08-05,1720.5279541015625,1724.25,1728.5999755859375,1525.0,1660.0,424670,2024-08-05
2024-08-12,1742.23095703125,1746.0,1809.449951171875,1663.550048828125,1690.5999755859375,366804,2024-08-12
2024-08-19,1875.4427490234375,1879.5,1905.050048828125,1728.300048828125,1753.0,601176,2024-08-19
2024-08-26,1928.3282470703125,1932.5,1991.75,1873.0999755859375,1899.0,886421,2024-08-26
2024-09-02,1892.6553955078125,1896.75,1975.0,1841.949951171875,1962.0,360693,2024-09-02
2024-09-09,1820.162353515625,1824.0999755859375,1930.0,1735.5999755859375,1924.0,420218,2024-09-09
2024-09-16,1625.3836669921875,1628.9000244140625,1850.050048828125,1606.0,1850.0,876406,2024-09-16
2024-09-23,1641.77783203125,1642.9000244140625,1777.0999755859375,1606.0999755859375,1631.0,248681,2024-09-23
2024-09-30,1571.076171875,1572.1500244140625,1668.949951171875,1550.0,1642.9000244140625,168156,2024-09-30
2024-10-07,1741.459716796875,1742.6500244140625,1763.6500244140625,1418.9000244140625,1603.949951171875,472340,2024-10-07
2024-10-14,1722.372802734375,1723.550048828125,1782.0,1654.5999755859375,1759.0,200604,2024-10-14
2024-10-21,1524.9075927734375,1525.949951171875,1774.0,1525.949951171875,1723.550048828125,561303,2024-10-21
2024-10-28,1730.6669921875,1731.8499755859375,1735.699951171875,1470.0,1480.0999755859375,230284,2024-10-28
2024-11-04,1632.8839111328125,1634.0,1750.050048828125,1625.0,1739.0,285534,2024-11-04
2024-11-11,1545.143798828125,1546.199951171875,1656.9000244140625,1523.300048828125,1615.0,173742,2024-11-11
2024-11-18,1562.2821044921875,1563.3499755859375,1595.0,1505.0,1554.1500244140625,105852,2024-11-18
2024-11-25,1630.1357421875,1631.25,1721.6500244140625,1580.0,1595.0,156225,2024-11-25
2024-12-02,1654.419189453125,1655.550048828125,1729.3499755859375,1546.25,1604.949951171875,239968,2024-12-02
2024-12-09,1722.47265625,1723.6500244140625,1880.0,1639.1500244140625,1655.0,377247,2024-12-09
2024-12-16,1793.723876953125,1794.949951171875,1923.75,1712.4000244140625,1748.0,475898,2024-12-16
2024-12-23,1713.8785400390625,1715.050048828125,1875.0,1705.0,1816.0,192857,2024-12-23
2024-12-30,1808.064208984375,1809.300048828125,1887.8499755859375,1672.800048828125,1748.0,408516,2024-12-30
2025-01-06,1632.3841552734375,1633.5,1847.949951171875,1600.0,1814.75,225036,2025-01-06
2025-01-13,1605.3526611328125,1606.449951171875,1684.9000244140625,1508.0,1600.0,296620,2025-01-13
2025-01-20,1518.1622314453125,1519.199951171875,1630.0,1473.050048828125,1630.0,185644,2025-01-20
2025-01-27,1499.77490234375,1500.800048828125,1610.949951171875,1348.0,1510.0,373589,2025-01-27
2025-02-03,1562.7318115234375,1563.800048828125,1609.300048828125,1391.300048828125,1451.0,182016,2025-02-03
2025-02-10,1358.550048828125,1358.550048828125,1585.0,1340.0,1585.0,216530,2025-02-10
2025-02-17,1385.199951171875,1385.199951171875,1423.0999755859375,1255.0,1358.5999755859375,324990,2025-02-17
2025-02-24,1361.75,1361.75,1404.75,1249.050048828125,1371.300048828125,248628,2025-02-24
2025-03-03,1456.75,1456.75,1489.8499755859375,1281.0,1361.75,224593,2025-03-03
2025-03-10,1305.550048828125,1305.550048828125,1525.0,1296.050048828125,1446.0,148943,2025-03-10
2025-03-17,1417.199951171875,1417.199951171875,1569.6500244140625,1249.300048828125,1329.8499755859375,334572,2025-03-17
2025-03-24,1604.1500244140625,1604.1500244140625,1652.449951171875,1364.0,1452.0,591725,2025-03-24
2025-03-31,1525.0,1525.0,1649.0,1488.550048828125,1604.1500244140625,173710,2025-03-31
2025-04-07,1556.800048828125,1556.800048828125,1582.0,1330.0,1336.699951171875,389047,2025-04-07
2025-04-14,1529.9000244140625,1529.9000244140625,1608.800048828125,1517.199951171875,1582.0,101148,2025-04-14
2025-04-21,1464.4000244140625,1464.4000244140625,1576.699951171875,1431.300048828125,1529.9000244140625,201550,2025-04-21
2025-04-28,1408.5,1408.5,1496.9000244140625,1402.0,1450.0,170157,2025-04-28
2025-05-05,1376.9000244140625,1376.9000244140625,1424.9000244140625,1322.5,1400.9000244140625,175163,2025-05-05
2025-05-12,1402.300048828125,1402.300048828125,1470.199951171875,1346.199951171875,1410.0,1028337,2025-05-12
2025-05-19,1372.699951171875,1372.699951171875,1427.9000244140625,1363.0,1415.0,308772,2025-05-19
2025-05-26,1330.0999755859375,1330.0999755859375,1388.800048828125,1325.0,1376.800048828125,196715,2025-05-26
2025-06-02,1353.800048828125,1353.800048828125,1436.5,1325.300048828125,1330.0999755859375,441061,2025-06-02
2025-06-09,1400.699951171875,1400.699951171875,1437.699951171875,1348.5999755859375,1354.9000244140625,553899,2025-06-09
2025-06-16,1296.4000244140625,1296.4000244140625,1412.0999755859375,1269.800048828125,1400.699951171875,554067,2025-06-16
2025-06-23,1438.800048828125,1438.800048828125,1452.5999755859375,1275.0,1295.0,786719,2025-06-23
2025-06-30,1470.199951171875,1470.199951171875,1483.0,1406.9000244140625,1452.0,679069,2025-06-30
2025-07-07,1611.0,1611.0,1663.5999755859375,1462.5999755859375,1470.199951171875,2199418,2025-07-07
2025-07-14,1638.0,1638.0,1651.0,1578.300048828125,1610.0999755859375,394651,2025-07-14
