Date,Adj Close_AURIONPRO.NS,Close_AURIONPRO.NS,High_AURIONPRO.NS,Low_AURIONPRO.NS,Open_AURIONPRO.NS,Volume_AURIONPRO.NS,Date
2020-07-13,25.562515258789062,25.825000762939453,29.0,25.399999618530273,27.200000762939453,102128,2020-07-13
2020-07-20,25.51302146911621,25.774999618530273,26.924999237060547,24.600000381469727,24.774999618530273,93338,2020-07-20
2020-07-27,22.9394474029541,23.174999237060547,26.200000762939453,23.024999618530273,25.225000381469727,129370,2020-07-27
2020-08-03,25.117088317871094,25.375,26.299999237060547,22.549999237060547,22.549999237060547,215794,2020-08-03
2020-08-10,29.992029190063477,30.299999237060547,34.150001525878906,24.950000762939453,25.524999618530273,536194,2020-08-10
2020-08-17,37.81173324584961,38.20000076293945,38.20000076293945,30.549999237060547,31.799999237060547,237896,2020-08-17
2020-08-24,33.7534065246582,34.099998474121094,40.0,33.32500076293945,39.849998474121094,236758,2020-08-24
2020-08-31,31.254072189331055,31.575000762939453,35.17499923706055,30.0,34.099998474121094,103616,2020-08-31
2020-09-07,28.92795753479004,29.225000381469727,31.924999237060547,29.075000762939453,31.924999237060547,57132,2020-09-07
2020-09-14,36.846641540527344,37.224998474121094,37.224998474121094,28.5,29.225000381469727,148818,2020-09-14
2020-09-21,34.37205123901367,34.724998474121094,41.0,31.924999237060547,39.07500076293945,396854,2020-09-21
2020-09-28,34.86697006225586,35.224998474121094,36.95000076293945,32.474998474121094,36.29999923706055,198212,2020-09-28
2020-10-05,40.70700454711914,41.125,43.82500076293945,36.04999923706055,36.04999923706055,339974,2020-10-05
2020-10-12,38.158172607421875,38.54999923706055,41.974998474121094,36.875,41.5,122700,2020-10-12
2020-10-19,37.044612884521484,37.42499923706055,38.775001525878906,35.099998474121094,37.875,59814,2020-10-19
2020-10-26,36.846641540527344,37.224998474121094,38.974998474121094,34.42499923706055,37.42499923706055,128424,2020-10-26
2020-11-02,36.104270935058594,36.474998474121094,37.875,34.5,37.474998474121094,94500,2020-11-02
2020-11-09,35.53511428833008,35.900001525878906,37.0,33.75,37.0,123684,2020-11-09
2020-11-16,34.94120788574219,35.29999923706055,37.0,35.0,35.724998474121094,125612,2020-11-16
2020-11-23,36.54969024658203,36.92499923706055,38.400001525878906,34.900001525878906,36.400001525878906,526494,2020-11-23
2020-11-30,38.50461959838867,38.900001525878906,39.900001525878906,35.5,36.92499923706055,161286,2020-11-30
2020-12-07,39.8903923034668,40.29999923706055,42.70000076293945,37.775001525878906,38.900001525878906,432244,2020-12-07
2020-12-14,44.56736755371094,45.025001525878906,45.025001525878906,38.75,41.099998474121094,421946,2020-12-14
2020-12-21,47.80907440185547,48.29999923706055,49.525001525878906,42.54999923706055,47.0,692868,2020-12-21
2020-12-28,44.69109344482422,45.150001525878906,48.900001525878906,44.20000076293945,48.900001525878906,208972,2020-12-28
2021-01-04,43.30532455444336,43.75,46.70000076293945,43.099998474121094,45.150001525878906,299452,2021-01-04
2021-01-11,38.92530059814453,39.32500076293945,45.75,38.650001525878906,43.375,288580,2021-01-11
2021-01-18,38.70258331298828,39.099998474121094,41.974998474121094,35.95000076293945,40.0,378012,2021-01-18
2021-01-25,37.24258041381836,37.625,40.20000076293945,37.04999923706055,40.20000076293945,135136,2021-01-25
2021-02-01,42.14226531982422,42.57500076293945,44.849998474121094,37.400001525878906,37.625,402212,2021-02-01
2021-02-08,39.96462631225586,40.375,44.5,37.775001525878906,43.0,309302,2021-02-08
2021-02-15,40.756492614746094,41.17499923706055,44.82500076293945,39.025001525878906,39.5,250322,2021-02-15
2021-02-22,39.69242477416992,40.099998474121094,42.5,40.0,41.20000076293945,167114,2021-02-22
2021-03-01,40.484291076660156,40.900001525878906,42.349998474121094,40.0,41.45000076293945,194968,2021-03-01
2021-03-08,65.67562103271484,66.3499984741211,66.3499984741211,40.625,40.82500076293945,3661760,2021-03-08
2021-03-15,64.4383316040039,65.0999984741211,78.44999694824219,57.275001525878906,72.92500305175781,3206406,2021-03-15
2021-03-22,67.3335952758789,68.0250015258789,70.0,61.025001525878906,65.0999984741211,1125036,2021-03-22
2021-03-29,65.9230728149414,66.5999984741211,70.0,63.67499923706055,68.0250015258789,375998,2021-03-29
2021-04-05,81.95841979980469,82.80000305175781,82.80000305175781,65.0,66.5,1120188,2021-04-05
2021-04-12,88.36759948730469,89.2750015258789,97.5,77.32499694824219,85.0,4014634,2021-04-12
2021-04-19,81.8346939086914,82.67500305175781,93.42500305175781,80.3499984741211,86.0,1492350,2021-04-19
2021-04-26,84.65572357177734,85.5250015258789,89.0,80.125,84.5,1164742,2021-04-26
2021-05-03,82.23062133789062,83.07499694824219,87.75,79.0250015258789,85.44999694824219,1564066,2021-05-03
2021-05-10,77.30619049072266,78.0999984741211,85.5,76.32499694824219,84.5,962270,2021-05-10
2021-05-17,68.86783599853516,69.57499694824219,79.7249984741211,67.57499694824219,77.5250015258789,1113090,2021-05-17
2021-05-24,75.573974609375,76.3499984741211,88.0,70.125,70.9000015258789,3315758,2021-05-24
2021-05-31,74.65838623046875,75.42500305175781,81.0,73.0,73.0,743356,2021-05-31
2021-06-07,77.99907684326172,78.80000305175781,84.2249984741211,76.0,76.5,1363800,2021-06-07
2021-06-14,72.75293731689453,73.5,80.1500015258789,72.375,79.6500015258789,647272,2021-06-14
2021-06-21,71.56514739990234,72.30000305175781,76.4000015258789,71.0250015258789,72.9000015258789,477516,2021-06-21
2021-06-28,80.59739685058594,81.42500305175781,86.0,68.0999984741211,72.8499984741211,2097842,2021-06-28
2021-07-05,78.9146728515625,79.7249984741211,86.2249984741211,74.30000305175781,81.4000015258789,939274,2021-07-05
2021-07-12,91.38660430908203,92.32499694824219,98.9000015258789,80.5,84.75,5078404,2021-07-12
2021-07-19,102.02734375,103.07499694824219,108.44999694824219,90.82499694824219,93.125,4160166,2021-07-19
2021-07-26,107.5456771850586,108.6500015258789,119.0,103.0,114.5,3185572,2021-07-26
2021-08-02,101.11174011230469,102.1500015258789,112.0,100.5,107.5,492128,2021-08-02
2021-08-09,97.22663116455078,98.2249984741211,104.9000015258789,91.17500305175781,100.5999984741211,336466,2021-08-09
2021-08-16,93.41576385498047,94.375,99.6500015258789,92.5250015258789,98.2249984741211,188192,2021-08-16
2021-08-23,91.26287078857422,92.19999694824219,95.0,86.0,94.44999694824219,235242,2021-08-23
2021-08-30,99.40428161621094,100.42500305175781,106.69999694824219,91.5,91.7750015258789,400492,2021-08-30
2021-09-06,100.5178451538086,101.55000305175781,104.375,96.0999984741211,104.375,122448,2021-09-06
2021-09-13,96.68223571777344,97.67500305175781,104.4749984741211,96.2750015258789,98.25,207744,2021-09-13
2021-09-20,95.59341430664062,96.57499694824219,98.75,92.82499694824219,97.375,151176,2021-09-20
2021-09-27,104.77413177490234,105.8499984741211,105.9000015258789,93.0,99.0,445474,2021-09-27
2021-10-04,105.34329986572266,106.42500305175781,112.0,104.5,108.9749984741211,467202,2021-10-04
2021-10-11,105.61549377441406,106.69999694824219,109.2249984741211,100.25,103.80000305175781,291680,2021-10-11
2021-10-18,98.48868560791016,99.5,113.0,98.0,110.5,442140,2021-10-18
2021-10-25,116.2809829711914,117.4749984741211,117.69999694824219,99.5,103.5,1590236,2021-10-25
2021-11-01,121.20541381835938,122.44999694824219,123.75,111.625,121.5,831108,2021-11-01
2021-11-08,111.0101089477539,112.1500015258789,122.55000305175781,111.0,122.55000305175781,436036,2021-11-08
2021-11-15,107.79314422607422,108.9000015258789,115.0,106.8499984741211,112.4749984741211,481104,2021-11-15
2021-11-22,112.66807556152344,113.82499694824219,113.875,100.5,108.92500305175781,601144,2021-11-22
2021-11-29,137.3892364501953,138.8000030517578,143.10000610351562,114.25,117.5,2018458,2021-11-29
2021-12-06,138.47804260253906,139.89999389648438,145.35000610351562,127.5,138.8000030517578,1122166,2021-12-06
2021-12-13,126.69901275634766,128.0,142.02499389648438,125.0,141.9499969482422,772054,2021-12-13
2021-12-20,125.48646545410156,126.7750015258789,134.22500610351562,121.5999984741211,127.5,590626,2021-12-20
2021-12-27,146.24826049804688,147.75,149.47500610351562,124.42500305175781,125.0999984741211,1033098,2021-12-27
2022-01-03,169.08872985839844,170.8249969482422,183.72500610351562,145.0,153.0,2625620,2022-01-03
2022-01-10,175.42369079589844,177.22500610351562,180.0,165.1750030517578,171.47500610351562,1492092,2022-01-10
2022-01-17,170.573486328125,172.3249969482422,195.375,172.3249969482422,180.5,1325028,2022-01-17
2022-01-24,163.2734375,164.9499969482422,175.35000610351562,155.5500030517578,167.5,746086,2022-01-24
2022-01-31,169.75686645507812,171.5,172.875,154.47500610351562,167.1999969482422,534246,2022-01-31
2022-02-07,157.90359497070312,159.52499389648438,176.97500610351562,156.0,176.97500610351562,580322,2022-02-07
2022-02-14,149.3415069580078,150.875,157.0,140.8249969482422,153.0,516842,2022-02-14
2022-02-21,142.70960998535156,144.1750030517578,159.0,142.1750030517578,155.0,491916,2022-02-21
2022-02-28,148.7228546142578,150.25,158.4499969482422,136.97500610351562,142.5,579910,2022-02-28
2022-03-07,159.2893524169922,160.9250030517578,162.9499969482422,142.0,149.35000610351562,399584,2022-03-07
2022-03-14,142.83331298828125,144.3000030517578,165.0,139.375,163.5,604878,2022-03-14
2022-03-21,150.3560791015625,151.89999389648438,157.5,138.89999389648438,146.02499389648438,650094,2022-03-21
2022-03-28,162.20936584472656,163.875,166.85000610351562,146.0500030517578,151.5749969482422,556432,2022-03-28
2022-04-04,169.80636596679688,171.5500030517578,178.97500610351562,156.5,166.47500610351562,680110,2022-04-04
2022-04-11,174.2606201171875,176.0500030517578,188.0,167.02499389648438,167.02499389648438,389862,2022-04-11
2022-04-18,182.79795837402344,184.6750030517578,190.39999389648438,167.35000610351562,174.35000610351562,940014,2022-04-18
2022-04-25,170.20230102539062,171.9499969482422,188.77499389648438,170.5,185.5,289396,2022-04-25
2022-05-02,156.7899932861328,158.39999389648438,175.0,152.60000610351562,175.0,226352,2022-05-02
2022-05-09,150.6530303955078,152.1999969482422,167.5,147.375,160.52499389648438,292900,2022-05-09
2022-05-16,159.6605224609375,161.3000030517578,179.0,149.125,153.25,557518,2022-05-16
2022-05-23,147.78250122070312,149.3000030517578,167.22500610351562,140.0,163.27499389648438,293862,2022-05-23
2022-05-30,159.1161346435547,160.75,164.5,150.52499389648438,152.0,287182,2022-05-30
2022-06-06,155.97340393066406,157.5749969482422,166.39999389648438,154.27499389648438,161.89999389648438,234758,2022-06-06
2022-06-13,124.66983795166016,125.94999694824219,159.9499969482422,123.3499984741211,152.52499389648438,372372,2022-06-13
2022-06-20,130.7325897216797,132.0749969482422,136.0,110.17500305175781,127.3499984741211,413692,2022-06-20
