Date,Adj Close_VIPCLOTHNG.NS,Close_VIPCLOTHNG.NS,High_VIPCLOTHNG.NS,Low_VIPCLOTHNG.NS,Open_VIPCLOTHNG.NS,Volume_VIPCLOTHNG.NS,Date
2023-01-30,43.45000076293945,43.45000076293945,45.5,41.400001525878906,43.75,2446474,2023-01-30
2023-02-06,44.349998474121094,44.349998474121094,46.20000076293945,41.20000076293945,44.20000076293945,1223739,2023-02-06
2023-02-13,42.79999923706055,42.79999923706055,45.25,42.04999923706055,44.95000076293945,895931,2023-02-13
2023-02-20,41.29999923706055,41.29999923706055,44.0,40.29999923706055,42.79999923706055,726089,2023-02-20
2023-02-27,42.04999923706055,42.04999923706055,43.0,39.599998474121094,41.04999923706055,963853,2023-02-27
2023-03-06,40.599998474121094,40.599998474121094,42.79999923706055,40.25,42.79999923706055,582202,2023-03-06
2023-03-13,39.5,39.5,41.0,38.29999923706055,41.0,1398476,2023-03-13
2023-03-20,40.79999923706055,40.79999923706055,44.20000076293945,37.349998474121094,39.54999923706055,1611754,2023-03-20
2023-03-27,40.099998474121094,40.099998474121094,41.20000076293945,37.79999923706055,41.20000076293945,966950,2023-03-27
2023-04-03,41.79999923706055,41.79999923706055,42.75,40.5,41.349998474121094,889602,2023-04-03
2023-04-10,44.20000076293945,44.20000076293945,45.0,40.5,41.099998474121094,1461590,2023-04-10
2023-04-17,46.0,46.0,48.5,42.5,44.20000076293945,5674245,2023-04-17
2023-04-24,46.349998474121094,46.349998474121094,49.0,45.95000076293945,46.45000076293945,2112574,2023-04-24
2023-05-01,46.20000076293945,46.20000076293945,48.54999923706055,46.0,46.349998474121094,1284328,2023-05-01
2023-05-08,46.849998474121094,46.849998474121094,48.5,44.400001525878906,46.849998474121094,2495835,2023-05-08
2023-05-15,46.79999923706055,46.79999923706055,47.95000076293945,45.79999923706055,46.25,1131461,2023-05-15
2023-05-22,49.25,49.25,51.20000076293945,46.599998474121094,46.79999923706055,3655027,2023-05-22
2023-05-29,45.79999923706055,45.79999923706055,48.79999923706055,44.849998474121094,48.79999923706055,2147817,2023-05-29
2023-06-05,47.150001525878906,47.150001525878906,50.400001525878906,45.099998474121094,46.150001525878906,5510387,2023-06-05
2023-06-12,51.849998474121094,51.849998474121094,52.45000076293945,46.900001525878906,47.45000076293945,5802217,2023-06-12
2023-06-19,47.150001525878906,47.150001525878906,52.849998474121094,46.0,51.75,2412168,2023-06-19
2023-06-26,47.20000076293945,47.20000076293945,48.099998474121094,45.0,46.95000076293945,469935,2023-06-26
2023-07-03,46.20000076293945,46.20000076293945,47.79999923706055,45.20000076293945,47.0,427505,2023-07-03
2023-07-10,45.25,45.25,46.900001525878906,43.29999923706055,46.900001525878906,612948,2023-07-10
2023-07-17,45.54999923706055,45.54999923706055,46.0,44.0,45.0,480971,2023-07-17
2023-07-24,44.45000076293945,44.45000076293945,46.0,44.25,45.54999923706055,463081,2023-07-24
2023-07-31,44.04999923706055,44.04999923706055,45.45000076293945,42.900001525878906,44.54999923706055,353617,2023-07-31
2023-08-07,43.95000076293945,43.95000076293945,45.0,42.0,44.5,586502,2023-08-07
2023-08-14,43.150001525878906,43.150001525878906,44.29999923706055,41.0,44.29999923706055,477649,2023-08-14
2023-08-21,44.25,44.25,45.0,42.0,42.79999923706055,1355888,2023-08-21
2023-08-28,47.20000076293945,47.20000076293945,48.5,43.599998474121094,44.75,1662461,2023-08-28
2023-09-04,47.5,47.5,49.79999923706055,46.5,47.5,1395643,2023-09-04
2023-09-11,46.25,46.25,49.29999923706055,45.400001525878906,49.29999923706055,679933,2023-09-11
2023-09-18,46.0,46.0,47.0,44.54999923706055,47.0,359619,2023-09-18
2023-09-25,53.29999923706055,53.29999923706055,55.75,46.0,48.0,12144445,2023-09-25
2023-10-02,54.79999923706055,54.79999923706055,56.45000076293945,50.20000076293945,53.29999923706055,5383333,2023-10-02
2023-10-09,56.650001525878906,56.650001525878906,59.70000076293945,52.79999923706055,53.900001525878906,10446554,2023-10-09
2023-10-16,52.70000076293945,52.70000076293945,57.0,51.5,56.20000076293945,3288947,2023-10-16
2023-10-23,49.849998474121094,49.849998474121094,52.70000076293945,44.20000076293945,52.70000076293945,2434559,2023-10-23
2023-10-30,50.650001525878906,50.650001525878906,52.75,48.400001525878906,49.79999923706055,1048051,2023-10-30
2023-11-06,46.95000076293945,46.95000076293945,51.79999923706055,46.54999923706055,51.349998474121094,1665057,2023-11-06
2023-11-13,46.79999923706055,46.79999923706055,48.599998474121094,45.650001525878906,48.599998474121094,845906,2023-11-13
2023-11-20,46.95000076293945,46.95000076293945,49.25,44.349998474121094,47.45000076293945,1999409,2023-11-20
2023-11-27,46.5,46.5,47.900001525878906,45.150001525878906,46.95000076293945,831482,2023-11-27
2023-12-04,45.599998474121094,45.599998474121094,47.150001525878906,44.5,47.04999923706055,1503578,2023-12-04
2023-12-11,45.599998474121094,45.599998474121094,46.849998474121094,44.599998474121094,46.099998474121094,1193202,2023-12-11
2023-12-18,46.5,46.5,47.75,45.04999923706055,45.900001525878906,2057673,2023-12-18
2023-12-25,46.25,46.25,47.20000076293945,44.5,46.5,1435492,2023-12-25
2024-01-01,48.54999923706055,48.54999923706055,50.79999923706055,44.900001525878906,46.5,3955901,2024-01-01
2024-01-08,50.900001525878906,50.900001525878906,53.0,48.45000076293945,49.45000076293945,4712746,2024-01-08
2024-01-15,46.79999923706055,46.79999923706055,51.099998474121094,45.29999923706055,50.900001525878906,1438225,2024-01-15
2024-01-22,45.349998474121094,45.349998474121094,48.400001525878906,44.5,46.79999923706055,756866,2024-01-22
2024-01-29,46.45000076293945,46.45000076293945,47.70000076293945,45.45000076293945,45.5,1819040,2024-01-29
2024-02-05,47.400001525878906,47.400001525878906,52.75,45.849998474121094,46.5,5816266,2024-02-05
2024-02-12,44.70000076293945,44.70000076293945,48.400001525878906,39.400001525878906,47.04999923706055,2254467,2024-02-12
2024-02-19,42.79999923706055,42.79999923706055,45.5,42.349998474121094,44.95000076293945,1042317,2024-02-19
2024-02-26,41.79999923706055,41.79999923706055,45.25,40.29999923706055,42.349998474121094,883079,2024-02-26
2024-03-04,40.95000076293945,40.95000076293945,42.900001525878906,39.099998474121094,42.54999923706055,1043774,2024-03-04
2024-03-11,34.75,34.75,41.400001525878906,32.95000076293945,41.400001525878906,2529220,2024-03-11
2024-03-18,35.5,35.5,37.0,33.79999923706055,34.5,2083863,2024-03-18
2024-03-25,35.400001525878906,35.400001525878906,38.75,33.099998474121094,35.5,2559488,2024-03-25
2024-04-01,39.0,39.0,39.650001525878906,35.900001525878906,35.900001525878906,1448801,2024-04-01
2024-04-08,37.349998474121094,37.349998474121094,39.5,36.70000076293945,39.0,437455,2024-04-08
2024-04-15,35.79999923706055,35.79999923706055,38.45000076293945,34.79999923706055,37.0,666060,2024-04-15
2024-04-22,38.650001525878906,38.650001525878906,40.25,35.599998474121094,36.5,1227095,2024-04-22
2024-04-29,38.400001525878906,38.400001525878906,41.79999923706055,38.0,38.79999923706055,1210398,2024-04-29
2024-05-06,36.849998474121094,36.849998474121094,39.599998474121094,36.25,39.400001525878906,846303,2024-05-06
2024-05-13,38.099998474121094,38.099998474121094,39.099998474121094,36.0,37.0,846265,2024-05-13
2024-05-20,35.650001525878906,35.650001525878906,38.650001525878906,35.400001525878906,37.70000076293945,830693,2024-05-20
2024-05-27,33.349998474121094,33.349998474121094,35.400001525878906,33.20000076293945,35.0,813785,2024-05-27
2024-06-03,33.900001525878906,33.900001525878906,34.75,28.600000381469727,34.04999923706055,1023510,2024-06-03
2024-06-10,34.380001068115234,34.380001068115234,35.849998474121094,34.0,34.4900016784668,1430873,2024-06-10
2024-06-17,40.7599983215332,40.7599983215332,42.95000076293945,33.5,34.380001068115234,6049742,2024-06-17
2024-06-24,39.70000076293945,39.70000076293945,43.70000076293945,39.0,41.0,3342959,2024-06-24
2024-07-01,43.720001220703125,43.720001220703125,45.75,37.88999938964844,39.900001525878906,5531747,2024-07-01
2024-07-08,49.88999938964844,49.88999938964844,51.150001525878906,44.560001373291016,45.099998474121094,9430374,2024-07-08
2024-07-15,46.45000076293945,46.45000076293945,52.400001525878906,45.33000183105469,50.0,5132386,2024-07-15
2024-07-22,46.689998626708984,46.689998626708984,47.70000076293945,44.70000076293945,46.400001525878906,1039915,2024-07-22
2024-07-29,44.599998474121094,44.599998474121094,48.400001525878906,44.119998931884766,47.099998474121094,789609,2024-07-29
2024-08-05,46.06999969482422,46.06999969482422,46.06999969482422,42.369998931884766,43.54999923706055,1170745,2024-08-05
2024-08-12,44.72999954223633,44.72999954223633,47.0,42.0,45.70000076293945,672215,2024-08-12
2024-08-19,46.5,46.5,47.0,45.0,45.5,1092586,2024-08-19
2024-08-26,44.7599983215332,44.7599983215332,48.0,43.5,46.0,832430,2024-08-26
2024-09-02,43.47999954223633,43.47999954223633,44.9900016784668,42.65999984741211,44.900001525878906,576281,2024-09-02
2024-09-09,43.06999969482422,43.06999969482422,44.400001525878906,42.900001525878906,44.0,306305,2024-09-09
2024-09-16,43.459999084472656,43.459999084472656,44.5,40.400001525878906,43.400001525878906,563106,2024-09-16
2024-09-23,46.849998474121094,46.849998474121094,48.709999084472656,42.9900016784668,43.9900016784668,2359364,2024-09-23
2024-09-30,43.20000076293945,43.20000076293945,45.90999984741211,43.20000076293945,45.90999984741211,188859,2024-09-30
2024-10-07,44.0,44.0,44.310001373291016,41.47999954223633,42.33000183105469,205870,2024-10-07
2024-10-14,41.38999938964844,41.38999938964844,44.880001068115234,41.38999938964844,44.880001068115234,103374,2024-10-14
2024-10-21,39.689998626708984,39.689998626708984,40.560001373291016,38.939998626708984,40.560001373291016,179677,2024-10-21
2024-10-28,43.2599983215332,43.2599983215332,43.2599983215332,38.220001220703125,38.88999938964844,264588,2024-10-28
2024-11-04,38.7400016784668,38.7400016784668,43.650001525878906,38.099998474121094,42.54999923706055,455650,2024-11-04
2024-11-11,38.59000015258789,38.59000015258789,40.75,35.52000045776367,39.38999938964844,456374,2024-11-11
2024-11-18,43.61000061035156,43.61000061035156,45.38999938964844,37.810001373291016,39.63999938964844,1543990,2024-11-18
2024-11-25,46.15999984741211,46.15999984741211,48.11000061035156,41.5,43.9900016784668,3762155,2024-11-25
2024-12-02,47.310001373291016,47.310001373291016,49.0,44.529998779296875,45.70000076293945,4739766,2024-12-02
2024-12-09,49.5,49.5,53.20000076293945,46.0099983215332,46.400001525878906,11172651,2024-12-09
2024-12-16,45.70000076293945,45.70000076293945,50.70000076293945,44.970001220703125,50.400001525878906,2699263,2024-12-16
2024-12-23,48.43000030517578,48.43000030517578,51.849998474121094,46.040000915527344,46.09000015258789,4934225,2024-12-23
2024-12-30,46.790000915527344,46.790000915527344,49.349998474121094,43.9900016784668,49.0,5626702,2024-12-30
2025-01-06,41.099998474121094,41.099998474121094,47.04999923706055,40.220001220703125,47.04999923706055,922314,2025-01-06
2025-01-13,43.04999923706055,43.04999923706055,43.150001525878906,37.5,40.939998626708984,598833,2025-01-13
2025-01-20,41.189998626708984,41.189998626708984,44.9900016784668,40.31999969482422,43.0,351854,2025-01-20
2025-01-27,41.779998779296875,41.779998779296875,43.25,36.63999938964844,41.25,699590,2025-01-27
2025-02-03,40.0,40.0,42.5099983215332,37.720001220703125,42.0,436877,2025-02-03
2025-02-10,36.47999954223633,36.47999954223633,41.0,35.29999923706055,39.099998474121094,614094,2025-02-10
2025-02-17,35.31999969482422,35.31999969482422,37.189998626708984,33.939998626708984,36.47999954223633,634276,2025-02-17
2025-02-24,32.33000183105469,32.33000183105469,37.0,31.0,35.5,380593,2025-02-24
2025-03-03,32.060001373291016,32.060001373291016,34.0099983215332,31.510000228881836,32.97999954223633,1032035,2025-03-03
2025-03-10,29.81999969482422,29.81999969482422,32.470001220703125,28.860000610351562,32.06999969482422,831393,2025-03-10
2025-03-17,30.950000762939453,30.950000762939453,32.25,28.010000228881836,30.399999618530273,1273382,2025-03-17
2025-03-24,28.190000534057617,28.190000534057617,32.220001220703125,28.0,30.600000381469727,1809090,2025-03-24
2025-03-31,34.540000915527344,34.540000915527344,37.41999816894531,28.190000534057617,28.190000534057617,10118367,2025-03-31
2025-04-07,37.75,37.75,39.0,29.0,32.0,5303609,2025-04-07
2025-04-14,38.529998779296875,38.529998779296875,42.5,37.75,37.75,3327872,2025-04-14
2025-04-21,37.380001068115234,37.380001068115234,39.400001525878906,36.5,39.400001525878906,552066,2025-04-21
2025-04-28,36.400001525878906,36.400001525878906,37.41999816894531,35.5,37.380001068115234,254940,2025-04-28
2025-05-05,36.43000030517578,36.43000030517578,37.0,33.08000183105469,36.0,331757,2025-05-05
2025-05-12,41.349998474121094,41.349998474121094,42.0,34.599998474121094,35.5,818735,2025-05-12
2025-05-19,43.290000915527344,43.290000915527344,43.5,39.099998474121094,41.5,860034,2025-05-19
2025-05-26,40.59000015258789,40.59000015258789,45.099998474121094,40.08000183105469,44.5,412960,2025-05-26
2025-06-02,42.18000030517578,42.18000030517578,43.0,39.7599983215332,40.97999954223633,772890,2025-06-02
2025-06-09,40.369998931884766,40.369998931884766,43.0,38.0,42.0,494468,2025-06-09
2025-06-16,40.970001220703125,40.970001220703125,41.5,38.560001373291016,40.16999816894531,901616,2025-06-16
2025-06-23,39.849998474121094,39.849998474121094,43.38999938964844,39.459999084472656,40.27000045776367,4006410,2025-06-23
2025-06-30,40.290000915527344,40.290000915527344,41.38999938964844,39.70000076293945,40.2599983215332,461903,2025-06-30
2025-07-07,43.2400016784668,43.2400016784668,44.29999923706055,40.08000183105469,40.290000915527344,6364337,2025-07-07
2025-07-14,41.970001220703125,41.970001220703125,44.2400016784668,41.11000061035156,43.5,883879,2025-07-14
