Date,Adj Close_VIPCLOTHNG.NS,Close_VIPCLOTHNG.NS,High_VIPCLOTHNG.NS,Low_VIPCLOTHNG.NS,Open_VIPCLOTHNG.NS,Volume_VIPCLOTHNG.NS,Date
2020-07-13,7.400000095367432,7.400000095367432,7.949999809265137,6.849999904632568,7.699999809265137,87022,2020-07-13
2020-07-20,6.650000095367432,6.650000095367432,7.75,6.650000095367432,7.400000095367432,316887,2020-07-20
2020-07-27,6.400000095367432,6.400000095367432,6.849999904632568,5.800000190734863,6.650000095367432,290858,2020-07-27
2020-08-03,6.349999904632568,6.349999904632568,6.699999809265137,6.099999904632568,6.5,257251,2020-08-03
2020-08-10,7.349999904632568,7.349999904632568,7.349999904632568,6.050000190734863,6.599999904632568,293475,2020-08-10
2020-08-17,8.649999618530273,8.649999618530273,8.649999618530273,7.349999904632568,7.699999809265137,451559,2020-08-17
2020-08-24,9.899999618530273,9.899999618530273,9.949999809265137,8.600000381469727,9.050000190734863,1036989,2020-08-24
2020-08-31,10.149999618530273,10.149999618530273,10.199999809265137,8.550000190734863,10.199999809265137,857687,2020-08-31
2020-09-07,11.350000381469727,11.350000381469727,12.449999809265137,10.199999809265137,10.550000190734863,1384083,2020-09-07
2020-09-14,10.449999809265137,10.449999809265137,12.449999809265137,10.449999809265137,11.100000381469727,1547189,2020-09-14
2020-09-21,9.75,9.75,10.449999809265137,8.850000381469727,10.149999618530273,415401,2020-09-21
2020-09-28,9.949999809265137,9.949999809265137,10.600000381469727,9.600000381469727,10.199999809265137,195257,2020-09-28
2020-10-05,8.699999809265137,8.699999809265137,10.25,8.550000190734863,10.25,253295,2020-10-05
2020-10-12,8.899999618530273,8.899999618530273,9.5,8.550000190734863,8.600000381469727,167949,2020-10-12
2020-10-19,9.350000381469727,9.350000381469727,9.600000381469727,8.600000381469727,9.199999809265137,163401,2020-10-19
2020-10-26,8.949999809265137,8.949999809265137,9.550000190734863,8.75,9.350000381469727,108739,2020-10-26
2020-11-02,8.600000381469727,8.600000381469727,9.100000381469727,8.5,8.949999809265137,165200,2020-11-02
2020-11-09,9.75,9.75,9.75,8.300000190734863,8.600000381469727,171967,2020-11-09
2020-11-16,10.25,10.25,10.649999618530273,9.300000190734863,9.300000190734863,550025,2020-11-16
2020-11-23,10.550000190734863,10.550000190734863,10.949999809265137,9.850000381469727,10.25,625286,2020-11-23
2020-11-30,11.600000381469727,11.600000381469727,11.600000381469727,10.199999809265137,10.550000190734863,369258,2020-11-30
2020-12-07,11.300000190734863,11.300000190734863,13.0,11.199999809265137,12.149999618530273,807246,2020-12-07
2020-12-14,12.600000381469727,12.600000381469727,13.0,11.100000381469727,11.100000381469727,882822,2020-12-14
2020-12-21,12.600000381469727,12.600000381469727,13.0,11.350000381469727,12.800000190734863,736703,2020-12-21
2020-12-28,13.850000381469727,13.850000381469727,13.850000381469727,12.100000381469727,12.600000381469727,513743,2020-12-28
2021-01-04,17.450000762939453,17.450000762939453,17.450000762939453,14.149999618530273,14.350000381469727,1845397,2021-01-04
2021-01-11,15.850000381469727,15.850000381469727,18.299999237060547,15.0,18.299999237060547,1651509,2021-01-11
2021-01-18,14.25,14.25,16.200000762939453,14.25,16.0,415577,2021-01-18
2021-01-25,14.550000190734863,14.550000190734863,14.800000190734863,12.800000190734863,14.550000190734863,239781,2021-01-25
2021-02-01,14.5,14.5,15.149999618530273,13.850000381469727,13.850000381469727,234203,2021-02-01
2021-02-08,15.300000190734863,15.300000190734863,15.800000190734863,13.300000190734863,14.899999618530273,369130,2021-02-08
2021-02-15,14.350000381469727,14.350000381469727,15.75,14.300000190734863,15.600000381469727,472676,2021-02-15
2021-02-22,14.850000381469727,14.850000381469727,15.350000381469727,13.550000190734863,14.149999618530273,251631,2021-02-22
2021-03-01,13.949999809265137,13.949999809265137,15.199999809265137,13.800000190734863,15.149999618530273,358368,2021-03-01
2021-03-08,16.399999618530273,16.399999618530273,16.399999618530273,13.850000381469727,14.25,419723,2021-03-08
2021-03-15,14.399999618530273,14.399999618530273,16.75,13.800000190734863,16.75,382382,2021-03-15
2021-03-22,13.550000190734863,13.550000190734863,14.649999618530273,13.149999618530273,14.5,3716373,2021-03-22
2021-03-29,13.949999809265137,13.949999809265137,14.699999809265137,13.0,13.550000190734863,6372038,2021-03-29
2021-04-05,13.449999809265137,13.449999809265137,14.100000381469727,12.649999618530273,13.75,288880,2021-04-05
2021-04-12,12.949999809265137,12.949999809265137,13.649999618530273,12.199999809265137,13.649999618530273,259462,2021-04-12
2021-04-19,12.550000190734863,12.550000190734863,13.050000190734863,11.600000381469727,13.050000190734863,190014,2021-04-19
2021-04-26,12.949999809265137,12.949999809265137,13.850000381469727,12.25,12.649999618530273,343488,2021-04-26
2021-05-03,13.550000190734863,13.550000190734863,13.800000190734863,12.800000190734863,12.949999809265137,262462,2021-05-03
2021-05-10,14.0,14.0,14.899999618530273,13.550000190734863,13.75,638878,2021-05-10
2021-05-17,13.949999809265137,13.949999809265137,14.850000381469727,13.600000381469727,14.649999618530273,681693,2021-05-17
2021-05-24,16.5,16.5,17.049999237060547,14.0,14.350000381469727,2709563,2021-05-24
2021-05-31,18.25,18.25,18.299999237060547,15.75,16.799999237060547,2897698,2021-05-31
2021-06-07,17.5,17.5,19.100000381469727,16.700000762939453,19.100000381469727,1975322,2021-06-07
2021-06-14,16.5,16.5,18.299999237060547,16.100000381469727,17.5,649700,2021-06-14
2021-06-21,17.0,17.0,17.950000762939453,16.299999237060547,16.899999618530273,629300,2021-06-21
2021-06-28,16.049999237060547,16.049999237060547,18.299999237060547,15.800000190734863,17.25,1172479,2021-06-28
2021-07-05,16.5,16.5,17.950000762939453,15.800000190734863,16.399999618530273,1102065,2021-07-05
2021-07-12,20.100000381469727,20.100000381469727,20.399999618530273,16.200000762939453,16.200000762939453,5232289,2021-07-12
2021-07-19,24.25,24.25,24.25,20.600000381469727,21.100000381469727,17075372,2021-07-19
2021-07-26,23.399999618530273,23.399999618530273,27.600000381469727,23.399999618530273,25.149999618530273,6443018,2021-07-26
2021-08-02,21.75,21.75,25.700000762939453,20.649999618530273,22.600000381469727,1832957,2021-08-02
2021-08-09,19.5,19.5,22.700000762939453,18.600000381469727,21.75,1107812,2021-08-09
2021-08-16,17.5,17.5,20.0,17.100000381469727,19.950000762939453,677985,2021-08-16
2021-08-23,18.049999237060547,18.049999237060547,19.25,16.0,17.149999618530273,628186,2021-08-23
2021-08-30,17.700000762939453,17.700000762939453,19.0,17.149999618530273,18.450000762939453,539989,2021-08-30
2021-09-06,18.549999237060547,18.549999237060547,18.799999237060547,17.25,17.899999618530273,442599,2021-09-06
2021-09-13,18.75,18.75,19.5,18.0,19.200000762939453,431786,2021-09-13
2021-09-20,17.600000381469727,17.600000381469727,19.0,17.100000381469727,18.799999237060547,385989,2021-09-20
2021-09-27,17.5,17.5,17.75,16.299999237060547,17.049999237060547,457806,2021-09-27
2021-10-04,18.950000762939453,18.950000762939453,19.100000381469727,17.100000381469727,17.5,592865,2021-10-04
2021-10-11,17.25,17.25,19.100000381469727,17.0,18.950000762939453,1394656,2021-10-11
2021-10-18,16.850000381469727,16.850000381469727,17.75,16.600000381469727,17.600000381469727,819483,2021-10-18
2021-10-25,16.649999618530273,16.649999618530273,17.350000381469727,16.049999237060547,17.0,868553,2021-10-25
2021-11-01,19.799999237060547,19.799999237060547,19.799999237060547,16.600000381469727,17.100000381469727,574591,2021-11-01
2021-11-08,21.149999618530273,21.149999618530273,23.450000762939453,19.149999618530273,20.75,4778405,2021-11-08
2021-11-15,21.049999237060547,21.049999237060547,22.799999237060547,20.549999237060547,21.200000762939453,1941051,2021-11-15
2021-11-22,20.100000381469727,20.100000381469727,21.799999237060547,19.25,20.350000381469727,1674819,2021-11-22
2021-11-29,19.75,19.75,20.899999618530273,19.100000381469727,19.700000762939453,875253,2021-11-29
2021-12-06,20.299999237060547,20.299999237060547,20.700000762939453,19.049999237060547,19.700000762939453,800466,2021-12-06
2021-12-13,18.950000762939453,18.950000762939453,21.950000762939453,18.950000762939453,20.799999237060547,2397451,2021-12-13
2021-12-20,18.950000762939453,18.950000762939453,19.5,18.049999237060547,18.25,791959,2021-12-20
2021-12-27,23.25,23.25,23.25,18.75,19.0,2902220,2021-12-27
2022-01-03,23.350000381469727,23.350000381469727,24.25,21.75,24.25,4027621,2022-01-03
2022-01-10,25.149999618530273,25.149999618530273,27.649999618530273,23.549999237060547,24.450000762939453,5583458,2022-01-10
2022-01-17,29.899999618530273,29.899999618530273,31.399999618530273,25.649999618530273,25.899999618530273,8348986,2022-01-17
2022-01-24,26.25,26.25,30.649999618530273,25.700000762939453,29.950000762939453,2684260,2022-01-24
2022-01-31,27.549999237060547,27.549999237060547,27.549999237060547,23.799999237060547,26.799999237060547,1181365,2022-01-31
2022-02-07,25.899999618530273,25.899999618530273,28.25,23.649999618530273,28.25,1467630,2022-02-07
2022-02-14,23.600000381469727,23.600000381469727,26.5,23.549999237060547,25.149999618530273,1120529,2022-02-14
2022-02-21,22.450000762939453,22.450000762939453,24.5,20.5,23.700000762939453,2558042,2022-02-21
2022-02-28,23.75,23.75,24.75,21.399999618530273,22.899999618530273,1847761,2022-02-28
2022-03-07,25.850000381469727,25.850000381469727,26.399999618530273,22.600000381469727,23.450000762939453,885624,2022-03-07
2022-03-14,26.25,26.25,26.850000381469727,24.799999237060547,26.75,899338,2022-03-14
2022-03-21,25.5,25.5,26.899999618530273,24.649999618530273,26.149999618530273,689266,2022-03-21
2022-03-28,24.549999237060547,24.549999237060547,25.700000762939453,23.200000762939453,25.350000381469727,1058962,2022-03-28
2022-04-04,27.75,27.75,28.700000762939453,24.649999618530273,25.549999237060547,2109365,2022-04-04
2022-04-11,32.75,32.75,32.75,26.100000381469727,28.5,2996644,2022-04-11
2022-04-18,30.950000762939453,30.950000762939453,33.95000076293945,29.0,33.75,5769414,2022-04-18
2022-04-25,27.5,27.5,31.649999618530273,27.100000381469727,31.649999618530273,865043,2022-04-25
2022-05-02,26.350000381469727,26.350000381469727,28.600000381469727,25.350000381469727,27.850000381469727,394974,2022-05-02
2022-05-09,23.75,23.75,26.850000381469727,22.5,26.850000381469727,396985,2022-05-09
2022-05-16,24.600000381469727,24.600000381469727,25.700000762939453,23.100000381469727,23.799999237060547,218680,2022-05-16
2022-05-23,23.799999237060547,23.799999237060547,25.200000762939453,21.850000381469727,25.200000762939453,206064,2022-05-23
2022-05-30,25.049999237060547,25.049999237060547,25.649999618530273,23.200000762939453,24.600000381469727,285835,2022-05-30
2022-06-06,26.75,26.75,27.0,24.0,25.399999618530273,313829,2022-06-06
2022-06-13,22.0,22.0,26.350000381469727,21.399999618530273,26.0,277167,2022-06-13
2022-06-20,22.75,22.75,23.549999237060547,20.600000381469727,22.649999618530273,658205,2022-06-20
2022-06-27,23.75,23.75,24.25,22.049999237060547,23.450000762939453,371498,2022-06-27
2022-07-04,24.200000762939453,24.200000762939453,25.100000381469727,22.5,23.75,706488,2022-07-04
2022-07-11,23.200000762939453,23.200000762939453,24.549999237060547,22.799999237060547,24.549999237060547,290509,2022-07-11
2022-07-18,23.299999237060547,23.299999237060547,24.149999618530273,22.899999618530273,23.850000381469727,234845,2022-07-18
2022-07-25,23.0,23.0,23.950000762939453,22.100000381469727,23.0,523606,2022-07-25
2022-08-01,23.0,23.0,23.799999237060547,22.5,23.0,509264,2022-08-01
2022-08-08,23.100000381469727,23.100000381469727,24.399999618530273,22.600000381469727,23.200000762939453,544610,2022-08-08
2022-08-15,24.200000762939453,24.200000762939453,25.399999618530273,22.299999237060547,23.100000381469727,1129512,2022-08-15
2022-08-22,27.549999237060547,27.549999237060547,27.700000762939453,23.700000762939453,24.200000762939453,2270026,2022-08-22
2022-08-29,28.700000762939453,28.700000762939453,29.850000381469727,26.0,26.950000762939453,2396837,2022-08-29
2022-09-05,29.600000381469727,29.600000381469727,31.5,28.299999237060547,29.0,2942241,2022-09-05
2022-09-12,32.70000076293945,32.70000076293945,33.0,29.0,29.950000762939453,3798594,2022-09-12
2022-09-19,36.599998474121094,36.599998474121094,40.650001525878906,32.29999923706055,33.0,11412496,2022-09-19
2022-09-26,33.70000076293945,33.70000076293945,35.599998474121094,32.5,35.54999923706055,2845240,2022-09-26
2022-10-03,37.0,37.0,38.150001525878906,33.599998474121094,34.400001525878906,1483453,2022-10-03
2022-10-10,37.29999923706055,37.29999923706055,38.5,35.75,36.900001525878906,1576010,2022-10-10
2022-10-17,35.45000076293945,35.45000076293945,37.79999923706055,35.04999923706055,37.29999923706055,1503961,2022-10-17
2022-10-24,36.45000076293945,36.45000076293945,37.150001525878906,35.25,35.5,475087,2022-10-24
2022-10-31,35.04999923706055,35.04999923706055,37.29999923706055,34.599998474121094,36.45000076293945,666251,2022-10-31
2022-11-07,41.20000076293945,41.20000076293945,41.79999923706055,35.650001525878906,35.650001525878906,3601093,2022-11-07
2022-11-14,39.900001525878906,39.900001525878906,42.0,38.349998474121094,41.79999923706055,1541621,2022-11-14
2022-11-21,39.900001525878906,39.900001525878906,40.70000076293945,38.349998474121094,40.0,971610,2022-11-21
2022-11-28,39.150001525878906,39.150001525878906,40.400001525878906,38.04999923706055,39.900001525878906,1299044,2022-11-28
2022-12-05,49.900001525878906,49.900001525878906,49.900001525878906,40.150001525878906,41.099998474121094,8827173,2022-12-05
2022-12-12,54.54999923706055,54.54999923706055,57.650001525878906,51.599998474121094,52.349998474121094,8019867,2022-12-12
2022-12-19,44.29999923706055,44.29999923706055,56.150001525878906,44.29999923706055,55.79999923706055,5270696,2022-12-19
2022-12-26,49.04999923706055,49.04999923706055,49.79999923706055,42.25,43.79999923706055,4014496,2022-12-26
2023-01-02,47.45000076293945,47.45000076293945,50.900001525878906,45.349998474121094,49.0,2381791,2023-01-02
2023-01-09,46.599998474121094,46.599998474121094,48.0,45.20000076293945,47.45000076293945,1236932,2023-01-09
2023-01-16,45.650001525878906,45.650001525878906,46.599998474121094,44.5,46.599998474121094,1516711,2023-01-16
2023-01-23,42.900001525878906,42.900001525878906,46.5,42.349998474121094,45.95000076293945,852207,2023-01-23
