Date,Adj Close_TIMETECHNO.NS,Close_TIMETECHNO.NS,High_TIMETECHNO.NS,Low_TIMETECHNO.NS,Open_TIMETECHNO.NS,Volume_TIMETECHNO.NS,Date
2020-12-14,46.4161491394043,47.900001525878906,49.95000076293945,45.599998474121094,48.79999923706055,3218094,2020-12-14
2020-12-21,45.544029235839844,47.0,48.95000076293945,42.0,48.29999923706055,1901614,2020-12-21
2020-12-28,47.91813278198242,49.45000076293945,51.0,46.650001525878906,47.5,4153804,2020-12-28
2021-01-04,54.99199295043945,56.75,59.20000076293945,50.0,50.25,11440483,2021-01-04
2021-01-11,51.50351333618164,53.150001525878906,57.349998474121094,52.79999923706055,57.25,3462149,2021-01-11
2021-01-18,49.8077278137207,51.400001525878906,53.95000076293945,50.150001525878906,53.150001525878906,2414313,2021-01-18
2021-01-25,50.48603820800781,52.099998474121094,52.599998474121094,49.0,51.849998474121094,1390324,2021-01-25
2021-02-01,51.50351333618164,53.150001525878906,54.79999923706055,50.650001525878906,52.0,1783868,2021-02-01
2021-02-08,53.10239791870117,54.79999923706055,57.650001525878906,53.150001525878906,53.45000076293945,3617314,2021-02-08
2021-02-15,54.02296829223633,55.75,56.75,50.650001525878906,53.650001525878906,4220318,2021-02-15
2021-02-22,54.6043815612793,56.349998474121094,58.400001525878906,52.099998474121094,55.79999923706055,4030834,2021-02-22
2021-03-01,58.86807632446289,60.75,64.55000305175781,56.650001525878906,60.0,5664689,2021-03-01
2021-03-08,54.749732971191406,56.5,64.0,55.75,60.75,3959377,2021-03-08
2021-03-15,55.33115005493164,57.099998474121094,61.900001525878906,52.29999923706055,57.04999923706055,3021472,2021-03-15
2021-03-22,58.238216400146484,60.099998474121094,63.400001525878906,55.0,57.900001525878906,6573757,2021-03-22
2021-03-29,59.982452392578125,61.900001525878906,62.95000076293945,58.75,60.099998474121094,2723265,2021-03-29
2021-04-05,68.02533721923828,70.19999694824219,70.94999694824219,60.650001525878906,62.5,8466184,2021-04-05
2021-04-12,72.8219985961914,75.1500015258789,76.9000015258789,64.0,68.94999694824219,7642596,2021-04-12
2021-04-19,74.46932983398438,76.8499984741211,79.19999694824219,69.05000305175781,74.4000015258789,7983085,2021-04-19
2021-04-26,73.06424713134766,75.4000015258789,82.69999694824219,75.0,78.69999694824219,4150966,2021-04-26
2021-05-03,80.18655395507812,82.75,84.30000305175781,74.30000305175781,75.0,5771274,2021-05-03
2021-05-10,76.69808197021484,79.1500015258789,86.30000305175781,78.25,83.55000305175781,4545137,2021-05-10
2021-05-17,77.52174377441406,80.0,84.80000305175781,77.9000015258789,80.1500015258789,4100391,2021-05-17
2021-05-24,84.35336303710938,87.05000305175781,92.3499984741211,79.55000305175781,80.5,11555721,2021-05-24
2021-05-31,82.51222229003906,85.1500015258789,88.9000015258789,81.1500015258789,88.25,6331628,2021-05-31
2021-06-07,83.57813262939453,86.25,88.69999694824219,82.69999694824219,85.6500015258789,4029151,2021-06-07
2021-06-14,83.43278503417969,86.0999984741211,87.44999694824219,82.30000305175781,86.4000015258789,4051526,2021-06-14
2021-06-21,81.8823471069336,84.5,87.5,83.30000305175781,84.9000015258789,2426178,2021-06-21
2021-06-28,87.11506652832031,89.9000015258789,94.5,84.30000305175781,84.94999694824219,10161023,2021-06-28
2021-07-05,82.56066131591797,85.19999694824219,91.0,84.3499984741211,90.69999694824219,2442454,2021-07-05
2021-07-12,81.0102310180664,83.5999984741211,87.5,83.0999984741211,85.9000015258789,2715349,2021-07-12
2021-07-19,80.08966064453125,82.6500015258789,85.8499984741211,80.5,83.19999694824219,1739914,2021-07-19
2021-07-26,79.7020492553711,82.25,84.3499984741211,79.30000305175781,82.5,2826985,2021-07-26
2021-08-02,85.12857055664062,87.8499984741211,90.44999694824219,81.30000305175781,81.30000305175781,8900223,2021-08-02
2021-08-09,79.79894256591797,82.3499984741211,88.80000305175781,75.3499984741211,87.9000015258789,3291636,2021-08-09
2021-08-16,70.496337890625,72.75,82.25,71.55000305175781,82.25,2707600,2021-08-16
2021-08-23,71.99832153320312,74.30000305175781,76.94999694824219,67.05000305175781,73.8499984741211,4781728,2021-08-23
2021-08-30,69.91493225097656,72.1500015258789,78.75,71.80000305175781,74.69999694824219,4271578,2021-08-30
2021-09-06,68.7520980834961,70.94999694824219,73.1500015258789,70.75,72.69999694824219,1556703,2021-09-06
2021-09-13,71.80451965332031,74.0999984741211,74.69999694824219,70.4000015258789,70.94999694824219,2788437,2021-09-13
2021-09-20,69.67267608642578,71.9000015258789,74.75,69.69999694824219,74.75,2257898,2021-09-20
2021-09-27,69.32594299316406,70.8499984741211,72.9000015258789,69.80000305175781,72.5,2514468,2021-09-27
2021-10-04,69.3748779296875,70.9000015258789,72.5999984741211,70.0,71.19999694824219,1981228,2021-10-04
2021-10-11,74.31623077392578,75.94999694824219,78.25,69.3499984741211,71.3499984741211,7320476,2021-10-11
2021-10-18,70.40227508544922,71.94999694824219,77.6500015258789,70.69999694824219,76.5,2736387,2021-10-18
2021-10-25,67.76036071777344,69.25,72.5,67.19999694824219,71.9000015258789,1773755,2021-10-25
2021-11-01,70.50013732910156,72.05000305175781,72.94999694824219,68.25,70.25,1571680,2021-11-01
2021-11-08,73.68021392822266,75.30000305175781,77.0999984741211,70.19999694824219,72.69999694824219,5247537,2021-11-08
2021-11-15,78.13233947753906,79.8499984741211,92.69999694824219,75.19999694824219,76.30000305175781,24846711,2021-11-15
2021-11-22,75.93074035644531,77.5999984741211,84.94999694824219,76.5,80.5,9445038,2021-11-22
2021-11-29,75.00118255615234,76.6500015258789,79.30000305175781,73.0999984741211,76.19999694824219,4101007,2021-11-29
2021-12-06,72.50602722167969,74.0999984741211,77.4000015258789,71.6500015258789,77.0999984741211,6000694,2021-12-06
2021-12-13,71.6253890991211,73.19999694824219,81.69999694824219,72.9000015258789,74.9000015258789,7744506,2021-12-13
2021-12-20,69.61949157714844,71.1500015258789,73.6500015258789,69.1500015258789,71.69999694824219,3444026,2021-12-20
2021-12-27,74.36515808105469,76.0,77.25,70.1500015258789,71.1500015258789,4026658,2021-12-27
2022-01-03,75.97966766357422,77.6500015258789,79.30000305175781,74.5999984741211,76.5999984741211,5389070,2022-01-03
2022-01-10,76.12644958496094,77.80000305175781,80.75,76.19999694824219,78.0,4917739,2022-01-10
2022-01-17,84.34574890136719,86.19999694824219,94.0,77.80000305175781,78.9000015258789,20824897,2022-01-17
2022-01-24,84.8839111328125,86.75,93.5,79.44999694824219,87.05000305175781,12936153,2022-01-24
2022-01-31,83.12263488769531,84.94999694824219,88.9000015258789,81.3499984741211,87.80000305175781,7955011,2022-01-31
2022-02-07,72.60387420654297,74.19999694824219,81.3499984741211,73.25,79.75,11235490,2022-02-07
2022-02-14,73.3377456665039,74.94999694824219,80.55000305175781,71.25,73.9000015258789,6354788,2022-02-14
2022-02-21,66.39047241210938,67.8499984741211,75.6500015258789,63.0,75.6500015258789,3675679,2022-02-21
2022-02-28,70.89151763916016,72.44999694824219,76.19999694824219,66.75,68.25,4429749,2022-02-28
2022-03-07,70.6958236694336,72.25,75.3499984741211,66.55000305175781,70.0,2952644,2022-03-07
2022-03-14,70.45120239257812,72.0,74.5,70.0999984741211,72.44999694824219,2683457,2022-03-14
2022-03-21,68.05390930175781,69.55000305175781,74.5,68.75,73.5,4042582,2022-03-21
2022-03-28,68.2496109008789,69.75,71.19999694824219,63.599998474121094,69.55000305175781,6993485,2022-03-28
2022-04-04,81.26351165771484,83.05000305175781,84.0999984741211,69.0999984741211,69.0999984741211,15723634,2022-04-04
2022-04-11,81.75276184082031,83.55000305175781,88.4000015258789,80.0999984741211,84.25,10884596,2022-04-11
2022-04-18,97.65320587158203,99.80000305175781,104.30000305175781,82.0,83.9000015258789,38144672,2022-04-18
2022-04-25,94.2284927368164,96.30000305175781,105.19999694824219,91.05000305175781,100.0999984741211,12726766,2022-04-25
2022-05-02,98.87631225585938,101.05000305175781,108.0,91.5,95.6500015258789,22118461,2022-05-02
2022-05-09,88.60218048095703,90.55000305175781,109.4000015258789,88.0,100.5,18579121,2022-05-09
2022-05-16,97.11502838134766,99.25,100.30000305175781,86.5,91.25,12015095,2022-05-16
2022-05-23,92.27151489257812,94.30000305175781,100.30000305175781,88.30000305175781,100.0,10331732,2022-05-23
2022-05-30,99.16986083984375,101.3499984741211,109.69999694824219,98.1500015258789,100.0999984741211,18010955,2022-05-30
2022-06-06,113.55364990234375,116.05000305175781,117.6500015258789,95.69999694824219,101.80000305175781,35888851,2022-06-06
2022-06-13,96.52793884277344,98.6500015258789,112.94999694824219,93.6500015258789,112.0,24270300,2022-06-13
2022-06-20,100.49080657958984,102.69999694824219,104.6500015258789,88.8499984741211,99.5999984741211,20887258,2022-06-20
2022-06-27,102.301025390625,104.55000305175781,109.0,100.05000305175781,104.0,13071098,2022-06-27
2022-07-04,108.17195892333984,110.55000305175781,112.69999694824219,103.30000305175781,105.4000015258789,13476959,2022-07-04
2022-07-11,106.7042236328125,109.05000305175781,116.69999694824219,106.55000305175781,110.0,13165409,2022-07-11
2022-07-18,100.00157165527344,102.19999694824219,114.69999694824219,101.0,109.94999694824219,11535010,2022-07-18
2022-07-25,104.74725341796875,107.05000305175781,107.4000015258789,98.5,102.0,9337163,2022-07-25
2022-08-01,103.91551971435547,106.19999694824219,108.8499984741211,102.0999984741211,107.80000305175781,6160133,2022-08-01
2022-08-08,102.64348602294922,104.9000015258789,114.4000015258789,103.6500015258789,111.94999694824219,9348904,2022-08-08
2022-08-15,102.1053237915039,104.3499984741211,107.0,100.0999984741211,104.9000015258789,7648854,2022-08-15
2022-08-22,117.3208236694336,119.9000015258789,122.3499984741211,104.0,104.0,33160278,2022-08-22
2022-08-29,120.15845489501953,122.80000305175781,125.9000015258789,115.05000305175781,115.19999694824219,21632380,2022-08-29
2022-09-05,114.72782897949219,117.25,125.80000305175781,116.75,123.0999984741211,9299250,2022-09-05
2022-09-12,111.93913269042969,114.4000015258789,123.4000015258789,113.25,117.80000305175781,9361375,2022-09-12
2022-09-19,104.7961654663086,107.0999984741211,116.1500015258789,106.19999694824219,114.94999694824219,6442575,2022-09-19
2022-09-26,105.3905029296875,106.75,107.5999984741211,101.05000305175781,106.0,5638569,2022-09-26
2022-10-03,107.66120910644531,109.05000305175781,110.0,101.80000305175781,106.4000015258789,4446635,2022-10-03
2022-10-10,102.4287109375,103.75,113.0999984741211,102.0999984741211,107.8499984741211,5457346,2022-10-10
2022-10-17,96.75193786621094,98.0,104.4000015258789,97.4000015258789,103.3499984741211,3838551,2022-10-17
2022-10-24,98.72647094726562,100.0,103.19999694824219,98.5,98.94999694824219,2858683,2022-10-24
2022-10-31,102.4287109375,103.75,104.9000015258789,100.0999984741211,101.0,3670410,2022-10-31
2022-11-07,101.58953857421875,102.9000015258789,107.69999694824219,101.25,104.55000305175781,3006385,2022-11-07
2022-11-14,103.36660766601562,104.69999694824219,107.19999694824219,98.19999694824219,100.0,4742422,2022-11-14
2022-11-21,94.87613677978516,96.0999984741211,101.0,92.0,99.0,10711490,2022-11-21
2022-11-28,95.32040405273438,96.55000305175781,99.80000305175781,94.5,95.0,4896287,2022-11-28
2022-12-05,89.00191497802734,90.1500015258789,97.55000305175781,89.6500015258789,97.0999984741211,5965620,2022-12-05
2022-12-12,89.69298553466797,90.8499984741211,93.0999984741211,89.0999984741211,90.0,3605250,2022-12-12
2022-12-19,78.14199829101562,79.1500015258789,91.5999984741211,78.0,90.9000015258789,3935951,2022-12-19
2022-12-26,88.75509643554688,89.9000015258789,99.69999694824219,79.1500015258789,79.4000015258789,12398642,2022-12-26
2023-01-02,92.06243133544922,93.25,96.30000305175781,90.5,90.5,5069181,2023-01-02
2023-01-09,88.5576400756836,89.69999694824219,94.19999694824219,88.5,93.3499984741211,2707435,2023-01-09
2023-01-16,87.07674407958984,88.19999694824219,90.1500015258789,87.69999694824219,90.1500015258789,2739020,2023-01-16
2023-01-23,81.4493408203125,82.5,88.5,82.0,88.25,2498101,2023-01-23
2023-01-30,79.47480773925781,80.5,86.5,79.80000305175781,82.6500015258789,2284357,2023-01-30
2023-02-06,85.69457244873047,86.80000305175781,87.6500015258789,80.69999694824219,80.94999694824219,3114211,2023-02-06
2023-02-13,85.99075317382812,87.0999984741211,89.69999694824219,82.69999694824219,87.5999984741211,5902713,2023-02-13
2023-02-20,83.72004699707031,84.80000305175781,90.5,82.5,87.55000305175781,5741140,2023-02-20
2023-02-27,81.4493408203125,82.5,85.5999984741211,80.3499984741211,84.69999694824219,3520426,2023-02-27
2023-03-06,80.26461791992188,81.30000305175781,84.5,81.0,82.69999694824219,3025532,2023-03-06
2023-03-13,74.0942153930664,75.05000305175781,81.9000015258789,73.0999984741211,81.4000015258789,5620713,2023-03-13
2023-03-20,72.07032012939453,73.0,75.1500015258789,72.5,73.0,2976696,2023-03-20
2023-03-27,76.01937866210938,77.0,78.6500015258789,69.4000015258789,73.6500015258789,4125494,2023-03-27
2023-04-03,82.23915100097656,83.30000305175781,84.30000305175781,79.0,79.0,5937333,2023-04-03
2023-04-10,82.3872299194336,83.44999694824219,84.69999694824219,80.3499984741211,83.44999694824219,4406271,2023-04-10
2023-04-17,82.68341827392578,83.75,87.80000305175781,81.5,82.9000015258789,4506988,2023-04-17
2023-04-24,83.127685546875,84.19999694824219,86.05000305175781,81.0,84.0,5500783,2023-04-24
2023-05-01,80.51143646240234,81.55000305175781,87.55000305175781,81.19999694824219,84.19999694824219,4912448,2023-05-01
2023-05-08,79.96843719482422,81.0,83.9000015258789,80.55000305175781,81.94999694824219,4349381,2023-05-08
2023-05-15,80.85697174072266,81.9000015258789,83.5999984741211,80.19999694824219,81.0,5299716,2023-05-15
2023-05-22,85.15157318115234,86.25,88.30000305175781,81.4000015258789,82.30000305175781,13670869,2023-05-22
2023-05-29,104.30451202392578,105.6500015258789,108.19999694824219,86.55000305175781,87.0,41062107,2023-05-29
2023-06-05,102.62615966796875,103.94999694824219,109.5,102.1500015258789,105.6500015258789,31305290,2023-06-05
2023-06-12,114.62142181396484,116.0999984741211,118.5,104.0999984741211,104.5,30122929,2023-06-12
2023-06-19,117.58322143554688,119.0999984741211,123.55000305175781,114.19999694824219,116.5,20892958,2023-06-19
2023-06-26,117.3364028930664,118.8499984741211,126.69999694824219,117.0999984741211,119.1500015258789,21448572,2023-06-26
2023-07-03,125.97496795654297,127.5999984741211,131.39999389648438,117.5,119.94999694824219,34528828,2023-07-03
2023-07-10,131.2074737548828,132.89999389648438,137.6999969482422,127.44999694824219,127.5999984741211,32758716,2023-07-10
2023-07-17,134.95907592773438,136.6999969482422,140.64999389648438,132.4499969482422,133.39999389648438,17786359,2023-07-17
2023-07-24,134.36672973632812,136.10000610351562,140.6999969482422,134.3000030517578,137.0500030517578,8580531,2023-07-24
2023-07-31,135.35398864746094,137.10000610351562,142.6999969482422,135.1999969482422,136.10000610351562,12309321,2023-07-31
2023-08-07,131.45428466796875,133.14999389648438,144.4499969482422,132.1999969482422,138.10000610351562,16490760,2023-08-07
2023-08-14,137.1310577392578,138.89999389648438,140.8000030517578,129.5,133.14999389648438,9208831,2023-08-14
2023-08-21,137.2297821044922,139.0,151.0,137.5500030517578,139.89999389648438,15859407,2023-08-21
2023-08-28,143.9925537109375,145.85000610351562,155.10000610351562,139.9499969482422,140.60000610351562,18409369,2023-08-28
2023-09-04,141.77120971679688,143.60000610351562,149.4499969482422,139.8000030517578,146.8000030517578,8733111,2023-09-04
2023-09-11,154.8524627685547,156.85000610351562,161.0,138.60000610351562,144.8000030517578,21680646,2023-09-11
2023-09-18,152.8285675048828,154.8000030517578,158.6999969482422,150.0,155.8000030517578,8892764,2023-09-18
2023-09-25,150.1252899169922,150.85000610351562,161.6999969482422,150.10000610351562,154.8000030517578,8882965,2023-09-25
2023-10-02,145.39810180664062,146.10000610351562,154.60000610351562,144.35000610351562,150.85000610351562,4744218,2023-10-02
2023-10-09,149.37889099121094,150.10000610351562,151.1999969482422,140.10000610351562,142.6999969482422,7723609,2023-10-09
2023-10-16,157.39019775390625,158.14999389648438,163.60000610351562,146.5500030517578,150.14999389648438,13541376,2023-10-16
2023-10-23,158.1863555908203,158.9499969482422,160.8000030517578,142.64999389648438,158.0,11352904,2023-10-23
2023-10-30,163.5106658935547,164.3000030517578,169.25,158.3000030517578,159.5,12261615,2023-10-30
2023-11-06,167.3421630859375,168.14999389648438,169.64999389648438,159.85000610351562,166.3000030517578,11662236,2023-11-06
2023-11-13,170.178466796875,171.0,178.60000610351562,167.75,168.5500030517578,10654527,2023-11-13
2023-11-20,172.1688690185547,173.0,182.4499969482422,168.5,171.60000610351562,11106542,2023-11-20
2023-11-27,177.8414764404297,178.6999969482422,181.1999969482422,173.0,173.0,7901738,2023-11-27
2023-12-04,182.2700958251953,183.14999389648438,188.6999969482422,176.5,180.89999389648438,12671696,2023-12-04
2023-12-11,190.92831420898438,191.85000610351562,194.10000610351562,176.0500030517578,183.60000610351562,10814299,2023-12-11
2023-12-18,174.7066192626953,175.5500030517578,192.75,169.85000610351562,190.0,9929127,2023-12-18
2023-12-25,175.85108947753906,176.6999969482422,185.8000030517578,173.8000030517578,175.5500030517578,5615993,2023-12-25
2024-01-01,179.13523864746094,180.0,187.5500030517578,175.85000610351562,177.3000030517578,8466740,2024-01-01
2024-01-08,179.63282775878906,180.5,186.6999969482422,169.5500030517578,180.9499969482422,9124819,2024-01-08
2024-01-15,173.5621337890625,174.39999389648438,184.89999389648438,169.1999969482422,181.6999969482422,7967416,2024-01-15
2024-01-22,175.35348510742188,176.1999969482422,180.8000030517578,161.75,174.39999389648438,6731351,2024-01-22
2024-01-29,168.73544311523438,169.5500030517578,180.9499969482422,168.60000610351562,176.5,7079865,2024-01-29
2024-02-05,176.14964294433594,177.0,181.8000030517578,162.5500030517578,169.5,9257529,2024-02-05
2024-02-12,214.564208984375,215.60000610351562,224.4499969482422,171.8000030517578,179.0,39713357,2024-02-12
2024-02-19,212.32501220703125,213.35000610351562,233.89999389648438,211.60000610351562,216.8000030517578,13845519,2024-02-19
2024-02-26,217.9478759765625,219.0,227.6999969482422,209.14999389648438,214.89999389648438,8867893,2024-02-26
2024-03-04,212.42453002929688,213.4499969482422,229.39999389648438,203.4499969482422,223.4499969482422,7939521,2024-03-04
2024-03-11,207.99591064453125,209.0,223.64999389648438,189.25,214.39999389648438,9069199,2024-03-11
2024-03-18,219.2913818359375,220.35000610351562,223.6999969482422,192.10000610351562,211.0,11777885,2024-03-18
2024-03-25,248.4506072998047,249.64999389648438,263.95001220703125,220.35000610351562,220.35000610351562,15200330,2024-03-25
2024-04-01,259.2485046386719,260.5,272.70001220703125,248.3000030517578,252.8000030517578,8527589,2024-04-01
2024-04-08,267.3593444824219,268.6499938964844,278.8999938964844,256.1000061035156,260.95001220703125,6585677,2024-04-08
2024-04-15,263.3785400390625,264.6499938964844,271.29998779296875,252.0,266.95001220703125,5688463,2024-04-15
2024-04-22,271.3401184082031,272.6499938964844,283.0,264.29998779296875,268.0,5782724,2024-04-22
2024-04-29,273.4797668457031,274.79998779296875,283.95001220703125,265.79998779296875,274.8500061035156,6036289,2024-04-29
2024-05-06,263.2292785644531,264.5,290.3999938964844,248.89999389648438,277.5,6900970,2024-05-06
2024-05-13,285.0738220214844,286.45001220703125,293.3500061035156,253.0,264.8500061035156,7746822,2024-05-13
2024-05-20,268.7028503417969,270.0,300.0,267.3999938964844,289.1499938964844,6134987,2024-05-20
2024-05-27,274.1764221191406,275.5,279.70001220703125,261.0,270.0,9277188,2024-05-27
2024-06-03,279.500732421875,280.8500061035156,290.0,244.3000030517578,290.0,7438412,2024-06-03
2024-06-10,304.72894287109375,306.20001220703125,314.95001220703125,280.54998779296875,284.0,13710554,2024-06-10
2024-06-17,335.67950439453125,337.29998779296875,352.25,292.25,306.20001220703125,20457730,2024-06-17
2024-06-24,320.8511047363281,322.3999938964844,349.0,321.0,337.1000061035156,10114786,2024-06-24
2024-07-01,325.77734375,327.3500061035156,338.70001220703125,322.3999938964844,322.95001220703125,4060250,2024-07-01
2024-07-08,335.8288269042969,337.45001220703125,347.70001220703125,316.3999938964844,328.79998779296875,7585612,2024-07-08
2024-07-15,321.697021484375,323.25,362.5,322.0,341.95001220703125,9930975,2024-07-15
2024-07-22,335.7292785644531,337.3500061035156,345.6000061035156,307.3500061035156,321.0,6203520,2024-07-22
2024-07-29,330.0069274902344,331.6000061035156,351.0,329.54998779296875,339.8999938964844,5591060,2024-07-29
2024-08-05,325.6280517578125,327.20001220703125,330.0,303.25,310.3500061035156,6179104,2024-08-05
2024-08-12,383.399169921875,385.25,394.29998779296875,323.1000061035156,329.54998779296875,19369060,2024-08-12
2024-08-19,397.0830993652344,399.0,407.6499938964844,383.0,389.1000061035156,6515778,2024-08-19
2024-08-26,398.5758972167969,400.5,403.79998779296875,380.6000061035156,400.95001220703125,4870859,2024-08-26
2024-09-02,404.5968322753906,406.54998779296875,428.8500061035156,393.20001220703125,403.29998779296875,8892476,2024-09-02
2024-09-09,437.68707275390625,439.79998779296875,442.8500061035156,389.04998779296875,401.5,9406237,2024-09-09
2024-09-16,411.86175537109375,413.8500061035156,446.79998779296875,406.0,441.8999938964844,6882631,2024-09-16
2024-09-23,385.95001220703125,385.95001220703125,416.54998779296875,385.0,416.0,4850186,2024-09-23
2024-09-30,376.75,376.75,398.0,369.5,386.8999938964844,3315560,2024-09-30
2024-10-07,394.8500061035156,394.8500061035156,397.79998779296875,356.8999938964844,378.95001220703125,4988716,2024-10-07
2024-10-14,454.20001220703125,454.20001220703125,474.0,394.0,398.5,9933385,2024-10-14
2024-10-21,398.70001220703125,398.70001220703125,470.70001220703125,390.6499938964844,456.0,5052762,2024-10-21
2024-10-28,430.95001220703125,430.95001220703125,435.6499938964844,394.1000061035156,398.70001220703125,3838076,2024-10-28
2024-11-04,405.1000061035156,405.1000061035156,432.6499938964844,403.1000061035156,432.20001220703125,3537272,2024-11-04
2024-11-11,387.3999938964844,387.3999938964844,425.0,362.6499938964844,405.45001220703125,6547333,2024-11-11
2024-11-18,391.04998779296875,391.04998779296875,393.1499938964844,355.20001220703125,387.3999938964844,4526987,2024-11-18
2024-11-25,449.45001220703125,449.45001220703125,452.70001220703125,398.0,412.25,6301904,2024-11-25
2024-12-02,480.45001220703125,480.45001220703125,485.0,438.75,449.6000061035156,6759998,2024-12-02
2024-12-09,493.95001220703125,493.95001220703125,513.5499877929688,477.1000061035156,486.0,8477382,2024-12-09
2024-12-16,467.20001220703125,467.20001220703125,497.0,465.8999938964844,493.70001220703125,4132930,2024-12-16
2024-12-23,490.75,490.75,497.0,460.5,467.20001220703125,3801644,2024-12-23
2024-12-30,489.95001220703125,489.95001220703125,508.0,478.1000061035156,489.5,5460650,2024-12-30
2025-01-06,419.79998779296875,419.79998779296875,491.6000061035156,415.6000061035156,491.54998779296875,5017859,2025-01-06
2025-01-13,432.70001220703125,432.70001220703125,450.8500061035156,393.79998779296875,425.0,5637101,2025-01-13
2025-01-20,385.5,385.5,435.29998779296875,383.0,432.70001220703125,5936946,2025-01-20
2025-01-27,388.3999938964844,388.3999938964844,407.70001220703125,343.5,385.5,6178059,2025-01-27
2025-02-03,405.8999938964844,405.8999938964844,413.3500061035156,365.0,388.04998779296875,4805841,2025-02-03
2025-02-10,364.04998779296875,364.04998779296875,406.0,325.6499938964844,404.0,8843657,2025-02-10
2025-02-17,399.45001220703125,399.45001220703125,420.6000061035156,356.5,360.1000061035156,7146312,2025-02-17
2025-02-24,357.45001220703125,357.45001220703125,408.0,351.04998779296875,397.1499938964844,2785246,2025-02-24
2025-03-03,394.54998779296875,394.54998779296875,397.6000061035156,341.0,360.29998779296875,4934841,2025-03-03
2025-03-10,365.0,365.0,401.25,363.0,394.0,3233534,2025-03-10
2025-03-17,382.95001220703125,382.95001220703125,394.0,355.3500061035156,368.5,8746930,2025-03-17
2025-03-24,417.70001220703125,417.70001220703125,437.3500061035156,383.8500061035156,389.8500061035156,7623807,2025-03-24
2025-03-31,399.04998779296875,399.04998779296875,435.6000061035156,391.29998779296875,417.70001220703125,3450744,2025-03-31
2025-04-07,351.25,351.25,375.0,333.0,333.0,5579501,2025-04-07
2025-04-14,352.6499938964844,352.6499938964844,368.0,349.5,351.25,3438670,2025-04-14
2025-04-21,351.0,351.0,381.45001220703125,346.5,355.0,4250621,2025-04-21
2025-04-28,338.75,338.75,357.25,332.1499938964844,352.0,2471841,2025-04-28
2025-05-05,308.3500061035156,308.3500061035156,357.75,306.6000061035156,341.0,4532903,2025-05-05
2025-05-12,358.04998779296875,358.04998779296875,366.1499938964844,325.0,325.8500061035156,5660917,2025-05-12
2025-05-19,371.04998779296875,371.04998779296875,379.3999938964844,358.95001220703125,359.8999938964844,4405115,2025-05-19
2025-05-26,377.95001220703125,377.95001220703125,390.0,368.6499938964844,373.6000061035156,5463478,2025-05-26
2025-06-02,410.3999938964844,410.3999938964844,412.1000061035156,367.0,377.95001220703125,6845082,2025-06-02
2025-06-09,438.8500061035156,438.8500061035156,451.3999938964844,416.25,422.0,11562108,2025-06-09
2025-06-16,434.45001220703125,434.45001220703125,455.0,425.5,439.0,6013990,2025-06-16
2025-06-23,443.45001220703125,443.45001220703125,463.79998779296875,430.45001220703125,434.29998779296875,5974824,2025-06-23
