Date,Adj Close_WSI.NS,Close_WSI.NS,High_WSI.NS,Low_WSI.NS,Open_WSI.NS,Volume_WSI.NS,Date
2025-03-24,70.33000183105469,70.33000183105469,82.0,67.0,79.26000213623047,522677,2025-03-24
2025-03-31,71.95999908447266,71.95999908447266,75.98999786376953,68.0,70.33000183105469,93341,2025-03-31
2025-04-07,67.51000213623047,67.51000213623047,71.37999725341797,65.88999938964844,68.36000061035156,138104,2025-04-07
2025-04-14,70.13999938964844,70.13999938964844,72.98999786376953,67.51000213623047,67.51000213623047,174862,2025-04-14
2025-04-21,64.77999877929688,64.77999877929688,72.30000305175781,64.55000305175781,70.9000015258789,509178,2025-04-21
2025-04-28,70.0,70.0,74.4000015258789,63.2400016784668,63.54999923706055,225050,2025-04-28
2025-05-05,65.0,65.0,69.98999786376953,63.45000076293945,69.95999908447266,127447,2025-05-05
2025-05-12,74.22000122070312,74.22000122070312,74.75,65.0,66.1500015258789,196230,2025-05-12
2025-05-19,75.01000213623047,75.01000213623047,81.3499984741211,74.11000061035156,75.48999786376953,206083,2025-05-19
2025-05-26,68.69000244140625,68.69000244140625,73.5,68.69000244140625,73.5,80694,2025-05-26
2025-06-02,75.80999755859375,75.80999755859375,75.80999755859375,69.0,70.05999755859375,151454,2025-06-02
2025-06-09,77.05000305175781,77.05000305175781,78.69000244140625,72.80000305175781,74.29000091552734,246117,2025-06-09
2025-06-16,83.30000305175781,83.30000305175781,83.30000305175781,77.0,78.58999633789062,227888,2025-06-16
2025-06-23,91.94000244140625,91.94000244140625,91.94000244140625,83.30000305175781,84.95999908447266,91273,2025-06-23
2025-06-30,97.51000213623047,97.51000213623047,101.48999786376953,93.7699966430664,93.7699966430664,192981,2025-06-30
2025-07-07,93.0999984741211,93.0999984741211,97.0,92.01000213623047,95.55000305175781,111886,2025-07-07
2025-07-14,91.48999786376953,91.48999786376953,93.0999984741211,91.2300033569336,93.0999984741211,33917,2025-07-14
