Date,Adj Close_SURAJLTD.NS,Close_SURAJLTD.NS,High_SURAJLTD.NS,Low_SURAJLTD.NS,Open_SURAJLTD.NS,Volume_SURAJLTD.NS,Date
2024-08-26,314.3795471191406,315.54998779296875,349.8999938964844,300.04998779296875,345.0,30304,2024-08-26
2024-09-02,313.83160400390625,315.0,349.0,311.04998779296875,349.0,20401,2024-09-02
2024-09-09,461.93023681640625,463.6499938964844,478.8500061035156,300.0,315.0,589856,2024-09-09
2024-09-16,401.8539123535156,403.3500061035156,459.0,389.04998779296875,454.0,72904,2024-09-16
2024-09-23,456.7495422363281,458.45001220703125,458.45001220703125,393.0,418.8999938964844,11120,2024-09-23
2024-09-30,427.35894775390625,428.95001220703125,481.3500061035156,428.95001220703125,463.0,16256,2024-09-30
2024-10-07,457.2974853515625,459.0,459.0,420.3999938964844,435.0,20293,2024-10-07
2024-10-14,453.31231689453125,455.0,470.0,455.0,465.0,24892,2024-10-14
2024-10-21,435.37908935546875,437.0,464.0,436.79998779296875,455.0,5885,2024-10-21
2024-10-28,441.3568115234375,443.0,443.0,419.79998779296875,428.29998779296875,3223,2024-10-28
2024-11-04,439.314453125,440.95001220703125,450.0,440.0,443.54998779296875,10176,2024-11-04
2024-11-11,457.2974853515625,459.0,475.0,425.6000061035156,456.95001220703125,13254,2024-11-11
2024-11-18,434.4325866699219,436.04998779296875,470.0,415.0,470.0,10911,2024-11-18
2024-11-25,409.52532958984375,411.04998779296875,449.95001220703125,406.04998779296875,449.95001220703125,9074,2024-11-25
2024-12-02,418.5417785644531,420.1000061035156,434.3999938964844,395.04998779296875,407.0,10306,2024-12-02
2024-12-09,434.28314208984375,435.8999938964844,462.0,410.0,420.0,7662,2024-12-09
2024-12-16,507.361083984375,509.25,518.4500122070312,435.8999938964844,435.8999938964844,32851,2024-12-16
2024-12-23,518.0712280273438,520.0,522.0,492.0,502.0,12370,2024-12-23
2024-12-30,510.10089111328125,512.0,530.4000244140625,492.8999938964844,530.4000244140625,11260,2024-12-30
2025-01-06,513.0897827148438,515.0,522.0,504.70001220703125,512.0,1416,2025-01-06
2025-01-13,483.2010498046875,485.0,515.0,485.0,515.0,21613,2025-01-13
2025-01-20,459.1904296875,460.8999938964844,493.5,460.8999938964844,480.0,3217,2025-01-20
2025-01-27,423.423583984375,425.0,450.0,402.3999938964844,438.04998779296875,4461,2025-01-27
2025-02-03,402.8999938964844,404.3999938964844,439.0,400.0,425.0,7887,2025-02-03
2025-02-10,376.19940185546875,377.6000061035156,439.95001220703125,342.29998779296875,408.3999938964844,133403,2025-02-10
2025-02-17,348.04998779296875,348.04998779296875,409.95001220703125,325.95001220703125,409.95001220703125,156245,2025-02-17
2025-02-24,330.25,330.25,350.29998779296875,325.0,348.0,1231,2025-02-24
2025-03-03,415.8999938964844,415.8999938964844,425.0,297.25,329.0,257174,2025-03-03
2025-03-10,412.25,412.25,434.95001220703125,407.0,427.0,149493,2025-03-10
2025-03-17,404.1499938964844,404.1499938964844,414.70001220703125,392.0,413.95001220703125,21632,2025-03-17
2025-03-24,379.20001220703125,379.20001220703125,415.95001220703125,378.8999938964844,391.8999938964844,34842,2025-03-24
2025-03-31,384.1499938964844,384.1499938964844,392.0,370.5,379.20001220703125,2247,2025-03-31
2025-04-07,385.0,385.0,402.8500061035156,361.0,384.1000061035156,2718,2025-04-07
2025-04-14,406.3500061035156,406.3500061035156,414.95001220703125,368.1499938964844,380.04998779296875,84702,2025-04-14
2025-04-21,404.70001220703125,404.70001220703125,439.95001220703125,390.04998779296875,406.3500061035156,424629,2025-04-21
2025-04-28,404.3999938964844,404.3999938964844,422.70001220703125,367.8999938964844,399.8999938964844,408536,2025-04-28
2025-05-05,374.8500061035156,374.8500061035156,403.1499938964844,353.3500061035156,400.0,311534,2025-05-05
2025-05-12,400.75,400.75,417.5,377.0,377.0,241874,2025-05-12
2025-05-19,391.25,391.25,416.8999938964844,384.79998779296875,401.04998779296875,91218,2025-05-19
2025-05-26,374.8500061035156,374.8500061035156,439.95001220703125,364.3500061035156,395.3500061035156,168811,2025-05-26
2025-06-02,387.8500061035156,387.8500061035156,410.0,365.04998779296875,371.0,59052,2025-06-02
2025-06-09,378.1000061035156,378.1000061035156,389.70001220703125,364.20001220703125,389.70001220703125,27107,2025-06-09
2025-06-16,377.6000061035156,377.6000061035156,418.75,371.20001220703125,378.3500061035156,104142,2025-06-16
2025-06-23,397.6499938964844,397.6499938964844,424.3999938964844,373.8500061035156,376.3999938964844,342423,2025-06-23
2025-06-30,383.8999938964844,383.8999938964844,410.0,380.04998779296875,394.6000061035156,87973,2025-06-30
2025-07-07,374.3999938964844,374.3999938964844,389.3999938964844,373.0,379.75,9594,2025-07-07
2025-07-14,370.75,370.75,375.54998779296875,367.1000061035156,375.54998779296875,4140,2025-07-14
