Date,Adj Close_SANDHAR.NS,Close_SANDHAR.NS,High_SANDHAR.NS,Low_SANDHAR.NS,Open_SANDHAR.NS,Volume_SANDHAR.NS,Date
2021-05-17,233.2327423095703,239.14999389648438,263.3500061035156,204.10000610351562,207.39999389648438,1169638,2021-05-17
2021-05-24,240.15707397460938,246.25,259.04998779296875,231.0,242.0,1865172,2021-05-24
2021-05-31,235.91470336914062,241.89999389648438,252.1999969482422,232.3000030517578,249.0,365174,2021-05-31
2021-06-07,243.03408813476562,249.1999969482422,255.0,237.0,244.85000610351562,475326,2021-06-07
2021-06-14,233.03768920898438,238.9499969482422,253.9499969482422,231.25,252.60000610351562,214970,2021-06-14
2021-06-21,238.10902404785156,244.14999389648438,248.75,235.0500030517578,235.0500030517578,197750,2021-06-21
2021-06-28,240.30335998535156,246.39999389648438,252.0,240.0,247.0,270185,2021-06-28
2021-07-05,260.5887145996094,267.20001220703125,286.3999938964844,246.10000610351562,251.89999389648438,1550868,2021-07-05
2021-07-12,286.3842468261719,293.6499938964844,298.95001220703125,269.5,273.0,1264562,2021-07-12
2021-07-19,290.77294921875,298.1499938964844,317.04998779296875,292.20001220703125,297.95001220703125,763267,2021-07-19
2021-07-26,288.6273498535156,295.95001220703125,312.1499938964844,294.54998779296875,302.95001220703125,772763,2021-07-26
2021-08-02,269.80487060546875,276.6499938964844,308.0,269.1499938964844,298.5,1153654,2021-08-02
2021-08-09,271.6578674316406,278.54998779296875,286.95001220703125,246.5,275.0,581912,2021-08-09
2021-08-16,256.78521728515625,263.29998779296875,279.8999938964844,260.29998779296875,279.0,178081,2021-08-16
2021-08-23,252.6403350830078,259.04998779296875,270.0,247.85000610351562,269.75,230033,2021-08-23
2021-08-30,279.85003662109375,286.95001220703125,299.75,271.5,277.79998779296875,1123993,2021-08-30
2021-09-06,273.3158264160156,280.25,292.3500061035156,277.79998779296875,288.95001220703125,234530,2021-09-06
2021-09-13,286.3842468261719,293.6499938964844,333.0,273.0,281.0,2066364,2021-09-13
2021-09-20,279.2282409667969,285.29998779296875,295.95001220703125,267.0,290.5,310978,2021-09-20
2021-09-27,270.90911865234375,276.79998779296875,288.8500061035156,273.8500061035156,288.8500061035156,176181,2021-09-27
2021-10-04,279.8154296875,285.8999938964844,295.8500061035156,280.8999938964844,280.8999938964844,350628,2021-10-04
2021-10-11,292.9792175292969,299.3500061035156,322.0,284.20001220703125,287.6499938964844,632702,2021-10-11
2021-10-18,269.29425048828125,275.1499938964844,308.0,274.0,305.0,290515,2021-10-18
2021-10-25,265.0857849121094,270.8500061035156,287.45001220703125,267.3500061035156,282.0,152572,2021-10-25
2021-11-01,278.787841796875,284.8500061035156,292.0,271.04998779296875,277.75,281867,2021-11-01
2021-11-08,274.0899353027344,280.04998779296875,293.25,272.54998779296875,286.1499938964844,276418,2021-11-08
2021-11-15,270.811279296875,276.70001220703125,295.8999938964844,276.0,285.3999938964844,647901,2021-11-15
2021-11-22,251.9219970703125,257.3999938964844,280.0,251.10000610351562,276.0,211191,2021-11-22
2021-11-29,243.21141052246094,248.5,256.45001220703125,237.25,256.45001220703125,214369,2021-11-29
2021-12-06,263.5687255859375,269.29998779296875,272.0,245.0,247.25,168064,2021-12-06
2021-12-13,249.8177490234375,255.25,287.6499938964844,254.6999969482422,266.3500061035156,398863,2021-12-13
2021-12-20,244.58160400390625,249.89999389648438,264.0,245.0500030517578,251.0,202561,2021-12-20
2021-12-27,247.1262969970703,252.5,256.95001220703125,244.0,254.0,179803,2021-12-27
2022-01-03,249.76881408691406,255.1999969482422,266.8999938964844,252.3000030517578,257.0,484104,2022-01-03
2022-01-10,251.6773223876953,257.1499938964844,268.79998779296875,253.9499969482422,258.95001220703125,551148,2022-01-10
2022-01-17,234.89230346679688,240.0,259.8999938964844,238.25,258.5,365264,2022-01-17
2022-01-24,239.49227905273438,244.6999969482422,252.8000030517578,238.0,239.9499969482422,377832,2022-01-24
2022-01-31,242.62417602539062,247.89999389648438,261.75,242.25,251.89999389648438,463615,2022-01-31
2022-02-07,238.6114501953125,243.8000030517578,251.6999969482422,238.14999389648438,246.0,320343,2022-02-07
2022-02-14,234.4029541015625,239.5,255.3000030517578,226.0,240.0,236528,2022-02-14
2022-02-21,214.7796630859375,219.4499969482422,241.0,210.0500030517578,239.5,224765,2022-02-21
2022-02-28,209.10308837890625,213.64999389648438,228.1999969482422,212.4499969482422,220.0,91821,2022-02-28
2022-03-07,208.66265869140625,213.1999969482422,217.9499969482422,201.0,210.5,274559,2022-03-07
2022-03-14,216.63922119140625,221.35000610351562,224.9499969482422,210.0,217.5,146602,2022-03-14
2022-03-21,221.53282165527344,226.35000610351562,229.8000030517578,210.0,224.64999389648438,556107,2022-03-21
2022-03-28,222.8051300048828,227.64999389648438,228.10000610351562,210.0,222.5,305380,2022-03-28
2022-04-04,231.27105712890625,236.3000030517578,241.64999389648438,228.0,234.0,340785,2022-04-04
2022-04-11,236.3114471435547,241.4499969482422,245.0,234.25,236.3000030517578,113625,2022-04-11
2022-04-18,252.50924682617188,258.0,259.95001220703125,230.0,241.0,373069,2022-04-18
2022-04-25,249.37733459472656,254.8000030517578,264.0,245.75,259.8500061035156,230030,2022-04-25
2022-05-02,240.86248779296875,246.10000610351562,258.8500061035156,232.39999389648438,250.8000030517578,192424,2022-05-02
2022-05-09,222.6583251953125,227.5,247.85000610351562,220.4499969482422,247.85000610351562,124536,2022-05-09
2022-05-16,236.5072021484375,241.64999389648438,249.89999389648438,224.9499969482422,228.1999969482422,231381,2022-05-16
2022-05-23,234.011474609375,239.10000610351562,247.39999389648438,234.0,247.0,130565,2022-05-23
2022-05-30,233.7178497314453,238.8000030517578,244.4499969482422,234.0500030517578,242.0,101490,2022-05-30
2022-06-06,232.24977111816406,237.3000030517578,242.89999389648438,232.4499969482422,242.89999389648438,52845,2022-06-06
2022-06-13,227.0136260986328,231.9499969482422,239.89999389648438,226.0,235.1999969482422,117306,2022-06-13
2022-06-20,226.475341796875,231.39999389648438,235.75,221.0500030517578,233.9499969482422,62732,2022-06-20
2022-06-27,251.7262725830078,257.20001220703125,265.0,229.39999389648438,229.39999389648438,504509,2022-06-27
2022-07-04,245.21778869628906,250.5500030517578,264.70001220703125,248.1999969482422,258.0,386183,2022-07-04
2022-07-11,249.3284149169922,254.75,260.04998779296875,247.1999969482422,250.0,106904,2022-07-11
2022-07-18,236.9476318359375,242.10000610351562,258.95001220703125,241.3000030517578,254.0,337186,2022-07-18
2022-07-25,239.39442443847656,244.60000610351562,247.0500030517578,229.5,244.4499969482422,353192,2022-07-25
2022-08-01,236.36038208007812,241.5,264.0,237.25,242.6999969482422,577699,2022-08-01
2022-08-08,226.8668212890625,231.8000030517578,244.0,230.0,241.5,161794,2022-08-08
2022-08-15,229.75404357910156,234.75,239.5,231.35000610351562,231.8000030517578,186685,2022-08-15
2022-08-22,221.7285614013672,226.5500030517578,236.25,222.0,236.0,331967,2022-08-22
2022-08-29,220.06472778320312,224.85000610351562,232.0,219.0,222.9499969482422,385477,2022-08-29
2022-09-05,227.69873046875,232.64999389648438,236.0,221.64999389648438,227.9499969482422,361551,2022-09-05
2022-09-12,234.5497589111328,239.64999389648438,249.0,226.1999969482422,235.6999969482422,659798,2022-09-12
2022-09-19,233.82115173339844,236.60000610351562,247.35000610351562,231.10000610351562,239.0,322115,2022-09-19
2022-09-26,222.2091522216797,224.85000610351562,236.0,224.0,236.0,181447,2022-09-26
2022-10-03,226.21157836914062,228.89999389648438,230.0,220.0,224.85000610351562,127967,2022-10-03
2022-10-10,219.491455078125,222.10000610351562,230.85000610351562,218.0500030517578,228.60000610351562,119968,2022-10-10
2022-10-17,215.73609924316406,218.3000030517578,226.10000610351562,217.10000610351562,222.5,84679,2022-10-17
2022-10-24,222.6538848876953,225.3000030517578,226.5,215.39999389648438,217.0,73292,2022-10-24
2022-10-31,232.5364227294922,235.3000030517578,239.5500030517578,224.8000030517578,230.10000610351562,189572,2022-10-31
2022-11-07,225.32215881347656,228.0,238.39999389648438,224.10000610351562,236.0,260604,2022-11-07
2022-11-14,227.3975067138672,230.10000610351562,234.0,222.1999969482422,222.1999969482422,305953,2022-11-14
2022-11-21,226.26100158691406,228.9499969482422,232.5500030517578,220.5500030517578,229.10000610351562,353712,2022-11-21
2022-11-28,227.89163208007812,230.60000610351562,234.5,226.14999389648438,228.9499969482422,230729,2022-11-28
2022-12-05,225.61863708496094,228.3000030517578,233.5,226.60000610351562,228.0,93325,2022-12-05
2022-12-12,224.97625732421875,227.64999389648438,235.0,226.10000610351562,230.0,144965,2022-12-12
2022-12-19,216.6749267578125,219.25,234.5,215.25,225.10000610351562,191788,2022-12-19
2022-12-26,222.3079833984375,224.9499969482422,231.0,205.5500030517578,218.1999969482422,203639,2022-12-26
2023-01-02,228.58340454101562,231.3000030517578,232.39999389648438,220.10000610351562,226.9499969482422,283340,2023-01-02
2023-01-09,240.4424591064453,243.3000030517578,251.5,228.8000030517578,231.3000030517578,685120,2023-01-09
2023-01-16,234.21646118164062,237.0,248.3000030517578,236.0,243.3000030517578,355456,2023-01-16
2023-01-23,228.43515014648438,231.14999389648438,240.0,228.0500030517578,237.0,325643,2023-01-23
2023-01-30,227.5951385498047,230.3000030517578,235.0,225.0,230.85000610351562,127104,2023-01-30
2023-02-06,225.37158203125,228.0500030517578,241.25,224.75,233.0,171220,2023-02-06
2023-02-13,226.65631103515625,229.35000610351562,233.8000030517578,218.6999969482422,228.0500030517578,150960,2023-02-13
2023-02-20,217.4655303955078,220.0500030517578,232.1999969482422,219.10000610351562,230.10000610351562,87136,2023-02-20
2023-02-27,218.45379638671875,221.0500030517578,227.75,216.10000610351562,220.0500030517578,72163,2023-02-27
2023-03-06,218.45379638671875,221.0500030517578,227.5,218.0500030517578,224.0,84617,2023-03-06
2023-03-13,212.52426147460938,215.0500030517578,220.39999389648438,210.0,219.25,137894,2023-03-13
2023-03-20,212.62307739257812,215.14999389648438,222.0500030517578,211.10000610351562,220.5500030517578,103817,2023-03-20
2023-03-27,199.4792938232422,201.85000610351562,216.35000610351562,197.89999389648438,215.1999969482422,207548,2023-03-27
2023-04-03,198.0463104248047,200.39999389648438,204.5500030517578,190.0,195.0500030517578,198490,2023-04-03
2023-04-10,206.69354248046875,209.14999389648438,213.10000610351562,198.5500030517578,199.0,65426,2023-04-10
2023-04-17,200.61578369140625,203.0,211.9499969482422,200.14999389648438,211.25,57991,2023-04-17
2023-04-24,208.67005920410156,211.14999389648438,213.60000610351562,201.0,209.0,81386,2023-04-24
2023-05-01,211.48658752441406,214.0,219.89999389648438,208.8000030517578,211.14999389648438,47569,2023-05-01
2023-05-08,236.1435546875,238.9499969482422,243.39999389648438,214.25,214.60000610351562,246637,2023-05-08
2023-05-15,224.5809783935547,227.25,242.0,223.75,242.0,590086,2023-05-15
2023-05-22,246.0755157470703,249.0,250.39999389648438,228.1999969482422,231.25,1382007,2023-05-22
2023-05-29,279.2809143066406,282.6000061035156,287.0,246.6999969482422,250.0,2411363,2023-05-29
2023-06-05,284.6174621582031,288.0,296.0,273.04998779296875,284.95001220703125,1655212,2023-06-05
2023-06-12,289.2128601074219,292.6499938964844,303.5,287.0,289.6499938964844,1028915,2023-06-12
2023-06-19,311.1026916503906,314.79998779296875,323.8999938964844,292.45001220703125,292.8999938964844,1528300,2023-06-19
2023-06-26,312.8815612792969,316.6000061035156,324.3500061035156,310.25,318.3500061035156,756362,2023-06-26
2023-07-03,360.6142883300781,364.8999938964844,371.8500061035156,322.95001220703125,325.1000061035156,1807824,2023-07-03
2023-07-10,352.2635498046875,356.45001220703125,374.3500061035156,347.3999938964844,369.0,749028,2023-07-10
2023-07-17,341.49151611328125,345.54998779296875,369.5,343.79998779296875,357.0,764622,2023-07-17
2023-07-24,358.44012451171875,362.70001220703125,365.75,344.20001220703125,355.0,591199,2023-07-24
2023-07-31,362.9366760253906,367.25,379.95001220703125,346.0,368.3999938964844,613987,2023-07-31
2023-08-07,354.091796875,358.29998779296875,395.0,346.5,366.6000061035156,1296557,2023-08-07
2023-08-14,349.7928771972656,353.95001220703125,359.95001220703125,347.5,359.8999938964844,300092,2023-08-14
2023-08-21,397.4267578125,402.1499938964844,423.0,351.3999938964844,355.79998779296875,2525741,2023-08-21
2023-08-28,382.9488220214844,387.5,407.79998779296875,377.6000061035156,405.1000061035156,591076,2023-08-28
2023-09-04,395.99383544921875,400.70001220703125,408.1000061035156,382.0,389.70001220703125,712770,2023-09-04
2023-09-11,397.6738586425781,402.3999938964844,428.45001220703125,371.54998779296875,404.8999938964844,1115953,2023-09-11
2023-09-18,388.7098083496094,390.79998779296875,415.20001220703125,387.29998779296875,404.3999938964844,385871,2023-09-18
2023-09-25,404.1269226074219,406.29998779296875,409.3999938964844,386.6000061035156,390.79998779296875,313612,2023-09-25
2023-10-02,416.36114501953125,418.6000061035156,434.0,398.0,406.29998779296875,597696,2023-10-02
2023-10-09,401.590576171875,403.75,422.3500061035156,400.0,420.6000061035156,317612,2023-10-09
2023-10-16,390.7488708496094,392.8500061035156,416.20001220703125,388.75,402.25,277192,2023-10-16
2023-10-23,362.1028747558594,364.04998779296875,395.0,345.29998779296875,395.0,434892,2023-10-23
2023-10-30,384.731201171875,386.79998779296875,392.3500061035156,355.95001220703125,365.0,277902,2023-10-30
2023-11-06,407.5087585449219,409.70001220703125,429.29998779296875,389.0,391.70001220703125,886932,2023-11-06
2023-11-13,467.1878356933594,469.70001220703125,472.0,413.8500061035156,425.0,1367736,2023-11-13
2023-11-20,496.18194580078125,498.8500061035156,523.2999877929688,472.75,475.0,1811381,2023-11-20
2023-11-27,510.15679931640625,512.9000244140625,532.0,484.1000061035156,498.8500061035156,1022461,2023-11-27
2023-12-04,508.2669372558594,511.0,523.2000122070312,495.0,520.5999755859375,504882,2023-12-04
2023-12-11,511.4001159667969,514.1500244140625,527.4500122070312,491.0,508.0,768675,2023-12-11
2023-12-18,486.23541259765625,488.8500061035156,521.7000122070312,461.0,514.1500244140625,382500,2023-12-18
2023-12-25,490.5621643066406,493.20001220703125,507.0,477.95001220703125,488.8500061035156,290079,2023-12-25
2024-01-01,482.2070617675781,484.79998779296875,504.0,480.04998779296875,494.8999938964844,246566,2024-01-01
2024-01-08,474.6477355957031,477.20001220703125,491.5,467.0,484.79998779296875,447603,2024-01-08
2024-01-15,471.3653564453125,473.8999938964844,496.0,451.25,484.3500061035156,576301,2024-01-15
2024-01-22,459.67822265625,462.1499938964844,482.95001220703125,450.54998779296875,473.8999938964844,207810,2024-01-22
2024-01-29,461.7669982910156,464.25,490.95001220703125,456.95001220703125,464.8999938964844,364058,2024-01-29
2024-02-05,470.619384765625,473.1499938964844,501.04998779296875,431.5,464.25,1858270,2024-02-05
2024-02-12,538.802734375,541.7000122070312,560.0,452.1000061035156,479.0,1977018,2024-02-12
2024-02-19,536.1669311523438,539.0499877929688,590.0,525.0999755859375,585.0,1882821,2024-02-19
2024-02-26,519.5064697265625,522.2999877929688,557.4500122070312,511.1000061035156,540.0,1234603,2024-02-26
2024-03-04,507.96856689453125,510.70001220703125,539.9000244140625,499.0,534.0499877929688,499357,2024-03-04
2024-03-11,482.7043762207031,485.29998779296875,528.2000122070312,441.79998779296875,513.25,794774,2024-03-11
2024-03-18,495.4359436035156,498.1000061035156,508.45001220703125,467.3500061035156,485.29998779296875,519393,2024-03-18
2024-03-25,522.2417602539062,525.0499877929688,535.0,489.25,495.20001220703125,288611,2024-03-25
2024-04-01,509.2615966796875,512.0,538.7999877929688,500.1000061035156,532.25,491579,2024-04-01
2024-04-08,513.1407470703125,515.9000244140625,530.0,484.0,514.5,406031,2024-04-08
2024-04-15,523.5348510742188,526.3499755859375,548.7000122070312,491.45001220703125,509.6499938964844,1237754,2024-04-15
2024-04-22,505.5316467285156,508.25,535.25,505.0,525.7999877929688,405668,2024-04-22
2024-04-29,498.6685485839844,501.3500061035156,518.7000122070312,485.5,515.0,351463,2024-04-29
2024-05-06,483.8482666015625,486.45001220703125,507.20001220703125,474.04998779296875,507.20001220703125,262456,2024-05-06
2024-05-13,514.8814086914062,517.6500244140625,532.0,470.1499938964844,486.0,524809,2024-05-13
2024-05-20,560.38671875,563.4000244140625,575.0,510.04998779296875,521.75,2241502,2024-05-20
2024-05-27,527.2647705078125,530.0999755859375,567.7999877929688,512.0499877929688,567.4000244140625,615809,2024-05-27
2024-06-03,540.0460815429688,542.9500122070312,549.9000244140625,470.54998779296875,545.0,643606,2024-06-03
2024-06-10,559.39208984375,562.4000244140625,595.0,545.0,552.0,576418,2024-06-10
2024-06-17,561.4310913085938,564.4500122070312,588.2000122070312,551.6500244140625,562.4000244140625,433235,2024-06-17
2024-06-24,546.7599487304688,549.7000122070312,577.0,548.0,565.4500122070312,364782,2024-06-24
2024-07-01,571.7754516601562,574.8499755859375,628.9000244140625,555.0,559.7000122070312,2038394,2024-07-01
2024-07-08,593.2599487304688,596.4500122070312,612.0,543.7999877929688,576.2999877929688,2545616,2024-07-08
2024-07-15,571.278076171875,574.3499755859375,609.5,569.6500244140625,599.0,491211,2024-07-15
2024-07-22,643.3903198242188,646.8499755859375,657.5999755859375,550.0499877929688,569.4000244140625,814278,2024-07-22
2024-07-29,657.6138916015625,661.1500244140625,678.0,619.9500122070312,651.0999755859375,840467,2024-07-29
2024-08-05,654.828857421875,658.3499755859375,697.5,627.0,645.4000244140625,1290410,2024-08-05
2024-08-12,608.4780883789062,611.75,677.4000244140625,608.0999755859375,658.0,446066,2024-08-12
2024-08-19,635.980224609375,639.4000244140625,650.7999877929688,612.9000244140625,612.9000244140625,303302,2024-08-19
2024-08-26,604.996826171875,608.25,647.9500122070312,595.0,647.9500122070312,291019,2024-08-26
2024-09-02,613.1529541015625,616.4500122070312,648.7999877929688,585.0499877929688,608.25,785156,2024-09-02
2024-09-09,612.55615234375,615.8499755859375,633.75,603.0499877929688,616.4500122070312,268395,2024-09-09
2024-09-16,597.9845581054688,601.2000122070312,627.9000244140625,577.7999877929688,627.9000244140625,261566,2024-09-16
2024-09-23,558.6500244140625,558.6500244140625,603.9000244140625,557.0499877929688,601.2000122070312,414057,2024-09-23
2024-09-30,578.75,578.75,582.0,551.0,561.3499755859375,230846,2024-09-30
2024-10-07,574.4500122070312,574.4500122070312,604.75,548.0,579.0,950668,2024-10-07
2024-10-14,534.75,534.75,586.2999877929688,532.0,579.8499755859375,486168,2024-10-14
2024-10-21,491.1000061035156,491.1000061035156,544.2000122070312,482.95001220703125,534.75,957451,2024-10-21
2024-10-28,506.29998779296875,506.29998779296875,514.0,484.3999938964844,486.04998779296875,326780,2024-10-28
2024-11-04,486.1000061035156,486.1000061035156,523.75,479.1000061035156,508.45001220703125,410277,2024-11-04
2024-11-11,524.9000244140625,524.9000244140625,558.7000122070312,476.79998779296875,485.5,1877005,2024-11-11
2024-11-18,510.70001220703125,510.70001220703125,528.0,495.3999938964844,523.5999755859375,305439,2024-11-18
2024-11-25,526.7999877929688,526.7999877929688,531.9000244140625,515.0999755859375,525.0,295809,2024-11-25
2024-12-02,578.0499877929688,578.0499877929688,603.0,520.2999877929688,526.7999877929688,1918888,2024-12-02
2024-12-09,549.2000122070312,549.2000122070312,590.5,539.0999755859375,579.0999755859375,378622,2024-12-09
2024-12-16,535.7000122070312,535.7000122070312,561.75,526.5,551.0499877929688,333038,2024-12-16
2024-12-23,516.75,516.75,543.8499755859375,511.0,541.0499877929688,211164,2024-12-23
2024-12-30,512.5,512.5,527.7000122070312,492.1499938964844,515.0,296552,2024-12-30
2025-01-06,472.8500061035156,472.8500061035156,518.6500244140625,469.0,518.6500244140625,399622,2025-01-06
2025-01-13,465.54998779296875,465.54998779296875,471.8500061035156,440.1499938964844,465.0,339918,2025-01-13
2025-01-20,443.25,443.25,477.8500061035156,441.8999938964844,467.20001220703125,293321,2025-01-20
2025-01-27,459.75,459.75,469.79998779296875,402.0,440.1000061035156,435919,2025-01-27
2025-02-03,443.8500061035156,443.8500061035156,480.0,440.3500061035156,454.3500061035156,269447,2025-02-03
2025-02-10,369.3500061035156,369.3500061035156,452.70001220703125,360.04998779296875,440.5,700412,2025-02-10
2025-02-17,383.95001220703125,383.95001220703125,418.79998779296875,315.0,315.0,2035054,2025-02-17
2025-02-24,343.95001220703125,343.95001220703125,384.3999938964844,340.3500061035156,375.1000061035156,397378,2025-02-24
2025-03-03,384.45001220703125,384.45001220703125,391.0,329.0,344.04998779296875,878353,2025-03-03
2025-03-10,341.70001220703125,341.70001220703125,389.6499938964844,339.54998779296875,389.04998779296875,432835,2025-03-10
2025-03-17,401.3999938964844,401.3999938964844,405.0,341.0,343.0,1210099,2025-03-17
2025-03-24,380.70001220703125,380.70001220703125,427.3999938964844,376.0,409.0,1097593,2025-03-24
2025-03-31,381.04998779296875,381.04998779296875,409.45001220703125,375.04998779296875,380.70001220703125,351502,2025-03-31
2025-04-07,365.3500061035156,365.3500061035156,385.20001220703125,342.1499938964844,345.0,400767,2025-04-07
2025-04-14,395.5,395.5,399.79998779296875,365.3500061035156,365.3500061035156,235721,2025-04-14
2025-04-21,394.1000061035156,394.1000061035156,419.75,381.5,393.29998779296875,354367,2025-04-21
2025-04-28,372.1499938964844,372.1499938964844,396.29998779296875,365.0,388.1499938964844,264145,2025-04-28
2025-05-05,372.29998779296875,372.29998779296875,389.04998779296875,355.1000061035156,371.04998779296875,286160,2025-05-05
2025-05-12,430.45001220703125,430.45001220703125,432.3999938964844,382.0,382.0,516768,2025-05-12
2025-05-19,459.75,459.75,466.20001220703125,425.3999938964844,434.6499938964844,1334355,2025-05-19
2025-05-26,517.7999877929688,517.7999877929688,539.2000122070312,470.0,470.0,2426884,2025-05-26
2025-06-02,513.25,513.25,531.0,505.95001220703125,520.0,409118,2025-06-02
2025-06-09,534.7000122070312,534.7000122070312,558.4500122070312,501.0,517.75,1093577,2025-06-09
2025-06-16,553.6500244140625,553.6500244140625,573.7000122070312,510.04998779296875,545.0,1277222,2025-06-16
2025-06-23,543.5999755859375,543.5999755859375,560.0,534.0999755859375,549.5,769758,2025-06-23
2025-06-30,530.2000122070312,530.2000122070312,551.6500244140625,522.0999755859375,547.7000122070312,319768,2025-06-30
2025-07-07,507.29998779296875,507.29998779296875,537.5999755859375,504.95001220703125,537.5999755859375,287704,2025-07-07
2025-07-14,522.75,522.75,526.0,505.29998779296875,512.0,141289,2025-07-14
