Date,Adj Close_BTML.NS,Close_BTML.NS,High_BTML.NS,Low_BTML.NS,Open_BTML.NS,Volume_BTML.NS,Date
2020-11-09,1.5504854917526245,1.5603079795837402,1.5603079795837402,1.5603079795837402,1.5603079795837402,69217,2020-11-09
2020-11-16,1.5504854917526245,1.5603079795837402,1.5603079795837402,1.5603079795837402,1.5603079795837402,0,2020-11-16
2020-11-23,1.5487624406814575,1.5585739612579346,1.6643279790878296,1.4389499425888062,1.4389499425888062,484519,2020-11-23
2020-11-30,1.5487624406814575,1.5585739612579346,1.5585739612579346,1.5585739612579346,1.5585739612579346,0,2020-11-30
2020-12-07,1.464347243309021,1.4736239910125732,1.5594409704208374,1.4060109853744507,1.5585739612579346,207651,2020-12-07
2020-12-14,1.464347243309021,1.4736239910125732,1.4736239910125732,1.4736239910125732,1.4736239910125732,0,2020-12-14
2020-12-21,1.4798520803451538,1.489227056503296,1.4900939464569092,1.1875669956207275,1.4736239910125732,761387,2020-12-21
2020-12-28,1.3334176540374756,1.3418649435043335,1.5169659852981567,1.230908989906311,1.489227056503296,1799643,2020-12-28
2021-01-04,1.4798520803451538,1.489227056503296,1.490960955619812,1.282920002937317,1.282920002937317,1176689,2021-01-04
2021-01-11,1.356674313545227,1.3652689456939697,1.3652689456939697,1.336663007736206,1.336663007736206,207651,2021-01-11
2021-01-18,1.3437542915344238,1.3522670269012451,1.3696030378341675,1.2655830383300781,1.3652689456939697,207651,2021-01-18
2021-01-25,1.2679524421691895,1.2759850025177002,1.4562870264053345,1.2655830383300781,1.2655830383300781,207651,2021-01-25
2021-02-01,1.317911982536316,1.326261043548584,1.326261043548584,1.2569140195846558,1.2759850025177002,207651,2021-02-01
2021-02-08,1.3437542915344238,1.3522670269012451,1.3869400024414062,1.2577810287475586,1.326261043548584,553736,2021-02-08
2021-02-15,1.3049918413162231,1.3132590055465698,1.3834730386734009,1.3132590055465698,1.3834730386734009,207651,2021-02-15
2021-02-22,1.3136051893234253,1.3219269514083862,1.3817390203475952,1.266450047492981,1.266450047492981,207651,2021-02-22
2021-03-01,1.2317746877670288,1.2395780086517334,1.3696030378341675,1.2395780086517334,1.3219269514083862,692170,2021-03-01
2021-03-08,1.317911982536316,1.326261043548584,1.326261043548584,1.230908989906311,1.2395780086517334,484519,2021-03-08
2021-03-15,1.2920706272125244,1.3002560138702393,1.4562870264053345,1.266450047492981,1.326261043548584,415302,2021-03-15
2021-03-22,1.412664771080017,1.4216140508651733,1.488360047340393,1.1104190349578857,1.3002560138702393,2145728,2021-03-22
2021-03-29,1.3420311212539673,1.3505330085754395,1.5195660591125488,1.3323290348052979,1.4216140508651733,692170,2021-03-29
2021-04-05,1.3782089948654175,1.3869400024414062,1.4718899726867676,1.2915879487991333,1.3505330085754395,553736,2021-04-05
2021-04-12,1.3782089948654175,1.3869400024414062,1.3869400024414062,1.3869400024414062,1.3869400024414062,0,2021-04-12
2021-04-19,1.3782089948654175,1.3869400024414062,1.3869400024414062,1.3869400024414062,1.3869400024414062,0,2021-04-19
2021-04-26,1.2007641792297363,1.2083710432052612,1.3869400024414062,1.2057709693908691,1.3869400024414062,622953,2021-04-26
2021-05-03,1.1197950839996338,1.1268889904022217,1.2083710432052612,1.1268889904022217,1.2083710432052612,346085,2021-05-03
2021-05-10,1.2059333324432373,1.2135729789733887,1.2135729789733887,1.1268889904022217,1.1268889904022217,138434,2021-05-10
2021-05-17,1.1197950839996338,1.1268889904022217,1.2508469820022583,1.1268889904022217,1.2135729789733887,346085,2021-05-17
2021-05-24,1.2550313472747803,1.2629820108413696,1.2655830383300781,1.1268889904022217,1.1268889904022217,415302,2021-05-24
2021-05-31,1.2550313472747803,1.2629820108413696,1.2629820108413696,1.2629820108413696,1.2629820108413696,0,2021-05-31
2021-06-07,1.240388035774231,1.2482459545135498,1.2629820108413696,1.2482459545135498,1.2629820108413696,69217,2021-06-07
2021-06-14,1.1714776754379272,1.1788990497589111,1.2482459545135498,1.1788990497589111,1.2482459545135498,207651,2021-06-14
2021-06-21,1.2059333324432373,1.2135729789733887,1.2135729789733887,1.1788990497589111,1.1788990497589111,138434,2021-06-21
2021-06-28,1.240388035774231,1.2482459545135498,1.2482459545135498,1.19623601436615,1.2135729789733887,276868,2021-06-28
2021-07-05,1.1723392009735107,1.179766058921814,1.2482459545135498,1.179766058921814,1.2482459545135498,346085,2021-07-05
2021-07-12,1.2490015029907227,1.2569140195846558,1.2655830383300781,1.1788990497589111,1.1875669956207275,553736,2021-07-12
2021-07-19,1.2576159238815308,1.2655830383300781,1.2655830383300781,1.230908989906311,1.2569140195846558,276868,2021-07-19
2021-07-26,1.240388035774231,1.2482459545135498,1.2690500020980835,1.215306043624878,1.2655830383300781,622953,2021-07-26
2021-08-02,1.3265262842178345,1.3349299430847168,1.3869400024414062,1.317592978477478,1.317592978477478,484519,2021-08-02
2021-08-09,1.1723392009735107,1.179766058921814,1.3002560138702393,1.1788990497589111,1.3002560138702393,622953,2021-08-09
